"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Zc3h12c",1.9790604426841e-08,0.959636151992654,0.48,0.146,0.000340279652515103,3.48720279451169e-69,1.25555299021558,0.543,0.104,5.9958964848834e-65,1.9790604426841e-08,6.97440558902339e-69
"Fam167a",1.59571620061538e-68,0.600629726541149,0.44,0.013,2.74367443533809e-64,8.11401421637375e-42,0.437918281342932,0.268,0.036,1.3951236043633e-37,8.11401421637375e-42,3.19143240123079e-68
"Ankrd33b",4.9772042843512e-06,0.908540002280141,0.48,0.182,0.0855780504651345,2.16889108647243e-67,1.45978453273992,0.646,0.153,3.7291913340807e-63,4.9772042843512e-06,4.33778217294486e-67
"Ccl4",8.13030619941192e-20,3.29963437720409,0.84,0.226,1.39792484792689e-15,5.43674550162161e-65,2.95763872504033,0.906,0.438,9.34794021548819e-61,8.13030619941192e-20,1.08734910032432e-64
"Il1rn",9.22290343658046e-17,2.19016182500236,1,0.527,1.58578601688564e-12,1.7131806230413e-64,1.72300275048247,1,0.62,2.94564276325722e-60,9.22290343658046e-17,3.42636124608266e-64
"Nfkbia",3.68987650215149e-12,2.08017575017214,0.96,0.692,6.34437365779927e-08,1.3952280477691e-62,2.53936859529652,0.953,0.622,2.39895510533418e-58,3.68987650215149e-12,2.79045609553816e-62
"Casp4",1.96533128285323e-12,0.960057473711874,0.64,0.186,3.37919060773785e-08,5.77072607533204e-62,1.28256454068225,0.638,0.162,9.92218641392591e-58,1.96533128285323e-12,1.15414521506642e-61
"Dedd2",0.000675651316868664,0.859701382603086,0.4,0.194,1,1.8541565920826e-61,1.18290741919059,0.591,0.133,3.18803684442683e-57,0.000675651316868664,3.70831318416517e-61
"Csf1",6.333110252354e-17,1.93067193218733,0.8,0.227,1.08891497678975e-12,2.07731183206246e-61,1.78871042210982,0.843,0.329,3.57172996404819e-57,6.333110252354e-17,4.15462366412492e-61
"Rasgef1b",1.22332653204596e-15,0.684517533792526,0.36,0.043,2.10338763919983e-11,6.71674317161029e-61,1.46017053775469,0.567,0.129,1.15487682092667e-56,1.22332653204596e-15,1.34334863432206e-60
"Nr4a1",5.33590377103691e-16,1.01724494079358,0.24,0.019,9.17455294392087e-12,7.25589570869678e-61,0.512599792211818,0.165,0.01,1.24757870815332e-56,5.33590377103691e-16,1.45117914173936e-60
"Egr3",1.05700455296436e-06,1.36378424388332,0.36,0.098,0.0181741362836692,1.67939478786375e-59,1.00455431587021,0.346,0.045,2.88755139825294e-55,1.05700455296436e-06,3.3587895757275e-59
"Sqstm1",3.06204622148122e-11,1.86323521851819,0.88,0.621,5.26488227321481e-07,7.79661560037392e-58,1.66537536238619,0.89,0.479,1.34055008632829e-53,3.06204622148122e-11,1.5593231200748e-57
"Il1f9",1.46240289775626e-18,1.5678889728106,0.76,0.175,2.51445554240212e-14,1.68309790768856e-57,1.64322939503808,0.709,0.214,2.89391854247971e-53,1.46240289775626e-18,3.36619581537708e-57
"Mapk6",2.10019803959363e-05,1.10005112890043,0.6,0.344,0.361108050927729,2.57819170715266e-57,1.52563239862724,0.835,0.383,4.43294282127828e-53,2.10019803959363e-05,5.15638341430527e-57
"Ifrd1",2.39008249348547e-12,2.33570420925191,0.88,0.489,4.10950783929892e-08,7.54680465623846e-57,2.30275070835984,0.882,0.518,1.29759759259364e-52,2.39008249348547e-12,1.50936093124771e-56
"AC127341.3",2.0262065634848e-12,0.935224813004519,0.36,0.053,3.48385956525576e-08,1.40133006343702e-55,0.990223492562732,0.409,0.068,2.40944691107362e-51,2.0262065634848e-12,2.80266012687403e-55
"Ubc",1.78367832397054e-09,1.7572474035178,0.92,0.891,3.06685651023495e-05,4.06635663418307e-54,1.69543380605437,0.937,0.845,6.99169359681436e-50,1.78367832397054e-09,8.13271326836619e-54
"Ccnl1",4.34818797077443e-09,1.32971490948351,0.84,0.647,7.47627439694956e-05,1.09337301981522e-52,1.82895826641992,0.85,0.491,1.87994557027029e-48,4.34818797077443e-09,2.18674603963043e-52
"Gem",2.43441814847733e-05,0.450652734540273,0.16,0.026,0.418573856449193,1.18766556827315e-52,0.626760470825622,0.197,0.017,2.04207217808886e-48,2.43441814847733e-05,2.3753311365463e-52
"Tgoln1",8.02405533129223e-09,1.04218688079531,0.84,0.61,0.000137965607366239,1.23297356793111e-51,1.5809216203329,0.85,0.501,2.11997475270074e-47,8.02405533129223e-09,2.46594713586222e-51
"Mreg",7.00352798231905e-12,0.711225250744322,0.56,0.136,1.20418660127994e-07,7.76483406345991e-51,0.908201491648321,0.441,0.085,1.3350855688713e-46,7.00352798231905e-12,1.55296681269198e-50
"Atf3",2.12154176639419e-15,1.57581037245679,0.84,0.299,3.64777891313816e-11,3.75798810131063e-50,1.56593275562516,0.835,0.375,6.4614847413935e-46,2.12154176639419e-15,7.5159762026213e-50
"Irak2",4.76053551043902e-11,0.896554460217606,0.76,0.335,8.18526475664886e-07,8.23620983339528e-48,1.12617525194451,0.669,0.225,1.41613391875398e-43,4.76053551043902e-11,1.64724196667907e-47
"Sod2",1.17093122117001e-12,1.83463581296998,0.92,0.72,2.01329914167971e-08,1.16613258935059e-47,1.64745078693453,0.906,0.644,2.00504837412941e-43,1.17093122117001e-12,2.33226517870121e-47
"Zfp36",1.51583608189484e-06,1.52644203610741,0.84,0.655,0.0260632855920999,6.47043068414466e-47,1.77073708905593,0.89,0.58,1.11252585183183e-42,1.51583608189484e-06,1.29408613682894e-46
"Cpeb4",4.22443853957455e-14,1.46061396104687,0.84,0.347,7.26349962494449e-10,9.38249138820218e-46,1.71820331101528,0.756,0.341,1.61322556928748e-41,4.22443853957455e-14,1.87649827764045e-45
"Arl5b",0.000128885467598846,0.680605802123355,0.36,0.136,1,1.29145077580099e-45,0.779870751219679,0.425,0.087,2.22052046391223e-41,0.000128885467598846,2.582901551602e-45
"Mapkapk2",9.70830963668807e-09,1.27898949071986,0.84,0.662,0.000166924675893215,1.90805054789756e-45,1.29956771751383,0.874,0.583,3.28070211205507e-41,9.70830963668807e-09,3.81610109579511e-45
"Junb",3.89228497775132e-08,1.47611505592578,0.88,0.781,0.000669239479074562,4.58041518185513e-45,2.05264649871691,0.874,0.641,7.87556586368171e-41,3.89228497775132e-08,9.16083036371028e-45
"Tgm2",6.15505607502997e-10,1.14713100225887,0.8,0.373,1.05830034154065e-05,8.16759973825742e-45,0.934191262513221,0.543,0.14,1.40433709899598e-40,6.15505607502997e-10,1.63351994765149e-44
"Pnrc1",2.00294315367003e-07,0.897164990942282,0.84,0.722,0.00344386045842025,1.18173121777795e-44,1.26782640956935,0.89,0.552,2.03186865584741e-40,2.00294315367003e-07,2.36346243555591e-44
"Csrnp1",1.68892189439069e-05,0.482778706145572,0.4,0.132,0.290393230521536,1.60678544979354e-43,0.867938333047769,0.457,0.103,2.76270690237502e-39,1.68892189439069e-05,3.2135708995871e-43
"Hmox1",7.62871868063242e-08,2.53755662714731,0.72,0.438,0.00131168188994794,2.39105718454052e-43,2.00379556189425,0.819,0.465,4.11118372309896e-39,7.62871868063242e-08,4.78211436908103e-43
"Map3k8",1.86604351657774e-05,0.966202095750015,0.52,0.252,0.320847522240377,5.82946295966437e-43,1.57482276112696,0.543,0.158,1.00231786128469e-38,1.86604351657774e-05,1.16589259193288e-42
"Rgcc",1.28806931866648e-08,1.82732815801101,0.56,0.198,0.000221470638651514,6.40060509591286e-43,1.58958991691284,0.646,0.234,1.10052004019126e-38,1.28806931866648e-08,1.28012101918258e-42
"Rhov",1.16407192730092e-09,0.721087970478696,0.44,0.102,2.0015052718012e-05,1.41027049628058e-42,1.13017173026712,0.551,0.163,2.42481909130483e-38,1.16407192730092e-09,2.82054099256117e-42
"2900060B14Rik",5.75965879527359e-06,1.04472243453508,0.2,0.036,0.0990315733259341,2.29807805260858e-41,1.40458450010251,0.236,0.03,3.95131540365519e-37,5.75965879527359e-06,4.59615610521715e-41
"Ralgds",2.52875278966314e-13,1.24345936993374,0.76,0.264,4.3479375465468e-09,2.66849022064856e-41,1.24205486675558,0.803,0.417,4.58820208538313e-37,2.52875278966314e-13,5.33698044129713e-41
"Ets2",1.19054181525214e-17,1.54497432847805,0.84,0.271,2.04701759714453e-13,1.34165068492908e-40,1.33362937588634,0.614,0.218,2.30683418766706e-36,1.19054181525214e-17,2.68330136985817e-40
"Ier5",3.11921697442725e-07,1.33038473004134,0.84,0.654,0.00536318166583022,1.4049530067893e-40,1.62602900666781,0.874,0.599,2.41567619987353e-36,3.11921697442725e-07,2.8099060135786e-40
"Slc26a11",0.00480894725792423,0.396533647625168,0.24,0.093,1,2.71967272874941e-40,0.84780201071595,0.346,0.066,4.67620528981174e-36,0.00480894725792423,5.43934545749884e-40
"Vim",1.09655347667892e-07,-1.09322685446508,0.68,0.934,0.00188541404780173,3.2996007781552e-40,-1.47388066199325,0.591,0.918,5.67333357796005e-36,1.09655347667892e-07,6.59920155631042e-40
"Icam1",1.60969107911726e-05,0.972678197247357,0.68,0.428,0.276770284143422,3.35874990292571e-40,1.74848877425545,0.685,0.297,5.77503458309046e-36,1.60969107911726e-05,6.71749980585146e-40
"Gm20186",1.72040797403896e-10,1.12801818833443,0.4,0.078,2.95806947056259e-06,3.70660537109273e-39,0.667702703641292,0.236,0.032,6.37313727505684e-35,1.72040797403896e-10,7.41321074218544e-39
"Zkscan14",0.0234552804310737,0.436653362814675,0.32,0.188,1,1.40107889700484e-38,0.697916841999566,0.394,0.086,2.40901505551013e-34,0.0234552804310737,2.8021577940097e-38
"Optn",5.22593232561173e-05,0.373090126818366,0.32,0.1,0.89854680406568,2.53988104543271e-38,0.700824344229629,0.417,0.096,4.36707146951699e-34,5.22593232561173e-05,5.07976209086545e-38
"Ero1l",5.28292581808416e-14,2.47258466291373,0.96,0.569,9.0834626516139e-10,1.4738958609724e-37,1.65688255306408,0.787,0.459,2.53421654335594e-33,5.28292581808416e-14,2.94779172194481e-37
"Rpl41",4.11482521457502e-08,-0.759290777453611,0.96,0.985,0.000707503047394028,1.13732741440872e-36,-0.8850247056891,0.929,0.982,1.95552075633435e-32,4.11482521457502e-08,2.27465482881746e-36
"Srgn",6.04423289064184e-08,1.12355977624066,0.92,0.794,0.00103924540321696,1.58066752272348e-36,1.04739336659217,0.961,0.787,2.71779973857076e-32,6.04423289064184e-08,3.16133504544699e-36
"Cd14",1.32033976786101e-12,2.22484180751176,0.88,0.461,2.27019219686022e-08,4.59710611308458e-36,1.37305744432816,0.701,0.304,7.90426425083762e-32,1.32033976786101e-12,9.19421222616924e-36
"Gm20406",0.000136978941821992,0.306487355763737,0.2,0.045,1,7.04124865604921e-36,0.61122581386704,0.276,0.045,1.2106722939211e-31,0.000136978941821992,1.40824973120985e-35
"Tnf",8.7115956012069e-14,2.51990046937913,0.76,0.259,1.49787174767151e-09,8.68199565804049e-36,2.5690217660989,0.63,0.268,1.49278233344348e-31,8.7115956012069e-14,1.73639913160811e-35
"Inhba",9.70247083062648e-16,1.45098875832142,0.72,0.181,1.66824283461792e-11,2.27330142344387e-35,1.73124961110615,0.646,0.252,3.90871446746939e-31,9.70247083062648e-16,4.54660284688773e-35
"Pmaip1",0.00431055847452608,0.491066980150712,0.44,0.274,1,3.09315610853871e-35,0.787245432853649,0.465,0.128,5.31837261302145e-31,0.00431055847452608,6.18631221707742e-35
"Gadd45g",0.0728513577321861,1.60244831528618,0.32,0.221,1,6.45912989633536e-35,2.39867915189271,0.535,0.188,1.1105827943759e-30,0.0728513577321861,1.29182597926707e-34
"Cd83",8.33311603974154e-06,0.467923343351667,0.44,0.138,0.143279597187316,9.03402583724684e-35,0.789695946466039,0.339,0.068,1.55331040245622e-30,8.33311603974154e-06,1.80680516744938e-34
"Cflar",1.27002124980611e-08,1.18999408891955,0.8,0.542,0.000218367453691662,1.26147823031328e-34,1.17208746267153,0.772,0.445,2.16898566920066e-30,1.27002124980611e-08,2.52295646062658e-34
"Mafk",0.00609149443803653,0.350366273783362,0.28,0.122,1,2.58013817771205e-34,0.682378903575668,0.378,0.088,4.43628958275809e-30,0.00609149443803653,5.16027635542409e-34
"Cd274",4.92778170851886e-07,1.20686597544604,0.76,0.518,0.00847282786962732,7.51089027684824e-34,1.26218143685476,0.835,0.481,1.29142247420129e-29,4.92778170851886e-07,1.50217805536966e-33
"Zfp655",0.000327147727739893,0.861335206317445,0.52,0.304,1,9.28717873670656e-34,1.10430906317391,0.559,0.209,1.59683751198933e-29,0.000327147727739893,1.85743574734133e-33
"Zeb2",1.84990674093863e-13,1.18331058679896,1,0.729,3.18072965036988e-09,1.24603367667218e-32,1.0950680388864,0.937,0.709,2.14243030367014e-28,1.84990674093863e-13,2.49206735334435e-32
"Suco",0.00722637013164727,0.664013128624201,0.4,0.242,1,5.43247615336983e-32,1.00296802069811,0.496,0.164,9.34059949810409e-28,0.00722637013164727,1.08649523067398e-31
"Clec4d",5.20927449716494e-13,1.6604308040676,0.92,0.573,8.95682657042539e-09,3.16859386878804e-30,0.881129928764324,0.929,0.77,5.44808029799415e-26,5.20927449716494e-13,6.33718773757612e-30
"Gla",7.96373664877418e-08,1.19786609927876,0.68,0.366,0.00136928487939023,4.93022092204982e-30,1.24726568564022,0.677,0.364,8.47702185337245e-26,7.96373664877418e-08,9.86044184409971e-30
"Tmem140",0.0331245678039747,0.509606618361176,0.32,0.2,1,9.77659526369036e-30,1.00800910168857,0.441,0.135,1.68098778963892e-25,0.0331245678039747,1.95531905273808e-29
"Ndufa4",0.00337518070653044,-0.327225475712655,0.32,0.711,1,1.76049537873253e-29,-0.959796874827456,0.15,0.665,3.02699575419271e-25,0.00337518070653044,3.52099075746507e-29
"Fas",6.07314565053713e-12,0.956939865397702,0.76,0.274,1.04421666315335e-07,2.26019230799109e-29,0.943006649276561,0.63,0.261,3.88617465435988e-25,6.07314565053713e-12,4.52038461598216e-29
"Rgs1",6.46499662615495e-07,1.0721298654331,0.52,0.197,0.0111159151990108,4.36951126340337e-29,1.52480341106362,0.543,0.211,7.51293766629576e-25,6.46499662615495e-07,8.73902252680677e-29
"Tra2a",5.33148458188222e-07,0.665282225347925,0.84,0.656,0.00916695459008829,1.50855246984524e-28,1.27810721797052,0.717,0.455,2.5938051166519e-24,5.33148458188222e-07,3.01710493969047e-28
"Sema4d",0.00118564380207569,0.813006516744906,0.64,0.561,1,1.9378224589402e-27,0.975470660176998,0.756,0.448,3.33189193590178e-23,0.00118564380207569,3.87564491788041e-27
"Ptp4a1",9.91623902875116e-05,1.05310200114796,0.72,0.575,1,2.39599840737864e-27,1.28403540108622,0.724,0.477,4.11967966164683e-23,9.91623902875116e-05,4.7919968147573e-27
"Anxa1",1.10707759840044e-07,-1.12784188213282,0.36,0.813,0.00190350922268972,3.84085327968787e-27,-1.14249928629965,0.354,0.763,6.60396312909532e-23,1.10707759840044e-07,7.68170655937578e-27
"Gpx1",1.02120793011979e-07,-0.916737121678902,0.76,0.948,0.00175586491504797,5.33089472440769e-27,-0.778960207208975,0.551,0.916,9.16594038914658e-23,1.02120793011979e-07,1.06617894488154e-26
"Mirt1",1.29080183300192e-05,0.507724340873978,0.36,0.107,0.22194046716635,5.77296069469402e-27,0.507430085737433,0.339,0.079,9.92602861845689e-23,1.29080183300192e-05,1.1545921389388e-26
"Mif",2.49110765303875e-07,1.29848387342132,0.92,0.806,0.00428321049863483,9.62835365327818e-27,1.03715893994479,0.866,0.746,1.65549912714465e-22,2.49110765303875e-07,1.92567073065564e-26
"Tiparp",9.7903949463386e-05,0.713736271583941,0.72,0.495,1,1.03358564393239e-26,1.3205746587155,0.677,0.396,1.77714715617735e-22,9.7903949463386e-05,2.06717128786478e-26
"Cstb",1.62332070404324e-08,1.17690554872956,0.96,0.906,0.000279113761853195,1.5226721423235e-26,0.972634415432179,0.945,0.911,2.61808248151103e-22,1.62332070404324e-08,3.04534428464702e-26
"Gnai2",7.43444751566059e-05,-0.443279967810518,0.96,0.934,1,1.64575362604369e-26,-0.678979030160964,0.748,0.937,2.82970878461952e-22,7.43444751566059e-05,3.29150725208739e-26
"Gpsm1",0.0177154839401853,0.32261027132074,0.12,0.035,1,2.76003427337601e-26,0.37531232534317,0.157,0.021,4.74560292964272e-22,0.0177154839401853,5.52006854675205e-26
"Nfam1",8.88137686138732e-06,-0.606958952186985,0.28,0.741,0.152706393754694,3.72397739229942e-26,-0.89308204310956,0.228,0.709,6.40300672831962e-22,8.88137686138732e-06,7.44795478459885e-26
"Hist1h4i",8.63265527624442e-05,1.22385624043715,0.4,0.161,1,4.38782871493176e-26,1.01047231902606,0.441,0.143,7.54443269245366e-22,8.63265527624442e-05,8.77565742986356e-26
"Gna13",2.18674056518484e-07,1.3516151046532,0.8,0.643,0.00375988172777881,5.27184783085014e-26,1.26701458541873,0.724,0.517,9.06441516036373e-22,2.18674056518484e-07,1.05436956617003e-25
"Slc7a11",9.95216706931424e-10,1.5436093220781,0.84,0.501,1.71117560589789e-05,5.29432444140047e-26,1.30618286892474,0.795,0.524,9.10306144454396e-22,9.95216706931424e-10,1.05886488828009e-25
"Hdc",1.71080199789608e-06,0.459788309563368,0.2,0.032,0.0294155295518251,5.66249164908734e-26,0.588811561096923,0.299,0.066,9.73608814144077e-22,1.71080199789608e-06,1.13249832981747e-25
"Atp6v1e1",2.13922539093605e-07,1.03444017171491,0.96,0.803,0.00367818413717545,6.29864891270809e-26,0.808957454990491,0.929,0.797,1.08298969405103e-21,2.13922539093605e-07,1.25972978254162e-25
"Lilr4b",3.03561359007437e-05,0.745227199307442,0.84,0.773,0.521943400677387,1.02320109329349e-25,0.739239841321397,0.953,0.813,1.75929195980883e-21,3.03561359007437e-05,2.04640218658698e-25
"Zfand5",0.000117864651804589,1.00961296053063,0.72,0.693,1,1.35086990204435e-25,1.04327195252825,0.764,0.554,2.32268570957506e-21,0.000117864651804589,2.70173980408871e-25
"Ywhah",7.11962199394425e-07,-0.80666586490588,0.24,0.79,0.0122414780563877,4.85696598548847e-25,-0.861539154427015,0.213,0.683,8.35106731544888e-21,7.11962199394425e-07,9.71393197097694e-25
"Ilf3",0.0130576949007709,0.41116966558077,0.44,0.294,1,8.45329186888497e-25,0.773828789008216,0.488,0.194,1.45345900393608e-20,0.0130576949007709,1.69065837377699e-24
"Rps24",1.5565625805134e-08,-0.856323972224389,0.92,0.977,0.000267635370093474,9.22720473588849e-25,-0.779299443217031,0.827,0.94,1.58652558228867e-20,1.5565625805134e-08,1.8454409471777e-24
"F3",1.08436026822035e-10,0.834895859268155,0.24,0.028,1.86444904517806e-06,1.16760028097687e-24,0.945345440412018,0.268,0.06,2.00757192311163e-20,1.08436026822035e-10,2.33520056195374e-24
"Mxd1",4.45265958588873e-09,1.10205300188829,0.84,0.435,7.65590289197709e-05,1.66605962127996e-24,1.01187393588316,0.764,0.449,2.86462291282877e-20,4.45265958588873e-09,3.33211924255994e-24
"Rybp",0.0729744536633367,0.727043948335623,0.32,0.23,1,2.1858795342773e-24,0.943379667243356,0.472,0.177,3.75840127123639e-20,0.0729744536633367,4.37175906855463e-24
"1500015A07Rik",0.00479382139452148,0.49961263620313,0.24,0.09,1,2.61654174965443e-24,0.420443504916629,0.268,0.059,4.49888188435583e-20,0.00479382139452148,5.23308349930886e-24
"Errfi1",0.0776049387517614,0.305001145884303,0.24,0.136,1,2.86696716528366e-24,1.38240168525559,0.299,0.075,4.92946334398873e-20,0.0776049387517614,5.73393433056733e-24
"Actb",1.94624641369745e-07,-0.720459842429392,0.96,0.995,0.00334637608371139,4.30626678516674e-24,-0.576624725837469,0.961,0.997,7.40419511041569e-20,1.94624641369745e-07,8.6125335703335e-24
"Rps27l",7.9775053551718e-07,-0.830096036494806,0.52,0.875,0.0137165227076824,5.01941825261501e-24,-0.832472980199541,0.433,0.817,8.63038774354625e-20,7.9775053551718e-07,1.003883650523e-23
"Vegfa",4.92552707667318e-12,1.17020891743418,0.72,0.234,8.46895125563187e-08,5.18866895522237e-24,0.838276009199347,0.354,0.1,8.92139740160935e-20,4.92552707667318e-12,1.03773379104448e-23
"Atp5f1",0.00366119415031129,-0.391798213236862,0.8,0.879,1,5.85568922894994e-24,-0.691606980433041,0.433,0.805,1.00682720602565e-19,0.00366119415031129,1.17113784578999e-23
"Ybx1",4.65375865213371e-08,-0.902932526282719,0.76,0.93,0.00080016726264787,6.06513522063793e-24,-0.7806740816783,0.63,0.857,1.04283934983649e-19,4.65375865213371e-08,1.21302704412759e-23
"Klhl24",0.0323170662322702,0.493178584988254,0.52,0.46,1,6.43961657775028e-24,0.805905114907237,0.52,0.211,1.10722767437838e-19,0.0323170662322702,1.28792331555006e-23
"F10",4.50453990498809e-08,1.38228971029701,0.84,0.6,0.000774510591263652,2.19009115537492e-23,0.977255606532422,0.906,0.682,3.76564273255163e-19,4.50453990498809e-08,4.38018231074985e-23
"Srfbp1",0.0173352011184224,0.306767875162505,0.24,0.113,1,2.28731315041724e-23,0.540771608586029,0.268,0.063,3.9328062308274e-19,0.0173352011184224,4.5746263008345e-23
"Kdm6b",1.18866012388508e-05,0.835278933963378,0.64,0.388,0.2043782217008,6.15730683661866e-23,1.1608851891327,0.622,0.351,1.05868733748821e-18,1.18866012388508e-05,1.23146136732373e-22
"Ubb",1.11926598516413e-05,0.844681025883546,0.96,0.939,0.19244659348912,7.60464869068873e-23,0.7555376038951,0.961,0.923,1.30754329587702e-18,1.11926598516413e-05,1.52092973813775e-22
"Sde2",3.89517155376594e-06,1.0631340003316,0.68,0.462,0.0669735796954515,9.51110865547426e-23,1.06528875010741,0.63,0.373,1.63534002222225e-18,3.89517155376594e-06,1.90222173109485e-22
"Clk1",0.0148999338789988,0.762871902639058,0.6,0.576,1,9.89203591093185e-23,0.898345869675311,0.63,0.352,1.70083665452562e-18,0.0148999338789988,1.97840718218638e-22
"Mbnl1",2.30054640463118e-07,-0.986097128657483,0.52,0.818,0.00395555948812286,1.04730778826813e-22,-0.749041978269316,0.315,0.738,1.80074101114822e-18,2.30054640463118e-07,2.09461557653626e-22
"Rpl32",8.78547854368557e-08,-1.02176881723962,0.88,0.962,0.0015105751808013,1.28949647924697e-22,-0.925138866015457,0.78,0.891,2.21716024641723e-18,8.78547854368557e-08,2.57899295849394e-22
"Arid5b",1.38198827498248e-06,0.958761220791122,0.64,0.353,0.0237619064000488,1.3856393434214e-22,0.942139999163009,0.559,0.259,2.38246828707875e-18,1.38198827498248e-06,2.7712786868428e-22
