"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Rad51",0,0.348604346582911,0.703,0.061,0,5.71766900146593e-185,0.345653522417643,0.605,0.05,9.83096008112051e-181,5.71766900146593e-185,0
"Mns1",0,0.344574522176313,0.629,0.03,0,0,0.28754662995007,0.497,0.019,0,0,0
"Ncaph",0,0.340638087207796,0.656,0.056,0,8.83286204390364e-180,0.333287611010785,0.599,0.051,1.51872229982879e-175,8.83286204390364e-180,0
"Klrb1f",0,0.285911975411389,0.602,0.046,0,0,0.341619516392405,0.544,0.023,0,0,0
"Kctd14",1.04464254585567e-256,0.488392686071863,0.712,0.088,1.79615839334424e-252,0,0.612705343913888,0.633,0.025,0,1.04464254585567e-256,0
"Rtn1",6.16601404307141e-250,0.351189627607322,0.659,0.075,1.0601844545657e-245,0,0.576773777948632,0.673,0.022,0,6.16601404307141e-250,0
"Ppp1r14a",5.99474965867118e-247,0.299565194268349,0.558,0.052,1.03073725631192e-242,0,0.38403235558874,0.517,0.011,0,5.99474965867118e-247,0
"Kmo",1.10192316736046e-246,0.420522976633171,0.881,0.153,1.89464669395957e-242,0,0.356729719625923,0.667,0.032,0,1.10192316736046e-246,0
"Asgr2",1.25683232341478e-227,1.50582521702753,0.878,0.171,2.16099749687938e-223,0,1.78737435154094,0.707,0.033,0,1.25683232341478e-227,0
"Cd34",2.22250679732794e-208,0.296155371163286,0.51,0.053,3.82137818732566e-204,0,0.363647282792576,0.483,0.013,0,2.22250679732794e-208,0
"Ciita",5.99488930958195e-182,0.89776673374751,0.97,0.27,1.03076126788952e-177,0,1.17045651680649,0.946,0.076,0,5.99488930958195e-182,0
"Epb41l3",1.27699289574719e-167,0.281988907077737,0.579,0.087,2.19566158494773e-163,0,0.547545937957462,0.653,0.031,0,1.27699289574719e-167,0
"Ccnb1",2.69394496910703e-305,0.583282108708991,0.736,0.077,4.63196897988263e-301,4.78941829135753e-174,0.556580692710924,0.687,0.069,8.23492581016014e-170,4.78941829135753e-174,5.3878899382138e-305
"Dlgap5",8.00138948126387e-303,0.436535236044181,0.783,0.095,1.37575890740851e-298,1.63080178103075e-151,0.366447275321887,0.646,0.069,2.80400058230427e-147,1.63080178103075e-151,1.60027789625273e-302
"Melk",2.044019650915e-302,0.418074489931947,0.677,0.067,3.51448738778326e-298,1.67957913721387e-203,0.362061358124965,0.599,0.045,2.88786836852554e-199,1.67957913721387e-203,4.08803930182955e-302
"Rrm2",1.60243439134964e-301,0.657806475644401,0.757,0.084,2.75522569248657e-297,2.91395716397205e-177,0.655934355469762,0.755,0.083,5.01025794773354e-173,2.91395716397205e-177,3.20486878269908e-301
"Plk1",1.14213147042251e-300,0.515441208683978,0.668,0.062,1.96378085024447e-296,1.61816142022661e-168,0.509399328686754,0.626,0.059,2.78226674593764e-164,1.61816142022661e-168,2.28426294084503e-300
"Top2a",3.13921071960264e-300,1.48780003833493,0.908,0.148,5.39755891128479e-296,3.41321060626059e-187,1.46367173432354,0.918,0.128,5.86867431640447e-183,3.41321060626059e-187,6.27842143920508e-300
"Aspm",1.07573042223857e-298,0.420741334384447,0.623,0.052,1.84961088799699e-294,1.14463783797895e-165,0.39692542442489,0.551,0.046,1.96809029862101e-161,1.14463783797895e-165,2.15146084447704e-298
"Uhrf1",1.87080430389492e-298,0.508208887100988,0.76,0.09,3.21666092011693e-294,3.09037485519351e-193,0.519866770751822,0.728,0.072,5.31359052601972e-189,3.09037485519351e-193,3.74160860778981e-298
"Nusap1",1.10780363773606e-297,0.856977136901762,0.73,0.08,1.90475757472338e-293,5.21699056666887e-173,0.849332682815151,0.687,0.071,8.97009358033046e-169,5.21699056666887e-173,2.21560727547189e-297
"Shcbp1",2.81214595296609e-297,0.315396606196968,0.617,0.053,4.8352037515299e-293,5.53088038561901e-215,0.309551917129801,0.571,0.038,9.50979573503332e-211,5.53088038561901e-215,5.62429190593203e-297
"Spag5",9.50239833476487e-296,0.320313142408585,0.644,0.058,1.63384236967947e-291,1.51131358054664e-168,0.29063666907927,0.517,0.04,2.59855257039189e-164,1.51131358054664e-168,1.90047966695284e-295
"Cenpk",9.60713176563179e-294,0.292206200077541,0.703,0.074,1.65185023578273e-289,6.54904672085369e-145,0.252754352044926,0.531,0.049,1.12604309318358e-140,6.54904672085369e-145,1.92142635312622e-293
"Sgo1",3.35675703036235e-289,0.271862235264798,0.632,0.056,5.77160803800503e-285,2.83446270608808e-149,0.282799803089,0.551,0.051,4.87357517684784e-145,2.83446270608808e-149,6.71351406072446e-289
"Birc5",1.85809671323992e-288,1.11988984302102,0.866,0.131,3.19481148874472e-284,2.91684448916376e-181,1.14797097440189,0.857,0.111,5.01522241466816e-177,2.91684448916376e-181,3.71619342647962e-288
"Nuf2",6.75712516764738e-288,0.32918058756778,0.641,0.059,1.16182010132529e-283,2.27911958678342e-147,0.278819306745183,0.551,0.051,3.91871821751541e-143,2.27911958678342e-147,1.35142503352935e-287
"Tpx2",1.64738096190131e-285,0.762202472352969,0.855,0.128,2.83250682589311e-281,3.77318841905586e-134,0.780020248535361,0.81,0.132,6.48762016772464e-130,3.77318841905586e-134,3.29476192380259e-285
"Gimap1",1.61870925620004e-279,0.449482592710481,0.733,0.083,2.78320869511035e-275,2.30410394061794e-281,0.457184733667113,0.524,0.024,3.96167631549849e-277,1.61870925620004e-279,4.6082078812355e-281
"Aurkb",2.61724637203466e-281,0.516561532454718,0.724,0.088,4.5000934120764e-277,1.08272911230485e-161,0.459554884966799,0.626,0.063,1.86164443569695e-157,1.08272911230485e-161,5.23449274406909e-281
"Bub1b",5.71789879025136e-280,0.577035795717966,0.798,0.109,9.83135517995819e-276,9.79520209569007e-144,0.535849089200419,0.694,0.088,1.68418704833295e-139,9.79520209569007e-144,1.14357975805026e-279
"Tyms",1.29412221096399e-279,0.616548985992257,0.861,0.14,2.22511372953148e-275,4.34070789976786e-199,0.604385232826883,0.796,0.085,7.46341316286086e-195,4.34070789976786e-199,2.58824442192792e-279
"Kif22",3.41152776795539e-279,0.411938585145753,0.697,0.079,5.8657808442225e-275,1.49682125890566e-158,0.375240647326841,0.639,0.066,2.5736344725624e-154,1.49682125890566e-158,6.82305553591019e-279
"Spc25",1.18799548513442e-278,0.54524807680728,0.718,0.083,2.04263943714011e-274,3.19046890091634e-148,0.51244412854439,0.673,0.078,5.48569222823555e-144,3.19046890091634e-148,2.37599097026871e-278
"Kif2c",4.32265627979962e-278,0.285216798808617,0.591,0.05,7.43237520748747e-274,1.92180417776694e-166,0.272356800578323,0.517,0.04,3.30435010325248e-162,1.92180417776694e-166,8.64531255959861e-278
"Cenpf",4.36117916113896e-278,1.11394792601999,0.703,0.08,7.49861144966233e-274,4.75606664540711e-154,1.10850720168398,0.653,0.072,8.17758099011299e-150,4.75606664540711e-154,8.72235832227696e-278
"Pbk",4.18469890296997e-276,0.302335072196032,0.558,0.044,7.19517129376657e-272,1.31909608489664e-146,0.300725877563323,0.476,0.039,2.26805380837127e-142,1.31909608489664e-146,8.36939780593937e-276
"Sgo2a",1.72150602951145e-274,0.360277568469793,0.641,0.064,2.95995746714199e-270,2.40049391822299e-150,0.366020420612202,0.558,0.053,4.12740924299262e-146,2.40049391822299e-150,3.44301205902277e-274
"Pimreg",4.39999839684398e-273,0.351330701800068,0.617,0.058,7.56535724353353e-269,2.52618294835839e-179,0.347984029637091,0.585,0.048,4.34351896140742e-175,2.52618294835839e-179,8.79999679368734e-273
"Mcm5",1.57563503343943e-271,0.5605470856833,0.855,0.132,2.70914687649576e-267,1.62329394166259e-126,0.517943412909554,0.755,0.113,2.79109160329466e-122,1.62329394166259e-126,3.15127006687877e-271
"Bub1",1.13797792878514e-269,0.308305394392701,0.656,0.068,1.95663925075317e-265,4.40607252021308e-141,0.274685519282086,0.551,0.053,7.57580109125437e-137,4.40607252021308e-141,2.2759558575702e-269
"Ccnf",6.10833453302204e-269,0.351304124313412,0.596,0.056,1.05026703960781e-264,4.37321510179957e-159,0.34846592587488,0.578,0.053,7.51930604603418e-155,4.37321510179957e-159,1.22166690660429e-268
"Adam23",1.35406290133131e-94,0.360914128399378,0.605,0.15,2.32817575254905e-90,9.0336901891339e-267,0.552908055606172,0.633,0.038,1.55325269111968e-262,1.35406290133131e-94,1.80673803782665e-266
"Lockd",4.41236389689159e-265,0.431965758301754,0.706,0.085,7.5866184843154e-261,1.94760500857951e-141,0.318060007061742,0.612,0.065,3.3487120517516e-137,1.94760500857951e-141,8.82472779378289e-265
"Diaph3",5.41032673314422e-265,0.439535487558387,0.774,0.109,9.30251578496817e-261,1.11308659323437e-154,0.360553389782503,0.66,0.072,1.91384108840717e-150,1.11308659323437e-154,1.08206534662884e-264
"Epcam",5.810007524179e-188,0.370132271117166,0.493,0.054,9.98972693707338e-184,2.33974258490567e-264,0.650457348148811,0.456,0.019,4.0229534004868e-260,5.810007524179e-188,4.67948516981122e-264
"Hirip3",3.13016311881111e-264,0.360376415235236,0.724,0.093,5.38200246648382e-260,3.67405693425528e-160,0.381308050670368,0.599,0.058,6.31717349275853e-156,3.67405693425528e-160,6.26032623762179e-264
"Il2ra",4.4485580621836e-186,0.597916839885412,0.662,0.107,7.64885073211847e-182,2.53666153644512e-263,0.447883899486027,0.599,0.034,4.36153584576374e-259,4.4485580621836e-186,5.07332307288974e-263
"Tacc3",1.96594187786731e-262,0.517124375101601,0.846,0.13,3.38024046480506e-258,1.3416656084585e-148,0.555840853800057,0.796,0.11,2.30685984718355e-144,1.3416656084585e-148,3.93188375573423e-262
"Fbxo5",1.79763977709731e-261,0.526038676200176,0.65,0.074,3.09086183274111e-257,5.54029544032411e-159,0.475785222323543,0.605,0.06,9.52598398009327e-155,5.54029544032411e-159,3.59527955419444e-261
"Kif20a",5.54956684005441e-259,0.364101556283483,0.641,0.068,9.54192522478955e-255,2.2291357035986e-161,0.395904671765586,0.571,0.052,3.83277592876743e-157,2.2291357035986e-161,1.10991336801083e-258
"Ncapd2",3.5019949158129e-258,0.423276896619874,0.795,0.115,6.0213300582487e-254,1.19938877813609e-149,0.398081204994937,0.687,0.079,2.06222906512719e-145,1.19938877813609e-149,7.00398983162526e-258
"Smc2",4.89395462565974e-258,1.07033656434637,0.947,0.214,8.41466558335935e-254,1.9835653170069e-143,0.989322281506494,0.932,0.171,3.41054220606166e-139,1.9835653170069e-143,9.78790925131946e-258
"Racgap1",9.54067017162382e-258,0.586012095713923,0.84,0.136,1.640422829309e-253,3.32567220747038e-141,0.592413178271187,0.707,0.092,5.71816079352457e-137,3.32567220747038e-141,1.9081340343246e-257
"Hmgb3",8.41292698802359e-257,0.402103896520707,0.754,0.106,1.44651866632078e-252,6.47208989217492e-135,0.317572367119674,0.633,0.073,1.11281113606056e-130,6.47208989217492e-135,1.68258539760458e-256
"Cldn1",1.24794471740547e-254,0.50767245870861,0.804,0.118,2.14571614710696e-250,3.46400270379387e-238,0.510623219200559,0.673,0.048,5.95600624890319e-234,3.46400270379387e-238,2.49588943481077e-254
"Ckap2l",1.32270560315432e-253,0.33320753344752,0.644,0.069,2.27426001406353e-249,5.51050507144881e-110,0.258895765299024,0.503,0.056,9.47476241984908e-106,5.51050507144881e-110,2.64541120630854e-253
"Ube2c",3.79075503792725e-253,1.08983857763263,0.831,0.133,6.51782421221212e-249,5.26044806229033e-167,1.12012828093985,0.789,0.097,9.04481439830199e-163,5.26044806229033e-167,7.58151007585406e-253
"Aurka",1.5972631134532e-251,0.359159095953803,0.641,0.071,2.74633419727143e-247,4.42302170619655e-140,0.388248750051216,0.578,0.06,7.60494352163434e-136,4.42302170619655e-140,3.19452622690626e-251
"Cdca3",6.16094523850598e-251,0.799972504482681,0.825,0.134,1.05931292430872e-246,2.38503725064842e-171,0.843723859396654,0.823,0.105,4.10083304876489e-167,2.38503725064842e-171,1.23218904770106e-250
"Knstrn",9.16672783105765e-249,0.512091630886823,0.795,0.12,1.57612718327205e-244,7.89455361850608e-164,0.452966068364147,0.714,0.079,1.35738954916594e-159,7.89455361850608e-164,1.83334556621137e-248
"Cdca8",2.01546135666636e-248,0.885805209894056,0.899,0.185,3.46538425665214e-244,1.19315416612302e-135,0.851617846273037,0.857,0.147,2.05150927323192e-131,1.19315416612302e-135,4.0309227133323e-248
"Mis18bp1",4.25518506768488e-248,0.458397954957459,0.733,0.105,7.31636520537737e-244,8.00294906050052e-159,0.408118038275232,0.667,0.072,1.37602706146246e-154,8.00294906050052e-159,8.51037013536911e-248
"Adora3",4.91634329681492e-247,0.387621336561809,0.861,0.138,8.45316066454358e-243,4.70156152572724e-191,0.44287544039418,0.748,0.074,8.08386488733542e-187,4.70156152572724e-191,9.83268659362876e-247
"Cdkn3",4.83976393710981e-246,0.598506135878497,0.742,0.109,8.3214901134666e-242,5.46668663718094e-138,0.542061785820462,0.66,0.081,9.39942100396891e-134,5.46668663718094e-138,9.67952787421959e-246
"Epop",7.46094431317524e-187,0.283347342423324,0.677,0.11,1.28283476520735e-182,3.96511598070859e-244,0.396511360610239,0.66,0.046,6.81762041723034e-240,7.46094431317524e-187,7.93023196141653e-244
"Kif23",7.88392525982199e-242,0.703576570640109,0.822,0.14,1.35556210917379e-237,2.94441770507288e-114,0.559531279061155,0.762,0.126,5.06263180210231e-110,2.94441770507288e-114,1.5767850519643e-241
"Mki67",1.83619946317963e-240,1.32576985811101,0.967,0.232,3.15716135699105e-236,3.49451912582681e-122,1.14141079904608,0.959,0.208,6.00847618494662e-118,3.49451912582681e-122,3.67239892635924e-240
"Mcm7",2.94703523810564e-239,0.646843641158853,0.858,0.165,5.06713238839884e-235,5.98914642612132e-130,0.516627132343349,0.741,0.107,1.0297738365073e-125,5.98914642612132e-130,5.89407047621085e-239
"Hist1h2ab",3.63375119294493e-237,0.377805365863376,0.516,0.047,6.24787180114952e-233,4.43525753143257e-103,0.282927377255621,0.395,0.038,7.62598179954516e-99,4.43525753143257e-103,7.26750238588926e-237
"Lmnb1",8.28314994280223e-234,0.861571192582942,0.961,0.242,1.42420480116542e-229,3.25916171469562e-146,0.803129037950719,0.952,0.167,5.60380265224765e-142,3.25916171469562e-146,1.65662998856028e-233
"Gcat",3.44913565740709e-230,0.265356132976053,0.659,0.085,5.93044384934575e-226,1.28604695289944e-164,0.311966006191965,0.599,0.055,2.21122913081529e-160,1.28604695289944e-164,6.89827131481396e-230
"Lig1",8.21225743255904e-230,0.576039715066365,0.76,0.126,1.4120155429542e-225,3.52299001605263e-114,0.474141929966674,0.66,0.095,6.05742903360089e-110,3.52299001605263e-114,1.64245148651181e-229
"Cks1b",5.62908114461103e-228,1.02815576915225,0.985,0.309,9.6786421200442e-224,4.39787103376457e-153,0.968326722038616,0.932,0.17,7.5616994554548e-149,4.39787103376457e-153,1.12581622892216e-227
"H2-DMb2",1.07802433229816e-199,1.02521122649339,0.982,0.314,1.85355503695345e-195,5.3691941413924e-227,1.31564624445127,0.959,0.123,9.2317924067101e-223,1.07802433229816e-199,1.07383882827841e-226
"Plk4",3.70459181010929e-226,0.322586413933539,0.786,0.128,6.36967515830191e-222,1.07897586179337e-101,0.313657198024752,0.619,0.091,1.85519109676752e-97,1.07897586179337e-101,7.40918362021834e-226
"Ccnb2",1.25942027502375e-225,0.783432897242876,0.721,0.108,2.16544722087584e-221,6.03632928351633e-145,0.691027649750167,0.694,0.086,1.0378864570078e-140,6.03632928351633e-145,2.51884055004729e-225
"Nanos1",1.39458235093989e-225,0.393848160955097,0.688,0.098,2.39784489420605e-221,5.05302602473243e-173,0.329202703859949,0.558,0.046,8.68817294692494e-169,5.05302602473243e-173,2.78916470187953e-225
"Mad2l1",7.19445462135093e-221,0.350842714909548,0.763,0.125,1.23701452759508e-216,1.97744686491369e-124,0.338091422276919,0.66,0.087,3.4000221395326e-120,1.97744686491369e-124,1.43889092427016e-220
"Cdk1",8.84723919930067e-221,0.71906138045778,0.846,0.176,1.52119430792776e-216,4.18225924769341e-115,0.698148717354033,0.782,0.138,7.19097655048405e-111,4.18225924769341e-115,1.7694478398601e-220
"E2f8",3.59347607358646e-220,0.376860509654912,0.697,0.106,6.17862276092455e-216,1.81059145484711e-85,0.28894335809354,0.585,0.093,3.11313094746413e-81,1.81059145484711e-85,7.18695214717281e-220
"Timeless",7.49184034671982e-220,0.314136483527605,0.617,0.079,1.28814702921501e-215,3.66904935216921e-180,0.289546464845877,0.551,0.043,6.30856345611974e-176,3.66904935216921e-180,1.49836806934393e-219
"Ppfia4",3.69792325655724e-152,0.299345768889614,0.846,0.204,6.35820924732452e-148,1.95495641536535e-218,0.342091361516931,0.626,0.046,3.36135206057919e-214,3.69792325655724e-152,3.90991283073065e-218
"Rnase6",7.40652550531344e-165,0.482950837981766,0.932,0.251,1.27347799538359e-160,2.90191025805268e-218,0.496235436891927,0.796,0.076,4.98954449769578e-214,7.40652550531344e-165,5.80382051610528e-218
"Stmn1",4.77463579593982e-218,1.30599427614454,0.988,0.297,8.20950878753893e-214,5.28874386833701e-120,1.20952189609773,0.98,0.236,9.09346620721866e-116,5.28874386833701e-120,9.54927159187974e-218
"Rrm1",2.81895087274718e-216,0.673643237703463,0.923,0.222,4.84690413060151e-212,3.79877573715551e-119,0.67501433465507,0.898,0.176,6.53161500246518e-115,3.79877573715551e-119,5.63790174549425e-216
"Nedd4",2.59070445401019e-159,0.450752548636279,0.786,0.176,4.45445723822512e-155,1.07460195674459e-212,0.601600259297452,0.714,0.063,1.84767060442665e-208,2.59070445401019e-159,2.14920391348912e-212
"Spdl1",3.51035110816982e-210,0.27088658253219,0.677,0.098,6.03569769538719e-206,3.69097171777241e-73,0.272260987479877,0.544,0.094,6.34625677153789e-69,3.69097171777241e-73,7.02070221633947e-210
"Haspin",2.47071422050884e-209,0.313627428046463,0.685,0.107,4.2481460307429e-205,4.61068604624137e-101,0.257589304552501,0.497,0.061,7.92761358790741e-97,4.61068604624137e-101,4.9414284410176e-209
"Cad",1.72703513646846e-205,0.30881235462726,0.783,0.142,2.96946421364387e-201,8.98176848361572e-171,0.361522274476352,0.68,0.07,1.54432527307289e-166,8.98176848361572e-171,3.45407027293698e-205
"Anln",1.3125778006448e-203,0.356606668913492,0.62,0.083,2.25684627042867e-199,3.35957161805151e-146,0.382758069577243,0.612,0.064,5.77644744007777e-142,3.35957161805151e-146,2.6251556012896e-203
"Emp2",1.37097288879238e-203,0.566677232814238,0.742,0.134,2.35725078498961e-199,5.79698843102743e-142,0.466757758161754,0.585,0.063,9.96734190830856e-138,5.79698843102743e-142,2.74194577758481e-203
"Aif1",1.18995192119642e-188,1.17203759727405,0.982,0.306,2.04600333330513e-184,2.43987658663353e-202,1.64639934706636,0.905,0.122,4.1951238030577e-198,1.18995192119642e-188,4.87975317326711e-202
"Gpr183",3.65410159659561e-153,0.458611302214998,0.893,0.243,6.28286228518649e-149,6.37926532862565e-200,0.588230509326412,0.837,0.095,1.09685088060389e-195,3.65410159659561e-153,1.27585306572516e-199
"Tspan18",4.59485170870833e-158,0.360725025660257,0.591,0.1,7.9003880279531e-154,2.78333470642844e-199,0.507896601267031,0.578,0.044,4.78566569423307e-195,4.59485170870833e-158,5.56666941285678e-199
"H2-Ob",1.46339556484968e-164,0.290528555879897,0.682,0.122,2.51616233420253e-160,9.70505373432682e-198,0.279954320159971,0.449,0.026,1.66868693908015e-193,1.46339556484968e-164,1.94101074686538e-197
"Pola1",5.90212731437151e-197,0.279515458141582,0.641,0.097,1.01481177043304e-192,4.10410147863053e-142,0.277843665332627,0.612,0.066,7.05659208235733e-138,4.10410147863053e-142,1.18042546287427e-196
"Hgfac",7.30984997629675e-196,0.36177926401019,0.837,0.165,1.25685560492446e-191,4.48735910878044e-196,0.368954847496431,0.66,0.057,7.7155652516371e-192,7.30984997629675e-196,8.97471821756102e-196
"1700025G04Rik",2.84212008806455e-192,0.598636343484167,0.967,0.294,4.88674127941819e-188,2.3694188183346e-195,0.660288166688382,0.878,0.112,4.07397871624451e-191,2.84212008806455e-192,4.73883763666922e-195
"Bora",4.60136097622032e-195,0.290265302231949,0.629,0.094,7.91158006251322e-191,3.23008751254093e-142,0.303050745454897,0.571,0.059,5.55381246906287e-138,3.23008751254093e-142,9.20272195244083e-195
"Hist1h3e",3.33591074030115e-194,0.343087191030109,0.62,0.092,5.73576492687379e-190,6.10364529086954e-110,0.28754161519772,0.463,0.049,1.04946077131211e-105,6.10364529086954e-110,6.67182148060247e-194
"Dut",7.30073318915672e-194,0.901259680399112,0.896,0.26,1.25528806454361e-189,1.34863693472614e-155,0.941238102123169,0.898,0.15,2.31884634556812e-151,1.34863693472614e-155,1.46014663783133e-193
"Hist1h2ae",7.1755310447522e-191,0.872296925165105,0.659,0.113,1.23376080783469e-186,1.28875162362986e-109,0.656413661668161,0.571,0.075,2.21587954166918e-105,1.28875162362986e-109,1.43510620895043e-190
"Klk1b9",7.29102429392895e-185,0.912857620237806,0.92,0.236,1.25361871709814e-180,2.18700192764082e-188,0.747366629145778,0.612,0.051,3.76033111438562e-184,7.29102429392895e-185,4.37400385528162e-188
"Pak1",7.23848201652405e-187,0.580847872064169,0.926,0.261,1.24458459792115e-182,1.34912465661891e-148,0.781123950774721,0.878,0.15,2.31968493459055e-144,1.34912465661891e-148,1.44769640330482e-186
"Vrk1",5.1379784717194e-184,1.12082334585767,0.994,0.47,8.83424018427434e-180,4.16978600487585e-114,1.31628855284387,0.986,0.309,7.16953005678354e-110,4.16978600487585e-114,1.0275956943439e-183
"Haus4",4.6971341541347e-183,0.324399648803975,0.801,0.164,8.0762524646192e-179,3.12955521439189e-95,0.276620821566933,0.619,0.096,5.38095723562542e-91,3.12955521439189e-95,9.39426830826936e-183
"Rfc4",1.7333419095841e-180,0.369299169527995,0.837,0.194,2.9803080793389e-176,3.28758582495248e-110,0.326655051842748,0.653,0.094,5.6526750674233e-106,3.28758582495248e-110,3.46668381916812e-180
"Trim59",1.76941886866458e-176,0.255947592441603,0.591,0.088,3.04233880278188e-172,9.37806099865865e-180,0.292004074412619,0.565,0.045,1.61246380810937e-175,1.76941886866458e-176,1.8756121997317e-179
"Psat1",2.61697226434537e-179,0.355100996694269,0.807,0.176,4.49962211131543e-175,5.21634117988583e-100,0.378261039841467,0.789,0.149,8.96897702469569e-96,5.21634117988583e-100,5.23394452869073e-179
"Cdh1",2.14809740016245e-178,0.683160396967746,0.944,0.288,3.69343866983931e-174,2.82083734080272e-134,0.79998104777725,0.891,0.162,4.8501477237762e-130,2.82083734080272e-134,4.29619480032496e-178
"Bmyc",1.00646439141824e-94,0.279683818410505,0.884,0.297,1.73051487460453e-90,3.41669128412788e-178,0.47740265963963,0.769,0.087,5.87465899392948e-174,1.00646439141824e-94,6.83338256825569e-178
"Chaf1a",9.09078524995869e-178,0.33638237427112,0.712,0.136,1.5630696158779e-173,3.63048019827954e-100,0.355847566537607,0.66,0.105,6.24224765292185e-96,3.63048019827954e-100,1.81815704999172e-177
"Ccnd1",4.2481983880231e-177,0.769609392707811,0.953,0.271,7.30435230836693e-173,4.13574560184379e-82,0.933013726697467,0.939,0.298,7.11100098781021e-78,4.13574560184379e-82,8.4963967760463e-177
"Spn",9.84121062150021e-175,0.581053273977167,0.964,0.294,1.69209775426075e-170,2.50040456485919e-117,0.451781235535948,0.85,0.144,4.29919560881889e-113,2.50040456485919e-117,1.96824212430004e-174
