"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Gmfg",2.77311512001279e-230,-0.625762966765282,0.737,0.859,4.76809413734999e-226
"Rack1",1.27146330705685e-229,0.583143581982073,0.882,0.61,2.18615401015355e-225
"Rpl12",1.94638373228337e-228,0.603591276226702,0.878,0.626,3.34661218928803e-224
"Tmem256",1.00820062291788e-227,0.656418170311563,0.495,0.128,1.733500151045e-223
"Anxa4",5.10042541412601e-227,0.64980036627516,0.72,0.322,8.76967145704827e-223
"Cd52",9.40523924351927e-227,-0.505297152599187,0.902,0.973,1.6171368355307e-222
"Rps2",1.90989449836929e-226,0.584794164561548,0.915,0.758,3.28387260049615e-222
"Ier3",4.0014116780271e-224,-0.65181213638142,0.862,0.917,6.88002723919979e-220
"Bri3",2.7821175999321e-222,0.560304438056916,0.952,0.779,4.78357300132326e-218
"Syngr1",2.33026280899567e-221,0.653093436604096,0.353,0.037,4.00665387378716e-217
"Trem2",2.95349366300656e-218,0.701820045687598,0.479,0.119,5.07823700417348e-214
"Clec4n",4.62375619735446e-218,0.608516656033314,0.956,0.807,7.95008640573127e-214
"Hp",1.03858302104715e-217,-0.995409501414958,0.186,0.482,1.78573964638847e-213
"Rplp1",5.92602390884748e-216,0.450643782151676,0.98,0.933,1.01892055088724e-211
"Hvcn1",6.49354538329802e-215,0.628485166079927,0.492,0.131,1.11650019320426e-210
"Mt2",1.68599587471003e-212,1.11328460532437,0.493,0.138,2.89890130697643e-208
"Bhlhe41",4.89542790350107e-209,0.755753613037049,0.324,0.029,8.41719873727974e-205
"Tyrobp",7.6672590110783e-209,-0.353469753036328,0.976,0.996,1.3183085143648e-204
"Ltb",7.70743829465877e-209,-0.906169416504449,0.14,0.423,1.32521694038363e-204
"Slfn2",8.29001913002483e-209,-0.58597328437894,0.807,0.89,1.42538588921647e-204
"Ctsz",7.92007703257528e-208,0.574581893802302,0.857,0.559,1.36177804498099e-203
"Nceh1",4.19727299368862e-203,0.60596630724749,0.596,0.212,7.21679118534821e-199
"Cstb",3.04627428161935e-202,0.622733552937351,0.958,0.836,5.23776399981631e-198
"Tarm1",4.26744275933497e-200,-0.760976671099022,0.539,0.755,7.33744108040054e-196
"Rps20",4.47442956596708e-200,0.472851785334799,0.942,0.786,7.69333419572379e-196
"Zfp36l1",5.86240462433828e-200,-0.699420972382942,0.688,0.838,1.00798185110872e-195
"Eif1",9.82609363590175e-198,-0.401295865028619,0.965,0.983,1.68949853975695e-193
"mt-Nd1",6.76425664683808e-195,0.537699713107702,0.895,0.713,1.16304628785734e-190
"Gm5483",6.41102892559537e-194,-1.63780691386932,0.306,0.577,1.10231231346687e-189
"Ccr1",5.56740933220992e-192,-0.526031173251594,0.809,0.896,9.57260360580174e-188
"Osbpl8",4.36171859064273e-191,0.581199688653472,0.725,0.358,7.49953894475112e-187
"Ddhd1",2.68408304171043e-187,0.605612213756262,0.62,0.251,4.61501238191691e-183
"Chil1",4.45034314576273e-186,-0.757811145666888,0.064,0.307,7.65192000482443e-182
"Rpl36a",1.04875393145946e-185,0.587199133329227,0.754,0.441,1.8032275097514e-181
"Lmna",1.09297624917065e-184,0.569197631469336,0.523,0.167,1.87926336282402e-180
"Mpeg1",1.24352256809671e-181,0.584166218606091,0.852,0.527,2.13811270358549e-177
"Fnip2",1.39081652989496e-181,0.662691637459809,0.602,0.245,2.39136994150139e-177
"Ahnak",9.29570850296955e-180,0.57935322399197,0.692,0.332,1.59830412000058e-175
"Fxyd5",9.35271352273755e-180,-0.41649287781054,0.955,0.987,1.60810556309949e-175
"Hdgf",2.35705110225706e-178,0.499368914975371,0.638,0.26,4.05271366522079e-174
"Npc2",3.9015851914326e-177,0.465482973167207,0.901,0.671,6.70838557814922e-173
"Slamf7",2.1768419831644e-176,0.613553493141414,0.267,0.017,3.74286210585286e-172
"Lipa",7.8798717710811e-175,0.67954248104913,0.481,0.154,1.35486515231968e-170
"Ppia",1.04792526665729e-174,0.416302527268531,0.934,0.776,1.80180270349055e-170
"Akr1a1",1.42584288318575e-174,0.461444073811934,0.877,0.664,2.45159425334958e-170
"Atp6v1e1",2.50591282321482e-173,0.526712058966494,0.86,0.593,4.30866650823556e-169
"Eef1a1",5.80892908597495e-172,0.436311541856248,0.973,0.916,9.98787267042533e-168
"Dtnbp1",1.60008099937841e-171,0.542328518679792,0.53,0.189,2.75117927033123e-167
"Ccl6",2.65512554597115e-167,0.555187105359359,0.99,0.957,4.56522286374279e-163
"Rpl19",6.01667675447404e-167,0.398337819216195,0.953,0.886,1.03450740116427e-162
"1500011K16Rik",3.78262307025458e-166,0.423938270645457,0.394,0.094,6.50384210699572e-162
"Rps28",1.4806745116753e-164,0.402387498848708,0.939,0.806,2.54587175537451e-160
"Rps24",2.8100498748773e-164,0.449082740676502,0.948,0.879,4.83159975486404e-160
"Rpl23",4.07550300170186e-164,0.423514583314684,0.955,0.904,7.00741986112618e-160
"Pebp1",9.0345160961247e-164,0.46059371031276,0.548,0.202,1.55339469756768e-159
"Atp6v1a",1.16745284494587e-163,0.540632405070862,0.721,0.37,2.00731842159993e-159
"Uap1l1",1.52638807198238e-163,0.437256556962513,0.485,0.153,2.62447165096651e-159
"Rpl13",5.79839353162653e-163,0.438186417247055,0.959,0.896,9.96975783827866e-159
"Hspe1",8.94388333385354e-163,0.457059225792792,0.552,0.206,1.53781130042278e-158
"Zeb2",3.37719795337335e-162,0.530827304639756,0.827,0.515,5.80675416103014e-158
"Hsp90ab1",4.97836305917831e-162,0.463726641742549,0.874,0.691,8.55979744395119e-158
"Rragc",2.4618078012638e-161,0.456703029982509,0.552,0.208,4.23283233349298e-157
"Bola2",4.07283333963949e-159,0.431604418433581,0.523,0.185,7.00282964417615e-155
"Ccdc50",1.49137650253985e-158,0.428243221264002,0.354,0.076,2.56427275846702e-154
"Actb",7.07376209805787e-158,-0.320515320217701,0.997,0.999,1.21626265514007e-153
"Plxnd1",7.57937745059795e-158,0.450295403767773,0.331,0.064,1.30319815885581e-153
"Hspa9",1.77897558834843e-155,0.48941414869743,0.454,0.141,3.05877062660629e-151
"M6pr",1.94687630738694e-153,0.469122947434457,0.64,0.285,3.3474591229211e-149
"Lcp1",9.98223410500807e-153,-0.388059294867314,0.918,0.962,1.71634533201509e-148
"Mcl1",1.29693306583966e-152,-0.489812981490977,0.862,0.895,2.22994671340471e-148
"Npc1",2.34510145611385e-152,0.486703180067266,0.586,0.244,4.03216744364215e-148
"Dbi",3.09914069230308e-152,0.492874176602596,0.718,0.414,5.32866250634592e-148
"Hint1",3.97562025797365e-152,0.447876890946347,0.716,0.378,6.83568147155989e-148
"Ltb4r1",5.18475580379387e-152,-0.769435450808055,0.324,0.531,8.91466912904317e-148
"Ifitm2",6.60363056462451e-152,-0.773742863382736,0.669,0.771,1.13542823928154e-147
"Btg1",7.50254614326185e-152,-0.471515935530955,0.906,0.941,1.28998778387244e-147
"Aprt",1.15290975088114e-151,0.479664225298887,0.691,0.352,1.98231302566503e-147
"Lilra6",6.34895694404142e-151,-0.776527629423351,0.229,0.461,1.09163965695848e-146
"Canx",1.22144930026411e-150,0.447849463298308,0.688,0.335,2.10015992687411e-146
"Sdcbp",2.6027909116578e-150,0.505694620016689,0.894,0.667,4.47523869350441e-146
"Ppp1r14b",1.8040656137338e-149,0.443828321526896,0.489,0.175,3.1019104162539e-145
"Klf2",1.96686711467325e-148,-0.715540851476875,0.391,0.597,3.38183131696918e-144
"mt-Nd3",5.3896879580553e-148,0.445074401827908,0.827,0.525,9.26702947508028e-144
"Mdfic",1.25093523772547e-146,0.435359594658796,0.339,0.075,2.15085804774518e-142
"Rpl39",9.17440359440171e-146,0.444788943001702,0.889,0.744,1.57744695402143e-141
"Sh3pxd2b",1.60620820602989e-145,0.383494833131726,0.301,0.053,2.76171438944779e-141
"Rps19",2.3256966123801e-145,0.381444247011589,0.954,0.879,3.99880275532634e-141
"Stom",7.03285095305854e-145,0.378737328735849,0.296,0.051,1.20922839286889e-140
"AU022793",1.73752792223535e-144,0.431794789171308,0.417,0.122,2.98750550949146e-140
"Fyb",1.72936245691914e-142,-0.67546075848226,0.567,0.702,2.97346580842677e-138
"mt-Co3",2.92905569078242e-142,0.314633583599493,0.995,0.979,5.03621835473129e-138
"Stfa2",6.16909171898768e-142,-1.86318924621756,0.081,0.286,1.06071363016274e-137
"Sorl1",1.11572569238588e-141,-0.628625475064158,0.509,0.669,1.91837875548828e-137
"Ccl9",2.41717629407191e-141,0.668763488429989,0.785,0.53,4.15609292002725e-137
"Ccl2",4.16540462350996e-141,1.09208926869135,0.507,0.23,7.16199670966302e-137
"mt-Nd2",4.4941029032741e-141,0.420467144571678,0.904,0.73,7.72716053188948e-137
"Vasp",1.25372897501272e-140,-0.527676730816935,0.697,0.781,2.15566159963688e-136
"Cd274",8.01302794295694e-140,0.509356098627847,0.579,0.254,1.37776002451202e-135
"Rpl6",1.18236366337449e-139,0.437102795682709,0.863,0.669,2.03295608280609e-135
"Ctsa",1.36172171361458e-139,0.447109879807773,0.742,0.413,2.34134431438891e-135
"Nrp2",5.08068712972218e-139,0.379363517274061,0.297,0.055,8.73573345084432e-135
"Selenow",1.3423521460368e-138,0.410432224533044,0.471,0.166,2.30804027989568e-134
"Mmp8",2.50872069617845e-138,-0.438971569469333,0.906,0.959,4.31349436500923e-134
"Rpsa",3.43920823611723e-138,0.408706964936055,0.952,0.855,5.91337464117996e-134
"Syne1",3.65485057482411e-138,0.475361912025614,0.445,0.152,6.28415007835257e-134
"Rpl32",1.23759582725291e-137,0.465944842303881,0.909,0.784,2.12792226537866e-133
"Raph1",3.12447857192623e-137,0.391784174100349,0.297,0.057,5.37222845656996e-133
"Cd200r4",1.07865120505244e-136,0.421580800538479,0.322,0.073,1.85463288196717e-132
"Plekho1",1.50918708477206e-136,0.371260418518183,0.257,0.035,2.59489627355708e-132
"Mfsd12",4.24062713616003e-136,0.400889196356612,0.372,0.102,7.29133429791356e-132
"Rpn1",1.50477672794272e-135,0.465802362981628,0.513,0.207,2.58731310602472e-131
"Nhp2",8.02662701122512e-135,0.392917471374516,0.487,0.184,1.38009824831005e-130
"Naa50",1.85299040705458e-134,0.408219851485376,0.465,0.164,3.18603170588964e-130
"Tomm20",3.52597687092973e-134,0.441075630114501,0.691,0.37,6.06256463187659e-130
"Rps18",7.04699177878879e-134,0.46214071809263,0.866,0.671,1.21165976644494e-129
"Rpl38",9.53507770145955e-134,0.371775516268207,0.925,0.794,1.63946125998895e-129
"Ly6a",1.71969937695512e-133,-1.16146444736055,0.19,0.413,2.95685110873664e-129
"Tecpr1",2.49942974103448e-133,0.455151298875605,0.471,0.173,4.29751949673468e-129
"Psmd8",5.45808562508766e-133,0.467550971116733,0.68,0.364,9.38463242377573e-129
"Snx5",1.02739547173255e-132,0.360821732813589,0.406,0.125,1.76650377409695e-128
"Rpl5",1.19640974500773e-132,0.470050392500974,0.841,0.611,2.0571069155663e-128
"Hnrnpab",2.19230663089746e-132,0.390768439908037,0.654,0.312,3.76945202116508e-128
"Slc7a11",2.74222585322327e-132,0.608851544175803,0.636,0.327,4.7149831320321e-128
"Myo5a",2.8257811116985e-132,0.398970506028706,0.402,0.125,4.85864804345439e-128
"Ap3s1",4.5557798940167e-132,0.441114111434158,0.641,0.317,7.83320794977232e-128
"Map1lc3b",2.05653485187769e-130,-0.476023319799598,0.777,0.829,3.5360060243185e-126
"Eif4a1",2.74267773123998e-129,0.415375366351041,0.759,0.459,4.71576009109402e-125
"Gsto1",4.00162092730821e-129,0.401768967574074,0.384,0.116,6.88038702241374e-125
"Tmsb10",8.32198702448967e-129,0.770820050748139,0.721,0.464,1.43088244899075e-124
"Tpp1",1.01219509424656e-128,0.404617938530621,0.522,0.214,1.74036824504754e-124
"Rps8",2.8495670493992e-128,0.39014012389762,0.946,0.895,4.89954558473699e-124
"Eef1g",7.45428578718959e-128,0.387869691952235,0.541,0.231,1.28168989824938e-123
"Pira2",1.23856129236302e-127,-0.710968947519115,0.411,0.579,2.12958228608898e-123
"Picalm",4.50638673908243e-127,-0.610804342611293,0.558,0.678,7.74828135917833e-123
"Rplp2",6.74555820212338e-127,0.325195596116698,0.971,0.917,1.15983127727309e-122
"Cd9",8.47358018587526e-127,0.421278272096496,0.934,0.777,1.45694737715939e-122
"Ndufc2",1.10492455798312e-126,0.363375520291356,0.529,0.215,1.89980728499617e-122
"Cdk2ap2",1.87289265519127e-126,-0.667721172386019,0.547,0.662,3.22025163133587e-122
"Il1rn",2.41954212205936e-126,0.709861493091766,0.682,0.411,4.16016072466886e-122
"Malt1",2.61702715087948e-126,0.508021360356446,0.472,0.182,4.49971648322219e-122
"Tcirg1",5.61359347026873e-126,0.396629161174146,0.522,0.214,9.65201261278005e-122
"Gda",1.23164309266423e-125,-0.682817383604645,0.481,0.635,2.11768713352688e-121
"Qsox1",2.29103848897896e-125,-0.850827825822094,0.263,0.46,3.93921157795042e-121
"Aplp2",5.84844188147195e-125,0.417869668543698,0.552,0.245,1.00558109710029e-120
"Ranbp1",1.82824506931515e-124,0.335841609918866,0.527,0.213,3.14348457218048e-120
"Rpl14",2.31765040372439e-124,0.443223534504802,0.777,0.52,3.98496810416372e-120
"Itgb1",6.3754424440176e-124,0.41304657022268,0.62,0.302,1.09619357382439e-119
"Rab32",6.06413412521534e-123,-0.674553357434151,0.334,0.516,1.04266722148953e-118
"Nfam1",1.36048783778322e-122,-0.575760329444837,0.601,0.703,2.33922278828446e-118
"Gas2l3",2.15540041410225e-122,0.378137307560073,0.281,0.059,3.7059954720074e-118
"Rpl10a",3.03029071392796e-122,0.444902236691011,0.647,0.353,5.21028185352774e-118
"Vdac2",9.67726078624187e-122,0.41467826506246,0.727,0.437,1.66390821958643e-117
"Cnn2",1.27238539613184e-121,-0.638128834289092,0.323,0.508,2.18773945010908e-117
"Ftl1-ps1",1.46307238422543e-121,0.417879756287385,0.614,0.294,2.5156066574372e-117
"Rpl8",3.35286680577921e-121,0.346264741909538,0.924,0.788,5.76491918585678e-117
"Cct2",3.06388546316327e-119,0.322393148689282,0.473,0.181,5.26804466536292e-115
"Cdk4",4.58390183898371e-119,0.302900289383552,0.278,0.058,7.8815608219486e-115
"Rps15a",5.18551631033188e-119,0.384427858092228,0.899,0.76,8.91597674398463e-115
"Creg1",6.18448392739591e-119,0.714087971577767,0.882,0.7,1.06336016647645e-114
"Rps17",1.07476470393412e-118,0.399276133640722,0.824,0.597,1.84795043194433e-114
"Cd302",3.34477535363911e-118,0.362479040171287,0.342,0.098,5.75100674304708e-114
"Rps23",1.02925007459199e-116,0.34412762024887,0.933,0.835,1.76969257825347e-112
"Emb",5.03465838682559e-116,-0.424707611131548,0.804,0.886,8.65659163030791e-112
"Hmgb2",6.56627402066963e-116,-0.648490032228899,0.544,0.653,1.12900515511394e-111
"Ran",1.35189876522599e-115,0.355035006443865,0.641,0.325,2.32445473692956e-111
"Cpd",1.75771856696414e-115,-0.506736346646189,0.788,0.821,3.02222130403815e-111
"Cyp4f18",3.01907368980894e-115,-0.657180506640761,0.199,0.398,5.19099530225748e-111
"Renbp",2.04030428313689e-114,0.337567394508362,0.301,0.075,3.50809918442557e-110
"Slc31a2",2.46849635596409e-114,0.406257998746639,0.531,0.234,4.24433263444466e-110
"Mtpn",5.7631660154085e-114,0.393471193247283,0.662,0.351,9.90918764689337e-110
"Lhfpl2",1.07526640489034e-113,0.370501682550366,0.272,0.059,1.84881305656844e-109
"Txnrd1",1.91794076435878e-113,0.477579931154181,0.5,0.216,3.29770735023848e-109
"Ear6",4.85777894362604e-113,1.00799350625789,0.273,0.067,8.35246511567062e-109
"Pld3",2.51016824808582e-112,0.323494827602529,0.339,0.1,4.31598328575876e-108
"Rexo2",5.07131194065527e-112,0.324582768815008,0.466,0.184,8.71961375076268e-108
"Nus1",8.75720348086439e-112,0.337761602252251,0.423,0.155,1.50571356649982e-107
"Glrx3",9.28612883606384e-112,0.303506842294234,0.401,0.139,1.59665699207282e-107
"Tbca",2.06178366790089e-111,0.335978944308719,0.634,0.316,3.54503083858879e-107
"Stx3",2.25142669326291e-111,0.32838528284783,0.324,0.09,3.87110305639625e-107
"Npm1",2.37805801937412e-111,0.383061425326622,0.672,0.37,4.08883295851186e-107
"Pkig",5.40303284835055e-111,0.301509919125455,0.319,0.088,9.28997467945393e-107
"Arl8b",1.70276482090296e-110,0.344054104821591,0.516,0.221,2.92773383306055e-106
"Sgpl1",3.84929608987227e-110,0.402333449600777,0.638,0.323,6.61847969692639e-106
"Lpl",3.93353262310784e-110,1.00635654432845,0.449,0.205,6.76331599217161e-106
"Rps4x",4.84281071261791e-110,0.439027774443848,0.854,0.684,8.32672873927523e-106
"Il1b",9.6038763326938e-110,-1.01301936393676,0.104,0.289,1.65129049664337e-105
"St13",2.59943497946979e-109,0.332169634043941,0.537,0.239,4.46946850370035e-105
"Soat1",5.42882459461736e-109,0.388581311742702,0.753,0.46,9.33432100798509e-105
"Naglu",9.35021267816689e-109,0.311925820771906,0.265,0.058,1.60767556788401e-104
"Atp5g1",2.42021062025354e-108,0.357470168884596,0.666,0.37,4.16131014046394e-104
"Eprs",4.34359746387967e-108,0.294322516877083,0.376,0.125,7.4683814793947e-104
"Tnfrsf1b",5.62295491273831e-108,0.466541589868551,0.714,0.417,9.66810867696224e-104
"Hnrnpa1",8.85270485476371e-108,0.295523163292399,0.398,0.139,1.52213407272807e-103
"Cox7c",9.69784358511041e-108,0.327200256716901,0.86,0.663,1.66744722602388e-103
"Krtcap2",1.04723073484091e-107,0.321750634603815,0.446,0.174,1.80060852548546e-103
"Rpl41",1.12250207505304e-107,0.267260834912356,0.987,0.978,1.9300300678462e-103
"S100a1",2.65235340873345e-107,0.355479590342355,0.351,0.114,4.5604564509763e-103
"Eif3i",2.80735151938666e-107,0.282724558987192,0.407,0.145,4.82696020243342e-103
"Rab7",4.10627421456469e-107,0.381239089021979,0.877,0.695,7.06032788452252e-103
"Rpl35",5.11065175310044e-107,0.406173718963316,0.76,0.521,8.78725462428089e-103
"Lgals1",5.51296415589515e-107,0.52764735052743,0.369,0.134,9.47899056964611e-103
"Colgalt1",6.2605994004886e-107,0.338255816044935,0.54,0.245,1.07644746092001e-102
"Cd200r1",2.47504588499896e-106,0.39010192520154,0.497,0.224,4.25559389466721e-102
"Actg1",5.05298745933406e-106,-0.397359885114787,0.933,0.963,8.68810663757898e-102
"Fcer1g",6.45265264254293e-106,0.262158100514578,0.973,0.975,1.10946909535883e-101
"Dnajc15",6.83402732634984e-106,0.334656813711097,0.488,0.209,1.17504265849259e-101
"Zmiz1",6.85158456460162e-106,0.361624776351625,0.57,0.271,1.1780614500376e-101
"Gla",9.95015465667649e-106,0.372772008311084,0.378,0.132,1.71082959166896e-101
"Ifrd1",4.21824019442534e-105,0.457029664670061,0.504,0.229,7.25284219029492e-101
"Cat",1.51252276327258e-104,0.393789338244483,0.388,0.143,2.60063163917088e-100
"Cacybp",3.26667110692243e-104,0.277845142855268,0.407,0.148,5.61671430124243e-100
"Tmem160",3.63721944996539e-104,0.318919594957828,0.466,0.194,6.25383512227049e-100
"Samhd1",4.15764410208551e-104,-0.541882088101669,0.582,0.67,7.14865326912583e-100
"Rps26",5.25841332070334e-104,0.354162500500206,0.903,0.773,9.04131586361733e-100
"Rac2",1.14635809353129e-103,-0.458075331236108,0.692,0.744,1.9710481060177e-99
"Rps3a1",1.17680194970306e-103,0.323917669009319,0.95,0.873,2.02339327231944e-99
"Ywhae",2.0437911136896e-103,0.365644461993467,0.751,0.45,3.51409444087789e-99
"Psmd2",3.94618230460821e-103,0.339266464390604,0.629,0.32,6.78506585454335e-99
"Vim",2.68475021207987e-102,0.411099635556658,0.893,0.771,4.61615951465013e-98
"Gm32089",3.35268922187529e-102,0.374011473332011,0.33,0.107,5.76461384809238e-98
"Blvra",6.29145806349306e-102,0.256622242966682,0.28,0.072,1.081753299437e-97
"Cd24a",1.48891062535258e-101,-0.505607048247013,0.7,0.775,2.56003292923123e-97
"Slc31a1",2.11782311665654e-101,0.335122394762253,0.345,0.115,3.64138506677926e-97
"Mpp1",3.97217022402703e-101,0.366371940143956,0.574,0.283,6.82974948319208e-97
"Ghitm",7.38310421053547e-101,0.305341809327421,0.453,0.184,1.26945093795947e-96
"Set",1.79078119277272e-100,0.318074999950479,0.668,0.36,3.07906918285342e-96
"Fam20c",5.82184958602488e-99,0.330689866970063,0.402,0.155,1.00100881782112e-94
"Plxnc1",6.43746816072037e-99,0.308167082625662,0.33,0.106,1.10685827555426e-94
"Psmb6",8.43799542977068e-99,0.370825487128681,0.646,0.353,1.45082893419477e-94
"Eif3a",2.3007051704806e-98,0.351226746083131,0.758,0.479,3.95583247012435e-94
"Tgfbi",2.42227415548468e-98,-0.510925380984027,0.662,0.773,4.16485818294037e-94
"Emp1",3.77387004702076e-98,0.356212336524508,0.402,0.154,6.4887921588475e-94
"Hilpda",3.81381700438072e-98,0.448901305519051,0.262,0.067,6.55747695733221e-94
"Gusb",4.08653846102466e-98,0.287646865704688,0.477,0.204,7.0263942298858e-94
"Morf4l2",8.20013324561515e-98,0.286838447974308,0.401,0.15,1.40993091025107e-93
"Tmbim1",2.54945872325121e-97,0.275025995255022,0.256,0.061,4.38353932875814e-93
"Pik3cb",6.6345283486934e-97,0.322136110811632,0.281,0.078,1.14074080427434e-92
"Hspd1",1.02284529938509e-96,0.266987994643253,0.382,0.139,1.75868020776272e-92
"Nucks1",1.83989562394896e-96,0.255834980142193,0.503,0.221,3.16351653581784e-92
"Larp1",2.00310024023628e-96,0.264857432951756,0.342,0.113,3.44413055306227e-92
"Cd38",5.54727530500046e-96,0.379362062579571,0.323,0.107,9.53798515941779e-92
"Lrg1",6.79058893321881e-96,-0.684576654254251,0.126,0.292,1.16757386117764e-91
"Pid1",1.25899700664698e-95,0.322163282618535,0.272,0.074,2.16471945322882e-91
"Treml2",1.41625091291167e-95,-0.628275179351452,0.185,0.359,2.43510181966032e-91
"Pgam1",1.56134344344421e-95,0.367790710498565,0.874,0.697,2.68457391665797e-91
"C3",1.69271171717636e-95,-0.419722684470992,0.745,0.81,2.91044852651304e-91
"Fau",1.78557596094434e-95,-0.285937803438218,0.983,0.99,3.07011930724771e-91
"Cyb5r3",2.08938865454009e-95,0.281292504746044,0.391,0.148,3.59249485261624e-91
"Rps6",2.4239140051782e-95,0.363518206354248,0.847,0.665,4.1676777405034e-91
"Mrpl23",3.01737677614531e-95,0.265696448752892,0.377,0.138,5.18807762890425e-91
"Vcp",4.54445467545946e-95,0.335003159030668,0.61,0.32,7.813735368985e-91
"Cycs",4.74567380908683e-95,0.276154906225622,0.406,0.158,8.15971154734389e-91
"Serbp1",7.93871862359136e-95,0.339527291891771,0.703,0.41,1.3649832801403e-90
"Eif3b",1.07542263516305e-94,0.268518694727383,0.419,0.166,1.84908167889934e-90
"Cybb",2.26543189563209e-94,0.542468392299035,0.584,0.334,3.89518360134981e-90
"Prdx2",2.47310695575867e-94,0.287849073348003,0.389,0.151,4.25226009973145e-90
"Cd33",3.05584413528261e-94,-0.502940459922653,0.653,0.716,5.25421840620492e-90
"Snrpf",8.15445905026142e-94,0.254806618274822,0.543,0.252,1.40207768910195e-89
"Stxbp5",8.75465960188371e-94,0.329076763631192,0.287,0.084,1.50527617194788e-89
"Timm13",1.97395306798378e-93,0.297882754803125,0.687,0.388,3.39401490509131e-89
"H3f3b",2.85739279313008e-93,-0.285829725366529,0.981,0.99,4.91300116850786e-89
"Atp5g2",1.00179834745355e-92,0.322195122735165,0.65,0.362,1.72249207861163e-88
"Gspt1",1.44513168499618e-92,0.256041431476364,0.369,0.134,2.48475941918242e-88
"Lamtor3",2.33275705639733e-92,0.284309902314918,0.416,0.167,4.01094248276956e-88
"Ndufc1",2.764909177099e-92,0.269041514210195,0.646,0.341,4.75398483910402e-88
"Inhba",4.27603920189915e-92,0.622728574309201,0.282,0.087,7.35222180374539e-88
"Nme1",4.5458276792217e-92,0.312912676280445,0.573,0.291,7.8160961116538e-88
"Ybx1",7.42937937153446e-92,0.286560348103735,0.891,0.728,1.27740748914164e-87
"Rpl4",1.18038312992713e-91,0.354986116490102,0.743,0.506,2.02955075359671e-87
