"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bhlhe40",6.95426430213529e-160,0.867825241881977,0.733,0.251,1.19571620410914e-155
"Rps3a1",4.70984885071268e-137,0.703141897838488,0.984,0.941,8.09811411391538e-133
"Rps7",1.049153057319e-132,0.909873156289804,0.961,0.829,1.80391376675428e-128
"Rpl9",8.982399192864e-132,0.798019757729892,0.954,0.848,1.54443371722104e-127
"Rpl5",1.29039916607879e-124,0.803334826197226,0.955,0.81,2.21871232615587e-120
"Rpl23",2.39950304201778e-119,0.715427712959698,0.985,0.947,4.12570553044538e-115
"Rps24",4.19152007739388e-119,0.677084291893869,0.986,0.938,7.20689962107103e-115
"Rpl17",4.12066577128936e-118,0.759429494330252,0.978,0.908,7.08507272715493e-114
"Rps3",2.24675203383721e-117,0.746178950872417,0.961,0.869,3.8630654469797e-113
"Abcd2",4.891208009379e-116,0.374039375426751,0.308,0.051,8.40994305132625e-112
"Rps9",5.76767052816105e-115,0.75244365759406,0.975,0.912,9.9169327061201e-111
"Trf",1.28805011911717e-112,1.01871038074968,0.525,0.178,2.21467337481006e-108
"Rps5",1.5975510624829e-112,0.732445812128792,0.969,0.838,2.7468292968331e-108
"Rpl13",7.13866218747921e-112,0.684874494722178,0.988,0.952,1.22742157651517e-107
"Rps6",7.26386862118831e-112,0.737023063022619,0.951,0.819,1.24894957072712e-107
"Rpl32",5.20090508973845e-109,0.814890163921672,0.972,0.892,8.9424362112963e-105
"Rps4x",6.17232373430686e-109,0.811510422625724,0.956,0.826,1.06126934287672e-104
"Rpl7",9.69011624779153e-108,0.673889816155988,0.97,0.842,1.66611858764528e-103
"Rpl26",1.03263318885545e-106,0.713301604748527,0.97,0.878,1.77550950491806e-102
"Rpl30",2.41101470392587e-106,0.661226233582449,0.975,0.903,4.14549868193013e-102
"Rpl13a",9.19600562420185e-106,0.58163511570343,0.666,0.271,1.58116120702527e-101
"Rps10",6.69377112452786e-104,0.634029780773609,0.981,0.939,1.15092700715132e-99
"Rps27a",1.43155541126315e-102,0.674113351216475,0.982,0.939,2.46141637412587e-98
"Rps18",1.47954477670749e-102,0.811604411305301,0.954,0.843,2.54392928907085e-98
"Rps8",3.95532870974511e-102,0.653868691723996,0.982,0.936,6.80079218353573e-98
"Rplp0",1.61113943870317e-100,0.672301553650336,0.978,0.936,2.77019315090624e-96
"Rps23",4.28552533322966e-99,0.620031149946063,0.973,0.922,7.36853225795508e-95
"Rpl14",1.19300866896939e-97,0.761444328414132,0.921,0.738,2.05125910542597e-93
"Rps16",5.01629123111529e-97,0.573618870248287,0.986,0.952,8.62501114277962e-93
"Rpl37a",7.84196821267065e-92,0.641490079006787,0.987,0.93,1.34834801448659e-87
"Rack1",8.56440791528152e-92,0.610495753539291,0.963,0.86,1.4725642969535e-87
"Rbpms",2.30529997624049e-91,0.364084057843374,0.441,0.127,3.9637327791479e-87
"Ccl2",1.35051699647462e-90,-1.59460506045858,0.241,0.579,2.32207892373846e-86
"Rpl28",2.65446523940887e-90,0.682496182312861,0.96,0.872,4.56408753263961e-86
"Tpt1",4.05348093734302e-90,0.499995307595665,0.995,0.99,6.96955512366758e-86
"Rpl18a",5.78311657867731e-90,0.646261010700871,0.973,0.885,9.94349064537776e-86
"Rps14",1.33450659453625e-89,0.651822818567507,0.98,0.938,2.29455063864562e-85
"Rps19",5.74378378452719e-89,0.554008858102497,0.986,0.946,9.87586183911606e-85
"Rpl23a",1.83423643787736e-88,0.60769237488474,0.955,0.827,3.15378613128633e-84
"Rpl10a",2.53167738269714e-88,0.800980258728674,0.864,0.589,4.35296609180946e-84
"Rpl27a",4.09161689571564e-88,0.588375899779874,0.974,0.923,7.03512609049347e-84
"Adgre5",1.01235630209245e-87,0.322375939137217,0.234,0.038,1.74064542581776e-83
"Rpl11",1.1852185071549e-87,0.62305341468908,0.965,0.874,2.03786470120214e-83
"Dhrs3",4.418168949313e-87,0.495361261833353,0.454,0.148,7.59659969144876e-83
"Rpl6",4.61444734810452e-87,0.640762814446385,0.951,0.84,7.93408077033091e-83
"Rps15a",3.0233263210741e-86,0.606903796979068,0.957,0.883,5.19830727645481e-82
"Rpsa",6.78373735833293e-85,0.569621534421452,0.99,0.942,1.16639580139176e-80
"Rps11",1.07066238305436e-84,0.710701428469292,0.959,0.865,1.84089690142366e-80
"Tgm2",2.91507693641056e-82,0.655236655095684,0.485,0.173,5.01218328446432e-78
"Mmp12",2.86997812159003e-81,-0.748592889635768,0.565,0.807,4.93464038226191e-77
"Rpl24",6.88309829397509e-81,0.589358863513976,0.96,0.881,1.18347992066608e-76
"Rpl36a",3.91516730133865e-80,0.6692013979823,0.907,0.713,6.73173865792167e-76
"Rpl10",1.37871048990399e-79,0.722858509005797,0.932,0.793,2.37055481634093e-75
"Rps13",2.21487346478443e-79,0.5809463388215,0.967,0.886,3.80825343535035e-75
"Rpl19",1.14363282556688e-78,0.494960272176354,0.984,0.944,1.96636228027969e-74
"Idh1",4.6196845949627e-78,0.459019750879141,0.545,0.218,7.94308569257886e-74
"Eef1a1",5.92316151220121e-78,0.563621220258199,0.988,0.969,1.01842839040788e-73
"Rpl29",3.38386691589483e-77,0.597321980660299,0.921,0.755,5.81822077518957e-73
"Rpl4",2.01090428203078e-76,0.607042257587484,0.905,0.7,3.45754882252371e-72
"Rpl21",5.2632372004388e-76,0.543698789558048,0.965,0.864,9.04961004243447e-72
"Rpl12",5.68300585948381e-76,0.606556127673092,0.961,0.856,9.77136027479646e-72
"Rpl35",1.40378912302084e-75,0.624850128136382,0.907,0.72,2.41367501812203e-71
"Rpl37",4.67293607424527e-75,0.541940670294045,0.972,0.902,8.03464628605732e-71
"Rin3",5.10277752820537e-75,0.358640138251664,0.528,0.199,8.77371568199632e-71
"Rps12",3.58944292991868e-74,0.483443352423945,0.986,0.959,6.17168817370217e-70
"Ssh2",1.59497757051212e-73,0.422724720542984,0.459,0.164,2.74240443473855e-69
"Rpl3",6.48998954863784e-73,0.704855921362106,0.902,0.697,1.11588880299279e-68
"Eef1b2",9.18366667212344e-73,0.626342888392204,0.883,0.632,1.5790396476049e-68
"Emp1",3.53321056519625e-72,-1.07733879441271,0.184,0.461,6.07500224579844e-68
"Sort1",7.38393118197332e-72,0.353033591302398,0.394,0.128,1.26959312742849e-67
"Rpl39",1.45603301147919e-71,0.536200228050979,0.96,0.869,2.50350315993733e-67
"Rpl8",7.28014838860771e-71,0.494879957085269,0.97,0.912,1.25174871393721e-66
"Rps25",1.81511481089959e-70,0.522762810825882,0.957,0.878,3.12090840586076e-66
"Rpl7a",3.30337212624298e-69,0.518483869035191,0.935,0.776,5.67981803386219e-65
"Dgat1",1.82068135508073e-68,0.333116877513904,0.363,0.116,3.13047952192581e-64
"Scd2",3.23937302380704e-67,0.578774423195371,0.625,0.3,5.56977797713383e-63
"Rpl18",7.13198068610678e-67,0.480488708520425,0.963,0.899,1.2262727591692e-62
"Fau",4.12671486424749e-66,0.507667221976337,0.998,0.98,7.09547353758713e-62
"Eef2",3.47772440008592e-65,0.562485215317397,0.892,0.672,5.97959933350773e-61
"Cox7a2l",4.71564829615341e-65,0.680196030900453,0.79,0.499,8.10808568040617e-61
"Rplp1",5.48568996910836e-65,0.430593190296752,0.991,0.977,9.43209533288492e-61
"Apoe",9.20753163514714e-65,1.78735089025963,0.185,0.035,1.5831429893472e-60
"Rpl34",1.26904843885186e-64,0.49963559652671,0.975,0.907,2.18200188576189e-60
"Rpl36",2.49285464829907e-64,0.48202590219528,0.951,0.87,4.28621428228542e-60
"Rps15",1.08458593179104e-63,0.477427343703209,0.96,0.884,1.86483705112152e-59
"Uba52",1.3026791398343e-63,0.376712726622962,0.639,0.297,2.2398265130311e-59
"Clec4n",4.76787673870772e-63,-0.68084496305836,0.945,0.959,8.19788726453406e-59
"Rpl15",5.94979587149812e-63,0.574445646584024,0.934,0.814,1.02300790214539e-58
"Rplp2",6.181622920135e-63,0.397597512430525,0.989,0.966,1.06286824488801e-58
"Clec4d",1.05573621688236e-62,-0.710203348704216,0.87,0.892,1.81523285130753e-58
"Selenop",8.31097554652403e-62,0.426169756197171,0.384,0.138,1.42898913546934e-57
"Rps2",1.87321392206652e-61,0.534554839984876,0.961,0.902,3.22080401760118e-57
"Vegfa",3.14475482052067e-61,0.465282060147561,0.388,0.138,5.40709143840324e-57
"Plin2",1.38021122470004e-60,0.634384186010162,0.76,0.436,2.37313517974925e-56
"Mgst1",1.62926882065078e-60,0.537024925300207,0.763,0.442,2.80136481022694e-56
"Ppdpf",8.02306607084289e-60,0.252261527328923,0.434,0.162,1.37948598022073e-55
"Tbxas1",1.21343824200458e-59,0.293341388033432,0.434,0.168,2.08638571330267e-55
"Rpl35a",3.95384481375302e-59,0.424091193607151,0.989,0.956,6.79824077276694e-55
"Eif4b",1.19056026648711e-58,0.366594730667909,0.611,0.282,2.04704932219793e-54
"Naca",4.81757129560042e-58,0.54227456595209,0.928,0.76,8.28333208565536e-54
"Rpl22",5.83392268506268e-58,0.4440070955782,0.955,0.852,1.00308466646968e-53
"Rps28",8.3006441539385e-58,0.40314026683812,0.981,0.927,1.42721275582819e-53
"Rpl27",9.14533569637333e-58,0.493370265832572,0.864,0.596,1.57244901963443e-53
"Fgd4",1.55087435925256e-57,0.309455917694317,0.481,0.198,2.66657337329885e-53
"Csf2rb",9.62998786719048e-57,-0.652118866370345,0.909,0.926,1.65578011388473e-52
"Rps26",1.79895274159323e-56,0.484862432448808,0.972,0.884,3.0931193438954e-52
"Klk1b11",1.83150255865669e-56,0.705093809030589,0.342,0.126,3.14908549935432e-52
"Unc119",3.20149712249943e-56,0.315121679133381,0.567,0.255,5.50465415242553e-52
"Cd300a",3.01607793445007e-55,0.322161171102009,0.465,0.191,5.18584440049345e-51
"Nop53",3.11373991938589e-55,0.298570992700602,0.515,0.219,5.3537644173921e-51
"Rps17",8.1345056076134e-55,0.476789195249018,0.933,0.794,1.39864689417305e-50
"Padi4",8.83432070008729e-55,0.252888078617214,0.271,0.081,1.51897310117301e-50
"Rps20",9.8502270435248e-55,0.417884893599767,0.978,0.932,1.69364803786365e-50
"Emilin2",7.15436192397892e-54,-0.636408041173577,0.868,0.873,1.23012098920894e-49
"Gpcpd1",1.79664874562767e-53,0.461291222807528,0.646,0.327,3.08915785323222e-49
"Egr1",2.41384380468985e-53,0.492344181743683,0.492,0.224,4.15036303778373e-49
"Aldoc",5.53670549240696e-53,0.321171234197998,0.397,0.158,9.51981142364452e-49
"Ramp1",2.57492006154687e-52,0.344149673636458,0.506,0.228,4.42731755382369e-48
"Rpl38",6.54935553379734e-52,0.40258649420118,0.978,0.911,1.12609619048111e-47
"Mgst2",1.4955837371782e-50,0.382830461467188,0.549,0.268,2.5715066777042e-46
"AA467197",3.08936849334819e-50,0.761127175865231,0.804,0.56,5.31186018746288e-46
"Eif3f",1.67425028620696e-48,0.431698993294127,0.803,0.528,2.87870594210425e-44
"Eif3e",4.16659674934205e-48,0.358607710215635,0.737,0.413,7.16404645081872e-44
"Btg2",1.97129282211525e-47,0.400782113048922,0.603,0.31,3.38944087834496e-43
"Tmsb4x",3.86231644838037e-47,0.492043050953004,0.999,0.992,6.64086690134521e-43
"Ctsd",4.39996346059599e-47,0.624292460714433,0.992,0.978,7.56529717414874e-43
"AB124611",5.33970927652533e-47,0.284640977870747,0.645,0.326,9.18109613005766e-43
"Pold4",6.43944490503481e-47,0.434535875410988,0.622,0.336,1.10719815697168e-42
"Rpl31",1.04705602621749e-46,0.406616835213143,0.918,0.725,1.80030813147836e-42
"Eif3m",3.74876452797017e-46,0.28683533196608,0.64,0.325,6.44562572939192e-42
"Mgll",2.92418893941422e-45,0.380584132309948,0.487,0.236,5.0278504624288e-41
"Car4",9.80868050856248e-45,0.764691853649064,0.284,0.107,1.68650452664223e-40
"Pilra",3.34279470521584e-44,0.251814598535208,0.421,0.185,5.74760121614812e-40
"Ier2",3.60157782714469e-44,0.400699437453052,0.578,0.293,6.19255291599259e-40
"Wfdc17",9.89727296655271e-44,-0.758638783710742,0.629,0.748,1.70173711386907e-39
"Btf3",1.99028470399427e-42,0.365582056248428,0.939,0.783,3.42209552004774e-38
"Ifitm6",8.97352210073185e-42,0.507241766710075,0.241,0.083,1.54290738999983e-37
"Lyz2",3.84789303569535e-41,0.77366913104908,0.986,0.973,6.61606728557459e-37
"Rpl36al",8.56634266942279e-41,0.286488406523209,0.679,0.373,1.47289695858055e-36
"Smpdl3a",1.074576216146e-40,0.339275525478564,0.53,0.268,1.84762634604144e-36
"Lgals3",2.25317238110664e-40,-0.442798739406517,0.982,0.991,3.87410459207476e-36
"Ctsb",2.54593406886519e-40,-0.544550031963797,0.958,0.952,4.37747903800681e-36
"Sgk1",4.59394076612644e-40,0.388699002350781,0.477,0.234,7.8988217532778e-36
"Rps21",9.34537572198014e-40,0.361540109169491,0.981,0.909,1.60684390163727e-35
"Etfb",1.28634548821522e-39,0.273850040070615,0.622,0.327,2.21174243243725e-35
"Btbd1",1.40359449691611e-39,0.26142051648977,0.574,0.292,2.41334037799755e-35
"Cstb",2.17556332458729e-38,-0.496525249047746,0.957,0.959,3.74066358029538e-34
"Cd74",4.52167123502381e-38,-0.859872952458155,0.662,0.72,7.77456152149994e-34
"Ccl4",8.2220861981236e-38,-1.31106238248896,0.295,0.475,1.41370550090537e-33
"S100a9",2.23650739966685e-37,0.301356910739572,0.55,0.691,3.84545082298719e-33
"Eif3h",6.32465815967733e-37,0.34687071658172,0.779,0.504,1.08746172397492e-32
"Aldh2",2.04130935750019e-36,0.299245020392444,0.797,0.521,3.50982730928582e-32
"Adgre1",6.4050064438118e-36,-0.735955987668216,0.547,0.606,1.101276807949e-31
"Ier3",1.13786959137968e-35,-0.622740876497975,0.857,0.864,1.95645297541822e-31
"Ypel3",1.16860115345439e-35,0.296921360571587,0.7,0.411,2.00929282324947e-31
"Gpx4",6.52824458354106e-35,0.30110656447546,0.975,0.913,1.12246637369405e-30
"Npm1",7.80136330376681e-35,0.341207022578091,0.857,0.622,1.34136640644966e-30
"Hnrnpa1",1.16689927238977e-34,0.251348178982048,0.616,0.34,2.00636660894697e-30
"Mmp8",2.47387745628159e-34,-0.550249699002935,0.873,0.915,4.25358489833057e-30
"S100a6",1.01593010788183e-33,-0.508825508425857,0.954,0.965,1.74679022749201e-29
"Ncf1",1.07844045798993e-33,0.282451252912221,0.77,0.481,1.85427052346788e-29
"Fn1",1.18301978650198e-33,0.981524982109424,0.156,0.047,2.0340842209115e-29
"Nsa2",3.06440794637635e-33,0.280215954544528,0.742,0.456,5.26894302299949e-29
"F10",5.11935145504659e-32,-0.692247364966935,0.71,0.761,8.80221289180711e-28
"Cybb",7.14385924129081e-32,0.481712688477559,0.758,0.537,1.22831515794754e-27
"Gda",1.60883892413793e-31,0.363526459172172,0.687,0.425,2.76623764616276e-27
"Vmp1",2.91118411832802e-31,-0.63681686447378,0.767,0.755,5.0054899730532e-27
"Lsp1",3.31468509800316e-31,0.369892183426697,0.895,0.708,5.69926955750663e-27
"Dab2",5.04156715515739e-31,-0.709548899494462,0.605,0.643,8.66847056657762e-27
"Sept9",1.12622594719958e-30,0.278327731776839,0.667,0.39,1.93643289361496e-26
"mt-Nd1",1.14364359010295e-30,0.268269761343709,0.956,0.878,1.96638078882301e-26
"Tarm1",1.23603238785208e-30,-0.962040143083373,0.459,0.561,2.12523408767287e-26
"Ccnd2",4.43525192656014e-30,0.307132523965267,0.311,0.144,7.6259721625275e-26
"Crip1",3.04486302796681e-29,0.271000332919706,0.168,0.057,5.23533749028613e-25
"Cdkn1a",3.57133352893628e-29,-0.564306279549625,0.772,0.79,6.14055086965304e-25
"Iscu",7.9917594782865e-29,0.267472956035517,0.756,0.473,1.37410312469658e-24
"Uqcrh",8.8482280754709e-29,0.339401204323953,0.883,0.684,1.52136433529647e-24
"Plek",1.76130743361811e-28,-0.542220711217504,0.788,0.805,3.02839200136297e-24
"Kctd12",6.78441037071127e-28,0.281980722917436,0.564,0.325,1.1665115191401e-23
"Mcemp1",1.04896704711745e-27,0.312038037614099,0.801,0.556,1.80359394081375e-23
"Atp5g2",3.91624364582263e-27,0.272898445268421,0.839,0.599,6.73358932462742e-23
"Eef1g",1.05249293029658e-26,0.25504539018662,0.747,0.485,1.80965634435193e-22
"Cd44",1.20992354309398e-26,-0.523670191488441,0.898,0.857,2.08034253999579e-22
"Mmp9",1.42734011506727e-26,0.427196371890725,0.538,0.333,2.45416859384666e-22
"Hpgds",2.44939315231485e-26,-0.706120742570563,0.194,0.332,4.21148658609016e-22
"Tm6sf1",3.01773632756594e-26,0.272707873103401,0.704,0.462,5.18869584161688e-22
"Cish",5.12860992194774e-26,-0.620865809032103,0.552,0.628,8.81813189979695e-22
"Ssr4",5.8647027308448e-26,0.275387602971622,0.738,0.505,1.00837698754146e-21
"Ralgds",1.3091610324664e-25,-0.771056171665889,0.324,0.436,2.25097147922273e-21
"Igf2r",1.68668313490679e-25,-0.71392739584639,0.22,0.357,2.90008298215873e-21
"Sec61b",1.7644054562891e-25,0.371060982092798,0.858,0.66,3.03371874154348e-21
"Pabpc1",2.4760146953924e-25,0.28973329136259,0.932,0.791,4.2572596672577e-21
"Prdx1",3.17622011877135e-25,-0.51837008304587,0.966,0.95,5.46119287221546e-21
"Bcl2a1a",5.59994529545345e-25,0.319100188135547,0.651,0.424,9.62854594100266e-21
"Nov",1.58517685032339e-24,-0.818913653258649,0.407,0.53,2.72555307644603e-20
"Ifitm3",1.61517303940518e-24,0.606513146791167,0.66,0.474,2.77712852395326e-20
"Rbms1",1.8747359317681e-24,-0.43911227809682,0.891,0.84,3.22342096108207e-20
"Unc93b1",2.11479073099824e-24,0.281832732331901,0.786,0.558,3.63617118287838e-20
"Sdc4",2.74146806993956e-24,-0.614581592092134,0.089,0.224,4.71368019945408e-20
"Anxa5",2.93134556765484e-24,-0.431940977413034,0.909,0.867,5.04015556902574e-20
"Bri3",1.70978108891777e-23,-0.336812931051783,0.959,0.95,2.93979760428521e-19
"Vim",2.91590096724641e-23,-0.43503113257812,0.915,0.888,5.01360012308348e-19
"Pycard",3.32938611024193e-23,0.327135178385629,0.917,0.767,5.72454647794997e-19
"Lst1",4.15959001591553e-23,-0.49354947824479,0.851,0.825,7.15199907336516e-19
"Chil3",4.23996495426978e-23,0.633784328752468,0.633,0.432,7.29019574237146e-19
"Trem2",5.11571126140084e-23,0.267590803802722,0.66,0.431,8.7959539428526e-19
"Lmna",5.73078651805876e-22,-0.71374615539668,0.487,0.532,9.85351433915023e-18
"Hsp90ab1",2.05692983233035e-21,0.276770436265158,0.94,0.856,3.5366851537088e-17
"Calm1",2.10749411080236e-21,-0.260359443945461,0.964,0.954,3.62362537411358e-17
"Efhd2",2.33126825641277e-21,-0.42206800141029,0.849,0.787,4.00838264007611e-17
"Ly6a",2.89915908321123e-21,-0.986633116180051,0.094,0.216,4.98481412767339e-17
"Gadd45b",3.29711447227794e-21,-0.671220221698324,0.419,0.52,5.66905862363469e-17
"Csf3r",8.71316377970814e-21,-0.758225825233741,0.363,0.456,1.49814138028302e-16
"Adipor2",1.10682005128695e-20,0.253311503914212,0.764,0.525,1.90306639618279e-16
"Fabp5",1.10816582515466e-20,-0.589673984314431,0.466,0.578,1.90538031977092e-16
"Cux1",2.71915650003823e-20,-0.603028053990752,0.58,0.563,4.67531768616574e-16
"Hgf",2.98288706859904e-20,-0.524636927135329,0.096,0.212,5.12877602574919e-16
"Lilr4b",4.51237833779393e-20,-0.371962817295174,0.872,0.837,7.75858331400289e-16
"Rab15",5.07454880706411e-20,-0.519252259160499,0.057,0.169,8.72517921886604e-16
"Lrp1",7.73623265054453e-20,-0.548919504431825,0.683,0.651,1.33016784193463e-15
"Ccl3",1.26246091822931e-19,-0.52212072192622,0.508,0.61,2.17067530280347e-15
"Adam8",2.11477008163445e-19,-0.64120595588252,0.575,0.598,3.63613567836228e-15
"C3ar1",2.22403599686325e-19,-0.719299611929228,0.47,0.517,3.82400749300668e-15
"Sirpa",2.53994189068337e-19,-0.362400681456681,0.929,0.894,4.36717608684098e-15
"Pgf",4.46886678485338e-19,-0.519368138839722,0.113,0.227,7.6837695498769e-15
"Anxa4",5.85916789840511e-19,-0.450941390869526,0.74,0.714,1.00742532845177e-14
"F630028O10Rik",2.24849507231861e-18,0.265467224785376,0.446,0.276,3.86606242734462e-14
"Ccr2",5.08493742730685e-18,0.387199981255958,0.146,0.061,8.7430414125114e-14
"Ccl7",5.25912711229078e-18,-0.567426272509148,0.033,0.127,9.04254315687276e-14
"C3",5.421527229935e-18,-0.548112428176529,0.768,0.739,9.32177391915024e-14
"Ctsc",6.55324805104326e-18,0.25280032025621,0.668,0.462,1.12676546989638e-13
"Gm26917",1.14664969122869e-17,1.05067199930933,0.422,0.236,1.97154947909861e-13
"Bcl2a1d",4.33563214551616e-17,0.253770871324346,0.544,0.367,7.45468591100049e-13
"Atox1",4.61594961540394e-17,-0.320626117637108,0.929,0.899,7.93666376872554e-13
"Mt1",5.04880522823131e-17,-0.741719357146317,0.928,0.905,8.68091570942092e-13
"Scand1",8.1070551452528e-17,-0.334391800661362,0.909,0.846,1.39392706167477e-12
"Marcks",3.6671822794443e-16,-0.537509380895243,0.668,0.666,6.30535321127653e-12
"Rgl1",7.41538851111927e-16,-0.604339936288825,0.397,0.463,1.27500190060185e-11
"Capg",8.85729862247115e-16,-0.293881325657285,0.922,0.89,1.52292392514769e-11
"Basp1",1.0971645876907e-15,-0.520927868282395,0.764,0.78,1.88646479207539e-11
"S100a11",1.43561165654465e-15,0.32256682492379,0.93,0.856,2.46839068226287e-11
"Heatr1",2.58860116848199e-15,-0.597031539837558,0.261,0.332,4.45084084908793e-11
"Spp1",2.60373527939723e-15,-0.351930564394664,0.628,0.688,4.4768624393956e-11
"Ninj1",7.82380133068749e-15,-0.504941803347837,0.729,0.698,1.34522440079841e-10
"Msr1",9.91031886798226e-15,-0.623946913043354,0.352,0.418,1.70398022616087e-10
"Ctsl",1.20942556989604e-14,-0.419669441903078,0.771,0.738,2.07948632487925e-10
"Gpi1",3.8055472449003e-14,0.285312821021467,0.864,0.67,6.54325793288158e-10
"Jun",4.20159369283203e-14,-0.513654082302812,0.578,0.586,7.22422019545539e-10
"Atp6v1e1",4.69056809735651e-14,-0.32224526895661,0.912,0.846,8.06496278659478e-10
"Card19",5.36748114879428e-14,-0.391865347099327,0.842,0.763,9.22884708723689e-10
"Ear6",1.01845998764542e-13,-0.586982103626553,0.186,0.296,1.75114010275753e-09
"Dock10",1.31265336458795e-13,-0.496610707453571,0.746,0.717,2.25697619507253e-09
"Sdcbp",1.94220161777906e-13,-0.312561645196529,0.934,0.883,3.33942146160931e-09
"Rbpj",2.01941405285628e-13,-0.380305913173966,0.828,0.766,3.4721805224811e-09
"Nisch",2.07680641626636e-13,-0.525829687406085,0.717,0.641,3.57086095212838e-09
"Adgrl2",3.2164645915972e-13,-0.522499957931079,0.198,0.284,5.53038921879222e-09
"Srgn",4.26942671072386e-13,-0.483206290640936,0.809,0.789,7.3408522864186e-09
"2010111I01Rik",5.55285230194359e-13,-0.565949548614675,0.446,0.465,9.54757424796181e-09
"Fth1",6.8831487374421e-13,-0.320438458783377,0.997,1,1.18348859391579e-08
"Gapdh",8.11472911093908e-13,0.311948169554516,0.965,0.951,1.39524652333487e-08
