"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Prc1",3.54775597521163e-302,0.852349951728641,0.723,0.09,6.10001162377887e-298,0,0.911806616238134,0.666,0.058,0,3.54775597521163e-302,0
"Rad51",1.10700265946751e-299,0.32794518031901,0.618,0.06,1.90338037268843e-295,0,0.341919924795359,0.512,0.026,0,1.10700265946751e-299,0
"Kif23",2.05359183370653e-299,0.741801782551028,0.835,0.132,3.53094579887501e-295,0,0.60136149385486,0.68,0.097,0,2.05359183370653e-299,0
"Rad51ap1",7.9640820072288e-299,0.43306699168854,0.655,0.071,1.36934426032292e-294,0,0.413885967534863,0.563,0.036,0,7.9640820072288e-299,0
"Ncapd2",3.51116780818158e-294,0.469788245363057,0.767,0.11,6.03710192938741e-290,0,0.400736175682454,0.564,0.054,0,3.51116780818158e-294,0
"Cenph",5.97998872422636e-294,0.282740348482553,0.613,0.06,1.02819926124348e-289,0,0.267694403475927,0.436,0.031,0,5.97998872422636e-294,0
"Top2a",1.21290125130187e-293,1.2333557591063,0.853,0.144,2.08546241148843e-289,0,1.30281107712235,0.804,0.093,0,1.21290125130187e-293,0
"Knstrn",8.20462252406583e-290,0.584304987542717,0.772,0.114,1.41070279678788e-285,0,0.484842624075494,0.6,0.052,0,8.20462252406583e-290,0
"Kif15",3.10981824721872e-289,0.462182320082096,0.703,0.086,5.34702149426787e-285,0,0.428752154793649,0.554,0.042,0,3.10981824721872e-289,0
"Spc25",2.11146527774303e-287,0.558189774917464,0.67,0.08,3.63045339855136e-283,0,0.570993095197464,0.614,0.05,0,2.11146527774303e-287,0
"Rrm1",8.04584753867678e-286,0.859077396494631,0.935,0.214,1.38340302580009e-281,0,0.842452602963395,0.884,0.138,0,8.04584753867678e-286,0
"Ndc80",9.87747541753984e-286,0.348128673520539,0.627,0.065,1.6983331232918e-281,0,0.319212118293416,0.455,0.028,0,9.87747541753984e-286,0
"Rrm2",5.19298696407871e-285,0.712142707722384,0.68,0.082,8.92882178603693e-281,0,0.642542945547503,0.634,0.054,0,5.19298696407871e-285,0
"Kif22",1.19410645644451e-281,0.35399624564322,0.655,0.075,2.05314664121069e-277,0,0.323644824668822,0.502,0.044,0,1.19410645644451e-281,0
"Spc24",4.82714999223258e-281,0.443835852471784,0.725,0.094,8.2998016966447e-277,0,0.396234267185127,0.552,0.048,0,4.82714999223258e-281,0
"Uhrf1",8.29422612108626e-281,0.412198077750963,0.695,0.087,1.42610923925957e-276,0,0.422367038397504,0.582,0.046,0,8.29422612108626e-281,0
"Mki67",1.50787668297565e-280,1.36239012263738,0.945,0.225,2.59264316870833e-276,0,1.37420138833394,0.913,0.171,0,1.50787668297565e-280,0
"Mad2l1",1.48585370985629e-278,0.388178175700021,0.775,0.118,2.55477686872691e-274,0,0.354764940520571,0.552,0.063,0,1.48585370985629e-278,0
"Ccnb2",1.90089057847411e-276,0.691499012220111,0.738,0.101,3.26839126062838e-272,0,0.61223121725681,0.593,0.06,0,1.90089057847411e-276,0
"Pbk",4.44500797525506e-276,0.278135380159123,0.515,0.042,7.64274671265354e-272,0,0.259883895013248,0.375,0.022,0,4.44500797525506e-276,0
"Tk1",4.10230685406578e-271,0.371602516033536,0.652,0.077,7.05350640488071e-267,0,0.276776399973223,0.409,0.031,0,4.10230685406578e-271,0
"Sgo2a",5.4802783184034e-270,0.345234280634982,0.59,0.061,9.42279054066281e-266,0,0.341971595309393,0.477,0.031,0,5.4802783184034e-270,0
"Smc2",3.88217333624842e-268,0.967722450028012,0.91,0.208,6.67500883434554e-264,0,1.01328382165014,0.882,0.134,0,3.88217333624842e-268,0
"Cdc20",1.22325848703151e-265,0.431426563161667,0.61,0.067,2.10327064260197e-261,0,0.373700429994272,0.427,0.036,0,1.22325848703151e-265,0
"Cdca8",1.09413317549431e-264,0.834286799386831,0.863,0.18,1.88125258194491e-260,0,0.821286616413037,0.802,0.113,0,1.09413317549431e-264,0
"Stmn1",2.48564454671909e-264,1.42784423753462,0.983,0.29,4.27381723362881e-260,0,1.47333050000213,0.976,0.196,0,2.48564454671909e-264,0
"Ube2c",3.32378773478457e-261,1.16293989275815,0.772,0.13,5.71492063118859e-257,0,1.21828211586741,0.69,0.066,0,3.32378773478457e-261,0
"Aurka",1.05888700200699e-260,0.381385375391061,0.598,0.068,1.82065031125082e-256,0,0.390652083584782,0.475,0.039,0,1.05888700200699e-260,0
"Clspn",1.61519780665536e-256,0.534814298526239,0.698,0.099,2.77717110876323e-252,0,0.542153918234655,0.636,0.042,0,1.61519780665536e-256,0
"Melk",2.86847569040831e-254,0.280965543193981,0.595,0.066,4.93205710208805e-250,0,0.279924173413002,0.424,0.027,0,2.86847569040831e-254,0
"Cenpq",5.95020187213235e-253,0.351778844078625,0.685,0.096,1.02307770989444e-248,0,0.322528949049381,0.535,0.048,0,5.95020187213235e-253,0
"Esco2",1.10843411580301e-252,0.323090334189,0.492,0.042,1.90584161871169e-248,0,0.260729891261374,0.362,0.021,0,1.10843411580301e-252,0
"Slfn9",3.28392311520994e-243,0.381822335054816,0.62,0.081,5.64637740429197e-239,0,0.404850847988423,0.509,0.04,0,3.28392311520994e-243,0
"Dlgap5",1.78653404866831e-239,0.329534286922173,0.667,0.096,3.0717666432803e-235,0,0.312764725873638,0.483,0.049,0,1.78653404866831e-239,0
"Diaph3",3.90321220783446e-238,0.386459576092203,0.69,0.108,6.71118307015057e-234,0,0.379735750569565,0.536,0.048,0,3.90321220783446e-238,0
"Cdk1",3.12091841111465e-230,0.698266639793715,0.805,0.172,5.36610711607053e-226,0,0.748001654117915,0.761,0.105,0,3.12091841111465e-230,0
"Ccnf",1.14655360369681e-228,0.270033372651241,0.517,0.055,1.9713842661963e-224,0,0.280983500278066,0.429,0.035,0,1.14655360369681e-228,0
"Cenpm",3.35854294817434e-219,0.308781673977415,0.657,0.099,5.77467874509095e-215,0,0.251504327389244,0.419,0.036,0,3.35854294817434e-219,0
"Cdkn3",1.32028591851358e-214,0.427059596895686,0.67,0.107,2.27009960829225e-210,0,0.428969174750037,0.537,0.058,0,1.32028591851358e-214,0
"Dbf4",2.54984991484142e-209,0.517053202927193,0.812,0.194,4.38421194357834e-205,0,0.46737637753593,0.688,0.125,0,2.54984991484142e-209,0
"Chaf1a",1.37642902005402e-205,0.350678801025684,0.7,0.13,2.36663205708089e-201,0,0.351050025451613,0.57,0.081,0,1.37642902005402e-205,0
"Fbxo5",7.32829108919283e-205,0.330937460127938,0.557,0.074,1.26002636987582e-200,0,0.333065987900988,0.448,0.041,0,7.32829108919283e-205,0
"Mcm5",5.03336784581715e-204,0.484939794085433,0.715,0.134,8.65437267409801e-200,0,0.5207782150585,0.689,0.083,0,5.03336784581715e-204,0
"Lmnb1",4.07627413269081e-202,0.607132226516203,0.91,0.237,7.00874574374858e-198,0,0.502783593008071,0.748,0.138,0,4.07627413269081e-202,0
"Plk4",3.60944414592143e-201,0.325723916153764,0.688,0.128,6.20607826449731e-197,0,0.324722257225954,0.559,0.066,0,3.60944414592143e-201,0
"Spdl1",2.28529871144957e-200,0.262307759488434,0.613,0.097,3.92934260446639e-196,0,0.375230612183534,0.569,0.068,0,2.28529871144957e-200,0
"Ndc1",1.28886649200496e-199,0.265710183382606,0.675,0.121,2.21607704635333e-195,0,0.311371203126089,0.563,0.1,0,1.28886649200496e-199,0
"Ncapg2",4.22862000954283e-198,0.369909103707336,0.723,0.143,7.27068924440794e-194,0,0.366601945473703,0.613,0.082,0,4.22862000954283e-198,0
"Tyms",3.32476987669968e-197,0.382811703118289,0.723,0.141,5.71660932599744e-193,0,0.329587453274028,0.518,0.065,0,3.32476987669968e-197,0
"Cks1b",1.15418264082858e-195,0.755505512824576,0.925,0.306,1.98450163264066e-191,0,0.736173636595504,0.822,0.137,0,1.15418264082858e-195,0
"Cenpw",6.13976397407971e-195,0.404654915620247,0.825,0.207,1.05567101770327e-190,0,0.391181280058726,0.641,0.111,0,6.13976397407971e-195,0
"Aurkb",1.05254537846643e-194,0.358768618858689,0.585,0.09,1.80974652373518e-190,0,0.356739094536494,0.472,0.042,0,1.05254537846643e-194,0
"Mcm7",3.62584838960485e-194,0.440535468524154,0.762,0.165,6.23428372108659e-190,0,0.421788640199306,0.622,0.081,0,3.62584838960485e-194,0
"Mis18bp1",3.36385487973594e-187,0.31727990743568,0.623,0.106,5.78381208021797e-183,0,0.299423218490296,0.475,0.053,0,3.36385487973594e-187,0
"Ccdc34",1.08122442170139e-186,0.582755272621876,0.91,0.303,1.85905727067337e-182,0,0.541396260884794,0.798,0.186,0,1.08122442170139e-186,0
"Lig1",3.58565176619894e-183,0.41216400314228,0.662,0.126,6.16516964680246e-179,0,0.388816943866666,0.573,0.071,0,3.58565176619894e-183,0
"Tuba1b",2.79459194743354e-179,1.17254581507791,1,0.689,4.80502139441723e-175,0,1.08007987679608,0.996,0.582,0,2.79459194743354e-179,0
"Ulbp1",1.53860715949573e-177,0.459842849983524,0.797,0.219,2.64548115003695e-173,0,0.434545440456763,0.691,0.172,0,1.53860715949573e-177,0
"Cbx5",9.20956578588936e-176,0.540756434844584,0.875,0.288,1.58349274122582e-171,0,0.565286581924364,0.82,0.185,0,9.20956578588936e-176,0
"Hist1h1b",7.68965094883288e-175,0.649398313320053,0.598,0.1,1.32215858414233e-170,0,0.661930427372057,0.504,0.051,0,7.68965094883288e-175,0
"Rangap1",1.22782621243201e-172,0.567618238181309,0.912,0.344,2.11112438965559e-168,0,0.566376054026399,0.833,0.242,0,1.22782621243201e-172,0
"Incenp",3.90660993162174e-172,0.635123564467859,0.853,0.272,6.71702511643041e-168,0,0.619351527411285,0.757,0.162,0,3.90660993162174e-172,0
"Cks2",6.15360009785864e-172,0.742776635835346,0.892,0.312,1.05805000082581e-167,0,0.608713101294926,0.768,0.193,0,6.15360009785864e-172,0
"Mcm3",2.60077569065002e-166,0.637700207043274,0.805,0.23,4.47177372250365e-162,0,0.65070162134581,0.725,0.126,0,2.60077569065002e-166,0
"Selenoh",5.74166561098084e-165,0.682971616142975,0.938,0.398,9.87221985152046e-161,0,0.764725924424408,0.877,0.229,0,5.74166561098084e-165,0
"Haus4",1.36946798949657e-164,0.302909234697454,0.71,0.164,2.3546632611404e-160,0,0.253738056364772,0.521,0.074,0,1.36946798949657e-164,0
"Atad2",5.04245636351356e-163,0.692780898844351,0.873,0.308,8.66999947142522e-159,0,0.715992163223037,0.829,0.183,0,5.04245636351356e-163,0
"Syce2",1.64352428535781e-159,0.327818204030631,0.743,0.182,2.82587565624421e-155,0,0.338970632173576,0.6,0.1,0,1.64352428535781e-159,0
"Tmpo",5.34517249250334e-159,0.738691262485874,0.963,0.448,9.19048958361024e-155,0,0.650325896633769,0.898,0.302,0,5.34517249250334e-159,0
"Tubb5",1.5595388366921e-157,1.11492764053361,0.998,0.788,2.6814710758084e-153,0,1.20165530445433,0.993,0.631,0,1.5595388366921e-157,0
"Cdc25b",2.72240023265607e-156,0.433277163249672,0.652,0.143,4.68089496002884e-152,0,0.354336983155758,0.554,0.095,0,2.72240023265607e-156,0
"E2f8",1.00453014250218e-155,0.274711016360293,0.575,0.108,1.72718912701824e-151,0,0.275020118274035,0.476,0.074,0,1.00453014250218e-155,0
"Mcm2",3.0157797757229e-155,0.336731276018232,0.63,0.132,5.18533174637795e-151,0,0.328478524004202,0.539,0.081,0,3.0157797757229e-155,0
"Dnajc9",3.14459312088436e-155,0.4403699909033,0.815,0.249,5.40681341204856e-151,0,0.423040301869115,0.692,0.152,0,3.14459312088436e-155,0
"Ccne2",3.92768066188323e-150,0.294706298420238,0.388,0.049,6.75325413004202e-146,0,0.279024408389044,0.327,0.027,0,3.92768066188323e-150,0
"Nasp",2.13049079277022e-148,0.536760840262034,0.925,0.356,3.66316586908912e-144,0,0.525036628924925,0.825,0.26,0,2.13049079277022e-148,0
"Cenpa",1.86324164492713e-146,0.85772902817883,0.88,0.376,3.20365768428771e-142,0,0.762519306422005,0.78,0.25,0,1.86324164492713e-146,0
"Rpa2",2.6370581052329e-145,0.311807594345811,0.7,0.172,4.53415770613745e-141,0,0.32733655693322,0.569,0.091,0,2.6370581052329e-145,0
"Topbp1",6.29049136610431e-139,0.434317050677943,0.833,0.29,1.08158708548797e-134,0,0.482187617848183,0.759,0.176,0,6.29049136610431e-139,0
"Hells",9.17568431026643e-139,0.332434425363047,0.53,0.104,1.57766716030721e-134,0,0.312800243960633,0.454,0.057,0,9.17568431026643e-139,0
"Smc4",1.1602909523544e-138,0.826420389785757,0.945,0.514,1.99500426347815e-134,0,0.828692981172836,0.923,0.345,0,1.1602909523544e-138,0
"Fen1",2.03157390380947e-138,0.359273010928739,0.775,0.239,3.49308817021e-134,0,0.379239260655601,0.668,0.146,0,2.03157390380947e-138,0
"Gmnn",3.05786322498568e-134,0.519903978157602,0.882,0.365,5.25769002904037e-130,0,0.546674819384624,0.81,0.212,0,3.05786322498568e-134,0
"Mcm6",4.8418541354897e-130,0.459699276380139,0.69,0.194,8.32508400056099e-126,0,0.513039304640289,0.651,0.114,0,4.8418541354897e-130,0
"Cdkn2c",4.8057270524711e-129,0.267116069895897,0.565,0.123,8.26296709401881e-125,0,0.277826474662061,0.416,0.031,0,4.8057270524711e-129,0
"Arhgap11a",5.15070546285423e-120,0.325451157936841,0.74,0.234,8.85612297283157e-116,0,0.297485204506847,0.616,0.132,0,5.15070546285423e-120,0
"Tipin",9.59496927008545e-118,0.31959904123397,0.733,0.228,1.64975901629849e-113,0,0.298959810224771,0.574,0.113,0,9.59496927008545e-118,0
"Dtymk",1.24736184174652e-117,0.456224214864998,0.89,0.393,2.14471395069897e-113,0,0.465626706971051,0.799,0.241,0,1.24736184174652e-117,0
"Ezh2",2.25147587155343e-115,0.375526897827499,0.8,0.286,3.87118761354897e-111,0,0.416845542852607,0.702,0.152,0,2.25147587155343e-115,0
"Hist1h2ap",9.83731736531382e-108,0.969145069131549,0.718,0.245,1.69142834779206e-103,0,0.903421601047153,0.596,0.126,0,9.83731736531382e-108,0
"Dut",1.82793228431748e-99,0.405035590834292,0.735,0.264,3.14294676965547e-95,0,0.417238549900207,0.608,0.128,0,1.82793228431748e-99,0
"Orc6",6.36728633020676e-99,0.257237172197746,0.615,0.186,1.09479121161575e-94,0,0.27429938883744,0.516,0.097,0,6.36728633020676e-99,0
"Hat1",3.77583366283362e-92,0.33085455295364,0.858,0.389,6.49216839987613e-88,0,0.410598398220097,0.793,0.225,0,3.77583366283362e-92,0
"Gm42031",1.55655663599198e-91,0.538708151495601,0.86,0.402,2.67634347992461e-87,0,0.75455623632546,0.745,0.186,0,1.55655663599198e-91,0
"Prdx4",3.24601178169527e-98,0.358887356301185,0.855,0.357,5.58119265744685e-94,5.39482744386393e-308,0.443633954799278,0.735,0.206,9.27586630697964e-304,3.24601178169527e-98,1.07896548877275e-307
"Cmc2",5.0931196518255e-78,0.258257271675439,0.848,0.389,8.75710992934877e-74,5.24277896750873e-296,0.368453428342025,0.735,0.205,9.01443415673451e-292,5.0931196518255e-78,1.04855579350172e-295
"H2afz",1.25823221434545e-127,0.828749374120458,0.995,0.904,2.16340446934557e-123,8.21644663066944e-293,0.931223659671593,0.998,0.806,1.4127358336773e-288,1.25823221434545e-127,1.64328932613386e-292
"Mcm4",8.20536491409312e-95,0.261728450067248,0.588,0.174,1.41083044332917e-90,7.35317658372893e-292,0.281781222058692,0.516,0.101,1.26430518180635e-287,8.20536491409312e-95,1.47063531674565e-291
"Nucks1",3.8066777958089e-160,0.857319208299263,0.998,0.663,6.54520180211381e-156,3.08661172041468e-291,0.749215629780638,0.987,0.521,5.30712019208099e-287,3.8066777958089e-160,6.17322344082906e-291
"Kpna2",1.32033830942463e-124,0.315972281229218,0.603,0.151,2.2701896892247e-120,1.05197949734168e-290,0.282069786816126,0.452,0.078,1.80877354772929e-286,1.32033830942463e-124,2.10395899468321e-290
"Lsm2",3.98015318630349e-132,0.461532009851089,0.915,0.397,6.84347538853022e-128,3.05799863935312e-288,0.423161539058014,0.803,0.256,5.25792286050376e-284,3.98015318630349e-132,6.11599727870562e-288
"Ube2s",1.31263945020694e-134,0.76179916431711,0.988,0.648,2.25695227068581e-130,4.66343878404871e-287,0.817478363822332,0.957,0.477,8.01831664529335e-283,1.31263945020694e-134,9.32687756809726e-287
"Anp32e",3.15852357636196e-124,0.580597440533582,0.963,0.512,5.43076543719675e-120,1.20725871117237e-285,0.563144245426939,0.898,0.343,2.07576062798978e-281,3.15852357636196e-124,2.41451742234464e-285
"Ptma",7.56864544861458e-117,0.650729275742682,1,0.911,1.30135289843479e-112,1.51782673111491e-280,0.78150269779512,1,0.821,2.60975128147897e-276,7.56864544861458e-117,3.03565346222981e-280
"Brip1os",1.48195555935298e-145,0.336471606290004,0.79,0.237,2.54807438875152e-141,1.65870568462035e-274,0.300324313447322,0.648,0.167,2.85197855413624e-270,1.48195555935298e-145,3.31741136924068e-274
"Pmp22",1.12537958859171e-142,0.476578911906207,0.693,0.171,1.93497766462458e-138,2.22617027221435e-272,0.652089408551643,0.782,0.254,3.82767716604536e-268,1.12537958859171e-142,4.45234054442848e-272
"Hist1h2ae",6.00443101281523e-86,0.317524629045429,0.468,0.12,1.03240186834345e-81,4.68688009190276e-270,0.352601244747158,0.387,0.06,8.05862163001761e-266,6.00443101281523e-86,9.37376018380457e-270
"Tubb4b",3.87948880867744e-140,0.87244463937318,0.953,0.529,6.67039305763999e-136,9.59812789153185e-270,0.793823277518544,0.935,0.438,1.65030210966999e-265,3.87948880867744e-140,1.91962557830627e-269
"Mrc1",2.22615378735231e-153,0.726920200413213,0.81,0.223,3.82764882197356e-149,1.31139643541803e-267,0.713285766232271,0.873,0.307,2.25481503105776e-263,2.22615378735231e-153,2.62279287083577e-267
"Dek",6.84862971905349e-92,0.567817840404047,0.978,0.681,1.17755339389406e-87,1.70404946307252e-265,0.674581072533298,0.961,0.474,2.92994264680688e-261,6.84862971905349e-92,3.40809892614465e-265
"Usp1",2.93645279450637e-120,0.451052357842783,0.887,0.384,5.04893693487425e-116,2.64507418409387e-259,0.38903559805895,0.811,0.27,4.547940552131e-255,2.93645279450637e-120,5.29014836818775e-259
"Klf4",5.03753710177309e-115,0.584672488053718,0.892,0.368,8.66154129278864e-111,1.08897615590511e-256,0.504625849325405,0.788,0.26,1.87238560246324e-252,5.03753710177309e-115,2.17795231181021e-256
"Dnmt1",1.42494150054697e-102,0.429583833117357,0.902,0.426,2.45004441604046e-98,1.15414755396397e-256,0.456863753689991,0.839,0.309,1.98444130428565e-252,1.42494150054697e-102,2.30829510792787e-256
"Rpa1",4.61472677976368e-93,0.275124783993616,0.74,0.281,7.93456122512566e-89,1.56687518246645e-255,0.287430780957371,0.6,0.15,2.69408518873281e-251,4.61472677976368e-93,3.1337503649327e-255
"Rad21",2.84402709880556e-143,0.66835756104132,0.968,0.475,4.89002019368628e-139,1.69610976039357e-254,0.49994856482141,0.882,0.338,2.9162911220207e-250,2.84402709880556e-143,3.39221952078687e-254
"Ckap5",2.5356537151595e-134,0.485815755388864,0.877,0.358,4.35980299784525e-130,6.63379766379841e-252,0.411677687769964,0.752,0.249,1.1406151703135e-247,2.5356537151595e-134,1.32675953275957e-251
"Hjurp",2.33324542890788e-110,0.36674613617321,0.82,0.306,4.01178219046421e-106,4.57381635741819e-250,0.324122474013996,0.678,0.186,7.86421984494484e-246,2.33324542890788e-110,9.14763271483625e-250
"Sae1",4.05766383307726e-131,0.446459003540518,0.925,0.417,6.97674719459305e-127,4.14134762634531e-249,0.40781680904524,0.801,0.283,7.12063310873813e-245,4.05766383307726e-131,8.28269525269041e-249
"Nap1l1",8.65695695909395e-104,0.59694859560385,0.995,0.722,1.48847717954661e-99,1.69808739652011e-248,0.708522259811007,0.98,0.543,2.91969146957669e-244,8.65695695909395e-104,3.39617479304008e-248
"H2afv",1.07610976527661e-92,0.612098920515884,0.968,0.634,1.85026313041661e-88,2.53676500298281e-247,0.591130817496521,0.914,0.389,4.36171374612864e-243,1.07610976527661e-92,5.07353000596539e-247
"H2afx",6.04711608165404e-95,0.416050429746925,0.76,0.29,1.0397411390796e-90,6.98975013921346e-240,0.438582355460508,0.586,0.159,1.20181763893636e-235,6.04711608165404e-95,1.39795002784256e-239
"Rbbp7",4.41171589002797e-79,0.291318923435994,0.892,0.441,7.58550430131408e-75,1.70418036075913e-239,0.349718204979339,0.785,0.268,2.93016771228925e-235,4.41171589002797e-79,3.408360721518e-239
"Ran",2.15571175462715e-121,0.647932370727965,0.993,0.757,3.70653079090592e-117,3.44011399333944e-239,0.63060308832814,0.994,0.611,5.91493200014784e-235,2.15571175462715e-121,6.88022798667823e-239
"Cbx3",1.59708841187751e-106,0.474621736285176,0.978,0.603,2.7460338153822e-102,7.47405796390125e-236,0.439060135055217,0.933,0.398,1.28508952631318e-231,1.59708841187751e-106,1.4948115927802e-235
"Idh2",2.15913931263288e-90,0.321174399177566,0.915,0.439,3.71242413414097e-86,5.5671372262109e-234,0.384149185608551,0.8,0.289,9.57213574674702e-230,2.15913931263288e-90,1.11342744524209e-233
"Anapc5",3.10565630971486e-104,0.456229157850698,0.955,0.546,5.33986545892372e-100,2.93683296225299e-232,0.450269007699993,0.901,0.38,5.04959059529779e-228,3.10565630971486e-104,5.87366592450573e-232
"Pcna",4.57224412741442e-106,0.531116559791332,0.823,0.358,7.86151655267636e-102,3.07178522592516e-232,0.468466285703128,0.74,0.263,5.28162751745572e-228,4.57224412741442e-106,6.14357045184965e-232
"Reep4",9.07010643178877e-132,0.315119883750075,0.755,0.231,1.55951409988176e-127,9.91941947467274e-227,0.27254601907586,0.576,0.154,1.70554498447523e-222,9.07010643178877e-132,1.98388389493444e-226
"Hmgn1",2.56950272629169e-68,0.337965856588119,0.875,0.464,4.41800298758594e-64,2.49377114441687e-226,0.435587300650627,0.784,0.283,4.28779010571036e-222,2.56950272629169e-68,4.98754228883339e-226
"Paics",4.40094193468715e-76,0.300427097871432,0.86,0.428,7.56697956250109e-72,1.80043139292586e-215,0.299334789058405,0.694,0.228,3.09566173699672e-211,4.40094193468715e-76,3.60086278585163e-215
"Snrnp25",3.21102800719159e-91,0.256447754579051,0.845,0.372,5.52104155556522e-87,1.83197789894943e-211,0.266572291849895,0.699,0.227,3.14990279945365e-207,3.21102800719159e-91,3.66395579789882e-211
"Dck",4.01551264753338e-115,0.343909299260367,0.777,0.261,6.90427244616889e-111,9.5224310808221e-211,0.280509238982409,0.642,0.189,1.63728680003655e-206,4.01551264753338e-115,1.9044862161644e-210
"Ncaph2",4.210263448927e-111,0.397489232052544,0.93,0.472,7.23912697408509e-107,6.62078702364997e-210,0.3483761912119,0.829,0.324,1.13837812084638e-205,4.210263448927e-111,1.32415740473001e-209
"Hint1",1.09237026357916e-70,0.38122602036967,0.993,0.834,1.878221431198e-66,5.76147566359934e-207,0.56374517734993,0.994,0.674,9.90628125599271e-203,1.09237026357916e-70,1.15229513271989e-206
"Cdk4",6.74828060471929e-74,0.313533538241559,0.917,0.499,1.16029936717543e-69,9.59768311252344e-204,0.340477018194446,0.829,0.323,1.65022563436728e-199,6.74828060471929e-74,1.91953662250469e-203
"Tns1",5.81520116686516e-136,0.339620393908369,0.647,0.149,9.99865688630796e-132,5.21374022626166e-203,0.347169477574752,0.619,0.186,8.9645049450343e-199,5.81520116686516e-136,1.04274804525233e-202
"Jpt1",1.39398571071724e-97,0.532043399105996,0.995,0.751,2.39681903100722e-93,3.08638564749148e-196,0.568664468420378,0.989,0.598,5.30673148229686e-192,1.39398571071724e-97,6.17277129498308e-196
