"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Rpl3",2.05028304200293e-174,-1.44951140342485,0.551,0.909,3.52525666241983e-170,0,-1.07188305031609,0.336,0.795,0,2.05028304200293e-174,0
"H3f3b",1.75662454418244e-169,0.861641657608003,0.998,0.943,3.02034024126729e-165,0,0.758761524686538,0.988,0.944,0,1.75662454418244e-169,0
"Lgals1",9.86295498872453e-164,-1.6496598025918,0.114,0.759,1.6958364807613e-159,0,-1.65561784269831,0.138,0.677,0,9.86295498872453e-164,0
"C3",7.93861057666231e-163,1.10036004869354,0.886,0.512,1.36496470255132e-158,0,0.884556664502446,0.793,0.571,0,7.93861057666231e-163,0
"Ccr1",5.08777014269606e-162,0.963757306815804,0.954,0.748,8.74791198335161e-158,0,0.854796745229742,0.883,0.787,0,5.08777014269606e-162,0
"Rpl10a",1.09121230133312e-159,-1.28308430484228,0.553,0.909,1.87623043091217e-155,0,-1.01795602632807,0.308,0.766,0,1.09121230133312e-159,0
"S100a6",1.30202834583044e-152,1.07619500893752,0.991,0.949,2.23870753782086e-148,0,0.784752045527505,0.994,0.972,0,1.30202834583044e-152,0
"Gmfg",6.65056896912027e-149,0.929205936836043,0.941,0.821,1.14349882855054e-144,0,0.816405212465955,0.841,0.749,0,6.65056896912027e-149,0
"Ier3",4.33368017701439e-148,1.36537862395115,0.888,0.664,7.45132969635855e-144,0,1.20053388940152,0.923,0.761,0,4.33368017701439e-148,0
"Vim",6.97727412986429e-145,-1.15010594459562,0.755,0.949,1.19967251388887e-140,0,-1.07085808458551,0.775,0.943,0,6.97727412986429e-145,0
"Srgn",1.25646078729433e-144,1.19435150505133,0.945,0.78,2.16035867767387e-140,0,1.20865680819564,0.913,0.764,0,1.25646078729433e-144,0
"Alox5ap",6.18742043886573e-142,0.813746616800964,0.969,0.848,1.06386507025857e-137,0,0.804581138456023,0.943,0.854,0,6.18742043886573e-142,0
"Plekho1",1.24591541095644e-138,-0.833899121426753,0.044,0.666,2.14222695759851e-134,0,-0.627277681280231,0.034,0.51,0,1.24591541095644e-138,0
"Txnip",7.20283684857263e-136,0.974875357466124,0.958,0.815,1.23845576774358e-131,0,1.08201687655904,0.878,0.728,0,7.20283684857263e-136,0
"Rpl32",2.54813268642836e-134,-0.979295194091242,0.901,0.967,4.38125934104492e-130,0,-0.797632751073228,0.758,0.915,0,2.54813268642836e-134,0
"Slc25a4",6.34932742058791e-133,-0.892071331547319,0.073,0.677,1.09170335669588e-128,0,-0.641546486761685,0.035,0.505,0,6.34932742058791e-133,0
"Slfn2",2.12435306439678e-129,0.873045104270536,0.956,0.848,3.65261265892383e-125,0,0.742124652040546,0.876,0.842,0,2.12435306439678e-129,0
"Rps2",1.18875541128019e-128,-0.893715365172506,0.885,0.948,2.04394605415515e-124,0,-0.81037455647612,0.73,0.905,0,1.18875541128019e-128,0
"Rps24",9.08235192302368e-127,-0.729687979493258,0.963,0.978,1.56161958964469e-122,0,-0.672068355142642,0.861,0.955,0,9.08235192302368e-127,0
"Tmem256",1.19667608203738e-125,-0.800642052715149,0.179,0.768,2.05756485545507e-121,0,-0.859319093125324,0.116,0.675,0,1.19667608203738e-125,0
"Cpd",1.94669317196703e-125,1.04143450894384,0.874,0.71,3.3471442398801e-121,0,0.914855459520997,0.809,0.753,0,1.94669317196703e-125,0
"Btg1",4.71082369912079e-121,0.790716851662652,0.98,0.885,8.09979026826829e-117,0,0.872304202465114,0.933,0.847,0,4.71082369912079e-121,0
"Emb",2.5528711910567e-119,0.800806103163789,0.951,0.8,4.3894067259029e-115,0,0.734686183249896,0.871,0.807,0,2.5528711910567e-119,0
"Ctss",3.67320034068801e-119,-1.26360827740798,0.59,0.868,6.31570066577896e-115,0,-1.22295419803209,0.471,0.799,0,3.67320034068801e-119,0
"Snx5",6.80183957157566e-119,-0.808182535868886,0.19,0.755,1.16950829593672e-114,0,-0.632718827250265,0.11,0.612,0,6.80183957157566e-119,0
"Plxnd1",4.48753649963397e-115,-0.691159119770252,0.126,0.7,7.71587025747064e-111,0,-0.580457926248034,0.05,0.539,0,4.48753649963397e-115,0
"Eif1",5.16947399519221e-114,0.595275021128161,0.996,0.948,8.88839358733349e-110,0,0.521485438718098,0.98,0.95,0,5.16947399519221e-114,0
"S100a4",4.05587472234091e-112,-1.17699690689133,0.266,0.773,6.97367099759296e-108,0,-0.959937093014772,0.284,0.705,0,4.05587472234091e-112,0
"Ybx3",3.05083100100718e-106,-0.605739770950669,0.062,0.612,5.24559882313175e-102,0,-0.577141945514396,0.025,0.473,0,3.05083100100718e-106,0
"Bin1",5.63482510561632e-106,-0.517255670386775,0.059,0.61,9.68851828659671e-102,0,-0.462757360462058,0.03,0.464,0,5.63482510561632e-106,0
"Sh3bgrl",1.56484739218027e-104,-0.76327822520921,0.277,0.795,2.69059860611476e-100,0,-0.747386621744679,0.179,0.719,0,1.56484739218027e-104,0
"S100a1",2.00008294880837e-103,-0.879156125090031,0.185,0.727,3.43894262218111e-99,0,-0.760207491390179,0.098,0.574,0,2.00008294880837e-103,0
"Sh3pxd2b",2.39573676011206e-102,-0.537390677260066,0.066,0.611,4.11922978533668e-98,0,-0.555371546979418,0.05,0.506,0,2.39573676011206e-102,0
"Zfp36l1",8.07515525423375e-102,1.00365622309646,0.879,0.727,1.38844219441295e-97,0,1.1005458095063,0.828,0.607,0,8.07515525423375e-102,0
"S100a11",5.33055125943045e-101,0.605913404342097,0.993,0.951,9.16534983546471e-97,0,0.732698084733435,0.97,0.923,0,5.33055125943045e-101,0
"Prdx2",1.83547553534534e-92,-0.656648526173679,0.278,0.766,3.15591663547278e-88,0,-0.617037347750313,0.123,0.607,0,1.83547553534534e-92,0
"Lgals3",4.18953089991781e-91,-1.01270554382956,0.976,0.99,7.20347942931869e-87,0,-0.946603155512674,0.986,0.994,0,4.18953089991781e-91,0
"Lgmn",8.54985350990816e-89,-0.759568704622576,0.114,0.616,1.47006181249361e-84,0,-1.0407643838858,0.121,0.613,0,8.54985350990816e-89,0
"Lpl",8.68189213841937e-88,-1.83502122795563,0.128,0.595,1.49276453427983e-83,0,-1.95107974377621,0.222,0.649,0,8.68189213841937e-88,0
"Coro1a",7.71709579316579e-87,0.563882360622084,0.956,0.873,1.32687745067693e-82,0,0.665851725155691,0.898,0.825,0,7.71709579316579e-87,0
"Plxna1",1.75068355497742e-86,-0.410279411897909,0.02,0.488,3.01012530442818e-82,0,-0.543861235896555,0.023,0.46,0,1.75068355497742e-86,0
"Clic4",1.83112963134293e-82,-0.589291305351671,0.121,0.618,3.14844428813104e-78,0,-0.579275605985358,0.067,0.518,0,1.83112963134293e-82,0
"Myof",3.34919213475068e-81,-0.700179494495616,0.029,0.475,5.75860095649032e-77,0,-0.923093146738979,0.035,0.512,0,3.34919213475068e-81,0
"Ppp1r14b",7.96549333790344e-80,-0.600766184718359,0.278,0.756,1.36958692451912e-75,0,-0.72377509818295,0.152,0.654,0,7.96549333790344e-80,0
"Gpnmb",3.2037745448752e-79,-1.77567122849647,0.258,0.667,5.50856995245842e-75,0,-2.12921071814321,0.41,0.822,0,3.2037745448752e-79,0
"Vat1",2.34305689588509e-77,-0.707938962575288,0.132,0.587,4.02865202678482e-73,0,-0.907834831257149,0.085,0.579,0,2.34305689588509e-77,0
"Atp6v0d2",8.39673948864509e-77,-1.20255418791457,0.099,0.527,1.44373538767764e-72,0,-1.35587814705327,0.12,0.624,0,8.39673948864509e-77,0
"Il7r",3.57220491844702e-76,-0.746060402588238,0.024,0.45,6.14204913677781e-72,0,-1.01710201792485,0.04,0.478,0,3.57220491844702e-76,0
"Nrp2",1.78818630194081e-75,-0.537230249820647,0.09,0.546,3.07460752755703e-71,0,-0.680618055534584,0.048,0.482,0,1.78818630194081e-75,0
"Ahnak",2.24784695983021e-73,-0.651788101129128,0.383,0.789,3.86494806273207e-69,0,-0.839607305997117,0.321,0.733,0,2.24784695983021e-73,0
"Dbi",3.22744325609983e-72,-0.642165446874318,0.564,0.865,5.54926593453805e-68,0,-0.798221541069903,0.381,0.8,0,3.22744325609983e-72,0
"Selplg",2.72965690884526e-71,0.708228051334168,0.848,0.783,4.69337208906854e-67,0,0.991271652720622,0.81,0.707,0,2.72965690884526e-71,0
"Ifitm1",4.74318918377579e-70,0.939391884472045,0.925,0.772,8.15543948258409e-66,0,1.48605952506557,0.94,0.728,0,4.74318918377579e-70,0
"Tarm1",4.77182300329173e-67,0.964010207729925,0.665,0.46,8.20467247185981e-63,0,1.19687908257737,0.775,0.51,0,4.77182300329173e-67,0
"mt-Nd1",1.12423317075489e-60,-0.719029808421674,0.848,0.902,1.93300651379595e-56,0,-0.907135304466506,0.683,0.908,0,1.12423317075489e-60,0
"Hvcn1",1.39784075703831e-57,-0.439410011639726,0.192,0.62,2.40344739765168e-53,0,-0.645977000245567,0.117,0.613,0,1.39784075703831e-57,0
"Gstm1",2.66019137083383e-45,-0.702769927493955,0.203,0.55,4.57393304301168e-41,0,-1.19028235371221,0.125,0.659,0,2.66019137083383e-45,0
"Bhlhe41",4.56739533786967e-42,-0.447856831545584,0.027,0.307,7.8531795439331e-38,0,-0.763587875670372,0.029,0.466,0,4.56739533786967e-42,0
"mt-Co3",2.45321056444551e-33,-0.50162909718189,0.985,0.962,4.21805024450761e-29,0,-0.759079511358706,0.978,0.99,0,2.45321056444551e-33,0
"Jaml",3.54809299546255e-28,0.493071407972756,0.636,0.457,6.10059109639831e-24,0,1.11288720405147,0.587,0.301,0,3.54809299546255e-28,0
"Psap",3.83078558767656e-27,-0.911126506953922,0.974,0.95,6.58665273945109e-23,0,-1.02685451512327,0.954,0.977,0,3.83078558767656e-27,0
"Cybb",6.8148278071312e-18,-0.627648855958482,0.542,0.7,1.17174149315814e-13,0,-1.27551274982154,0.289,0.714,0,6.8148278071312e-18,0
"Ctsb",1.26577714159011e-12,-0.758561448616196,0.782,0.853,2.17637721725003e-08,0,-1.21870869954629,0.686,0.897,0,1.26577714159011e-12,0
"Rpl12",3.56831241350615e-121,-0.920627102649639,0.738,0.944,6.13535636378248e-117,1.80627263853135e-307,-0.74823921146013,0.601,0.877,3.10570517469081e-303,3.56831241350615e-121,3.61254527706232e-307
"Emilin2",1.85971269863184e-136,0.972060202340925,0.901,0.693,3.19759001402759e-132,2.06129698868226e-304,0.710310636891035,0.867,0.823,3.54419404234028e-300,1.85971269863184e-136,4.12259397736449e-304
"Lst1",1.36504785862609e-141,1.15757098600197,0.874,0.659,2.3470632881217e-137,7.7812819584597e-304,0.891300147836779,0.812,0.728,1.33791361993756e-299,1.36504785862609e-141,1.5562563916918e-303
"Fabp5",1.40325004430383e-80,-2.04482362071737,0.403,0.774,2.412748126176e-76,1.50252679026913e-303,-1.92958722682779,0.506,0.799,2.58344456318875e-299,1.40325004430383e-80,3.0050535805381e-303
"Myo5a",2.03219947301216e-63,-0.414208231525472,0.174,0.637,3.49416377389711e-59,4.7830403437092e-300,-0.526295378354693,0.115,0.586,8.2239595669736e-296,2.03219947301216e-63,9.566080687418e-300
"Ctsz",3.81813854188514e-66,-0.608130281549315,0.727,0.857,6.5649074089173e-62,2.87716733600249e-298,-0.700247671744451,0.522,0.838,4.94700151752268e-294,3.81813854188514e-66,5.75433467200468e-298
"Trem2",1.3188141407778e-66,-0.711146166999409,0.172,0.594,2.26756903365334e-62,1.08848468404199e-297,-0.740099755271257,0.108,0.552,1.8715405657418e-293,1.3188141407778e-66,2.17696936808392e-297
"Anxa4",5.26318010694201e-67,-0.671308894393866,0.379,0.791,9.04951187587609e-63,8.85221215327713e-294,-0.67569095946135,0.309,0.764,1.52204935763447e-289,5.26318010694201e-67,1.77044243065536e-293
"Pld3",3.842130940902e-62,-0.568420652580996,0.119,0.517,6.60615993978691e-58,3.25367805817771e-292,-0.708435873149718,0.096,0.53,5.59437405323075e-288,3.842130940902e-62,6.50735611635489e-292
"Ccdc50",2.54255015769093e-89,-0.478711436462969,0.148,0.68,4.37166074113379e-85,1.39298984739364e-290,-0.409971395444003,0.06,0.496,2.39510674360863e-286,2.54255015769093e-89,2.78597969478711e-290
"Lmna",3.31388603531389e-48,-0.352991580844936,0.143,0.514,5.6978956491187e-44,1.30458673409642e-285,-0.659728165833611,0.172,0.635,2.24310643060539e-281,3.31388603531389e-48,2.60917346819264e-285
"Sept11",7.93296549424759e-84,-0.455180862311734,0.042,0.511,1.36399408708093e-79,2.71106556873138e-282,-0.445097686681482,0.025,0.421,4.66140613887673e-278,7.93296549424759e-84,5.42213113746235e-282
"Rplp1",1.18913620931019e-97,-0.555297021510471,0.967,0.983,2.04460079828793e-93,2.23424464642848e-281,-0.515204058478213,0.926,0.971,3.84156024506912e-277,1.18913620931019e-97,4.46848929285673e-281
"Hint1",2.35296182649264e-107,-0.771551170773883,0.537,0.872,4.04568256447144e-103,6.79618203685483e-281,-0.644507025786481,0.343,0.762,1.16853553941682e-276,2.35296182649264e-107,1.35923640737096e-280
"Irf8",2.13555250574622e-112,-0.887267535067179,0.027,0.577,3.67186897838006e-108,4.06482770968328e-280,-0.489177508448645,0.015,0.401,6.98906476402943e-276,2.13555250574622e-112,8.12965541936623e-280
"Rpl23",1.71822598481502e-123,-0.749038522566388,0.971,0.978,2.95431775829095e-119,2.39568497938768e-279,-0.611813589583495,0.889,0.954,4.11914075355917e-275,1.71822598481502e-123,4.79136995877483e-279
"Bola2",5.33467347167962e-67,-0.460230304776122,0.271,0.752,9.17243756720594e-63,7.94089898557845e-277,-0.495570766630165,0.166,0.647,1.36535817158036e-272,5.33467347167962e-67,1.58817979711553e-276
"Asprv1",1.57773457390542e-138,1.02606567682576,0.346,0.051,2.71275682637298e-134,1.32531903951623e-276,1.01982568972226,0.422,0.136,2.27875355654421e-272,1.57773457390542e-138,2.65063807903233e-276
"Akr1b3",8.38706080022425e-90,-0.41483335055536,0.057,0.559,1.44207123399056e-85,5.96743241372187e-276,-0.357959808986851,0.03,0.427,1.02604032921534e-271,8.38706080022425e-90,1.19348648274434e-275
"Nenf",2.79743147567213e-98,-0.439529366996365,0.051,0.576,4.80990367927066e-94,1.06481831948043e-275,-0.382193238566494,0.031,0.428,1.83084861851465e-271,2.79743147567213e-98,2.12963663896081e-275
"Lipa",3.09005514500798e-56,-0.615065897690812,0.223,0.635,5.31304081632672e-52,3.3155307607623e-275,-0.699005799582122,0.139,0.576,5.70072359005469e-271,3.09005514500798e-56,6.63106152152389e-275
"Rpn1",1.65234590490738e-73,-0.628608153059783,0.264,0.703,2.84104354889775e-69,7.65991905697404e-275,-0.61865957540363,0.195,0.652,1.31704648265612e-270,1.65234590490738e-73,1.53198381139474e-274
"Slamf7",1.54026067536576e-79,-0.499929024615111,0.013,0.45,2.64832420522389e-75,9.11442278262033e-275,-0.55497501675808,0.018,0.402,1.56713385324374e-270,1.54026067536576e-79,1.82288455652402e-274
"Sptssa",2.59121036926905e-56,-0.417526461977303,0.286,0.728,4.45532710892121e-52,4.14878265576443e-274,-0.455502691650097,0.116,0.573,7.13341689832137e-270,2.59121036926905e-56,8.29756531152849e-274
"Rpl39",1.01341606516463e-125,-0.820007967997312,0.861,0.95,1.74246758244406e-121,4.93884756717931e-274,-0.639046005209689,0.718,0.902,8.49185450700811e-270,1.01341606516463e-125,9.87769513435796e-274
"Rpl22l1",3.21280858581156e-118,-0.995301083639287,0.207,0.747,5.52410308244439e-114,2.96372069131807e-271,-0.598315414372232,0.098,0.524,5.09582135665229e-267,3.21280858581156e-118,5.9274413826356e-271
"Eef1g",2.29313116252418e-104,-0.813640779492994,0.337,0.81,3.94280972084408e-100,5.58536688159929e-271,-0.600447914221387,0.208,0.67,9.60347981622181e-267,2.29313116252418e-104,1.11707337631979e-270
"Tnfsf12",3.60190622291623e-86,-0.415105126308424,0.035,0.503,6.19311755968217e-82,1.77940631148431e-270,-0.436167858829133,0.021,0.402,3.05951121196613e-266,3.60190622291623e-86,3.55881262296837e-270
"Cd200r4",8.97507926653584e-61,-0.529603334259444,0.108,0.504,1.54317512908817e-56,2.8409855604574e-270,-0.585748989735537,0.065,0.472,4.88479057265045e-266,8.97507926653584e-61,5.68197112091451e-270
"Cd24a",4.88271503858954e-39,0.54646039813675,0.8,0.706,8.39534023735086e-35,3.74147533332967e-270,0.845466910795017,0.77,0.625,6.43309268812704e-266,4.88271503858954e-39,7.48295066665928e-270
"Atp6v1c1",2.17689711770278e-39,-0.307194268382591,0.238,0.62,3.74295690417816e-35,3.94723349024154e-269,-0.536110670868775,0.163,0.631,6.7868732631213e-265,2.17689711770278e-39,7.89446698048241e-269
"Rpl36a",7.25845927622873e-119,-0.857096113343536,0.637,0.906,1.24801948795477e-114,7.9569449874809e-269,-0.681119165513865,0.397,0.8,1.36811712114747e-264,7.25845927622873e-119,1.59138899749604e-268
"Rpl14",1.12852982390867e-121,-0.925946245547861,0.749,0.926,1.94039417922857e-117,4.7501914243255e-268,-0.764478111360427,0.469,0.817,8.16747913498526e-264,1.12852982390867e-121,9.50038284865063e-268
"Rpl41",1.08225000219071e-127,-0.618903580380547,0.985,0.984,1.86082065376671e-123,2.17249219065464e-267,-0.479681971375835,0.976,0.982,3.73538307261159e-263,1.08225000219071e-127,4.34498438130923e-267
"Olfm1",3.9894310475184e-74,-0.505854284101408,0.018,0.434,6.85942774310313e-70,2.55909917344456e-267,-0.591691273008038,0.016,0.389,4.40011511882057e-263,3.9894310475184e-74,5.11819834688896e-267
"Syngr1",4.83383076369953e-41,-0.343100361494694,0.037,0.322,8.31128861510498e-37,3.2467906623931e-267,-0.624117303003046,0.037,0.423,5.5825318649187e-263,4.83383076369953e-41,6.49358132478622e-267
"Mxd1",1.71176742789795e-138,1.27829994605441,0.758,0.406,2.94321291552773e-134,6.77144247450287e-264,0.982223177205905,0.645,0.414,1.16428181906602e-259,1.71176742789795e-138,1.35428849490043e-263
"Lcn2",2.12127163925425e-256,1.08587657812601,0.835,0.211,3.64731445653375e-252,9.76606657544104e-264,0.313506920897035,0.708,0.383,1.67917748698133e-259,2.12127163925425e-256,1.95321331508818e-263
"Nap1l1",1.41894051604295e-87,-0.679787442847342,0.313,0.779,2.43972632328424e-83,1.07615442769629e-263,-0.580563881316727,0.187,0.645,1.850339922981e-259,1.41894051604295e-87,2.1523088553924e-263
"Esyt1",4.71433688844211e-75,-0.469988415422824,0.17,0.656,8.10583084598736e-71,1.94014202115102e-263,-0.436896069399966,0.104,0.542,3.33588019116706e-259,4.71433688844211e-75,3.88028404230183e-263
"Eif4a1",5.98746887580262e-91,-0.69380056476145,0.571,0.88,1.0294853985055e-86,4.02730221048611e-262,-0.621683635118808,0.435,0.811,6.92454342070983e-258,5.98746887580262e-91,8.05460442097167e-262
"Prdx5",7.30146180384008e-152,0.853389807131589,0.991,0.918,1.25541334255226e-147,2.94906460760453e-261,0.514727983619864,0.939,0.904,5.07062168631523e-257,7.30146180384008e-152,5.89812921520841e-261
"Qdpr",1.32549754213843e-75,-0.354698538073087,0.09,0.563,2.27906047395282e-71,7.82432425193436e-261,-0.342157867744032,0.052,0.455,1.34531431187759e-256,1.32549754213843e-75,1.56486485038671e-260
"Hspe1",7.33821595539e-110,-0.754209659227752,0.308,0.802,1.26173285136976e-105,5.3737814295634e-260,-0.514663108783178,0.184,0.649,9.23967978999131e-256,7.33821595539e-110,1.07475628591257e-259
"Rack1",3.01872495312635e-104,-0.749198959259349,0.832,0.94,5.19039568440544e-100,6.42806980613017e-260,-0.648115404939883,0.561,0.874,1.10524232246602e-255,3.01872495312635e-104,1.28561396122601e-259
"Mrc1",1.83069536613317e-41,-0.528418840837402,0.015,0.283,3.14769761252937e-37,7.58635865712768e-259,-0.926148616933133,0.033,0.401,1.30439850750653e-254,1.83069536613317e-41,1.5172717314255e-258
"Ccr5",1.77707880887994e-72,-0.659467250110248,0.123,0.563,3.05550930398818e-68,4.50725667449131e-256,-0.62751559512895,0.119,0.535,7.74977712612036e-252,1.77707880887994e-72,9.01451334898253e-256
"Pea15a",8.90219336718209e-81,-0.376257756460979,0.037,0.497,1.53064312755329e-76,1.81522119656031e-255,-0.384049986297909,0.032,0.409,3.1210913253658e-251,8.90219336718209e-81,3.63044239312035e-255
"Rpl13",5.69425318431182e-114,-0.75210243438385,0.973,0.977,9.79069892510575e-110,5.50749632786359e-254,-0.643161691574581,0.879,0.951,9.46958918612865e-250,5.69425318431182e-114,1.10149926557269e-253
"Rpsa",2.54094109448089e-118,-0.984336882746675,0.941,0.977,4.36889411785045e-114,5.59803692795646e-254,-0.684306660589585,0.836,0.946,9.62526469392833e-250,2.54094109448089e-118,1.11960738559117e-253
"Pebp1",1.07525835197995e-64,-0.46309383820104,0.321,0.773,1.84879921039432e-60,1.2958906464163e-253,-0.451600926910622,0.176,0.641,2.22815437744819e-249,1.07525835197995e-64,2.59178129283255e-253
"Akr1a1",6.95234642916678e-73,-0.675976088173661,0.742,0.913,1.19538644503094e-68,1.16378198963903e-252,-0.682619592949042,0.647,0.885,2.00100675298534e-248,6.95234642916678e-73,2.32756397927786e-252
"Scpep1",6.4235478188938e-78,-0.318200398209206,0.027,0.47,1.1044648119806e-73,5.43437402950433e-252,-0.364494340613791,0.032,0.406,9.34386270632974e-248,6.4235478188938e-78,1.08687480590082e-251
"Ap1s1",1.36040687313871e-58,-0.285161917591669,0.136,0.577,2.3390835776747e-54,7.44681274528289e-251,-0.332679991911033,0.078,0.492,1.28040498342394e-246,1.36040687313871e-58,1.48936254905651e-250
"Ly6a",1.02627448104521e-16,0.593030818612351,0.189,0.09,1.76457634270914e-12,5.03287616850505e-250,1.45880299328245,0.463,0.203,8.65352728412758e-246,1.02627448104521e-16,1.00657523370092e-249
"H2-DMb1",1.36642772677095e-96,-0.857549171270769,0.088,0.6,2.34943583340997e-92,5.91402677803569e-250,-0.552183657490451,0.036,0.407,1.01685776421546e-245,1.36642772677095e-96,1.18280535560702e-249
"1500011K16Rik",5.98421005565246e-64,-0.338605628256368,0.167,0.64,1.02892507696888e-59,2.2207209056587e-249,-0.337705549977167,0.078,0.489,3.81830752518956e-245,5.98421005565246e-64,4.44144181131711e-249
"Rps20",2.24339087271965e-134,-0.892419019268099,0.894,0.964,3.85728626655416e-130,4.91891653275246e-247,-0.673989362768139,0.762,0.926,8.45758508641459e-243,2.24339087271965e-134,9.83783306550472e-247
"Hspa9",1.73518359047898e-52,-0.369564277039997,0.223,0.659,2.98347466546955e-48,4.98555415129293e-247,-0.383298938759705,0.123,0.563,8.57216180773306e-243,1.73518359047898e-52,9.9711083025851e-247
"Ccdc88a",1.56651749175395e-84,-0.59354181613609,0.117,0.609,2.69347017532174e-80,6.1783866379485e-247,-0.471344768751179,0.067,0.459,1.06231179852886e-242,1.56651749175395e-84,1.23567732758968e-246
"Sdf2l1",1.11531683800637e-72,-0.509426136359011,0.097,0.547,1.91767577126816e-68,8.60334401932414e-246,-0.417014377273475,0.049,0.428,1.47925897068259e-241,1.11531683800637e-72,1.72066880386477e-245
"Blvra",9.25970120361236e-61,-0.321270167668506,0.128,0.567,1.59211302494911e-56,1.47477211366556e-245,-0.324383544416187,0.059,0.452,2.53572317223657e-241,9.25970120361236e-61,2.94954422733098e-245
"Psmd8",1.83218477717983e-51,-0.483753678027701,0.557,0.849,3.150258505883e-47,1.57911672091909e-245,-0.574677233822742,0.322,0.758,2.71513328994829e-241,1.83218477717983e-51,3.15823344183809e-245
"Hsp90ab1",1.41314016908928e-122,-0.807377045219847,0.795,0.933,2.42975320673211e-118,3.423634364662e-245,-0.575556728729714,0.668,0.892,5.88659692659984e-241,1.41314016908928e-122,6.84726872932354e-245
"Rpl35",8.26906726991026e-128,-0.924271873290173,0.725,0.914,1.42178342638837e-123,5.38145552977951e-245,-0.66003392323032,0.476,0.812,9.25287463790289e-241,8.26906726991026e-128,1.07629110595587e-244
"C1qbp",1.91568672730134e-91,-0.42113484249217,0.077,0.595,3.29383175892192e-87,1.49635502084118e-244,-0.332837981684291,0.034,0.401,2.57283282283433e-240,1.91568672730134e-91,2.99271004168215e-244
"Bst2",4.4242991624853e-65,-0.501683867347019,0.189,0.663,7.60713997997722e-61,1.83102636652406e-244,-0.408574101954238,0.101,0.521,3.14826673460148e-240,4.4242991624853e-65,3.66205273304807e-244
"Aplp2",5.05416790918203e-70,-0.630585212127406,0.328,0.744,8.69013630304758e-66,4.35578778472371e-244,-0.550501876661564,0.227,0.663,7.48934151705395e-240,5.05416790918203e-70,8.71157556944695e-244
"Tmem160",1.74917994118854e-68,-0.469754018925981,0.284,0.746,3.00753999087957e-64,1.99292673002337e-243,-0.415332242972231,0.174,0.635,3.42663821960219e-239,1.74917994118854e-68,3.98585346004638e-243
"Aprt",1.64088793171778e-54,-0.450902239150485,0.392,0.806,2.82134270979555e-50,7.5713663395661e-243,-0.553698366206266,0.343,0.769,1.30182072842499e-238,1.64088793171778e-54,1.51427326791317e-242
"Il11ra1",7.87162139032192e-64,-0.38715179698302,0.022,0.402,1.35344658185195e-59,4.74465364506951e-242,-0.457560795287448,0.025,0.38,8.15795747733251e-238,7.87162139032192e-64,9.48930729013859e-242
"Dpysl2",5.07445124261904e-91,-0.456003844789711,0.038,0.53,8.72501146655918e-87,1.7138283036907e-241,-0.345952252912304,0.042,0.415,2.94675638536578e-237,5.07445124261904e-91,3.42765660738103e-241
