"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Crem",8.86750060774363e-99,-0.396450226938602,0.274,0.646,1.52467805449544e-94
"Casp6",9.6293052093554e-99,0.34968723521138,0.747,0.339,1.65566273769657e-94
"Rpl19",1.16130260229185e-98,-0.258739547263589,0.999,0.989,1.99674369438061e-94
"Tnfrsf13b",1.86544735229974e-98,0.355961330901762,0.788,0.396,3.20745017754417e-94
"Gm34084",2.08194916769102e-98,-0.748069102282863,0.156,0.529,3.57970339892794e-94
"Rpl37",2.19767594253253e-98,-0.391112850129794,0.999,0.991,3.77868401559044e-94
"Napsa",3.88413116167153e-98,0.498312516685027,0.994,0.933,6.67837511937802e-94
"Mfsd10",5.98364489100118e-98,0.30451268238445,0.672,0.254,1.02882790255874e-93
"Malat1",6.48411554457468e-98,-0.607873728294321,0.998,0.977,1.11487882673417e-93
"Tnf",7.55239660464685e-98,0.354873615244424,0.515,0.089,1.29855907220298e-93
"Cebpa",1.00706096940522e-97,0.306705704081661,0.606,0.183,1.73154063079534e-93
"Polr3c",1.2441686114271e-97,-0.423627110927736,0.52,0.776,2.13922351048775e-93
"Tgfbi",2.3212832157595e-97,0.73742568927492,0.619,0.186,3.99121436117689e-93
"Atp13a2",3.58624551030264e-97,0.321162782949493,0.593,0.165,6.16619053041436e-93
"Sqstm1",5.30408720714322e-97,-0.522940398034757,0.73,0.872,9.11984754396205e-93
"Stk17b",5.99952388631794e-97,0.47797598881522,0.902,0.647,1.03155813701351e-92
"Crybg1",8.67083880229085e-97,-0.444391209518922,0.377,0.728,1.49086402366589e-92
"Palld",8.75259742496794e-97,-0.422396261109571,0.167,0.555,1.50492160124899e-92
"Rpl4",9.36273878097045e-97,0.344678650767225,0.999,0.967,1.60982930600006e-92
"Daglb",1.11712798341763e-96,0.37469474108702,0.601,0.177,1.92078985468827e-92
"Tmem131",1.95741170182294e-96,-0.598574063475719,0.605,0.798,3.36557368011437e-92
"Gngt2",2.13633582132114e-96,-0.556469991321089,0.931,0.935,3.67321581117958e-92
"Notch1",2.39065368697988e-96,0.398290981388534,0.624,0.2,4.11048994939321e-92
"Rab9",3.34030563055799e-96,-0.439519195592944,0.474,0.757,5.74332150118141e-92
"Hpgds",4.25568658613262e-96,0.634623169834335,0.509,0.096,7.31722751619643e-92
"Ffar2",4.26004345289139e-96,0.30047693850988,0.436,0.036,7.32471871290146e-92
"Aldh1a2",5.15739897082751e-96,-0.418834909093962,0.013,0.31,8.86763179044082e-92
"Rassf2",7.49871791056306e-96,-0.435921752099032,0.547,0.815,1.28932955754221e-91
"H2-DMb2",1.01674521748499e-95,0.61546661267435,0.907,0.706,1.7481917269437e-91
"Nfe2l1",1.07902591828779e-95,-0.476141961199765,0.685,0.859,1.85527716390403e-91
"Camk1d",1.97701165226271e-95,0.291328522064565,0.557,0.128,3.3992738349005e-91
"Snrpf",2.02043028098149e-95,0.402130056173801,0.943,0.789,3.47392782511958e-91
"Mt2",2.03071354377322e-95,-0.44226385783701,0.277,0.691,3.49160886716367e-91
"Adam15",3.10015701365015e-95,0.365582026235269,0.695,0.275,5.33040996927006e-91
"Dst",3.2703668375228e-95,0.460630589066903,0.665,0.254,5.6230687404367e-91
"Itgax",3.99519633824884e-95,0.510252746078668,0.854,0.449,6.86934058398506e-91
"Ckap4",4.09989703192192e-95,0.364031378477586,0.671,0.24,7.04936295668654e-91
"Oxct1",6.02242138169731e-95,0.479091955090663,0.884,0.618,1.03549513236904e-90
"Pfkfb3",1.08417684352283e-94,-0.474798567718447,0.209,0.575,1.86413366475316e-90
"Pld4",1.56911867056834e-94,0.444534613897769,0.613,0.219,2.6979426421752e-90
"Cd80",2.83697612080747e-94,-0.460159007501576,0.31,0.666,4.87789674211637e-90
"Nfatc1",3.38789700833287e-94,0.287543004242512,0.654,0.244,5.82515011612754e-90
"Mapk3",3.40206759013354e-94,-0.476735789086966,0.826,0.912,5.84951501447562e-90
"Itm2c",4.60893763509128e-94,-0.533276737454284,0.868,0.92,7.92460736977595e-90
"Zc3h12c",8.10783691531695e-94,-0.294907974819178,0.099,0.462,1.3940614792196e-89
"Hcar2",9.88781190723588e-94,0.329896539383069,0.522,0.102,1.70011037933014e-89
"Rab21",1.30456904310132e-93,-0.448254819168575,0.83,0.904,2.24307601270841e-89
"Bag1",1.33678576436127e-93,0.359068650875828,0.968,0.852,2.29846944324277e-89
"Rtn1",1.41334658104655e-93,0.363766117703275,0.47,0.066,2.43010811145143e-89
"Sp140",2.26245199491805e-93,-0.570754587497575,0.803,0.895,3.8900599600621e-89
"Arhgap9",2.86630231187654e-93,0.353341492614225,0.873,0.565,4.92832019504053e-89
"Nub1",3.37820244285417e-93,-0.435547113114449,0.768,0.89,5.80848128024346e-89
"Fau",3.82269270311106e-93,-0.374322687478864,1,0.998,6.57273783372916e-89
"Kctd14",4.22801219189885e-93,0.419992193535546,0.52,0.094,7.26964416275089e-89
"Dgkz",7.35576811550891e-93,0.301982953380412,0.648,0.223,1.2647507697806e-88
"Myd88",8.65072599324843e-93,0.324445151546001,0.675,0.28,1.48740582727914e-88
"Mpp6",1.64100225317349e-92,0.390537954205999,0.928,0.703,2.8215392741065e-88
"Mgll",1.80303184764783e-92,0.354598669359698,0.719,0.287,3.10013295884567e-88
"Idh2",1.94208274374333e-92,0.328101589026126,0.692,0.289,3.33921706959228e-88
"Fam217b",2.47642161903048e-92,0.279004895293251,0.585,0.165,4.25795933176101e-88
"Epn1",3.1418917985464e-92,0.353846134330693,0.855,0.573,5.40216875842069e-88
"Mvb12b",3.30388444028089e-92,0.26930823460056,0.615,0.201,5.68069890661897e-88
"Pou4f1",3.58024186867147e-92,-0.27442597664424,0.001,0.271,6.15586786899372e-88
"Plpp2",3.68481533920973e-92,0.312947736902209,0.661,0.257,6.33567149423721e-88
"Etfb",4.07813856519341e-92,0.442148732331135,0.945,0.762,7.01195144899354e-88
"Ssr1",5.57035338118828e-92,0.353487718491831,0.895,0.654,9.57766560361513e-88
"Zfp652",6.09526415706036e-92,0.312867064329513,0.738,0.353,1.04801971916496e-87
"Ccdc6",6.34786965159842e-92,-0.402307338523686,0.379,0.706,1.09145270789583e-87
"Timm8a1",6.85173586395471e-92,0.306660334268145,0.512,0.107,1.17808746444837e-87
"Dusp1",1.39215966216266e-91,-0.353594544170559,0.179,0.566,2.39367932312247e-87
"Naxe",1.99888694097401e-91,-0.677456838475754,0.613,0.79,3.43688620631071e-87
"Cyth1",2.454825477949e-91,-0.406621249928586,0.521,0.802,4.2208269267855e-87
"Naaa",3.71350540911809e-91,0.64869633267453,0.891,0.614,6.38500120043764e-87
"Gadd45a",3.7727539916524e-91,-0.315967703981198,0.078,0.422,6.48687321324714e-87
"Nhp2",4.30834500149706e-91,0.380378482072418,0.917,0.752,7.40776839557404e-87
"Selenof",7.55941022278043e-91,0.379042773342523,0.959,0.769,1.29976499370487e-86
"Abce1",8.93775861327297e-91,0.305537549259724,0.674,0.273,1.53675821596615e-86
"H2-T23",1.24998936055639e-90,-0.482755170207596,0.841,0.903,2.14923170654065e-86
"Hps3",1.43810952862371e-90,0.269143556641188,0.59,0.175,2.47268552351562e-86
"Npc2",1.46464209003319e-90,-0.630975727485716,0.976,0.963,2.51830560960307e-86
"Filip1l",1.9549260038399e-90,-0.44434451951848,0.454,0.758,3.36129977100232e-86
"Sbf2",2.34759817627355e-90,-0.280190633828986,0.161,0.537,4.03646030428474e-86
"Plek",2.5036773710791e-90,0.444108884272579,0.928,0.671,4.3048228718334e-86
"Pik3r5",3.3201984890105e-90,-0.410863141453442,0.552,0.804,5.70874928200465e-86
"Lcp2",3.99176706317061e-90,0.28710362415025,0.63,0.213,6.86344428841555e-86
"Mif4gd",5.33162065353639e-90,-0.39955242542611,0.466,0.753,9.16718855169047e-86
"Slc48a1",6.04360649772438e-90,0.364785881080824,0.859,0.573,1.03913770121873e-85
"Ifitm6",1.4692272989853e-89,0.610222293674286,0.463,0.069,2.52618941787532e-85
"H2-Ob",1.63381365270128e-89,0.346744318131494,0.569,0.163,2.80917919445459e-85
"Tm2d2",1.77562813764017e-89,0.353472560712294,0.939,0.724,3.05301501985851e-85
"Ifngr1",1.96482853733765e-89,0.473784179327865,0.86,0.568,3.37832618709836e-85
"Rras2",2.19756426489631e-89,-0.349212104928632,0.246,0.612,3.77849199706272e-85
"Sema4d",3.98863312323311e-89,0.347538854773871,0.655,0.266,6.85805579208702e-85
"Slamf9",4.67449888088667e-89,0.277256869047584,0.501,0.098,8.03733337579653e-85
"St3gal5",6.18575077714225e-89,0.310224731464061,0.569,0.144,1.06357798862184e-84
"Izumo4",6.32420136374135e-89,-0.309271402874581,0.214,0.577,1.08738318248169e-84
"Tbc1d8",7.64206607577445e-89,-0.449338802755354,0.422,0.734,1.31397684106866e-84
"Arhgap15",2.37488264249035e-88,0.260403443838505,0.501,0.106,4.0833732154979e-84
"Clint1",2.75497811190028e-88,0.349532437765556,0.938,0.742,4.73690936560133e-84
"Npm3",3.84981538412093e-88,0.311886701097982,0.764,0.405,6.61937257145753e-84
"Tspoap1",6.862582214393e-88,-0.432581092356646,0.302,0.652,1.17995238594273e-83
"Lamtor2",7.63044879590641e-88,0.337602078476202,0.957,0.814,1.31197936596815e-83
"Cib1",9.02712174682774e-88,0.340156981260331,0.877,0.594,1.55212331314956e-83
"Dnajc15",1.39344582694708e-87,0.375630682309168,0.944,0.771,2.3958907548528e-83
"Kmo",1.70131113375629e-87,0.306778687462007,0.595,0.188,2.92523436338056e-83
"Uvrag",2.60473139849021e-87,-0.443466476131239,0.617,0.828,4.47857516656406e-83
"Tmem8",2.67965312481174e-87,-0.386181238613151,0.291,0.633,4.6073955828013e-83
"Ghitm",3.32276050822829e-87,-0.424957697578431,0.834,0.894,5.71315441784772e-83
"Hspd1",4.11758442843122e-87,0.39960711786757,0.87,0.612,7.07977466624464e-83
"Pdcd1lg2",4.18052965900332e-87,-0.473261421875721,0.344,0.693,7.1880026956903e-83
"Eif4ebp1",4.87765723296696e-87,0.335428977372981,0.837,0.498,8.3866438463634e-83
"Eprs",8.55071389458127e-87,0.352386219690282,0.831,0.539,1.4702097470343e-82
"Nptn",1.16245712981924e-86,0.298944971524601,0.873,0.59,1.9987287890112e-82
"Crlf2",1.21968293270703e-86,0.330700343271193,0.884,0.633,2.09712283449646e-82
"Macf1",1.90713575677502e-86,0.375758191022843,0.869,0.568,3.27912922019896e-82
"Apool",2.39335145678699e-86,-0.346008232935604,0.349,0.672,4.11512849479956e-82
"Bcap29",3.10383106983845e-86,0.276392337248489,0.722,0.34,5.33672714148023e-82
"Tacc1",3.87943940070818e-86,0.350137732212646,0.931,0.747,6.67030810557764e-82
"Fh1",5.14306954920759e-86,0.345968930454252,0.726,0.369,8.84299378290753e-82
"Timm10b",5.67355560199995e-86,0.324827324635876,0.877,0.617,9.75511150207871e-82
"Zmynd15",5.78156258063758e-86,-0.391796847374417,0.027,0.318,9.94081870114826e-82
"Hsp90aa1",9.2410933927218e-86,0.398335218751136,0.963,0.846,1.58891359794459e-81
"Edf1",1.00943103429176e-85,-0.329825371637115,0.973,0.946,1.73561572036126e-81
"Tuba1a",1.38722884051064e-85,-0.577713310010609,0.71,0.879,2.385201268374e-81
"Rnf149",2.14468731829795e-85,0.342953650253718,0.882,0.57,3.6875753750815e-81
"Lpcat3",2.17436867933582e-85,0.276730819178984,0.658,0.263,3.73860950725002e-81
"Sugt1",2.30510278852222e-85,-0.437538555998849,0.874,0.894,3.96339373458511e-81
"Cysltr1",2.65124083691021e-85,0.267108263549879,0.613,0.202,4.55854349498341e-81
"Ass1",2.83926677289354e-85,-0.665503299935684,0.681,0.856,4.88183528931315e-81
"1700025G04Rik",2.87281831854033e-85,0.350424601253589,0.8,0.44,4.93952381689825e-81
"Hmgb1",3.14717045817718e-85,0.463413140635155,0.983,0.917,5.41124488578985e-81
"Gimap1",3.23740566463601e-85,0.408962010249875,0.476,0.096,5.56639529977515e-81
"Txn2",4.86963822091992e-85,0.333449623194177,0.885,0.645,8.37285595704971e-81
"Atp6ap1",5.61058953722473e-85,0.348988850356319,0.853,0.544,9.64684765030421e-81
"Lipa",5.62883129885517e-85,0.365123772317153,0.75,0.347,9.67821253525158e-81
"Ctsc",5.86767123196104e-85,0.423703468994036,0.961,0.787,1.00888739162338e-80
"Plec",7.84743898416832e-85,0.424145275706644,0.933,0.688,1.3492886589379e-80
"Rab1b",1.13981465417201e-84,0.310043693101595,0.867,0.586,1.95979731638335e-80
"Sdad1",1.37826613225045e-84,0.271622413944214,0.603,0.213,2.36979078779143e-80
"Slc35b1",1.66285002144155e-84,0.312961570880405,0.702,0.345,2.8591043268666e-80
"F630028O10Rik",1.92776746536544e-84,0.327315007805059,0.482,0.089,3.31460337994933e-80
"Degs1",1.98090165467592e-84,0.353048792810243,0.899,0.627,3.40596230504978e-80
"Ralbp1",2.43894185127994e-84,0.359987648608077,0.963,0.847,4.19351661909072e-80
"Cdc42ep2",2.51271677340384e-84,-0.328082835942998,0.222,0.595,4.32036522019055e-80
"Srm",2.7638502257799e-84,0.284500862634781,0.541,0.161,4.75216407820597e-80
"G3bp2",3.05697315280512e-84,0.338553643435907,0.932,0.757,5.25615963893312e-80
"Runx3",3.11894973201226e-84,0.477558014179412,0.939,0.796,5.36272216922188e-80
"Inf2",3.22308157261249e-84,-0.352255398444805,0.265,0.629,5.54176645594992e-80
"B3gnt8",5.40423379562813e-84,0.252102178416914,0.513,0.113,9.292039588203e-80
"Lpcat2",6.46014236154265e-84,0.318369114060474,0.707,0.325,1.11075687764364e-79
"Ctsa",7.602150158712e-84,0.425032110660391,0.877,0.568,1.30711369828894e-79
"Arl6ip5",9.72895191549237e-84,0.32666292912185,0.867,0.575,1.67279599234976e-79
"Tmem14c",1.12412948560518e-83,0.351747555367451,0.966,0.85,1.93282823754955e-79
"Tmem205",1.34941485093825e-83,0.287359732020478,0.716,0.344,2.32018389470323e-79
"Colgalt1",1.41191975822595e-83,0.382607193736263,0.978,0.85,2.4276548322937e-79
"Plxdc2",1.50384157397627e-83,0.642983977443792,0.645,0.32,2.5857052022948e-79
"Nsmce1",1.50570712843358e-83,-0.452539402457254,0.582,0.794,2.58891283662869e-79
"Msmo1",2.55669666847056e-83,0.333936473563778,0.675,0.29,4.39598425176827e-79
"Apex1",4.07546362514568e-83,0.301240669714092,0.621,0.233,7.00735215707548e-79
"Ap2a2",4.4001598327583e-83,0.312635298230552,0.784,0.433,7.56563481644462e-79
"Inpp5d",4.67135553903907e-83,0.328086722144458,0.888,0.614,8.03192871382379e-79
"Ctnnd2",5.1638956331114e-83,0.270654402755036,0.353,0.009,8.87880215157174e-79
"Ubxn1",6.24513143283376e-83,-0.358199022938189,0.969,0.94,1.07378789856144e-78
"AC140186.1",7.74481575281291e-83,0.290858917916206,0.358,0.013,1.33164362053865e-78
"Ssh2",7.93091005238041e-83,0.28837337788064,0.684,0.29,1.36364067440629e-78
"Creld2",8.42531588946875e-83,0.300338464342945,0.601,0.215,1.44864881403526e-78
"Itpr2",8.89138672560599e-83,0.296560244514054,0.628,0.228,1.52878503360069e-78
"Rnf13",1.2059701622856e-82,0.277252518496948,0.775,0.419,2.07354509703387e-78
"Triobp",1.26984313146629e-82,-0.34415249369518,0.386,0.699,2.18336828024315e-78
"Rara",1.51878198136546e-82,0.334779488922976,0.802,0.465,2.61139373875977e-78
"Ufsp2",1.80977831684921e-82,0.284359344570503,0.765,0.413,3.11173283799053e-78
"Dnajc10",1.9842299697038e-82,-0.461612907904136,0.445,0.703,3.41168500990872e-78
"Srsf2",2.23079986602624e-82,0.353158501152187,0.923,0.722,3.83563728964552e-78
"Ebp",3.22874492523987e-82,0.298910479986563,0.786,0.461,5.55150402445743e-78
"Asb2",3.75084976588321e-82,0.421170475266625,0.483,0.099,6.4492110874596e-78
"2410002F23Rik",5.51416850691142e-82,0.318297529957473,0.654,0.272,9.4810613307835e-78
"Lrpap1",5.51999450535907e-82,0.486974690745432,0.869,0.594,9.49107855251439e-78
"Hsp90ab1",6.08344859472288e-82,0.315989098807554,0.999,0.982,1.04598815137665e-77
"Mtmr1",8.28723229419767e-82,-0.368177028944769,0.39,0.694,1.42490672066435e-77
"Ltb4r1",1.31391039481013e-81,0.380385032605841,0.529,0.15,2.25913753283653e-77
"Ncoa7",1.36557275988321e-81,-0.561513380440318,0.572,0.787,2.34796580334319e-77
"Arl5c",1.37198264718937e-81,-0.520644061490897,0.579,0.838,2.35898696357741e-77
"Ggta1",1.66793155978379e-81,-0.363910253733463,0.401,0.71,2.86784152389224e-77
"Cpd",2.69799704521638e-81,0.355373456983582,0.704,0.314,4.63893611954504e-77
"mt-Nd1",2.70750975179407e-81,0.342176480791801,0.996,0.97,4.65529226723473e-77
"Txnip",3.44240934104208e-81,0.54193410238844,0.92,0.71,5.91887862098775e-77
"Actb",4.06768675557451e-81,-0.361258351252643,1,0.999,6.99398060753481e-77
"Dhrs7",4.34238312235316e-81,0.312991012782217,0.671,0.306,7.46629354057402e-77
"Mcub",7.3608472489968e-81,0.407767585785142,0.842,0.603,1.26562407599251e-76
"Sept11",7.82425930338429e-81,0.334152127743214,0.679,0.285,1.3453031446239e-76
"Mxi1",9.87575172579901e-81,-0.422983052155845,0.364,0.69,1.69803675173388e-76
"AI504432",1.19676171440788e-80,0.260356539563134,0.512,0.127,2.05771209175291e-76
"Anp32e",1.42509681624804e-80,0.355457632261023,0.8,0.496,2.45031146585688e-76
"Pomp",2.20347646958875e-80,0.372759868398526,0.983,0.905,3.78865744181089e-76
"Hspa9",2.61661865047977e-80,0.329150130494166,0.803,0.487,4.49901410763492e-76
"Tbc1d1",3.22419411164959e-80,-0.34609331476727,0.28,0.613,5.54367935557031e-76
"Nop58",3.4634673498514e-80,0.298360700191778,0.56,0.188,5.95508576133449e-76
"Anp32b",6.40653904712825e-80,0.375430345945947,0.976,0.874,1.10154032376323e-75
"Atpif1",6.66309704511115e-80,-0.424458933932244,0.991,0.978,1.14565290593641e-75
"Pepd",8.54232493326836e-80,0.29368771886372,0.74,0.375,1.46876734902616e-75
"Hivep1",9.60186732364331e-80,-0.390624781149444,0.424,0.717,1.65094506762723e-75
"Mia2",1.10041435312461e-79,0.329908007538233,0.811,0.513,1.89205243876246e-75
"Eid1",1.11029384412498e-79,0.347104146770492,0.928,0.677,1.90903923558849e-75
"Polr2f",1.13429596369131e-79,0.325417213062867,0.907,0.708,1.95030847997084e-75
"Cycs",2.17732786093461e-79,0.336501291941601,0.836,0.574,3.74369752409098e-75
"Ap3b1",2.26411634183244e-79,-0.54356064581048,0.827,0.873,3.8929216381467e-75
"Dusp5",2.43938735881195e-79,-0.403128972582539,0.331,0.665,4.19428262474126e-75
"Tspan33",2.60245993107665e-79,-0.321885266280017,0.227,0.576,4.4746696054932e-75
"Mrps14",4.2001385071824e-79,0.322795352856296,0.924,0.76,7.22171814924942e-75
"Ezh2",9.22775132737316e-79,-0.36200845814822,0.385,0.715,1.58661956322854e-74
"Cnp",1.41646042354466e-78,0.251893997783414,0.549,0.166,2.43546205224268e-74
"Cyb5a",1.46870672272173e-78,0.375324451444922,0.955,0.804,2.52529433904775e-74
"Fcgr2b",1.59630930983821e-78,0.517205219279203,0.541,0.157,2.74469422733581e-74
"Peli2",1.76733046937794e-78,0.312596615322581,0.696,0.343,3.03874800904842e-74
"Kctd12",3.03565503690316e-78,0.433076814884921,0.89,0.616,5.21950527045129e-74
"Mx1",3.73900387089924e-78,-0.649981067208083,0.243,0.56,6.42884325562416e-74
"Srsf9",7.49886510377639e-78,0.320695732790583,0.925,0.778,1.28935486594331e-73
"Osgep",1.3389232875277e-77,0.290428419628487,0.799,0.494,2.30214470057514e-73
"Trappc5",1.60457903221191e-77,0.307240553171961,0.743,0.422,2.75891318798515e-73
"Eloc",3.52886647246766e-77,-0.390018581345189,0.862,0.919,6.06753301276089e-73
"Acox3",6.62789175715422e-77,0.301006622820166,0.89,0.643,1.1395997087251e-72
"Gcnt1",8.90477950102556e-77,0.362883460841589,0.791,0.454,1.53108778740633e-72
"Denr",1.00462518168504e-76,0.438277620109554,0.919,0.72,1.72735253738926e-72
"Ndufb7",1.17106314243351e-76,0.35179704790641,0.974,0.879,2.01352596710017e-72
"Ddost",1.17356656153715e-76,0.332372294234694,0.861,0.616,2.01783034590698e-72
"Dock4",1.87395343792071e-76,0.269178050003178,0.598,0.213,3.22207554116087e-72
"Rab7",2.13290279466457e-76,0.39842959864548,0.98,0.888,3.66731306514626e-72
"Plgrkt",2.92363672553493e-76,-0.49531570652796,0.867,0.916,5.02690098588476e-72
"Snrpb",2.99683058952876e-76,0.325331713948176,0.966,0.847,5.15275051563574e-72
"Uggt1",4.73063890720802e-76,0.27259029894264,0.717,0.383,8.13386053705347e-72
"Cenpx",6.73921964279993e-76,0.318602760208826,0.912,0.706,1.15874142538302e-71
"Lgals3bp",7.75321114133829e-76,0.323543657225317,0.648,0.277,1.33308712364171e-71
"Thap12",9.07608791073489e-76,-0.480249339788443,0.636,0.804,1.56054255537176e-71
"Plp2",1.05171306899095e-75,0.318601410048572,0.92,0.68,1.80831545082303e-71
"Cox5a",1.33506855765736e-75,0.34436456922766,0.992,0.96,2.29551687803607e-71
"Eif4g3",1.62012943215983e-75,0.292202024723969,0.784,0.459,2.78565054565561e-71
"Unc93b1",1.64481150266205e-75,0.440570201906128,0.889,0.689,2.82808889767712e-71
"Cotl1",1.79097139927252e-75,0.374764313620058,0.987,0.923,3.07939622390918e-71
"Ndufa4",2.49217104744638e-75,0.476046657612745,0.931,0.768,4.28503889897931e-71
"Il12rb2",2.57785547867957e-75,-0.363323473594147,0.189,0.512,4.43236471004165e-71
"Spib",2.61615956585879e-75,-0.332406449646149,0.04,0.315,4.4982247575376e-71
"Rap1a",2.95823253751462e-75,0.321954882939316,0.954,0.805,5.08638502500264e-71
"Pbxip1",3.88479686783272e-75,-0.450554164783149,0.843,0.898,6.67951973455158e-71
"Pim1",5.16034237256182e-75,-0.420767793839403,0.94,0.953,8.87269267538279e-71
"Lsp1",5.2527154351297e-75,-0.427243563832285,0.993,0.984,9.03151891916201e-71
"Svil",5.41606794332518e-75,0.283627685082069,0.623,0.246,9.31238722175332e-71
"Rraga",5.6586267949241e-75,0.261725993155441,0.685,0.337,9.72944291119249e-71
"Gng5",6.34786739812761e-75,-0.307986342124241,0.994,0.971,1.09145232043406e-70
"Ppa1",9.68390839276272e-75,0.272326311470401,0.549,0.191,1.66505120905162e-70
"Tomm40",1.00507465973735e-74,0.264878702798556,0.742,0.414,1.7281253699524e-70
"Plekhm2",1.03419308410056e-74,-0.377027239880953,0.483,0.748,1.7781915888025e-70
"Dab2",1.21283614596271e-74,0.455339823041481,0.619,0.254,2.08535046936829e-70
"Chst11",1.22856753168521e-74,-0.256475336257302,0.211,0.556,2.11239901397955e-70
"Ncf2",1.59602515933453e-74,0.34464879250759,0.973,0.86,2.7442056589598e-70
"Pes1",1.76083710444008e-74,0.266662856418452,0.789,0.467,3.02758331737427e-70
"Heatr1",1.89678982591785e-74,0.254251822823263,0.501,0.136,3.26134042668314e-70
"Mkl1",3.1954189965881e-74,-0.378669253756127,0.461,0.74,5.49420342273357e-70
"Gna13",4.12602095877449e-74,-0.428023763491338,0.735,0.862,7.09428043651687e-70
"Mcl1",4.44260821368621e-74,-0.379881887991445,0.989,0.968,7.63862056261207e-70
"Cox17",5.02847130206917e-74,-0.423523547883149,0.844,0.9,8.64595355677774e-70
"Pdia4",6.32698798262938e-74,0.30385882022879,0.684,0.343,1.0878623137333e-69
"Pea15a",6.63469738484362e-74,0.313452845511118,0.778,0.462,1.14076986835001e-69
"Birc3",6.65041940740969e-74,-0.378951013235772,0.402,0.702,1.14347311291002e-69
"Eif4a1",8.69851154418663e-74,0.335115048208197,0.99,0.935,1.49562207490745e-69
"Emc10",9.45298745081266e-74,0.266603772990939,0.798,0.497,1.62534666229273e-69
"Arf1",1.03832172075072e-73,0.305512998007606,0.968,0.878,1.78529036665878e-69
"Rps27",1.05040510325866e-73,-0.413426561746627,0.998,0.991,1.80606653454295e-69
"Rassf5",1.53723246561388e-73,0.275706892675308,0.75,0.416,2.6431175013765e-69
"Herc6",1.64472855074153e-73,-0.297182414848456,0.175,0.5,2.82794627014498e-69
"Glrx5",1.76039420004796e-73,0.265568319382957,0.849,0.613,3.02682178756246e-69
"Hmgn2",1.8015607667314e-73,0.347685913114406,0.702,0.367,3.09760358231797e-69
"Spcs3",1.82411780171393e-73,0.256948396618486,0.692,0.345,3.13638814826693e-69
"Rps2",2.39041405050767e-73,0.340694284686879,1,0.98,4.11007791844288e-69
"Sdhaf1",3.15234667510019e-73,-0.348423726620414,0.532,0.763,5.42014487316727e-69
"Mtpn",3.80351344560308e-73,0.341294436294792,0.945,0.752,6.53976101836993e-69
"Pfkp",3.88365756891777e-73,0.390637314146652,0.904,0.672,6.67756082399721e-69
"Atp11a",4.562442038467e-73,-0.311499950592089,0.313,0.632,7.84466284094016e-69
"Cebpz",6.0080320706844e-73,0.289718680758133,0.77,0.456,1.03302103423348e-68
"Fgl2",6.03185769936184e-73,0.318312587062273,0.826,0.491,1.03711761282827e-68
"Fbrsl1",8.36892161223865e-73,-0.341951230273789,0.384,0.674,1.43895238200831e-68
"Ap1b1",9.04142481369708e-73,0.269440891262215,0.74,0.39,1.55458258246708e-68
"Psma4",1.20938768719163e-72,0.322417218352158,0.958,0.83,2.07942118935728e-68
"Sphk1",1.33348132306667e-72,-0.557899019777835,0.069,0.356,2.29278778688083e-68
"Tppp3",1.54048512478567e-72,0.315496988377802,0.476,0.129,2.64871012355648e-68
"Cd86",1.7826408618755e-72,-0.580403515229524,0.84,0.885,3.06507269790873e-68
"Stt3b",2.3887451848612e-72,0.256794715228357,0.669,0.312,4.10720847085035e-68
"Pa2g4",3.10365142933205e-72,0.328631811131921,0.827,0.585,5.33641826759353e-68
"Rpl34",3.96250755508082e-72,-0.382911582512242,0.999,0.988,6.81313549020596e-68
"Mylk",5.97152898860537e-72,-0.350044200358902,0.065,0.346,1.02674469430081e-67
"Cd209a",6.41082933909742e-72,0.607859669743118,0.321,0.013,1.10227799656441e-67
"Pkm",1.30340358146044e-71,0.358091070380727,0.986,0.907,2.24107211796309e-67
"Cuta",1.30781728427554e-71,0.262818052834715,0.852,0.581,2.24866103858336e-67
"Hmgcs1",1.57460597468252e-71,0.381978924318815,0.706,0.363,2.70737751286912e-67
"Mgat2",1.61285890970758e-71,0.280383535270207,0.787,0.504,2.77314960935121e-67
"Slc29a3",1.79667723590547e-71,0.282384412472921,0.792,0.462,3.08920683941587e-67
"Klf7",3.24361862570102e-71,0.3465509605403,0.787,0.455,5.57707786503033e-67
"B4galt6",3.50377254222564e-71,0.26944412025871,0.626,0.272,6.02438650910277e-67
"Pik3r1",3.64978745946776e-71,-0.505402553782448,0.775,0.86,6.27544455780886e-67
"Hnrnpa1",4.60275804973877e-71,0.392912780933506,0.948,0.773,7.91398219072084e-67
"Slc33a1",4.94814616686163e-71,-0.293491522598894,0.308,0.623,8.50784251930189e-67
"Nolc1",5.99077378873184e-71,0.257772146817245,0.61,0.266,1.03005364523455e-66
"Tmem39a",6.65002133145863e-71,-0.35883976752434,0.195,0.506,1.143404667731e-66
"2010005H15Rik",7.8494670420928e-71,0.800642346775414,0.847,0.633,1.34963736321744e-66
"Dynll2",8.25580841222993e-71,-0.413784946631316,0.689,0.825,1.41950369839881e-66
"Bcap31",9.12137290449454e-71,0.275553952174736,0.82,0.531,1.56832885719879e-66
"Ddhd1",1.05919218909755e-70,-0.495223309007178,0.579,0.781,1.82117504993433e-66
"Dhrs9",1.19016728155831e-70,0.272876028342019,0.471,0.115,2.04637362391136e-66
"Pyurf",1.32172071904525e-70,-0.338117811758641,0.394,0.669,2.2725666043264e-66
