"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Ramp3",0,1.16808622201577,0.781,0.011,0,0,1.07669992184974,0.702,0.003,0,0,0
"Bmyc",0,1.08438001738639,0.914,0.271,0,0,0.871630899845824,0.726,0.08,0,0,0
"Gadd45b",0,1.05830867073103,0.924,0.266,0,3.70022194935746e-125,0.658789011477328,0.945,0.407,6.36216161972522e-121,3.70022194935746e-125,0
"Gnb4",0,1.0256760865439,0.674,0.065,0,0,1.1298974591015,0.708,0.053,0,0,0
"Rabgap1l",0,0.981119427000273,0.861,0.128,0,0,1.12328628423205,0.881,0.086,0,0,0
"Relb",0,0.965529805241867,0.914,0.246,0,0,0.963303676877582,0.884,0.154,0,0,0
"Stat4",0,0.950829988178023,0.683,0.025,0,0,0.882545471623938,0.602,0.009,0,0,0
"Map3k14",0,0.935229330235789,0.903,0.221,0,0,1.17021814067451,0.912,0.104,0,0,0
"Mx1",0,0.930891306601217,0.718,0.101,0,7.49139993073043e-126,0.296501028836862,0.289,0.034,1.28807130408979e-121,7.49139993073043e-126,0
"Sept4",0,0.893806846080423,0.623,0.029,0,0,0.291094167039268,0.201,0.005,0,0,0
"Adgrg6",0,0.819004564360664,0.778,0.049,0,0,0.801550662603162,0.65,0.034,0,0,0
"Batf3",0,0.781780637918853,0.723,0.098,0,0,0.913602419362849,0.723,0.048,0,0,0
"Nudt17",0,0.768854769961343,0.772,0.007,0,0,0.687656833030267,0.626,0.004,0,0,0
"Flrt3",0,0.763810862205345,0.797,0.097,0,4.81357837266106e-191,0.458258053113733,0.562,0.085,8.27646665395342e-187,4.81357837266106e-191,0
"Serpinb9",0,0.752546955888856,0.616,0.057,0,0,1.07455650534261,0.72,0.04,0,0,0
"H2-Q7",0,0.685373855291881,0.739,0.034,0,0,0.755693683134105,0.641,0.011,0,0,0
"Ikzf4",0,0.673337164762207,0.79,0.096,0,0,0.769510815545968,0.739,0.044,0,0,0
"Car2",0,0.665297135521606,0.51,0.02,0,0,0.864118980943791,0.538,0.033,0,0,0
"Gatsl2",0,0.66360768128835,0.813,0.12,0,0,0.618148252218308,0.687,0.076,0,0,0
"Vopp1",0,0.654818022698898,0.811,0.167,0,1.49662726908223e-176,0.426708701178374,0.59,0.103,2.57330092645998e-172,1.49662726908223e-176,0
"Pde4b",0,0.64300735763918,0.84,0.156,0,0,0.671968958667505,0.772,0.084,0,0,0
"Fnbp1l",0,0.630424551415179,0.79,0.04,0,0,0.74101211249479,0.714,0.032,0,0,0
"Grasp",0,0.583290736216575,0.598,0.022,0,0,0.618746480349393,0.538,0.008,0,0,0
"Cblb",0,0.570389829134698,0.794,0.108,0,1.10159624894815e-264,0.479827122273006,0.559,0.063,1.89408459044146e-260,1.10159624894815e-264,0
"Tspan13",0,0.564401926703427,0.649,0.046,0,0,0.786468074692945,0.65,0.019,0,0,0
"Trim7",0,0.535422101248937,0.769,0.098,0,0,0.527954775093776,0.602,0.03,0,0,0
"Gm266",0,0.528555187003954,0.663,0.009,0,0,0.570753470732783,0.574,0.004,0,0,0
"Mir155hg",0,0.521194986472536,0.474,0.01,0,0,0.753568157934218,0.578,0.011,0,0,0
"Adcy6",0,0.507939992877044,0.684,0.004,0,0,0.475755358074257,0.547,0.002,0,0,0
"Ptger4",0,0.497413833865569,0.737,0.125,0,0,0.526236005664391,0.59,0.052,0,0,0
"Fam49a",0,0.491647756579243,0.739,0.106,0,0,0.462895570672814,0.59,0.042,0,0,0
"Sema7a",0,0.478470138612878,0.605,0.011,0,0,0.733536429365588,0.657,0.009,0,0,0
"Slc27a3",0,0.477429953368732,0.545,0.031,0,0,0.312830771920744,0.289,0.01,0,0,0
"Slc4a8",0,0.45890959705928,0.444,0.004,0,0,0.478718243668694,0.429,0.003,0,0,0
"Strip2",0,0.45266607159,0.633,0.006,0,0,0.495005299614052,0.541,0.001,0,0,0
"H2-Q6",0,0.445578764339106,0.61,0.013,0,0,0.460985978586951,0.422,0.004,0,0,0
"Tspan33",0,0.433385404504478,0.63,0.061,0,0,0.377725869250538,0.483,0.011,0,0,0
"Cx3cl1",0,0.414847894008843,0.608,0.034,0,0,0.355224741563229,0.432,0.008,0,0,0
"Slc22a23",0,0.412017409661994,0.593,0.008,0,0,0.37605333509932,0.441,0.003,0,0,0
"Hmgn3",0,0.401392570417938,0.353,0.009,0,0,0.594055705343731,0.462,0.011,0,0,0
"Mreg",0,0.399051575125641,0.656,0.088,0,0,0.590102153138542,0.733,0.074,0,0,0
"Sh3bp4",0,0.392287966560516,0.656,0.032,0,0,0.401884772780021,0.538,0.025,0,0,0
"Npr1",0,0.387078213548642,0.485,0.013,0,0,0.38823263370942,0.347,0.004,0,0,0
"Mmp25",0,0.375421001196656,0.61,0.01,0,0,0.447324269358616,0.568,0.008,0,0,0
"Tnfsf4",0,0.357055707860731,0.448,0.007,0,0,0.372090229919502,0.371,0.006,0,0,0
"Adora2a",0,0.3236715865325,0.538,0.016,0,0,0.364782422781768,0.456,0.011,0,0,0
"Arc",0,0.276372046973618,0.471,0.002,0,0,0.281462397653399,0.395,0.001,0,0,0
"Stap2",0,0.263264883847787,0.497,0.044,0,0,0.32352723144729,0.435,0.022,0,0,0
"Fam60a",3.7339191585725e-299,0.522584199328077,0.764,0.158,6.42010060124956e-295,0,0.524250051226205,0.699,0.07,0,3.7339191585725e-299,0
"Lrrk1",1.00909171945104e-295,0.802725469786492,0.892,0.294,1.73503230242412e-291,0,0.915011797793308,0.866,0.121,0,1.00909171945104e-295,0
"Mylk",2.17393565341527e-295,0.356136391962927,0.381,0.022,3.73786496248222e-291,0,0.407655899208198,0.286,0.007,0,2.17393565341527e-295,0
"Eno3",6.42427683213306e-292,0.3837877054552,0.503,0.052,1.10459015851696e-287,0,0.638713315487829,0.608,0.022,0,6.42427683213306e-292,0
"Gpr65",8.64709908275243e-283,0.512573573588935,0.575,0.076,1.48678221628845e-278,0,0.594047311911104,0.614,0.064,0,8.64709908275243e-283,0
"Spib",6.13586881979398e-280,0.3177058863413,0.323,0.013,1.05500128487538e-275,0,0.40826470622111,0.301,0.001,0,6.13586881979398e-280,0
"Net1",2.59107158084134e-273,0.974900106652275,0.822,0.245,4.4550884760986e-269,0,1.01621300849915,0.787,0.084,0,2.59107158084134e-273,0
"Dnah2",1.17849669054218e-269,0.485177733334186,0.43,0.038,2.02630720971822e-265,0,0.815517193120233,0.629,0.018,0,1.17849669054218e-269,0
"Pdlim4",9.91593318241799e-268,0.323414144252712,0.31,0.013,1.70494555138495e-263,0,0.61880282749063,0.441,0.027,0,9.91593318241799e-268,0
"Rogdi",1.70072434795288e-265,0.901691835496159,0.912,0.356,2.92422544387018e-261,0,1.09693989073451,0.924,0.168,0,1.70072434795288e-265,0
"Avpi1",2.51063674198419e-263,0.69650915496331,0.847,0.267,4.31678881416762e-259,0,1.22615846638715,0.881,0.146,0,2.51063674198419e-263,0
"Tnfrsf4",4.63633022783728e-261,0.398897307117891,0.328,0.017,7.97170619374342e-257,0,0.580654222406612,0.407,0.012,0,4.63633022783728e-261,0
"Spint2",1.38558051654443e-258,0.680161660015302,0.885,0.264,2.38236714014649e-254,0,0.752616707719694,0.827,0.114,0,1.38558051654443e-258,0
"Mtmr4",8.18817515421227e-239,0.634732482671579,0.854,0.275,1.40787483601526e-234,0,0.734855372585303,0.833,0.118,0,8.18817515421227e-239,0
"P2ry10",4.50940869938787e-236,0.351336506346024,0.593,0.099,7.7534773177275e-232,0,0.479143794845054,0.596,0.031,0,4.50940869938787e-236,0
"Tmcc3",1.37083616539704e-226,0.637081164492057,0.795,0.228,2.35701570278367e-222,0,0.737884229610244,0.729,0.079,0,1.37083616539704e-226,0
"Grk3",1.63250460925392e-216,0.550525066734194,0.818,0.253,2.80692842515119e-212,0,0.74766112332097,0.723,0.072,0,1.63250460925392e-216,0
"Adam23",3.66867656278873e-214,0.635312434427965,0.649,0.128,6.30792248205894e-210,0,1.00018160503123,0.626,0.03,0,3.66867656278873e-214,0
"Zmynd15",2.64529992725782e-210,0.365468930916639,0.287,0.018,4.5483286949271e-206,0,0.452940783948384,0.371,0.004,0,2.64529992725782e-210,0
"Scin",1.33460545261265e-209,0.271411869220624,0.226,0.007,2.29472061522218e-205,0,0.506899457065791,0.258,0.004,0,1.33460545261265e-209,0
"Foxp4",9.47708372726956e-189,0.284992305705551,0.594,0.129,1.62948977606673e-184,0,0.487550595834321,0.644,0.068,0,9.47708372726956e-189,0
"Il12b",3.0824166952038e-181,0.363921668691263,0.175,0.004,5.29990726573342e-177,0,0.34475745540348,0.131,0.001,0,3.0824166952038e-181,0
"Apol7c",9.26773329597376e-177,0.645519409631761,0.176,0.004,1.59349406290973e-172,0,0.391618874375107,0.131,0.001,0,9.26773329597376e-177,0
"Sema6d",5.72164826895899e-101,0.253686881003887,0.436,0.114,9.83780203364809e-97,0,0.472293045273013,0.523,0.032,0,5.72164826895899e-101,0
"Cd86",1.25210093944488e-238,0.904178335439732,0.868,0.305,2.15286235528153e-234,1.62098280253075e-307,1.33618486889751,0.915,0.182,2.78711783067138e-303,1.25210093944488e-238,3.24196560506143e-307
"Vdr",1.10032637540393e-160,0.400573469523507,0.554,0.136,1.89190116986952e-156,4.33588060402663e-305,0.454276682315142,0.568,0.056,7.45511311056339e-301,1.10032637540393e-160,8.67176120805316e-305
"Pdcd4",5.54766416614535e-143,0.617169563004304,0.739,0.294,9.53865376727032e-139,4.90420875065165e-305,0.879942672171172,0.736,0.104,8.43229652587045e-301,5.54766416614535e-143,9.80841750130317e-305
"Tspoap1",3.56827743189192e-301,0.559572427852231,0.734,0.139,6.13529621639496e-297,4.89254867417899e-163,0.41108696957345,0.511,0.081,8.41224819038335e-159,4.89254867417899e-163,7.13655486378313e-301
"Gpr132",1.16544249153656e-298,0.745055054935622,0.866,0.234,2.00386181994797e-294,1.26801028150429e-299,0.842675139379104,0.903,0.161,2.18021687801848e-295,1.16544249153656e-298,2.53602056300856e-299
"Nrg1",5.60160754215821e-229,0.430335436046303,0.612,0.115,9.63140400798682e-225,5.88318068893868e-299,0.543524995041809,0.529,0.05,1.01155408765612e-294,5.60160754215821e-229,1.17663613778764e-298
"H2-M2",1.38886946745165e-297,0.783996802168823,0.577,0.068,2.38802216233637e-293,5.25865810776444e-272,1.10187241190945,0.535,0.056,9.04173675049017e-268,5.25865810776444e-272,2.77773893490303e-297
"Tspan3",9.85815601519605e-296,1.17933828748345,0.885,0.3,1.69501134525281e-291,3.00132533555028e-168,0.962869942029022,0.799,0.229,5.16047878194515e-164,3.00132533555028e-168,1.97163120303921e-295
"Tbc1d4",1.57997738494429e-293,1.08392811569645,0.684,0.128,2.71661311567321e-289,2.41748904147093e-251,1.09951295645919,0.581,0.076,4.15663065790512e-247,2.41748904147093e-251,3.15995476988837e-293
"Irf8",3.92142704223776e-293,1.69083074196408,0.954,0.489,6.74250165642361e-289,7.75639472468204e-215,1.62167235167946,0.936,0.324,1.33363450896183e-210,7.75639472468204e-215,7.84285408447515e-293
"Samsn1",1.35887783238106e-291,1.42174448172707,0.951,0.448,2.336454544996e-287,2.67598272470726e-205,1.44879609914229,0.976,0.398,4.60108469686166e-201,2.67598272470726e-205,2.71775566476186e-291
"Palld",7.57965305097839e-127,0.279770096600398,0.508,0.132,1.30324554558522e-122,8.5675927652121e-290,0.623720801749485,0.635,0.077,1.47311190005057e-285,7.57965305097839e-127,1.71351855304225e-289
"H2-Oa",7.57414703209713e-185,0.462390091016082,0.751,0.208,1.30229884069878e-180,1.05546289546211e-288,0.365878947161809,0.532,0.05,1.81476290245755e-284,7.57414703209713e-185,2.11092579092405e-288
"Helz2",2.7044785914678e-285,0.689342043814497,0.638,0.102,4.65008049016973e-281,1.29208847480502e-231,0.66021211417497,0.617,0.088,2.22161692357975e-227,1.29208847480502e-231,5.40895718293558e-285
"H2-Eb1",1.6556943141911e-197,1.2045978909451,0.982,0.433,2.84680080382018e-193,3.00048295966095e-285,2.11568709561532,0.957,0.214,5.15903040084104e-281,1.6556943141911e-197,6.00096591932136e-285
"H2-Aa",9.10009470572534e-195,1.19316898300275,0.991,0.477,1.56467028370241e-190,4.00008542693401e-285,2.11600245169949,0.985,0.242,6.87774688307034e-281,9.10009470572534e-195,8.00017085386795e-285
"Rpsa",5.79027335665848e-285,1.17184140493387,1,0.972,9.95579600943859e-281,5.62361993867336e-178,1.45579742421887,0.994,0.927,9.66925212255497e-174,5.62361993867336e-178,1.15805467133161e-284
"Clec2i",3.95118900852372e-200,0.514104105139502,0.746,0.221,6.79367438125568e-196,1.64442857824642e-284,0.499036340279533,0.556,0.058,2.8274304974369e-280,3.95118900852372e-200,3.28885715649266e-284
"Ppp1r15a",5.68787563651898e-280,0.490479788098768,0.788,0.175,9.77973336943074e-276,3.56896646316441e-180,0.393832598804676,0.672,0.124,6.13648093676489e-176,3.56896646316441e-180,1.13757512730373e-279
"Zeb1",3.76673422678906e-179,0.386887325353356,0.651,0.158,6.4765228295411e-175,2.21488701926664e-279,0.415746805351454,0.587,0.062,3.80827674092705e-275,3.76673422678906e-179,4.42977403853304e-279
"Ppdpf",1.40780042553994e-278,1.28310691785714,0.945,0.505,2.42057205167338e-274,4.24041198677589e-202,1.13319175824472,0.888,0.273,7.29096437006247e-198,4.24041198677589e-202,2.81560085107966e-278
"Izumo4",3.70553816661116e-219,0.317979751612523,0.612,0.12,6.37130232367123e-215,3.55218654817417e-276,0.365639677270736,0.517,0.05,6.10762955093067e-272,3.70553816661116e-219,7.10437309634768e-276
"Socs2",1.00441459544095e-275,1.24149604388719,0.956,0.468,1.72699045540116e-271,1.18323891373714e-242,1.41366117678592,0.948,0.286,2.03446098827964e-238,1.18323891373714e-242,2.00882919088188e-275
"Gbp5",1.31444375193292e-229,0.381198745162359,0.543,0.087,2.26005458707347e-225,1.15926542200776e-273,0.401400359827925,0.435,0.035,1.99324096660015e-269,1.31444375193292e-229,2.31853084401529e-273
"Poglut1",1.06204318422409e-272,0.614684796690373,0.827,0.231,1.82607705095491e-268,8.26641435804308e-219,0.658182440340984,0.717,0.133,1.42132728472193e-214,8.26641435804308e-219,2.12408636844804e-272
"Tmsb4x",2.23689553575103e-271,0.85401158472092,1,0.999,3.84611818417031e-267,4.54399769927716e-161,1.06499542435985,1,0.997,7.81294964413715e-157,4.54399769927716e-161,4.4737910715017e-271
"Apobec3",2.14696139385379e-266,0.92956368676194,0.933,0.422,3.6914854205922e-262,1.73726104833796e-238,0.865298644729127,0.927,0.227,2.98704664651228e-234,1.73726104833796e-238,4.29392278770747e-266
"AW112010",5.89100948062143e-266,2.38709503691864,0.926,0.431,1.01290017009805e-261,2.40510015748362e-234,2.28147021076064,0.875,0.24,4.13532921077733e-230,2.40510015748362e-234,1.17820189612424e-265
"Jak2",9.11365869289753e-258,1.12586555759919,0.97,0.55,1.5670024756568e-253,1.48862583845421e-129,0.856273201213222,0.93,0.417,2.55954326663817e-125,1.48862583845421e-129,1.82273173857937e-257
"Tnfrsf11a",3.62395765075434e-257,0.43025590383774,0.7,0.151,6.23103278470701e-253,3.30983787944378e-217,0.436154444033951,0.605,0.092,5.69093524991563e-213,3.30983787944378e-217,7.24791530150797e-257
"Syngr2",1.71100635318869e-256,1.14665117359316,0.961,0.647,2.94190432367263e-252,2.00175245343503e-194,1.36695381394213,0.967,0.463,3.44181316843619e-190,2.00175245343503e-194,3.42201270637714e-256
"Nfkb2",1.39509353818538e-253,0.589712740725738,0.854,0.257,2.39872382955595e-249,5.07098140128204e-220,0.665607758712171,0.854,0.184,8.71904542136434e-216,5.07098140128204e-220,2.7901870763705e-253
"Rpl37",3.88075797995468e-250,0.994273177982861,0.993,0.953,6.67257527073407e-246,3.40035126553494e-162,1.24633819354049,0.988,0.908,5.84656396596077e-158,3.40035126553494e-162,7.76151595990878e-250
"Bcl2a1b",1.66924057333913e-248,1.16732733569672,0.986,0.804,2.87009224179929e-244,2.80978017097902e-158,1.34264502846739,0.97,0.704,4.83113602598133e-154,2.80978017097902e-158,3.33848114667802e-248
"Fchsd2",6.90294120299203e-131,0.287134435711985,0.628,0.203,1.18689171044245e-126,2.19059464396073e-243,0.671806192745285,0.705,0.112,3.76650843082608e-239,6.90294120299203e-131,4.38118928792103e-243
"Ccdc88a",4.96281025053316e-243,1.07872366501623,0.94,0.531,8.53305594476672e-239,4.6650438208352e-171,1.07542873881968,0.948,0.383,8.02107634554404e-167,4.6650438208352e-171,9.92562050106544e-243
"Myo1g",1.12380206630716e-242,1.07102408003154,0.944,0.555,1.93226527280854e-238,7.19506516403615e-208,1.35970130530343,0.973,0.428,1.23711950430438e-203,7.19506516403615e-208,2.24760413261419e-242
"Marcks",1.168009211141e-242,1.10761729483429,0.975,0.715,2.00827503763584e-238,1.73292237202342e-125,0.933946704139414,0.982,0.688,2.97958672645707e-121,1.73292237202342e-125,2.33601842228194e-242
"Rel",6.20864364879427e-242,1.10084934038105,0.919,0.457,1.06751418897369e-237,3.04518178594981e-168,0.940774239248618,0.881,0.283,5.2358855627621e-164,3.04518178594981e-168,1.24172872975875e-241
"Crybg1",2.27858504902772e-237,0.564614505107415,0.774,0.215,3.91779913329827e-233,1.84917794116524e-100,0.37407927049707,0.647,0.188,3.17947655203952e-96,1.84917794116524e-100,4.55717009805535e-237
"Tmem131l",7.36595826413597e-223,0.676712989841379,0.862,0.332,1.26650286393554e-218,9.89229423495064e-236,0.864175727756744,0.897,0.203,1.70088107075741e-231,7.36595826413597e-223,1.97845884699007e-235
"Etv3",1.91056149323121e-235,0.998251727396643,0.929,0.45,3.28501943146174e-231,3.07826665463695e-203,1.09865701762014,0.945,0.312,5.29277168598277e-199,3.07826665463695e-203,3.82112298646232e-235
"Rpl19",1.01414004305655e-234,0.725315690044113,0.993,0.974,1.74371239003143e-230,7.72375859997676e-153,1.00475818680412,0.982,0.929,1.32802305368e-148,7.72375859997676e-153,2.02828008611308e-234
"Nuak2",1.87485559932017e-230,0.435186324584973,0.739,0.185,3.22362671747111e-226,1.72400690281338e-214,0.433647379224315,0.635,0.098,2.96425746869733e-210,1.72400690281338e-214,3.74971119864034e-230
"Marcksl1",3.42022007429214e-230,0.914757691229813,0.935,0.392,5.88072639573791e-226,3.00187262713766e-159,0.952291351130388,0.939,0.319,5.1614197951005e-155,3.00187262713766e-159,6.84044014858395e-230
"Clu",1.40762048006825e-229,0.586864993239889,0.229,0.006,2.42026265342934e-225,1.48887510993109e-125,0.35237372657462,0.14,0.007,2.55997186401552e-121,1.48887510993109e-125,2.81524096013623e-229
"Rps19",1.41500455733921e-228,0.764028931848093,1,0.973,2.43295883588904e-224,1.07161128146412e-148,1.00795077623079,0.997,0.929,1.84252843734941e-144,1.07161128146412e-148,2.83000911467838e-228
"Itga4",8.40008161184015e-124,0.697470758550345,0.721,0.308,1.4443100323398e-119,1.74636037789896e-226,1.05864226947047,0.757,0.154,3.00269203375948e-222,8.40008161184015e-124,3.49272075579757e-226
"Tmem8",1.79863805416175e-226,0.447828550875908,0.69,0.157,3.09257827032571e-222,1.9298548595891e-128,0.335597410230023,0.535,0.106,3.3181924455775e-124,1.9298548595891e-128,3.59727610832321e-226
"Birc2",2.80944076689285e-219,0.544984520809499,0.813,0.252,4.83055245459556e-215,2.5240237682591e-224,0.7179231205939,0.745,0.136,4.33980646714469e-220,2.80944076689285e-219,5.04804753651795e-224
"Tnip3",1.48111081918224e-223,0.850368788804257,0.873,0.324,2.54662194250195e-219,2.49245084015559e-153,0.532857369155213,0.599,0.121,4.28551997456352e-149,2.49245084015559e-153,2.96222163836423e-223
"Cmc2",3.1262541436719e-223,0.89253743628008,0.884,0.372,5.37528137462947e-219,8.7298691616573e-166,0.890649490635083,0.793,0.225,1.50101370365536e-161,8.7298691616573e-166,6.25250828734357e-223
"Hsf2",3.70130019971567e-223,0.387218915744344,0.63,0.135,6.36401556339113e-219,3.0491228330546e-161,0.430285403051281,0.502,0.082,5.24266179915408e-157,3.0491228330546e-161,7.40260039943157e-223
"Rpl27a",2.91917966443173e-221,0.786932057828007,0.996,0.963,5.01923751502391e-217,2.39180303679924e-152,1.02355976179729,0.991,0.92,4.11246614147262e-148,2.39180303679924e-152,5.83835932886341e-221
"Tes",8.1465866936797e-221,1.01490206349147,0.919,0.506,1.40072411611129e-216,2.04995804613742e-100,0.715027312054149,0.906,0.457,3.52469786452869e-96,2.04995804613742e-100,1.62931733873598e-220
"Nfkbib",3.08890455099809e-219,0.601756841463337,0.862,0.329,5.31106248498611e-215,4.28064789394578e-171,0.643772637876701,0.815,0.212,7.36014598885037e-167,4.28064789394578e-171,6.1778091019962e-219
"Supt4a",4.25578353196987e-219,0.981681364370591,0.952,0.67,7.31739420486899e-215,4.02965451237118e-136,0.956087897808147,0.939,0.445,6.928587968571e-132,4.02965451237118e-136,8.51156706393967e-219
"Icam1",2.12009480740916e-218,0.72390755573432,0.892,0.384,3.64529101185931e-214,1.18528824955295e-135,0.618232574160662,0.86,0.288,2.03798461628134e-131,1.18528824955295e-135,4.24018961481822e-218
"Pdcd1lg2",8.074759622576e-217,0.548003662268211,0.718,0.179,1.38837416950572e-212,2.53390551973361e-177,0.490273814622004,0.65,0.114,4.35679715062997e-173,2.53390551973361e-177,1.61495192451523e-216
"Rpl15",1.14197267815907e-216,0.922544542278125,0.993,0.921,1.9635078228267e-212,8.54727411780443e-142,1.11838297682029,0.979,0.826,1.46961831181529e-137,8.54727411780443e-142,2.28394535631808e-216
"Dgka",1.16271624520246e-216,0.417081744849583,0.64,0.139,1.99917431200111e-212,1.26095856126709e-106,0.272940599685977,0.377,0.064,2.16809215024264e-102,1.26095856126709e-106,2.32543249040493e-216
"Insl6",3.10831886127138e-216,0.679793722442663,0.748,0.212,5.34444345007001e-212,2.22263499859301e-166,0.770547879033167,0.708,0.175,3.82159861658082e-162,2.22263499859301e-166,6.21663772254285e-216
"Ears2",1.83270607875255e-160,0.284359274906941,0.441,0.081,3.15115483180713e-156,7.66893033177865e-216,0.345854786481256,0.377,0.034,1.31859588124602e-211,1.83270607875255e-160,1.53378606635576e-215
"Bcl2a1d",9.13850480473234e-216,1.02750225420248,0.965,0.666,1.57127451612568e-211,3.26961767617758e-176,1.34191709895894,0.964,0.49,5.62178063241974e-172,3.26961767617758e-176,1.82770096094651e-215
"Crem",4.86585954703264e-173,0.333069808589278,0.64,0.173,8.36635890516792e-169,1.00380582549784e-215,0.548807868462569,0.657,0.109,1.72594373636099e-211,4.86585954703264e-173,2.00761165099563e-215
"Bst2",7.00888052609855e-215,1.27027135938917,0.944,0.591,1.20510691765738e-210,9.71568106010544e-77,0.689691510958485,0.888,0.443,1.67051420147453e-72,9.71568106010544e-77,1.40177610521974e-214
"Tbc1d8",4.01536999667369e-149,0.453466018518455,0.73,0.264,6.90402717228074e-145,2.0428741132012e-214,0.565489755515612,0.742,0.135,3.51251775023814e-210,4.01536999667369e-149,4.08574822640239e-214
"Rnaset2a",1.60191592474235e-210,1.22891762748739,0.831,0.34,2.754334241002e-206,6.61772305810924e-214,1.02981086094484,0.666,0.118,1.1378513026113e-209,1.60191592474235e-210,1.32354461162186e-213
"Dnajc12",5.88323558171721e-213,0.357818260709666,0.674,0.157,1.01156352592046e-208,2.49143236041837e-190,0.483514525147169,0.578,0.095,4.28376880050335e-186,2.49143236041837e-190,1.17664711634346e-212
"Slamf7",2.77834707196283e-212,0.726003154056615,0.901,0.365,4.77708995553289e-208,5.23333495741235e-102,0.558197249584739,0.866,0.327,8.9981961257748e-98,5.23333495741235e-102,5.55669414392577e-212
"Zfand6",7.12444243121788e-212,1.02225688399457,0.933,0.648,1.2249766316236e-207,2.57875744224426e-137,1.05338911992582,0.942,0.482,4.43391554619477e-133,2.57875744224426e-137,1.42488848624358e-211
"Gpc1",8.32840352765333e-212,0.517228848080307,0.716,0.178,1.43198570254471e-207,2.00015172524256e-77,0.401122835264558,0.641,0.211,3.43906087638206e-73,2.00015172524256e-77,1.66568070553066e-211
"Basp1",1.17149704977119e-211,1.07089359304366,0.982,0.759,2.01427202737659e-207,1.15218653778801e-108,0.864358349120893,0.973,0.729,1.98106953307271e-104,1.15218653778801e-108,2.3429940995424e-211
"Crip1",6.61080057799949e-211,1.24017012740362,0.981,0.605,1.13666105138123e-206,2.10309499981096e-160,1.83698811578095,0.875,0.328,3.61606154267496e-156,2.10309499981096e-160,1.3221601155999e-210
"Rps11",3.33428035889227e-210,0.879781793435995,0.993,0.95,5.73296164907937e-206,9.31079338358716e-153,1.24463641111422,0.982,0.881,1.60089781437398e-148,9.31079338358716e-153,6.66856071778453e-210
"Arl5c",1.11253687100667e-110,0.494976363130488,0.847,0.414,1.91289589600887e-106,1.35183905433867e-209,0.860482386615162,0.824,0.196,2.32435207002991e-205,1.11253687100667e-110,2.70367810867735e-209
"Rpl34",3.10306311924908e-209,0.85982936034108,0.989,0.95,5.33540672723687e-205,4.01451814722681e-146,1.13762181826662,0.985,0.901,6.90256250234178e-142,4.01451814722681e-146,6.20612623849815e-209
"Pla2g16",5.21861643189784e-117,0.316934081836602,0.46,0.122,8.97288909300514e-113,4.03261173478215e-208,0.398338498738299,0.447,0.05,6.93367261678443e-204,5.21861643189784e-117,8.06522346956425e-208
