"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rps10",2.16390995715757e-29,0.450225609141125,0.987,0.92,3.72062678033673e-25
"Clec4n",2.21028986159018e-29,-0.84745874376914,0.755,0.819,3.80037238801816e-25
"Rack1",3.70919447808263e-29,0.59094227696348,0.832,0.561,6.37758898561527e-25
"Mgst2",3.38248459890497e-28,0.308716243832686,0.277,0.093,5.8158440193572e-24
"Rps14",4.27471758467729e-28,0.468508281761489,0.98,0.903,7.34994941509414e-24
"Rpl19",6.12681018381422e-28,0.494320693562523,0.971,0.867,1.05344374300502e-23
"Cd74",6.78921082670283e-28,-0.77363342990272,0.659,0.752,1.16733690954328e-23
"Nop53",6.87594744144851e-28,0.298898114151038,0.414,0.167,1.18225040308266e-23
"Adgre1",1.0947304687956e-27,-1.06202272439759,0.313,0.486,1.88227956804716e-23
"Pilra",1.11871877796365e-27,0.387315324591575,0.48,0.213,1.9235250668307e-23
"Trappc6a",1.21058694743642e-27,0.325179427864844,0.458,0.194,2.08148319742218e-23
"Rpl37a",1.32105746014086e-27,0.485362585025048,0.976,0.886,2.2714261969662e-23
"Selenop",1.90437984363642e-27,0.360214791404167,0.264,0.087,3.27439070314846e-23
"Ethe1",3.11242429416588e-27,0.277955075339443,0.306,0.108,5.35150233138882e-23
"Rpl14",3.34836913112925e-27,0.597977994710474,0.749,0.469,5.75718588406364e-23
"Rps24",4.09863983288577e-27,0.558474882408805,0.963,0.861,7.0472013286638e-23
"Wfdc17",5.34839344170351e-27,-1.16877648355339,0.527,0.688,9.19602768366501e-23
"Csf3r",8.19867506389952e-27,-0.599985619962348,0.824,0.89,1.40968019048688e-22
"Rpl32",1.407817493404e-26,0.605808890311573,0.901,0.758,2.42060139815884e-22
"Fbxo31",1.62008720946416e-26,0.253522651701638,0.168,0.041,2.78557794795267e-22
"Rps15a",2.56174312929266e-26,0.512936831494871,0.905,0.728,4.4046611365058e-22
"Fgd4",2.73062597386475e-26,0.26773469771852,0.322,0.12,4.69503829946306e-22
"Csf2rb",3.03596699807348e-26,-0.656885231204364,0.892,0.881,5.22004165648754e-22
"Arhgap24",3.45284410974412e-26,0.298398676147425,0.295,0.105,5.93682016229404e-22
"Hist1h2ap",4.62185208741492e-26,0.346878274989018,0.278,0.097,7.94681247910121e-22
"Cdkn2d",5.59232480873991e-26,0.284068331008507,0.396,0.161,9.6154432761474e-22
"Rpl28",1.75582519791707e-25,0.491926653271482,0.956,0.774,3.01896584529861e-21
"Uba52",3.31504150269934e-25,0.340235166901937,0.423,0.185,5.69988235974125e-21
"Gbe1",5.7151131459115e-25,0.412691869340359,0.211,0.065,9.82656554308024e-21
"Cybb",6.87397919354716e-25,0.574471169675939,0.542,0.289,1.1819119825385e-20
"Rps13",1.08533150584152e-24,0.456444154764376,0.96,0.809,1.86611899114392e-20
"Rpl13",1.09835400137745e-24,0.558448627724025,0.973,0.879,1.88850986996839e-20
"Hist1h1e",1.36342193727281e-24,0.419202463732025,0.399,0.176,2.34426767894687e-20
"Rps4x",1.75426008199483e-24,0.591153256872077,0.855,0.647,3.01627478498192e-20
"Ccrl2",2.0766140093853e-24,0.38168838657868,0.136,0.03,3.57053012773708e-20
"Ndufa6",2.15396011214036e-24,0.349011189198869,0.681,0.358,3.70351901681414e-20
"Fcor",3.09015028436303e-24,0.270568912312971,0.286,0.106,5.3132043989338e-20
"Lyst",3.48812907050822e-24,0.48749013796251,0.817,0.517,5.99748912383184e-20
"Vegfa",3.97124566583195e-24,0.317537029331522,0.167,0.044,6.82815979783146e-20
"mt-Co2",4.30426763768336e-24,0.361781622815595,0.989,0.983,7.40075777623277e-20
"Rpl8",5.78955458691444e-24,0.469643558166117,0.925,0.757,9.95456015674069e-20
"Cish",1.2506804592116e-23,-0.774493670122477,0.509,0.624,2.15041998156842e-19
"Plek",1.33089138967444e-23,-0.701253938344879,0.701,0.743,2.28833465540623e-19
"Eif3f",1.38580789994462e-23,0.38698174323179,0.658,0.359,2.38275810316479e-19
"Eif3e",1.71603112811368e-23,0.322569189991795,0.412,0.183,2.95054392167867e-19
"Pbx1",2.06581889764234e-23,0.328670853270106,0.401,0.174,3.55196901260624e-19
"Rpl23",3.24460587983492e-23,0.524510611351252,0.971,0.889,5.57877534978816e-19
"Dgat1",1.12427168146319e-22,0.277439248561423,0.267,0.099,1.93307272910781e-18
"Ak2",1.13521675843135e-22,0.2840590561601,0.313,0.126,1.95189169444687e-18
"Plac8",1.29904832125707e-22,0.637249045228363,0.167,0.048,2.2335836835694e-18
"Eif3m",1.57694790618681e-22,0.312353038137058,0.392,0.174,2.71140422989759e-18
"Rilpl2",1.88906973439799e-22,0.281396603029111,0.225,0.077,3.24806650132391e-18
"Btf3",2.19445929756601e-22,0.400551365821805,0.897,0.652,3.77315331623499e-18
"Ikbke",2.3905721125909e-22,0.267415969821243,0.227,0.078,4.1103496903888e-18
"Gpx4",2.59142386339391e-22,0.386420691153121,0.954,0.829,4.45569419071948e-18
"Rpl34",2.93823292465836e-22,0.426340873723377,0.971,0.851,5.05199769065759e-18
"Eif5a",4.53521049869552e-22,-0.604520827537584,0.824,0.82,7.79784093145707e-18
"Hk2",4.61790257534127e-22,0.341887911356691,0.328,0.138,7.94002168804179e-18
"Eef1b2",6.04778015247549e-22,0.482214185798776,0.701,0.442,1.03985531941664e-17
"Rpl4",6.53893529335111e-22,0.470234637314228,0.729,0.457,1.12430453433879e-17
"Ypel3",8.55428158708747e-22,0.35536716138083,0.824,0.515,1.47082317608382e-17
"Fcgr4",8.62558673186356e-22,0.276994473171114,0.145,0.038,1.48308338267662e-17
"Rpl36al",9.73938061649189e-22,0.289366864763,0.388,0.173,1.67458910319962e-17
"Cd14",1.65396339067653e-21,0.617986882254286,0.518,0.275,2.84382465392922e-17
"Naca",1.92953887099918e-21,0.446238736524217,0.806,0.542,3.317649134796e-17
"Msra",2.40965427622282e-21,0.283814245100184,0.471,0.225,4.14315956253751e-17
"Rpl37",2.60721499044042e-21,0.410748992351583,0.965,0.87,4.48284545456325e-17
"Rpl10a",3.30726500614939e-21,0.518149708267064,0.553,0.308,5.68651145157326e-17
"Cebpe",2.29402922290105e-20,0.327473709764996,0.28,0.112,3.94435384585607e-16
"Rpl29",2.42384004796432e-20,0.461715007621277,0.793,0.559,4.16755057846985e-16
"Gapdh",2.75367760900449e-20,0.605556454422892,0.982,0.956,4.73467328092232e-16
"Mcemp1",6.56432921011717e-20,0.411311250293421,0.83,0.584,1.12867076438755e-15
"Nov",8.96240425828471e-20,-0.87207142938165,0.357,0.528,1.54099578816947e-15
"Pycard",9.52567193458466e-20,0.432687052791621,0.863,0.651,1.63784403243249e-15
"Rpsa",1.11343041184218e-19,0.459046719801697,0.941,0.836,1.91443225012144e-15
"Mmp8",1.1740295218463e-19,-0.443440402868286,0.952,0.96,2.01862635986253e-15
"AB124611",1.25344051986672e-19,0.387214755033734,0.639,0.354,2.15516562985884e-15
"Rpl21",1.27587426130207e-19,0.407554342248321,0.914,0.747,2.19373820488278e-15
"Supt4a",1.4059212502199e-19,0.306826626721184,0.643,0.35,2.41734099762809e-15
"Rin3",1.46262711026095e-19,0.279734425664941,0.489,0.242,2.51484105338267e-15
"Emilin2",2.89270980718842e-19,-0.503539200835035,0.901,0.867,4.97372524247977e-15
"Eif3h",3.43131670621974e-19,0.262077940434465,0.586,0.312,5.89980594467422e-15
"Ifitm6",3.81686811252184e-19,0.502164664776236,0.31,0.141,6.56272303267004e-15
"Hilpda",4.41002499969256e-19,0.338443495659507,0.156,0.048,7.58259698447139e-15
"mt-Co3",4.50824727331549e-19,0.34217571796685,0.985,0.978,7.75148036173866e-15
"Heatr1",5.27835730205176e-19,-0.77811435515576,0.066,0.224,9.07560754514779e-15
"Ccl2",5.76029210026951e-19,-0.947963927480058,0.095,0.26,9.9042462372034e-15
"Pfkp",7.56953044036915e-19,0.347263743081272,0.324,0.146,1.30150506391707e-14
"Rpl22",8.13240959650759e-19,0.403040335028727,0.866,0.685,1.39828650602352e-14
"Gpr141",8.67082782821778e-19,-0.623284313929481,0.734,0.733,1.49086213678377e-14
"Pold4",1.0673013142749e-18,0.306425125325151,0.535,0.283,1.83511787976427e-14
"Btg2",1.1691836124683e-18,0.341801401288397,0.718,0.439,2.010294303278e-14
"S100a6",1.22339947625628e-18,-0.464137439789833,0.991,0.994,2.10351305947505e-14
"Aldh2",1.29005184382185e-18,0.265160333765077,0.568,0.301,2.2181151402673e-14
"Rpl18",1.31193314192075e-18,0.349838785448784,0.949,0.796,2.25573784421854e-14
"Rac2",1.49026563501781e-18,0.369510645983556,0.912,0.707,2.56236273284962e-14
"Eno1",1.53824495634954e-18,0.518911037222237,0.897,0.716,2.6448583779474e-14
"Emp1",2.0630637767682e-18,-0.796428141420509,0.035,0.18,3.54723185777524e-14
"Smpdl3a",6.34615496732849e-18,0.254193662904928,0.41,0.202,1.09115788508246e-13
"Hck",7.03066034069461e-18,0.265539591444685,0.352,0.164,1.20885173897903e-13
"Ifitm3",7.16856656747714e-18,0.521837498833038,0.762,0.535,1.23256333561202e-13
"Ldha",8.65167343680855e-18,0.589772050827483,0.771,0.538,1.48756873072486e-13
"Spp1",1.1023726582606e-17,-0.845323041442472,0.449,0.557,1.89541954861328e-13
"Sema4a",1.21812061758334e-17,0.266114600012251,0.593,0.319,2.09443658987279e-13
"Ier2",1.49967596687726e-17,0.376410959861041,0.639,0.372,2.57854285744875e-13
"Rpl36",1.96911048399754e-17,0.402384892215376,0.903,0.714,3.38568856618537e-13
"Rpl15",2.19324122719209e-17,0.426030617010021,0.864,0.675,3.77105896603408e-13
"Gpi1",2.20549276073496e-17,0.641456760279187,0.788,0.535,3.79212425280768e-13
"Laptm5",2.2544881200723e-17,-0.359596465175296,0.954,0.933,3.87636687365232e-13
"Atp5g2",3.58014890209026e-17,0.252916232843451,0.575,0.315,6.15570802225399e-13
"Rpl23a",4.27755564028236e-17,0.445227692075064,0.857,0.651,7.35482916790149e-13
"mt-Cytb",4.37248449351079e-17,0.46109308800226,0.932,0.89,7.51804983814246e-13
"Ankrd37",5.60339787989009e-17,0.300394479640545,0.251,0.106,9.63448231468301e-13
"Ddit4",6.58051296524419e-17,0.309626830512314,0.209,0.081,1.13145339924409e-12
"AA467197",6.88518082329934e-17,0.57872994219097,0.736,0.512,1.18383799075809e-12
"Impa2",7.16611858402975e-17,0.272256289336829,0.321,0.15,1.23214242933808e-12
"Rpl36a",8.95435230426033e-17,0.393570993127458,0.637,0.397,1.53961133519452e-12
"Ncf1",9.06361046841047e-17,0.326672562644127,0.745,0.454,1.5583971839385e-12
"Adam8",1.20414104493982e-16,-0.760613862715923,0.48,0.546,2.07040011266953e-12
"Ctsd",1.39450606323484e-16,0.392462195369994,0.98,0.902,2.39771372512599e-12
"Nedd9",1.40700576172829e-16,0.289042570081519,0.286,0.129,2.41920570671562e-12
"Cyp4f18",1.87525392551211e-16,0.349417624213968,0.603,0.352,3.22431159952552e-12
"Lgals3",2.97519054087416e-16,-0.361836417260196,0.976,0.986,5.11554261597904e-12
"mt-Nd4",4.27011864656228e-16,0.357169269448119,0.941,0.88,7.34204200089919e-12
"AY036118",4.52994842833478e-16,0.388114579291869,0.762,0.504,7.78879332767883e-12
"Klf2",4.57416600786586e-16,0.337667621095439,0.811,0.55,7.86482103392456e-12
"Rpl35",5.02958512655253e-16,0.348912091954404,0.725,0.476,8.64786866659441e-12
"Pfkl",5.09374675196566e-16,0.26392061981921,0.394,0.198,8.75818816532976e-12
"Rps25",5.43435209923052e-16,0.345000592827535,0.947,0.841,9.34382499941695e-12
"Rps8",8.97656893646248e-16,0.442878431460051,0.956,0.881,1.54343126293536e-11
"Vim",1.07706997457264e-15,-0.55716585603983,0.755,0.775,1.8519141142802e-11
"Rpl38",1.22648179506974e-15,0.344416723481949,0.934,0.763,2.10881279844291e-11
"mt-Nd1",1.60309131372139e-15,0.351118734240251,0.848,0.683,2.75635520481256e-11
"Junb",2.02149549390943e-15,0.367278107923355,0.85,0.635,3.47575935222787e-11
"Ppt1",2.68024159067507e-15,-0.833745821472936,0.419,0.476,4.60840739100672e-11
"Rps26",3.03383189318736e-15,0.356414455540352,0.916,0.742,5.21637055714635e-11
"Ogt",3.46103493659627e-15,0.281564982978775,0.771,0.49,5.95090346998363e-11
"Eef2",4.53988861032759e-15,0.336950957969819,0.694,0.442,7.80588447659725e-11
"Gpnmb",5.36494698741791e-15,-0.621348675179743,0.258,0.41,9.22448985016636e-11
"Fis1",5.91044945442765e-15,0.264499168989474,0.712,0.448,1.01624267919429e-10
"Ifitm2",7.61017526795375e-15,0.447172149497994,0.907,0.741,1.30849353557197e-10
"Prdx1",1.1762547091848e-14,-0.533037420245597,0.777,0.78,2.02245234697235e-10
"Selplg",1.31051316488415e-14,-0.461633504467201,0.848,0.81,2.25329633570181e-10
"Ehd1",1.52530126080343e-14,0.314369748132919,0.619,0.37,2.62260298782541e-10
"Rpl7a",1.84381399221752e-14,0.371851193548231,0.808,0.583,3.1702537782188e-10
"Egln1",1.88854978853779e-14,0.27559075306967,0.396,0.206,3.24717250641187e-10
"Tgfbi",2.76998029925789e-14,-0.540368477161876,0.778,0.772,4.76270412654401e-10
"mt-Nd2",2.88242863743048e-14,0.298392755602382,0.846,0.705,4.95604779919797e-10
"Cd44",3.14748023697392e-14,-0.489833067933122,0.863,0.808,5.41177751945296e-10
"Mif",1.0000993465972e-13,0.609281309810728,0.846,0.649,1.71957081653923e-09
"Rps15",1.29097720615195e-13,0.380487087555562,0.921,0.758,2.21970620825766e-09
"Mmp9",1.84095082134253e-13,0.280488811588738,0.872,0.665,3.16533084221635e-09
"Pgam1",2.82185080058088e-13,0.354054503588508,0.881,0.656,4.85189026651876e-09
"Ostf1",2.93246846435851e-13,0.307771144420569,0.938,0.811,5.04208627761801e-09
"Rgs2",3.13788168792142e-13,0.278842284789896,0.67,0.423,5.39527377421209e-09
"Cux1",4.46159244285198e-13,-0.72492777602721,0.381,0.452,7.6712620462397e-09
"Lsp1",5.8794531662737e-13,0.284020637587477,0.94,0.782,1.0109131774091e-08
"Fabp5",6.83333967530499e-13,-0.694559303205289,0.403,0.506,1.17492442377194e-08
"Klk1b11",8.83990971748582e-13,0.462004228074855,0.136,0.05,1.51993407682451e-08
"Rplp2",9.64248028224108e-13,0.288000019097305,0.974,0.904,1.65792805972853e-08
"Rpl3",1.13289121144562e-12,0.397764898632754,0.551,0.336,1.9478931489596e-08
"Rps17",1.64971015616238e-12,0.309535700335927,0.775,0.558,2.83651164250559e-08
"Samd9l",2.08070544616439e-12,0.26814721459145,0.295,0.153,3.57756494413506e-08
"Car4",2.17421546607642e-12,0.50035279060057,0.242,0.123,3.7383460723718e-08
"Msrb1",2.35600173161932e-12,0.274387002364907,0.945,0.829,4.05090937734626e-08
"Sat1",2.5109245503973e-12,0.319200965087648,0.806,0.554,4.31728367195311e-08
"Ccl4",3.41330224222775e-12,-1.72217842884093,0.148,0.272,5.8688318752864e-08
"Rpl35a",3.58206031052927e-12,0.308717888780047,0.971,0.897,6.15899449792403e-08
"Fth1",3.76855927553743e-12,-0.564901556805506,0.998,1,6.47966081835905e-08
"Tpi1",5.85400688977162e-12,0.388859909473381,0.698,0.48,1.00653794462733e-07
"Pim1",8.3698464977791e-12,-0.585377975964688,0.639,0.67,1.43911140682814e-07
"Scimp",1.03137821945988e-11,-0.761582286726141,0.11,0.227,1.77335171053932e-07
"Chil3",1.23620793478148e-11,0.709415059642804,0.524,0.357,2.12553592306327e-07
"Dab2",1.32497599776306e-11,-0.822136426126509,0.271,0.371,2.27816373055381e-07
"Gadd45a",1.4109638888677e-11,0.296086162288766,0.341,0.188,2.42601131051911e-07
"Egr1",1.51506270531298e-11,0.284071683525796,0.348,0.196,2.60499881551514e-07
"Aldoa",1.63431688563552e-11,0.371777574631686,0.954,0.89,2.81004445316171e-07
"Uqcrh",1.7292397664069e-11,0.263027773341262,0.826,0.59,2.97325485436002e-07
"Clec4d",1.78772247729708e-11,-0.442843483272589,0.859,0.815,3.0738100274646e-07
"Ero1l",1.93860036794356e-11,0.644423534807182,0.493,0.308,3.33322947264215e-07
"Ubb",2.91799922540613e-11,0.266442543404291,0.973,0.949,5.01720786816329e-07
"Rps19",3.34505390423203e-11,0.330956441200304,0.952,0.862,5.75148568293655e-07
"Lrg1",5.62120587475225e-11,0.272597453244077,0.43,0.261,9.66510138104902e-07
"Gda",5.99827770814393e-11,0.282894612965993,0.817,0.594,1.03134386913827e-06
"Rps28",9.87565388161216e-11,0.287391433371397,0.912,0.782,1.69801992840439e-06
"Pgf",1.00269158249271e-10,-0.65682644541691,0.121,0.231,1.72402790693797e-06
"Hpgds",1.47013882974488e-10,-0.449424238632816,0.031,0.123,2.52775670386335e-06
"Rps12",1.91795145887213e-10,0.321893116896446,0.969,0.928,3.29772573838474e-06
"mt-Nd3",2.09470374444738e-10,0.307519015178567,0.683,0.49,3.60163361820283e-06
"Cdkn1a",3.84489419521183e-10,-0.62959291605695,0.681,0.681,6.61091107924722e-06
"Ccl3",4.69969502227816e-10,-0.794419811506758,0.319,0.416,8.08065562130507e-06
"Socs1",5.41418587373303e-10,-0.662650060834228,0.31,0.401,9.30915119129658e-06
"S100a8",8.87198113816139e-10,0.319838540288769,0.976,0.935,1.52544843689547e-05
"Cd24a",1.1844999254077e-09,-0.454355337474962,0.8,0.77,2.036629171746e-05
"Pgk1",1.31942262607049e-09,0.704174355793071,0.672,0.499,2.26861526326561e-05
"Rps2",1.47357123221614e-09,0.331628879270564,0.885,0.73,2.53365837667244e-05
"F10",2.13643267996945e-09,-0.53228420035679,0.758,0.742,3.67338234993947e-05
"2010005H15Rik",2.26962553691069e-09,-1.18994608287582,0.328,0.422,3.90239414816425e-05
"Rbms1",2.96193215825405e-09,-0.43490349176811,0.797,0.729,5.09274615290201e-05
"Fam162a",3.22042855379547e-09,0.587796309746806,0.493,0.323,5.53720485539594e-05
"F2rl2",3.29688923130857e-09,-0.627252591379005,0.179,0.274,5.66867134431195e-05
"Srgn",3.69520871677955e-09,-0.346925447543573,0.945,0.913,6.35354186763076e-05
"Ifitm1",4.24329045985133e-09,-0.388308623367952,0.925,0.94,7.29591361666838e-05
"Calm1",5.85213719782214e-09,-0.264070402429349,0.963,0.955,0.000100621646979354
"Hgf",6.47524762595405e-09,-0.435672587901383,0.035,0.115,0.000111335407680654
"H2-Ab1",6.71530459127902e-09,0.312202475570313,0.176,0.085,0.000115462947142452
"Lpl",9.95542823989491e-09,-0.710104741698159,0.128,0.222,0.000171173633156753
"Cstb",9.95704618915423e-09,-0.339698234793977,0.883,0.826,0.000171201452176318
"Rpl39",1.0229894443129e-08,0.300089131586748,0.861,0.718,0.000175892805055161
"Ptgs1",1.64169110188129e-08,-0.589191224233771,0.555,0.554,0.000282272368057468
"Gm5483",1.89419707741011e-08,-0.795333972275142,0.507,0.592,0.000325688245489894
"Lilr4b",2.17484556045281e-08,-0.388769561889046,0.784,0.736,0.000373942945664256
"Sirpa",3.96853004123067e-08,-0.350761959114689,0.87,0.765,0.000682349055289202
"Il1r2",4.21172099872326e-08,-0.319937044970985,0.808,0.843,0.000724163308520478
"Spint1",5.85026850169968e-08,-0.616067899319068,0.452,0.495,0.00100589516618224
"Rbpj",6.04582358578266e-08,-0.472885551490434,0.658,0.629,0.00103951890733947
"Rasa2",7.11985902329644e-08,-0.598079558041209,0.386,0.423,0.00122418856046559
"P2ry14",7.50488929839484e-08,-0.669026258138239,0.183,0.272,0.00129039066596601
"Lcn2",9.5251189831284e-08,0.351434566113854,0.835,0.708,0.0016377489579591
"Epb41l2",1.67398301354682e-07,-0.590664099013913,0.238,0.309,0.00287824639349241
"Enah",1.82643652861942e-07,-0.613273597656339,0.304,0.377,0.00314037496730824
"Tnfsf14",3.17082849119178e-07,-0.586424124958392,0.185,0.261,0.00545192250775514
"Cxcl3",3.69884160814075e-07,-1.15810388093603,0.103,0.185,0.00635978826103721
"Ctsl",3.73014528554918e-07,-0.486810604747779,0.643,0.627,0.00641361180397327
"Adgrl2",4.16205122943688e-07,-0.439423497647896,0.048,0.117,0.00715623088389378
"Serp1",4.2877721778577e-07,-0.353036820249029,0.894,0.829,0.00737239548260852
"Rps20",5.33038563670385e-07,0.257919128300284,0.894,0.762,0.0091650650637486
"Rpl12",5.64815795885302e-07,0.381686738258398,0.738,0.601,0.00971144279445187
"Ralgds",6.04501147697517e-07,-0.515328964344389,0.159,0.238,0.0103937927335111
"Atp6v0a1",6.338139106575e-07,-0.543249332337777,0.39,0.417,0.0108977963798451
"H2-Aa",6.99099183373369e-07,0.355307155219257,0.154,0.08,0.0120203113589217
"Lst1",9.70767750582146e-07,-0.35096822212565,0.874,0.812,0.0166913807035094
"Hcar2",1.04103945286377e-06,-0.592075273972811,0.317,0.393,0.0178996323525397
"Itpr1",1.09877870524522e-06,-0.396584411956585,0.044,0.11,0.0188924010579864
"Zfp36",1.37238870735561e-06,-0.463947803925494,0.672,0.633,0.0235968514342723
"Pf4",3.74692844489675e-06,-0.362057302527779,0.044,0.107,0.0644246876815547
"Crispld2",3.98014345683035e-06,-0.594496990939647,0.145,0.213,0.068434586596741
"Tgfb1",4.23724017849421e-06,-0.407379735424745,0.692,0.622,0.0728551076290295
"Cxcl2",4.40245913403464e-06,-0.814184313995453,0.271,0.352,0.0756958823505916
"Lat2",4.64965239683185e-06,-0.442367647645671,0.084,0.151,0.0799461233111268
"Asprv1",5.21721962001204e-06,-0.577136897170742,0.346,0.422,0.089704874146487
"Hdc",6.7917051740331e-06,-0.432786291640094,0.075,0.14,0.116776578762325
"Il15",8.01799068539435e-06,-0.492268566380068,0.075,0.138,0.13786133184467
"Nek6",8.03133532347134e-06,-0.539435598154531,0.396,0.413,0.138090779551766
"Fcgr3",9.33552678051494e-06,-0.289364623261125,0.817,0.766,0.160515047464174
"Fndc3a",9.66868540418767e-06,-0.494605504660328,0.5,0.5,0.166243376839603
"Gclm",1.00743946844638e-05,-0.461390475835528,0.513,0.507,0.173219142204671
"Retnlg",1.07836456394608e-05,1.06166985456758,0.183,0.115,0.185414003124889
"Dock4",1.20030367646915e-05,-0.501066682569577,0.148,0.214,0.206380214132106
"S100a9",1.52424413364921e-05,0.539008231949199,0.903,0.898,0.262078536339645
"Trio",1.6388505751833e-05,-0.495338143032591,0.425,0.442,0.281783967897017
