"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Ccr1",1.58128897004364e-113,0.581232534576105,0.896,0.832,2.71886825509303e-109
"Gng5",2.74458191805066e-112,0.46881154042565,0.939,0.917,4.71903414989631e-108
"Bcl2a1b",5.0436239785315e-112,1.02578909303374,0.609,0.334,8.67200706868706e-108
"Prr13",1.8113570466112e-111,-0.572275690105076,0.654,0.922,3.1144473059433e-107
"Ppia",2.52454484437158e-111,0.776250710949736,0.776,0.615,4.34070240541249e-107
"Fgd4",7.18110674007199e-111,-0.508994375547943,0.156,0.494,1.23471949288798e-106
"Zfp36l1",8.76051394879448e-111,0.73037199357884,0.838,0.666,1.50628276835572e-106
"Rpl41",9.80886819574459e-111,0.493647966435773,0.978,0.963,1.68653679757633e-106
"Ncf1",5.89723550571405e-109,-0.600779540836135,0.507,0.824,1.01397067285247e-104
"Rasgrp2",1.35562729808234e-107,-0.414906063268476,0.087,0.369,2.33086557632278e-103
"Rassf5",2.07457199305559e-107,-0.510172155716419,0.22,0.589,3.56701908485978e-103
"Ubb",5.70541262793877e-107,0.535551898365929,0.953,0.905,9.80988647247793e-103
"Lbr",6.45683827773928e-107,-0.526522801368595,0.269,0.656,1.11018877347449e-102
"Ccl9",3.62568850710235e-106,1.33546461964863,0.53,0.244,6.23400881911179e-102
"S100a6",5.64189088608384e-105,-0.457331014907259,0.993,0.997,9.70066718953255e-101
"Nfe2",5.22291258338468e-104,-0.509378049623977,0.234,0.601,8.98027589587161e-100
"Pi16",1.13361156127511e-102,-0.431979397797949,0.116,0.42,1.94913171845643e-98
"Capg",5.05946640173961e-102,0.603280055398381,0.849,0.776,8.69924653115109e-98
"S100a10",1.02916620582112e-100,1.04557290204394,0.441,0.139,1.76954837428884e-96
"Dynll1",1.71336456220161e-100,0.761492180370506,0.713,0.519,2.94595902824945e-96
"Ccnd3",2.43731507794212e-100,-0.500209811417878,0.444,0.808,4.19071954501367e-96
"Hmgb1",2.29669197730116e-99,0.698999027267755,0.734,0.571,3.94893218577161e-95
"Flna",3.07993353674317e-98,-0.483122124789518,0.58,0.891,5.2956377230762e-94
"Gyg",4.02860700062785e-98,-0.496561419546266,0.213,0.55,6.92678687687952e-94
"Lrrk2",7.78259775915422e-98,-0.427347089171562,0.055,0.287,1.33813985870898e-93
"Elob",1.71619102173623e-97,0.637479699566633,0.774,0.682,2.95081884277327e-93
"Hmgb2",5.52778159271365e-97,-0.55562741176331,0.653,0.912,9.50446767051186e-93
"Srgn",2.67640496813278e-96,0.635394370055993,0.919,0.845,4.60181070220751e-92
"Pla2g7",6.12750718276791e-96,0.901003825935393,0.499,0.197,1.05356358500511e-91
"Cstb",3.99689870226485e-95,0.679813665107829,0.836,0.775,6.87226762867418e-91
"Tpt1",4.27787791078613e-94,0.392764050909557,0.993,0.991,7.35538327980567e-90
"Gabarap",5.85942619201823e-94,0.398385683990698,0.963,0.958,1.00746973945561e-89
"Ctsl",7.34071400002605e-94,0.891881162275155,0.63,0.409,1.26216236516448e-89
"Glrx",1.37188721240303e-93,-0.458529508451786,0.363,0.74,2.35882287300576e-89
"Golim4",1.04201190285673e-92,-0.389909832035487,0.053,0.276,1.79163526577186e-88
"Tmsb10",2.37266672277164e-92,-0.597866677311376,0.464,0.764,4.07956316313355e-88
"Calm2",2.56985192042113e-92,0.576986941112585,0.813,0.713,4.41860339197209e-88
"G6pdx",8.73281142924731e-92,-0.435246769064556,0.159,0.465,1.50151959714478e-87
"Sh3bp5",2.24084069915504e-91,-0.431716438354789,0.104,0.374,3.85290149812717e-87
"B230208H11Rik",1.91733080453703e-90,-0.349118309340502,0.043,0.252,3.29665858532097e-86
"Asprv1",1.05294092040165e-88,-0.536682463865728,0.408,0.744,1.8104266185386e-84
"Mapk13",8.32824881953409e-88,-0.472025219696751,0.344,0.703,1.43195910203069e-83
"Dab2",1.86574292318147e-87,0.93417023136743,0.353,0.077,3.20795838211822e-83
"Trem3",6.30451886498017e-86,-0.353508200613013,0.121,0.397,1.08399897364469e-81
"Ubl5",6.7434128869312e-84,0.549910380803405,0.802,0.74,1.15946241177895e-79
"G0s2",7.96159962585154e-84,-0.450892604187702,0.074,0.305,1.36891743966891e-79
"Mpeg1",3.09302821709086e-82,0.870595095439499,0.527,0.276,5.31815271646603e-78
"Lst1",5.30956735336173e-82,0.653292068845807,0.823,0.805,9.12927010737016e-78
"Hopx",7.4606954862827e-82,-0.407756214323843,0.076,0.299,1.28279198191145e-77
"Calm1",1.74525775298434e-81,0.402361955628336,0.956,0.963,3.00079618048128e-77
"Rac2",4.64856166430461e-81,-0.365088257505531,0.744,0.945,7.99273692560534e-77
"Ethe1",7.84865001322674e-81,-0.38665193975417,0.144,0.419,1.34949688327421e-76
"Hist1h1c",9.30552705455753e-81,1.06379513445906,0.482,0.232,1.59999232176062e-76
"Pgd",1.54585663506406e-80,-0.424837622733782,0.561,0.863,2.65794589832914e-76
"Ankrd22",8.37843860686883e-80,-0.329352493102241,0.068,0.291,1.44058873406503e-75
"Hist1h2bc",5.586991742069e-79,0.898593887417316,0.5,0.246,9.60627360131344e-75
"Rabac1",7.28964589276759e-79,0.587517488998424,0.77,0.686,1.25338171480246e-74
"Msra",2.20444375391813e-78,-0.405545458917865,0.269,0.607,3.79032059048683e-74
"E2f2",3.67594414216031e-78,-0.368456373238787,0.126,0.388,6.32041835803043e-74
"Creg1",5.40736479892571e-78,0.680304312715035,0.7,0.564,9.29742303527287e-74
"Fth1",6.51032964579666e-78,0.758170280617758,1,1,1.11938607929828e-73
"Chchd2",4.18289801011475e-77,0.468480947407298,0.852,0.83,7.1920748385913e-73
"Nedd8",1.41673791696677e-76,0.640908650318486,0.675,0.55,2.43593917443266e-72
"St3gal5",2.12760177612435e-76,-0.361388440315188,0.084,0.314,3.65819849386821e-72
"Laptm5",2.54058175118694e-76,0.403316901028633,0.937,0.947,4.36827626299082e-72
"Cystm1",3.2398609417889e-76,-0.335088717730283,0.073,0.292,5.57061690331183e-72
"Atp6v1g1",5.0628826971914e-76,0.488044738599872,0.839,0.808,8.7051205095509e-72
"Rbx1",1.23872272796402e-75,0.629255111541363,0.715,0.618,2.12985985846134e-71
"Pnkp",2.81359864572781e-75,-0.399101664301087,0.279,0.601,4.8377015114644e-71
"Csf2rb2",3.55332719059282e-74,0.756022888692676,0.502,0.271,6.10959077150529e-70
"Triobp",1.84552964165456e-73,-0.37105688970643,0.162,0.436,3.17320366586084e-69
"Clec4a2",2.17477397606173e-73,-0.368195980301612,0.228,0.537,3.73930637444054e-69
"Lgals3",5.19499701559281e-73,0.430242475123797,0.984,0.987,8.93227786861028e-69
"Emb",5.35677464815794e-73,0.464480545548615,0.886,0.873,9.21043833004275e-69
"Rpl22",8.54385774557179e-73,0.655514720096762,0.718,0.607,1.46903090077361e-68
"Tbc1d8",2.09353808698969e-72,-0.292278159669648,0.058,0.253,3.59962938677008e-68
"Csf1r",3.79666573440575e-72,0.733334210136999,0.363,0.118,6.52798706373725e-68
"Rps2",3.93484715241921e-72,0.512228114087583,0.758,0.629,6.76557619386959e-68
"Dach1",4.04405343987152e-72,-0.345620425126017,0.102,0.338,6.95334548451509e-68
"Gsr",9.28589335624433e-72,0.723253998362245,0.72,0.601,1.59661650367265e-67
"Fyb",1.37641685875766e-71,0.72631471366161,0.702,0.614,2.36661114694792e-67
"Ninj1",1.43036530059697e-71,0.809625342441358,0.488,0.256,2.45937009784644e-67
"Ripor2",3.21563712969521e-71,-0.36434277366033,0.159,0.436,5.52896648079794e-67
"Hsd11b1",3.95289099212844e-71,-0.347492039667352,0.131,0.384,6.79660077186563e-67
"Vcl",6.47644771661103e-71,-0.312311570892957,0.072,0.28,1.1135604203941e-66
"Anxa11",3.74152893593017e-70,-0.400164332548509,0.392,0.727,6.43318485243834e-66
"Rnf149",4.43194919127078e-70,0.611191491280572,0.706,0.57,7.62029343947098e-66
"Sort1",7.09245180525647e-70,-0.310580447301793,0.088,0.305,1.2194761633958e-65
"Rdh12",3.78210678729856e-69,-0.332986106221195,0.081,0.292,6.50295441008114e-65
"Rps27a",2.36560091167226e-68,-0.31565563092952,0.923,0.982,4.06741420752928e-64
"Lamp1",3.33828854351077e-68,0.517203397405478,0.776,0.73,5.73985332171241e-64
"Ctsb",4.06410327290389e-68,0.645311049140326,0.703,0.604,6.98781916743095e-64
"Rps24",7.67191830136601e-68,-0.360099189305272,0.879,0.962,1.31910963273687e-63
"Junb",8.59705728798336e-68,0.640474607812523,0.674,0.493,1.47817803009586e-63
"Cdkn2d",1.70348081445008e-67,-0.327458246481324,0.204,0.492,2.92896491236547e-63
"Lmo4",1.84275770857355e-67,-0.394817245570867,0.184,0.457,3.16843760412136e-63
"Lta4h",1.93758602908641e-67,-0.472976281723807,0.1,0.312,3.33148541841117e-63
"Actn1",3.41534128818564e-67,-0.40366812379416,0.456,0.775,5.87233781090638e-63
"Fam107b",4.08610558806634e-67,-0.298457885937283,0.165,0.433,7.02564994812126e-63
"Nin",5.26533161761858e-67,-0.360316793367779,0.213,0.501,9.05321118333338e-63
"Far1",8.09396550337763e-67,-0.354163569101226,0.145,0.394,1.39167642865075e-62
"P2ry14",1.90020801983772e-66,0.77568440049032,0.256,0.038,3.26721766930898e-62
"Vmp1",4.15190248504023e-66,0.655122583987419,0.595,0.398,7.13878113277816e-62
"Ybx1",6.86605176167944e-66,0.614543307362199,0.728,0.665,1.18054893990316e-61
"Rps29",2.43831991147147e-65,0.458925805038741,0.95,0.933,4.19244725578404e-61
"Timp2",9.32229770640472e-65,-0.372965837885517,0.416,0.75,1.60287586763923e-60
"Pnpla8",1.52951530718765e-64,-0.299554327012936,0.163,0.428,2.62984861917845e-60
"Msmo1",1.68075128716675e-63,-0.360369804149246,0.183,0.448,2.88988376315452e-59
"C3ar1",1.69300237982622e-63,0.731960693455727,0.326,0.099,2.91094829187321e-59
"Ldlr",2.08526289497596e-63,-0.350131558175283,0.181,0.448,3.58540102162167e-59
"Mt1",8.16153679227678e-63,1.21227910954895,0.568,0.382,1.40329463606407e-58
"Cnbp",1.65844614243408e-62,0.692387731119353,0.418,0.197,2.85153229730116e-58
"Rcbtb2",1.82983933050585e-62,0.759388427139288,0.435,0.222,3.14622574487176e-58
"Cyb5r4",1.89464076241914e-62,-0.356275045929139,0.282,0.584,3.25764532690347e-58
"Ppm1m",4.98117151108803e-62,-0.272156043858054,0.116,0.343,8.56462629616476e-58
"Mtdh",1.10498330110524e-61,0.660914323067409,0.601,0.44,1.89990828792036e-57
"Srpk2",1.26483846711828e-61,-0.321191584402429,0.232,0.519,2.17476326036316e-57
"Cd9",1.28787388456797e-61,0.586160603770571,0.777,0.734,2.21437035712616e-57
"Sp110",1.80037331813359e-61,-0.2817600228536,0.109,0.329,3.09556188319889e-57
"Tmem71",3.00930252223821e-61,-0.298182877955087,0.148,0.395,5.17419475673638e-57
"Tmem40",3.0521197941195e-61,-0.286479952483692,0.08,0.273,5.24781477400907e-57
"Samd9l",4.80919783958362e-61,-0.330107771228417,0.178,0.438,8.26893476538008e-57
"Anp32b",2.23160821780326e-60,0.666411296926645,0.539,0.36,3.83702716969092e-56
"Dgat2",2.68500482796744e-60,-0.297387442236569,0.124,0.35,4.61659730120722e-56
"Brk1",3.05554880955594e-60,0.54313218202782,0.661,0.577,5.25371062315049e-56
"Uqcrq",4.24250033539323e-60,0.599189642649953,0.631,0.519,7.29455507667512e-56
"Abcd2",4.82832186682676e-60,-0.291370244337656,0.116,0.335,8.30181661782193e-56
"Mgst2",1.23552703249848e-59,-0.323027687544211,0.126,0.346,2.12436517967789e-55
"Rplp1",1.66151616373028e-59,0.485040355534136,0.933,0.909,2.85681089191784e-55
"Calm3",1.95902762279974e-59,0.527085159724751,0.733,0.665,3.36835209464187e-55
"Anxa3",2.03819553548356e-59,-0.355201258290549,0.314,0.606,3.50447340371043e-55
"Cd33",2.6881663776961e-59,-0.379636558652935,0.716,0.938,4.62203326981068e-55
"Clic1",1.20216018020343e-58,0.411807036554097,0.836,0.835,2.06699421384177e-54
"Jun",3.46715589464665e-58,0.702487919318358,0.496,0.284,5.96142784525545e-54
"Ctss",4.07700552830242e-58,0.725050826914773,0.493,0.308,7.01000330536318e-54
"Slfn1",6.39203018284831e-58,0.610301713560149,0.686,0.546,1.09904566963894e-53
"Arl4c",7.76615102823307e-58,0.582158044476933,0.564,0.371,1.33531200779439e-53
"Son",9.28841426210855e-58,0.473232046954438,0.809,0.799,1.59704994822694e-53
"Basp1",1.01312692599542e-57,0.6912649922898,0.609,0.416,1.74197043655652e-53
"Fkbp1a",1.12979847610135e-57,0.729976865484339,0.477,0.268,1.94257549980867e-53
"Bri3",1.73547567492903e-57,0.499896714405407,0.779,0.736,2.98397687547298e-53
"Mettl9",2.29130072252674e-57,-0.376982985740128,0.274,0.545,3.93966246231248e-53
"Akr1a1",5.00476818173982e-57,0.550286674840086,0.664,0.585,8.60519841168344e-53
"Thbs1",7.35626011075869e-57,-0.342474018907408,0.744,0.945,1.26483536344385e-52
"Actr3",1.09983320788315e-56,-0.338517102590488,0.633,0.877,1.89105321763429e-52
"Socs3",2.21728669164832e-56,0.677622241016685,0.374,0.159,3.81240273762012e-52
"Ncf2",2.63136108111365e-56,-0.33784184166928,0.664,0.902,4.52436224286682e-52
"Atp2b1",6.16709621311626e-56,0.608894167757571,0.6,0.46,1.06037052288321e-51
"Serp1",1.10334771917052e-55,0.457260861823232,0.841,0.826,1.8970960683418e-51
"Cox6b1",1.28449239434908e-55,0.502748768394849,0.686,0.606,2.2085562228438e-51
"Spn",2.12637133770001e-55,-0.282098446086536,0.089,0.279,3.6560828780414e-51
"Gda",4.83520964231808e-55,-0.336557463466482,0.635,0.909,8.31365945900171e-51
"Retnlg",8.8289989835097e-55,-1.51622967594343,0.127,0.32,1.51805808522466e-50
"Tarm1",9.49562420073034e-55,0.606666913843225,0.755,0.671,1.63267762507357e-50
"Cd68",1.04890138485574e-54,0.608014421313219,0.507,0.327,1.80348104112096e-50
"Myh9",2.10247353223878e-54,-0.311562866495378,0.818,0.963,3.61499299133137e-50
"Cpd",2.27040760744918e-54,0.477060773332787,0.821,0.826,3.90373884024812e-50
"Tpi1",2.28023283710328e-54,0.690412794654953,0.519,0.347,3.92063234011538e-50
"Bax",1.10671298189553e-53,0.666966479650075,0.547,0.402,1.90288230107117e-49
"Abtb1",1.7957167840982e-53,-0.306799055719004,0.319,0.612,3.08755543857845e-49
"Erp29",2.33232413686197e-53,0.582572986486161,0.558,0.418,4.01019812092047e-49
"D8Ertd738e",5.46613905077467e-53,0.520732153604835,0.665,0.579,9.39847948390197e-49
"Minos1",5.96630869872326e-53,0.558542938508867,0.61,0.494,1.02584711765848e-48
"Ccng1",1.14006538521607e-52,0.731563644910035,0.419,0.223,1.96022842334052e-48
"Lrp1",1.16777758111655e-52,0.655768795481433,0.418,0.22,2.0078767729718e-48
"Set",2.09014919145547e-52,0.671444650552619,0.36,0.165,3.59380251978853e-48
"Rps21",6.61147806478049e-52,0.450875964280451,0.858,0.838,1.13677753845836e-47
"Il16",7.00154946885029e-52,-0.255981427670546,0.177,0.418,1.20384641567412e-47
"Zeb2",1.45219544088146e-51,0.641523866067126,0.515,0.332,2.49690484105159e-47
"Aatk",1.84736567394605e-51,-0.287609825529159,0.083,0.259,3.17636053978284e-47
"Sp100",2.14890915795142e-51,-0.294068352466687,0.246,0.513,3.69483440618168e-47
"Cpne2",2.71972840837918e-51,-0.274638795450542,0.121,0.326,4.67630102536716e-47
"Sirpb1b",3.42795931713279e-51,0.563545258755628,0.295,0.095,5.89403324987813e-47
"Gpr141",1.34618971920722e-50,0.488644754485979,0.734,0.677,2.31463860320489e-46
"Reep5",1.36745949092333e-50,0.530318733945716,0.663,0.597,2.35120984869358e-46
"Atp6v0b",1.54009281732556e-50,0.393868811888231,0.808,0.802,2.64803559010957e-46
"Efhd2",1.81331481446758e-50,0.558647726572733,0.588,0.445,3.11781349199555e-46
"Tapbp",2.31141771894208e-50,0.5904790610817,0.572,0.436,3.97425162594901e-46
"Ost4",4.06262892658648e-50,0.610453540415372,0.534,0.403,6.9852841763728e-46
"Hmgcs1",4.76519794707749e-50,-0.326162207830958,0.146,0.357,8.19328135020503e-46
"Tnfrsf1b",6.02096942277996e-50,0.65477420845924,0.417,0.225,1.03524548255279e-45
"Snu13",6.07874954879466e-50,0.59962339866035,0.282,0.094,1.04518019741975e-45
"Lims1",9.00370419437021e-50,-0.301636470765545,0.248,0.507,1.54809689918001e-45
"Ftl1",9.58716490005988e-50,0.292836179499369,1,0.999,1.6484171329163e-45
"Rab27a",1.07822825399755e-49,-0.287437607442422,0.218,0.473,1.85390565992338e-45
"Ndufa7",1.24117485599698e-49,0.558095502656707,0.636,0.556,2.1340760474012e-45
"Runx1",1.36986310445592e-49,0.645404050941094,0.467,0.298,2.3553426218015e-45
"Bcl2a1d",1.83572415825081e-49,0.641801258927831,0.304,0.114,3.15634411769645e-45
"Hacd4",2.04528998297006e-49,-0.344307666032755,0.339,0.62,3.51667159671873e-45
"Scd2",2.75776661278824e-49,-0.327123255189396,0.193,0.421,4.74170391402811e-45
"Pbx1",3.04425008624375e-49,-0.298280159813434,0.215,0.469,5.2342835982875e-45
"Rgs10",3.2439603993897e-49,0.584889425212805,0.265,0.079,5.57766551071065e-45
"Polr2f",3.25286976002803e-49,0.584742068671749,0.299,0.109,5.5929842653922e-45
"Aldoa",3.70211390015592e-49,0.343630494138376,0.901,0.919,6.36541463992809e-45
"Sqor",6.33942531002041e-49,-0.284786399895486,0.236,0.492,1.09000078780491e-44
"Fndc3a",8.42688429579064e-49,0.628834354828255,0.5,0.332,1.44891848581824e-44
"Cd274",1.41014056013548e-48,0.615459692305537,0.254,0.07,2.42459567909694e-44
"Ier5",1.44117762587038e-48,0.525900583112678,0.647,0.532,2.47796080992153e-44
"Arrb2",2.1207981798378e-48,-0.359684274127118,0.416,0.677,3.64650039041311e-44
"Tmed10",3.88147254046357e-48,0.546981075735664,0.618,0.54,6.67380388607306e-44
"Slc43a2",5.36505885033189e-48,0.63722721452054,0.438,0.26,9.22468218726065e-44
"Mcl1",9.57725067512236e-48,0.354147629115559,0.895,0.906,1.64671248108054e-43
"Rpl36",1.05903047134203e-46,0.483920161377983,0.748,0.68,1.82089699242549e-42
"Mrps24",1.69420051040687e-46,0.592473139096755,0.349,0.169,2.91300835759357e-42
"Eif1",1.77824126335404e-46,0.268634489601783,0.983,0.986,3.05750802821094e-42
"Psma3",2.03452997775557e-46,0.592577135495255,0.487,0.345,3.49817084375293e-42
"Rpl35a",3.13792899807385e-46,0.368921852698506,0.911,0.895,5.39535511928818e-42
"Morf4l1",4.28725476312447e-46,0.435212777942289,0.724,0.692,7.37150583971621e-42
"Gnai2",6.25643187298715e-46,0.250451063985837,0.969,0.98,1.07573089624141e-41
"Sod2",1.52830228678779e-45,0.721464453865076,0.469,0.296,2.62776295190293e-41
"Fcer1g",1.79139525468511e-45,0.285225181199187,0.975,0.965,3.08012500090558e-41
"Rpl27a",5.43621118492382e-45,0.41348012927043,0.889,0.878,9.34702151135802e-41
"Rassf4",5.8812543049336e-45,0.61103050020662,0.347,0.169,1.01122286519028e-40
"Ddx5",7.1563186365445e-45,0.356739657682875,0.848,0.862,1.23045742636746e-40
"Pfdn5",8.29723746849289e-45,0.434732734506514,0.738,0.727,1.42662701033267e-40
"Il1b",9.18966042513014e-45,1.01719013157498,0.289,0.105,1.58007021349688e-40
