"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Rplp2",2.94300963808084e-84,-1.85271225998975,0.595,0.984,5.0602107717162e-80,1.63746917829359e-167,-1.45214956017983,0.47,0.959,2.81546450515799e-163,2.94300963808084e-84,3.27493835658724e-167
"Rps12",1.54402582987887e-82,-1.99257502420186,0.52,0.982,2.65479801189374e-78,5.67980076940994e-167,-1.50925552443603,0.509,0.961,9.76584944292345e-163,1.54402582987887e-82,1.13596015388202e-166
"Rps27a",4.99644868874263e-86,-2.01308981822085,0.642,0.989,8.59089387542407e-82,1.33003605560397e-166,-1.50733844232379,0.569,0.959,2.28686399400547e-162,4.99644868874263e-86,2.66007211120791e-166
"Rps29",5.75143321639286e-84,-1.95024849482496,0.655,0.986,9.88901427226589e-80,1.15217157187178e-165,-1.3791059066204,0.658,0.972,1.98104380067634e-161,5.75143321639286e-84,2.30434314374355e-165
"Rplp1",2.9377645206593e-81,-1.89012805526349,0.676,0.989,5.0511923168216e-77,1.7861820983454e-165,-1.48841020475513,0.708,0.97,3.07116149989507e-161,2.9377645206593e-81,3.57236419669074e-165
"Arhgdib",1.32619177053383e-65,-1.45614032834869,0.162,0.919,2.28025413025587e-61,8.7117902015348e-165,-1.60409352163496,0.191,0.905,1.49790520725189e-160,1.32619177053383e-65,1.74235804030699e-164
"Eef1a1",7.49482029587038e-81,-2.05812009763281,0.581,0.984,1.28865940167195e-76,1.77295271723831e-164,-1.56683314490446,0.499,0.957,3.04841490201955e-160,7.49482029587038e-81,3.54590543447667e-164
"Rpl34",6.35824858386936e-83,-2.23042729630225,0.284,0.97,1.0932372615105e-78,4.62850161437514e-164,-1.664398746149,0.279,0.919,7.95824567575662e-160,6.35824858386936e-83,9.25700322875053e-164
"Laptm5",2.15774307769027e-52,-1.14567037434385,0.351,0.917,3.71002344778065e-48,5.34109360106214e-164,-1.50274533399995,0.313,0.941,9.18347633766624e-160,2.15774307769027e-52,1.06821872021243e-163
"Rpl35a",5.23776103241395e-83,-2.03419772798946,0.473,0.98,9.00580631913254e-79,8.35307819189124e-164,-1.57383205400462,0.376,0.945,1.43622826431378e-159,5.23776103241395e-83,1.67061563837822e-163
"Rpl41",1.58079254074494e-78,-1.683193043108,0.709,0.991,2.71801469455685e-74,4.78879136130401e-162,-1.32752413075235,0.809,0.986,8.23384786662611e-158,1.58079254074494e-78,9.57758272260798e-162
"Alox5ap",1.23477237119475e-64,-1.71827559393734,0.128,0.876,2.12306761503225e-60,7.24808048523029e-162,-1.75681824362103,0.123,0.888,1.2462349586305e-157,1.23477237119475e-64,1.44961609704606e-161
"Gng5",3.53105670422077e-77,-1.5522414160219,0.209,0.95,6.07129889723719e-73,1.12092554073206e-161,-1.40953181919967,0.269,0.939,1.9273193747347e-157,3.53105670422077e-77,2.24185108146411e-161
"Rps9",4.10882139101146e-80,-1.93500985815319,0.507,0.977,7.06470749970511e-76,3.29047364978465e-161,-1.51411913113103,0.431,0.947,5.65764039343973e-157,4.10882139101146e-80,6.58094729956923e-161
"Rpl19",9.07764673851834e-83,-2.03067632096042,0.574,0.985,1.56081058022084e-78,5.35276302769832e-161,-1.52465271457076,0.486,0.942,9.2035407498245e-157,9.07764673851834e-83,1.07055260553966e-160
"Rplp0",2.20075116848578e-81,-2.00001560740615,0.615,0.983,3.78397155909446e-77,7.27825572391622e-161,-1.55276179349555,0.475,0.944,1.25142328917015e-156,2.20075116848578e-81,1.45565114478328e-160
"Lcp1",3.68191221298229e-55,-1.26649673531465,0.338,0.933,6.33067985900175e-51,1.06633894727304e-160,-1.44529581588556,0.334,0.943,1.83346318594126e-156,3.68191221298229e-55,2.13267789454603e-160
"Cfl1",2.57335533181309e-64,-1.26394245387166,0.331,0.946,4.42462715751942e-60,1.67928648197503e-160,-1.33245939990536,0.347,0.938,2.88736517710787e-156,2.57335533181309e-64,3.35857296395002e-160
"Rps19",8.87948638950437e-81,-1.96484770966057,0.635,0.983,1.52673888981138e-76,3.57089280547727e-160,-1.58842016518613,0.47,0.943,6.13979308973762e-156,8.87948638950437e-81,7.14178561095436e-160
"Rps14",9.37479235684682e-83,-2.07706389819433,0.514,0.981,1.61190179783624e-78,3.69115216474785e-159,-1.52671289904396,0.373,0.944,6.34656703206745e-155,9.37479235684682e-83,7.38230432949591e-159
"Sem1",5.47428893099481e-80,-1.7391391372799,0.23,0.946,9.41249238795247e-76,3.72786151927082e-159,-1.34994062792834,0.277,0.932,6.40968509623424e-155,5.47428893099481e-80,7.45572303854166e-159
"H2-D1",4.0529858019855e-56,-1.32266912510867,0.257,0.9,6.96870378793387e-52,5.09875290097054e-159,-1.57605919702286,0.178,0.905,8.76679573792875e-155,4.0529858019855e-56,1.01975058019412e-158
"mt-Nd6",3.58726663492251e-36,1.56583959506842,0.676,0.388,6.16794625208577e-32,5.21786849752748e-159,1.78474435594662,0.671,0.217,8.97160309464875e-155,3.58726663492251e-36,1.04357369950549e-158
"Taldo1",1.15183500711402e-72,-1.58541550869128,0.169,0.925,1.98046511123185e-68,2.2432247154151e-158,-1.51019430303188,0.154,0.912,3.85700057568472e-154,1.15183500711402e-72,4.48644943083022e-158
"Oaz1",2.75842686557344e-73,-1.47933278923972,0.257,0.949,4.74283915266697e-69,1.16664725794623e-156,-1.31904770576974,0.303,0.93,2.00593329531274e-152,2.75842686557344e-73,2.33329451589248e-156
"Gpx4",7.33568503949873e-70,-1.43710444336047,0.264,0.953,1.26129768569141e-65,1.80949928180656e-156,-1.38776561337206,0.243,0.912,3.1112530651382e-152,7.33568503949873e-70,3.61899856361322e-156
"Rpl27a",1.51848368370721e-79,-2.03608866937934,0.466,0.978,2.61088084576618e-75,1.02741212581369e-155,-1.52842161568997,0.423,0.934,1.76653240912407e-151,1.51848368370721e-79,2.05482425162739e-155
"Msrb1",1.65671930068164e-60,-1.37615461673456,0.243,0.915,2.84856316559202e-56,1.04722392580473e-155,-1.40831298514039,0.144,0.897,1.80059681802865e-151,1.65671930068164e-60,2.09444785160945e-155
"Arpc3",1.45985485710054e-71,-1.45334810054557,0.162,0.936,2.51007444129867e-67,2.42468623130277e-154,-1.3447434749245,0.164,0.897,4.16900550610199e-150,1.45985485710054e-71,4.84937246260569e-154
"Aldoa",1.89472440145519e-69,-1.63058047646929,0.23,0.937,3.25778913586205e-65,2.67465696230545e-154,-1.41441201447003,0.243,0.927,4.59880518098798e-150,1.89472440145519e-69,5.34931392461087e-154
"Pkm",2.83584724951408e-60,-1.20367566033305,0.203,0.914,4.87595576081451e-56,3.59672630570902e-154,-1.36798708896778,0.24,0.924,6.18421121003608e-150,2.83584724951408e-60,7.19345261141785e-154
"Cox8a",2.05185465767269e-76,-1.71176474948715,0.223,0.956,3.52795889840242e-72,5.2113063836441e-154,-1.25128139924039,0.251,0.918,8.96032019603767e-150,2.05185465767269e-76,1.04226127672883e-153
"Myl6",1.59080800645051e-76,-1.53687884848075,0.453,0.971,2.735235286291e-72,4.91675243664122e-153,-1.18568370255465,0.499,0.954,8.45386413956091e-149,1.59080800645051e-76,9.83350487328228e-153
"Rps24",9.79359236080548e-84,-2.03193487656825,0.601,0.985,1.68391027051689e-79,1.10785041046155e-152,-1.39094720834068,0.556,0.949,1.90483799574759e-148,9.79359236080548e-84,2.21570082092306e-152
"Rpl13",1.02432962764995e-85,-2.34457999076368,0.547,0.987,1.76123236178132e-81,1.29107342829345e-152,-1.56669659689026,0.572,0.949,2.21987165260775e-148,1.02432962764995e-85,2.58214685658696e-152
"Emilin2",4.4235480715049e-40,-0.905663309872254,0.081,0.726,7.60584855414553e-36,6.94876871636311e-151,-1.53708395361409,0.068,0.85,1.19477129309147e-146,4.4235480715049e-40,1.38975374327261e-150
"Rpl37a",2.80152234232215e-83,-1.91936687415364,0.615,0.982,4.81693751538871e-79,7.53222858578285e-151,-1.37681617095531,0.527,0.947,1.2950913830395e-146,2.80152234232215e-83,1.50644571715654e-150
"Rps3a1",2.22374914334862e-85,-2.11932488983911,0.486,0.983,3.82351427707362e-81,2.04109365068796e-150,-1.36760188672553,0.467,0.937,3.50945642299288e-146,2.22374914334862e-85,4.0821873013759e-150
"Msn",2.71252974062781e-67,-1.41024951419123,0.182,0.905,4.66392363603546e-63,3.27813071998662e-150,-1.3859609561036,0.149,0.881,5.636417959945e-146,2.71252974062781e-67,6.55626143997311e-150
"Iqgap1",1.76156307751144e-46,-0.998844748418573,0.318,0.9,3.02883155547318e-42,4.347154280321e-149,-1.29690979004004,0.264,0.929,7.47449706958393e-145,1.76156307751144e-46,8.69430856064226e-149
"Csf2rb",1.47481592250319e-48,-1.20848947363725,0.318,0.888,2.53579849715198e-44,4.56489723327559e-148,-1.45537245956461,0.292,0.912,7.84888430289405e-144,1.47481592250319e-48,9.12979446655094e-148
"Rps23",3.36744447444597e-81,-2.05833241948687,0.412,0.976,5.7899840293624e-77,2.68155802775446e-147,-1.52837896818312,0.36,0.915,4.61067087292102e-143,3.36744447444597e-81,5.36311605550885e-147
"Actg1",4.95064301271681e-80,-1.93047365436928,0.716,0.988,8.51213559606529e-76,9.22964292571647e-147,-1.37801994599859,0.713,0.966,1.58694480464769e-142,4.95064301271681e-80,1.8459285851433e-146
"Rps21",2.33525372931977e-68,-1.4474209632853,0.399,0.961,4.01523526219241e-64,3.22684539484614e-146,-1.39600121374241,0.313,0.918,5.54823797189845e-142,2.33525372931977e-68,6.45369078969238e-146
"Cd53",5.55808935836649e-54,-1.39118899011633,0.128,0.826,9.55657884277535e-50,3.48981212758168e-146,-1.45003057818986,0.146,0.877,6.00038297216394e-142,5.55808935836649e-54,6.97962425516351e-146
"Rpl23",2.90987355835582e-83,-2.1192530039527,0.615,0.986,5.003236596237e-79,5.52844803759084e-146,-1.36940024740247,0.601,0.952,9.50561355583368e-142,2.90987355835582e-83,1.10568960751817e-145
"Cdc42",1.25005136982457e-69,-1.34104493194508,0.243,0.946,2.14933832527637e-65,6.79966652785842e-146,-1.17834227306831,0.279,0.927,1.16913466279998e-141,1.25005136982457e-69,1.35993330557171e-145
"Mmp8",8.55074465528761e-28,-1.89263515886402,0.189,0.639,1.47021503603015e-23,7.66387176904718e-146,-2.46333528569963,0.209,0.859,1.31772611196997e-141,8.55074465528761e-28,1.5327743538094e-145
"Rpl18",5.10945057838492e-80,-2.10098198440762,0.378,0.964,8.78518932447503e-76,1.35575086492401e-145,-1.49402360133308,0.261,0.902,2.33107803715034e-141,5.10945057838492e-80,2.71150172984806e-145
"Rps8",3.58387078485311e-81,-2.08138527704316,0.608,0.98,6.16210742747643e-77,1.36094629724616e-145,-1.48948163541632,0.569,0.942,2.34001106348505e-141,3.58387078485311e-81,2.72189259449226e-145
"Atp6v1g1",1.86600441742526e-72,-1.36358936692467,0.122,0.934,3.208407995321e-68,4.12636913536364e-145,-1.17749284509696,0.24,0.907,7.09487909134424e-141,1.86600441742526e-72,8.25273827072726e-145
"Rpl18a",6.0418836578683e-78,-1.96986026381219,0.412,0.969,1.03884147613387e-73,1.79783227652412e-144,-1.49734873301824,0.282,0.91,3.09119281625557e-140,6.0418836578683e-78,3.59566455304833e-144
"Rps25",5.46605156420766e-74,-1.70712285274063,0.318,0.959,9.39832905949865e-70,1.93153533303851e-144,-1.36578092468333,0.345,0.905,3.32108185162642e-140,5.46605156420766e-74,3.86307066607695e-144
"Cd52",2.33314276945213e-74,-1.91154619092344,0.466,0.965,4.011605677796e-70,5.30623806401046e-144,-1.54391014979024,0.533,0.945,9.12354572725959e-140,2.33314276945213e-74,1.06124761280211e-143
"Ostf1",2.35338325682033e-67,-1.33561709004008,0.155,0.915,4.04640717177688e-63,6.57338389137765e-144,-1.28140519962689,0.149,0.888,1.13022762628347e-139,2.35338325682033e-67,1.31467677827556e-143
"Rps11",1.78971014755164e-77,-2.10466181152862,0.426,0.967,3.07722762770028e-73,2.74916637384288e-143,-1.5890698819491,0.277,0.899,4.72691666318545e-139,1.78971014755164e-77,5.49833274768569e-143
"Chchd2",1.41016613451457e-66,-1.30116836716274,0.284,0.946,2.42463965168435e-62,3.13920758308454e-143,-1.16402903263758,0.277,0.913,5.39755351835556e-139,1.41016613451457e-66,6.27841516616922e-143
"Emp3",1.06147848621128e-59,-1.16718894305826,0.108,0.861,1.82510610919167e-55,3.32142620629373e-143,-1.40404616928281,0.107,0.853,5.71086021910145e-139,1.06147848621128e-59,6.6428524125876e-143
"Rpsa",4.73498771955488e-73,-1.89795247429646,0.709,0.981,8.14133788500267e-69,5.65090809327703e-143,-1.50378606951249,0.538,0.938,9.71617137558053e-139,4.73498771955488e-73,1.13018161865541e-142
"Lamp1",1.38530405239248e-54,-1.37344515819493,0.182,0.883,2.38189178768363e-50,9.69611838067852e-143,-1.51408716485164,0.232,0.884,1.66715059437386e-138,1.38530405239248e-54,1.93922367613567e-142
"Rps13",1.16837712543396e-81,-2.0462545410436,0.405,0.973,2.00890762947115e-77,5.83888430214586e-142,-1.38816643725211,0.345,0.911,1.00393776691096e-137,1.16837712543396e-81,1.1677768604292e-141
"Cox4i1",9.94829901916694e-79,-1.74948015574608,0.304,0.955,1.71051053335556e-74,7.70638416365876e-142,-1.25109966743113,0.298,0.919,1.32503569309949e-137,9.94829901916694e-79,1.54127683273176e-141
"Rpl37",1.47039507511701e-74,-1.89751900593015,0.459,0.969,2.52819729215619e-70,7.13918150335768e-141,-1.34692759649733,0.345,0.925,1.22751086768732e-136,1.47039507511701e-74,1.42783630067157e-140
"Emb",5.66586399929955e-53,-1.33181140354839,0.108,0.83,9.74188656039565e-49,7.40473253209019e-141,-1.46980381359917,0.097,0.836,1.27316971156759e-136,5.66586399929955e-53,1.48094650641804e-140
"Rpl30",2.22685290804313e-81,-2.05041711869992,0.412,0.973,3.82885089008935e-77,1.60512407053249e-140,-1.36593701607829,0.363,0.919,2.75985032687356e-136,2.22685290804313e-81,3.21024814106507e-140
"Myl12b",5.83563636373797e-67,-1.31252206990586,0.068,0.888,1.00337931638111e-62,5.57764588309776e-140,-1.24740258994441,0.073,0.827,9.59020433139829e-136,5.83563636373797e-67,1.11552917661956e-139
"Atox1",2.41681710592225e-70,-1.49911019015488,0.189,0.927,4.15547533192272e-66,5.77550418834225e-140,-1.38995109982544,0.222,0.89,9.93040190143566e-136,2.41681710592225e-70,1.15510083766846e-139
"Myh9",7.61975040986944e-47,-0.940420427487965,0.23,0.89,1.31013988547295e-42,5.94530121023308e-140,-1.3607697956736,0.115,0.85,1.02223509008748e-135,7.61975040986944e-47,1.18906024204663e-139
"Rpl8",7.68113897012781e-71,-1.66609710458513,0.473,0.964,1.32069503452378e-66,1.02355222689311e-139,-1.45607477470539,0.334,0.899,1.75989569892002e-135,7.68113897012781e-71,2.04710445378627e-139
"Rpl17",3.35875963097612e-80,-2.00956894621517,0.534,0.977,5.77505130950033e-76,1.21087070187406e-139,-1.38729772326257,0.407,0.923,2.08197108480226e-135,3.35875963097612e-80,2.4217414037481e-139
"Rps3",2.53395201218177e-77,-1.97736362412936,0.419,0.962,4.35687708974533e-73,3.84200977744116e-139,-1.48371939053002,0.264,0.887,6.60595161133234e-135,2.53395201218177e-77,7.68401955488242e-139
"Rps28",6.61114891084023e-78,-1.84553137154394,0.399,0.963,1.13672094372987e-73,4.00579573429624e-139,-1.31144825458879,0.397,0.915,6.88756518554895e-135,6.61114891084023e-78,8.01159146859226e-139
"Atp6v0b",1.82271858435693e-46,-0.924552743920705,0.209,0.874,3.1339823339433e-42,1.09466504118762e-138,-1.25728014709514,0.154,0.876,1.88216707181799e-134,1.82271858435693e-46,2.18933008237524e-138
"Rhoa",8.63345046348737e-70,-1.40880293866135,0.169,0.921,1.48443547269202e-65,1.42289234386956e-138,-1.1884545720857,0.164,0.891,2.44652109604933e-134,8.63345046348737e-70,2.84578468773921e-138
"Calm2",3.28983708627781e-63,-1.24679315387926,0.135,0.89,5.65654588614606e-59,6.42811619961577e-138,-1.26207464695103,0.141,0.863,1.10525029936194e-133,3.28983708627781e-63,1.28562323992312e-137
"Rps20",5.37072861654155e-78,-2.06898293158988,0.453,0.97,9.23443078328154e-74,7.01720677044635e-138,-1.54855399925177,0.441,0.911,1.20653853211054e-133,5.37072861654155e-78,1.40344135408931e-137
"Txn1",1.4732637072057e-66,-1.43970168067511,0.291,0.949,2.53312961816949e-62,1.41057295402448e-137,-1.31450320045673,0.29,0.909,2.42533913714969e-133,1.4732637072057e-66,2.82114590804896e-137
"Gnb2",8.29741239583596e-62,-1.16729702221018,0.149,0.903,1.42665708734004e-57,4.54367131305278e-137,-1.211161517046,0.141,0.869,7.81238845566294e-133,8.29741239583596e-62,9.08734262610537e-137
"Cst3",5.7703709646631e-47,-1.99476425430091,0.547,0.942,9.92157583664173e-43,4.68354204439385e-137,-2.00565029586248,0.329,0.906,8.05288219113078e-133,5.7703709646631e-47,9.36708408878776e-137
"Ptprc",1.85189008853231e-42,-0.670291917935895,0.149,0.86,3.18413981822246e-38,9.93266192044698e-137,-1.21471180433581,0.089,0.848,1.70782189060165e-132,1.85189008853231e-42,1.98653238408937e-136
"Elob",2.31039000187618e-65,-1.26733013311413,0.122,0.893,3.9724845692259e-61,3.07091991956324e-136,-1.22723135940188,0.131,0.848,5.28013970969703e-132,2.31039000187618e-65,6.14183983912662e-136
"Bri3",1.55352236095551e-66,-1.45736798382074,0.128,0.915,2.6711263474269e-62,5.88410621526021e-136,-1.32392351164918,0.222,0.89,1.01171322265184e-131,1.55352236095551e-66,1.17682124305202e-135
"Cd47",4.25664611067718e-52,-1.12627372887413,0.115,0.864,7.31887732269834e-48,1.72577561644635e-135,-1.31374448901701,0.076,0.818,2.96729859491786e-131,4.25664611067718e-52,3.45155123289275e-135
"Rpl24",5.57889868674368e-79,-1.94401091708411,0.365,0.963,9.59235840198709e-75,6.79983125761544e-135,-1.36381939349355,0.285,0.888,1.1691629864344e-130,5.57889868674368e-79,1.3599662515231e-134
"Cd9",3.18919841324728e-57,-1.49964046476404,0.243,0.876,5.48350775173737e-53,1.65762812876473e-134,-1.45747245373302,0.217,0.873,2.85012580459808e-130,3.18919841324728e-57,3.3152562575294e-134
"Rpl26",4.95937550411082e-77,-1.8778662935564,0.507,0.972,8.52715024176814e-73,2.46524443307108e-134,-1.42581351228203,0.376,0.895,4.23874127822241e-130,4.95937550411082e-77,4.93048886614217e-134
"Rpl28",1.43830336150346e-76,-1.9847013808923,0.439,0.971,2.47301879976905e-72,2.7214404848464e-134,-1.5133305635135,0.358,0.895,4.6792447696449e-130,1.43830336150346e-76,5.44288096969293e-134
"Rpl9",2.06121075667712e-82,-2.10800570072037,0.385,0.966,3.54404577503064e-78,4.68158455901331e-134,-1.41183016623948,0.305,0.885,8.04951649076749e-130,2.06121075667712e-82,9.36316911802648e-134
