"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Uba2",2.91754229873715e-118,0.263005206250634,0.874,0.348,5.01642222844866e-114,"11","Uba2"
"Prelid2",4.03509783791078e-118,0.315952711648295,0.467,0.118,6.9379472225038e-114,"11","Prelid2"
"Thoc7",7.76057966313033e-118,0.297013266861241,0.944,0.416,1.33435406727863e-113,"11","Thoc7"
"Jund1",1.31264900779085e-117,0.557163722864327,0.994,0.835,2.25696870399558e-113,"11","Jund"
"Ssr2",1.36638639186852e-116,0.313471613115401,0.926,0.396,2.34936476217873e-112,"11","Ssr2"
"Hnrnpd",8.26576645649184e-116,0.477271846097244,0.983,0.581,1.42121588452921e-111,"11","Hnrnpd"
"Nop10",2.56623144057719e-115,0.366775072304011,0.95,0.479,4.41237833892841e-111,"11","Nop10"
"Pgp",2.88148896640141e-115,0.326949888270051,0.932,0.422,4.95443212883058e-111,"11","Pgp"
"Uba523",4.09874433419738e-115,0.425630754161377,0.963,0.509,7.04738100821898e-111,"11","Uba52"
"Bcl2a1d3",5.60315677159051e-115,0.458279911601746,0.986,0.548,9.63406775307273e-111,"11","Bcl2a1d"
"Eif3m2",7.41729361223062e-115,0.402299360871592,0.973,0.502,1.27532946368693e-110,"11","Eif3m"
"Got2",8.96503359455943e-115,0.270555947050114,0.905,0.378,1.54144787624855e-110,"11","Got2"
"P2ry61",9.22324355020905e-115,0.266834252551776,0.855,0.316,1.58584449602294e-110,"11","P2ry6"
"Ubl4a",2.91451915885727e-114,0.271479492243747,0.924,0.386,5.01122424173919e-110,"11","Ubl4a"
"Ppp1r11",3.20999873263667e-114,0.369705974437969,0.932,0.448,5.51927182089549e-110,"11","Ppp1r11"
"Sumo21",3.31004897043538e-114,0.475155819554466,0.996,0.719,5.69129819976659e-110,"11","Sumo2"
"Vps36",5.46802240582346e-114,0.302782624960365,0.955,0.437,9.40171772457286e-110,"11","Vps36"
"Ccr24",2.09518455288287e-113,0.353200293519066,0.723,0.238,3.60246032022681e-109,"11","Ccr2"
"Ncaph21",1.53506830395125e-112,0.28069106082396,0.905,0.386,2.63939644181378e-108,"11","Ncaph2"
"Mrpl181",1.60539953432924e-112,0.402719916316186,0.955,0.53,2.76032395932569e-108,"11","Mrpl18"
"Aimp12",3.73516569732181e-112,0.314542905268969,0.936,0.423,6.42224389997512e-108,"11","Aimp1"
"Hnrnpr",3.75494867792713e-112,0.318508659129381,0.924,0.431,6.4562587568279e-108,"11","Hnrnpr"
"Ebp",1.19963012443347e-111,0.296741319811087,0.924,0.401,2.0626440359509e-107,"11","Ebp"
"Eif3l1",3.26385999548189e-111,0.335974014628184,0.952,0.466,5.61188087623157e-107,"11","Eif3l"
"Rpl274",3.98445400459396e-111,0.495050803087901,0.992,0.722,6.85087021549885e-107,"11","Rpl27"
"Tecr",1.15374648130453e-110,0.39903636384508,0.963,0.526,1.98375169995502e-106,"11","Tecr"
"Eif4a3",1.36107853551448e-110,0.276493584322264,0.915,0.404,2.34023843396359e-106,"11","Eif4a3"
"Banf11",3.21389940570751e-110,0.362072198314911,0.977,0.52,5.5259786381735e-106,"11","Banf1"
"Ptges3",6.4559966017955e-110,0.378199027045321,0.979,0.548,1.11004405571272e-105,"11","Ptges3"
"Rmnd5b1",1.69701363403409e-109,0.284662006458282,0.932,0.413,2.91784524235822e-105,"11","Rmnd5b"
"Gbp71",1.82103541015051e-109,0.300755957911222,0.907,0.375,3.13108828421279e-105,"11","Gbp7"
"Papd41",2.32111362281034e-109,0.261291573405994,0.876,0.357,3.9909227630601e-105,"11","Papd4"
"Eif3k3",2.84946116563114e-109,0.453785939900793,0.988,0.682,4.89936352818619e-105,"11","Eif3k"
"Slc38a1",3.30457947040971e-109,0.293277377592468,0.94,0.418,5.68189394142246e-105,"11","Slc38a1"
"Btf33",3.75518712042007e-109,0.444043184617653,0.996,0.831,6.45666873485028e-105,"11","Btf3"
"Tuba1a2",4.47754097806346e-109,0.329282187398577,0.919,0.399,7.69868395768232e-105,"11","Tuba1a"
"Pfdn6",5.77284897613096e-109,0.312281199884735,0.94,0.464,9.92583652955958e-105,"11","Pfdn6"
"Atp5g23",7.56912290467265e-108,0.465207917005422,0.992,0.701,1.30143499222942e-103,"11","Atp5g2"
"Hnrnpab1",4.15826111303402e-107,0.474550788142979,0.986,0.653,7.1497141577507e-103,"11","Hnrnpab"
"Lactb1",5.67395520047698e-107,0.282569916691659,0.924,0.404,9.75579857170012e-103,"11","Lactb"
"Gdi22",7.11629050217287e-107,0.449040932257336,0.998,0.796,1.2235749889436e-102,"11","Gdi2"
"Cenpx1",8.72641518047215e-107,0.388192076229647,0.977,0.554,1.50041982613038e-102,"11","Cenpx"
"Ctcf",1.69009059658139e-106,0.35983228736156,0.938,0.458,2.90594177176205e-102,"11","Ctcf"
"Cetn3",2.00792816383414e-106,0.2925006301534,0.934,0.427,3.45243168489641e-102,"11","Cetn3"
"Erp292",1.23396072398107e-105,0.464412360248478,0.992,0.721,2.12167206881305e-101,"11","Erp29"
"Hnrnpa2b11",1.38360214979039e-105,0.476356365591856,0.998,0.772,2.37896553634959e-101,"11","Hnrnpa2b1"
"Cdkn2d1",3.45841247074177e-105,0.256459928875652,0.719,0.253,5.9463944021934e-101,"11","Cdkn2d"
"Psmc2",7.1981143977833e-105,0.265315418046209,0.928,0.418,1.23764378955486e-100,"11","Psmc2"
"Rbbp4",2.42923746659506e-104,0.281172373756965,0.89,0.402,4.17683090006354e-100,"11","Rbbp4"
"Eif3h3",3.49549096872973e-104,0.442821381724653,0.988,0.661,6.01014717163391e-100,"11","Eif3h"
"Atp5b1",4.44213621282293e-104,0.435227171756428,0.992,0.728,7.63780900432775e-100,"11","Atp5b"
"Txnl1",5.22721704455813e-104,0.338106112501642,0.965,0.515,8.98767698641324e-100,"11","Txnl1"
"Mrpl57",8.32809503859621e-104,0.381789552442804,0.981,0.576,1.43193266093623e-99,"11","Mrpl57"
"Nono",2.69297659869187e-103,0.310738178610472,0.959,0.488,4.6303039637908e-99,"11","Nono"
"Slbp1",1.23319758500226e-102,0.359814007228942,0.789,0.339,2.12035992765288e-98,"11","Slbp"
"Cct7",1.5495941109019e-102,0.346922605002222,0.965,0.516,2.66437211428472e-98,"11","Cct7"
"Smc61",2.08772133287504e-102,0.375366215724537,0.934,0.491,3.58962805974535e-98,"11","Smc6"
"Fau3",2.41957162882814e-102,0.393230646345161,1,0.971,4.16021145860711e-98,"11","Fau"
"Hspd1",2.96726575480728e-102,0.429237476719671,0.965,0.502,5.10191673881563e-98,"11","Hspd1"
"Rtraf2",3.412491435815e-102,0.410237255112477,0.977,0.596,5.8674377747403e-98,"11","Rtraf"
"Cdc372",3.99985410770681e-102,0.372106852174969,0.975,0.538,6.87734915279109e-98,"11","Cdc37"
"Hnrnpa0",8.15379362550231e-102,0.400632253442731,0.983,0.607,1.40196327596887e-97,"11","Hnrnpa0"
"Prcp2",2.22125608367981e-101,0.347660394662557,0.967,0.475,3.81922771027907e-97,"11","Prcp"
"Tmed3",2.35124428673362e-101,0.293330038910466,0.932,0.421,4.04272942660978e-97,"11","Tmed3"
"Srsf9",3.50822425665034e-101,0.382024116658751,0.965,0.561,6.03204078688459e-97,"11","Srsf9"
"Ldha1",3.51951933896312e-101,0.438654386965168,0.998,0.81,6.05146155141318e-97,"11","Ldha"
