"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Rps14",1.21710608977792e-234,-0.510582455827207,0.991,0.998,2.09269221076416e-230
"Mcemp1",2.68645585422699e-234,-0.59231995075596,0.374,0.724,4.61909219575789e-230
"Rpl30",1.5301305661291e-233,-0.453410932291028,0.983,0.998,2.63090649540237e-229
"Kcnn4",6.68431602556399e-232,0.535827324177218,0.823,0.438,1.14930129743547e-227
"Naaa",7.50084806173044e-231,-0.654826637839754,0.915,0.975,1.28969581573393e-226
"Rps9",8.14178330982096e-231,-0.50236520956895,0.993,0.999,1.39989822229062e-226
"Eef1a1",7.2465277642446e-230,-0.531687697733901,0.997,1,1.24596798378422e-225
"Igf2r",3.64852910327032e-228,0.482863977282817,0.884,0.531,6.27328094016298e-224
"Ly6e",1.1693950743161e-225,-0.597830424600644,0.813,0.95,2.0106578907791e-221
"Rpl17",3.79136028230336e-225,-0.50884253078106,0.989,0.997,6.5188648693924e-221
"Pdpn",4.5557839010916e-225,0.647090674462148,0.909,0.592,7.8332148395369e-221
"Esd",2.87315090301735e-222,0.467602722204985,0.987,0.964,4.94009566264803e-218
"Rnf128",2.56779623949172e-221,0.636532165025756,0.814,0.464,4.41506885418207e-217
"Itm2b",5.56179873283461e-220,-0.431891475176122,0.996,0.999,9.56295674123582e-216
"Rps3a1",1.25909704730585e-218,-0.395033495127505,0.996,0.999,2.16489146313767e-214
"Rps7",1.538104913152e-218,-0.569154180512178,0.963,0.989,2.64461758767355e-214
"C3",8.74891379713361e-218,-0.582338583557826,0.366,0.733,1.50428823827915e-213
"Tlr2",6.72151343300665e-215,-0.6702506744393,0.562,0.818,1.15569701967116e-210
"Atf3",3.95376187164018e-213,0.555820771521363,0.834,0.468,6.79809816209813e-209
"Rpl10a",4.95481428737648e-213,-0.504283559329809,0.955,0.986,8.51930768571512e-209
"Ptpn18",5.6753838293884e-213,-0.543933837756636,0.657,0.859,9.75825495625041e-209
"Igf2bp2",1.49020204636074e-211,0.343055914901376,0.475,0.078,2.56225339851266e-207
"Rps15",5.6513240503362e-210,-0.407010383556554,0.985,0.994,9.71688657214807e-206
"Camk1",3.2652117495539e-209,-0.519909757383823,0.734,0.876,5.61420508218298e-205
"Rpl34",1.01537867997036e-208,-0.44655014027569,0.978,0.993,1.74584210234103e-204
"Nrp1",3.50550599332053e-207,0.447258300527513,0.784,0.399,6.02736700491531e-203
"Rpl37a",4.30136899346457e-207,-0.377073830865494,0.996,0.999,7.39577384736298e-203
"Slc48a1",3.35288163151837e-206,0.45502909304437,0.94,0.817,5.76494467723269e-202
"Plau",9.71527371367642e-206,0.492743183876348,0.687,0.263,1.67044416232952e-201
"Galnt9",3.13237611968603e-205,0.29024259293167,0.536,0.128,5.38580750018815e-201
"Rps6",6.59912802375524e-204,-0.45304564431614,0.969,0.987,1.13465407240448e-199
"Lipa",8.06287986141532e-204,0.495110063867405,0.977,0.897,1.38633156337175e-199
"Rps28",1.61494467841177e-202,-0.330274535530842,0.992,0.998,2.7767358800612e-198
"Lat2",4.14374541049446e-198,0.443405105127886,0.94,0.673,7.12475585880417e-194
"Thbs1",5.59846836222546e-198,-1.13969406327713,0.553,0.816,9.62600650201045e-194
"Eif4a1",3.44108940367562e-196,0.376325088198078,0.992,0.98,5.91660912067987e-192
"Rpl3",8.8606822258642e-196,-0.467057735934885,0.967,0.989,1.52350570191509e-191
"Pdgfa",6.02515587604726e-195,0.51153237091326,0.657,0.245,1.03596530132757e-190
"Gda",1.04331961807277e-194,-0.555739932903935,0.666,0.844,1.79388375131432e-190
"Rpl10",3.73017833004886e-192,-0.567485974210463,0.96,0.983,6.413668620686e-188
"Naca",2.28290571616048e-191,-0.48226597900819,0.952,0.98,3.92522808836633e-187
"Dhrs9",4.29250880215463e-191,0.393319636718689,0.558,0.161,7.38053963442468e-187
"Rps18",6.31250106979359e-190,-0.484779906831802,0.979,0.993,1.08537143394031e-185
"Rgs1",7.6043910304871e-189,0.469246283143672,0.61,0.216,1.30749899378195e-184
"Rps10",1.2026528521733e-188,-0.372733586176959,0.993,0.998,2.06784131402677e-184
"Tagln2",1.59895319158589e-188,0.412672041684422,0.992,0.975,2.74924011761277e-184
"Rab7b",4.83418157335961e-188,0.435307212540207,0.896,0.627,8.31189179723451e-184
"Hbegf",4.20855264521742e-187,0.344040806269696,0.424,0.067,7.23618541818683e-183
"Fam198b",2.15513031684627e-185,0.414058653460403,0.788,0.397,3.70553106678547e-181
"Atp6v1b2",2.2171424452926e-185,0.448493717783623,0.984,0.944,3.8121547204361e-181
"Rps27a",2.8497999182922e-182,-0.350459450238576,0.997,1,4.89994597951161e-178
"Rps15a",2.93373575911338e-182,-0.431919687966346,0.982,0.995,5.04426526421955e-178
"Rpl5",5.07574268687693e-182,-0.438667578712736,0.971,0.989,8.7272319758162e-178
"Daglb",2.40565281789946e-179,0.390841596063961,0.675,0.289,4.13627945509633e-175
"Lat",2.46527795328973e-179,0.310998876119996,0.403,0.061,4.23879891288636e-175
"Pygl",2.50583275943435e-179,-0.433410694718058,0.823,0.907,4.30852884657143e-175
"Rps5",5.61602822844263e-179,-0.445398859637524,0.981,0.989,9.65619893598425e-175
"Rpl7a",1.72191875509055e-178,-0.384636159065647,0.97,0.986,2.96066710750268e-174
"Fkbp1a",3.87852233658234e-178,0.382311091464007,0.968,0.897,6.66873130551968e-174
"Rpl28",1.03065119407434e-177,-0.42114932736779,0.987,0.994,1.77210166309142e-173
"Rps8",1.07426880392268e-177,-0.349256698129093,0.998,1,1.84709778146466e-173
"Rpl13",3.51278550402323e-177,-0.365431719339445,0.997,0.999,6.03988339561754e-173
"Rps27",1.23163183720607e-176,-0.451497123027128,0.973,0.995,2.11766778089212e-172
"Selenop",7.56037366211035e-176,-0.630644244181575,0.599,0.828,1.29993064746325e-171
"Myo1e",4.65525607586535e-174,0.423991067882321,0.843,0.531,8.00424729684289e-170
"Rps13",4.13830814967526e-173,-0.345548980166844,0.99,0.995,7.11540703255165e-169
"Wfdc17",4.85989527233139e-173,0.613753746452284,1,0.996,8.35610393124659e-169
"Capg",7.01514424510283e-173,0.376404984374336,0.991,0.985,1.20618390150298e-168
"Nrp2",1.35628790525064e-172,0.418711410125169,0.963,0.859,2.33200142428795e-168
"Rpl21",1.08033237014936e-170,-0.388174827221441,0.974,0.993,1.8575234772348e-166
"Fam129b",6.51375519915239e-168,0.383109844783128,0.935,0.717,1.11997506894226e-163
"Mmp13",1.42579433605281e-167,1.26404182838833,0.509,0.153,2.4515107814092e-163
"Csf2rb",3.80324366613946e-166,0.520632314709179,0.99,0.991,6.53929715956019e-162
"Rpl37",4.81117944325882e-166,-0.386945572306621,0.991,0.998,8.27234193473922e-162
"Hk3",4.39942789000839e-165,0.348094899172726,0.824,0.488,7.56437631408043e-161
"Rps25",3.27163803161101e-164,-0.339368870423166,0.982,0.989,5.62525443155197e-160
"Rpl11",1.35575514278118e-163,-0.412881568649149,0.976,0.994,2.33108539249796e-159
"Gpx1",4.50961608966317e-163,0.374399368319196,0.997,0.996,7.75383390456686e-159
"Tpt1",1.27781067958741e-162,-0.337264786789983,0.999,0.999,2.19706768248258e-158
"Fam20c",2.08685214516092e-162,0.466501818711835,0.912,0.729,3.58813357838968e-158
"Slc43a2",1.02397249860274e-160,-0.495480077049003,0.833,0.931,1.76061831409756e-156
"Ramp1",1.73985324925514e-160,-0.455121733910275,0.456,0.738,2.99150367676929e-156
"Cd200",8.02015173560723e-160,0.295227023264619,0.395,0.071,1.37898488942031e-155
"Tpm1",2.05784713487375e-159,0.362107374021012,0.785,0.438,3.53826236370192e-155
"Itgb3",2.10401921080238e-159,0.424365520848666,0.385,0.067,3.61765063105361e-155
"Rplp2",3.07118052298474e-159,-0.276340882453249,0.997,0.999,5.28058779121996e-155
"Rpl14",9.51022300401782e-159,-0.364176935347905,0.979,0.989,1.63518774331082e-154
"Qpct",3.61077743691345e-158,0.333634369210164,0.643,0.274,6.20837072502899e-154
"Angptl2",7.40689617815015e-158,0.396578090349536,0.661,0.277,1.27354172887114e-153
"Rpl18",6.43467706961908e-157,-0.392442890205334,0.983,0.992,1.1063783753503e-152
"Srgn",9.52761677121318e-157,0.541757987698895,0.932,0.723,1.63817842764239e-152
"Chil3",1.39010074254461e-156,-1.27305453394144,0.636,0.813,2.3901392167312e-152
"Pttg1ip",2.82021942866626e-156,0.38576925745347,0.949,0.828,4.84908528564876e-152
"Cybb",9.0738931292761e-156,0.552404448434038,0.992,0.969,1.56016518464773e-151
"H3f3b",1.06335503836324e-154,-0.330336233476597,0.988,0.998,1.82833265296176e-150
"Lsp1",1.90700393352757e-154,-0.423676945375191,0.856,0.959,3.2789025633073e-150
"Apbb2",2.48352742352268e-153,0.252316202270075,0.589,0.22,4.27017705200489e-149
"Klf9",4.07192657835958e-153,0.349518460825699,0.717,0.375,7.00127055883147e-149
"F3",1.58634696139342e-151,0.279669808559799,0.295,0.022,2.72756496541985e-147
"Clic4",2.62307805155733e-151,0.400022281288024,0.932,0.799,4.51012040184767e-147
"Rpl26",3.47502463143204e-151,-0.373073225134779,0.984,0.994,5.97495735128425e-147
"Rpl6",2.71877483836506e-150,-0.385268829621259,0.979,0.995,4.67466145708488e-146
"Fam49b",5.15097900550759e-150,-0.376112051746487,0.795,0.894,8.85659330206975e-146
"Rassf4",1.00406370972547e-149,-0.42340269468725,0.72,0.868,1.72638714250197e-145
"Rab32",1.25520016853996e-149,-0.386259538624306,0.542,0.753,2.15819116978761e-145
"Lyz2",3.23158309335218e-147,-0.453559289327044,1,1,5.55638397070975e-143
"Lrpap1",4.82665918405016e-147,0.55686791018754,0.97,0.884,8.29895780105584e-143
"Il6st",9.92748427664182e-147,0.346590476589983,0.762,0.426,1.70693164652579e-142
"Soat1",8.9523301577958e-145,0.295377835518978,0.989,0.98,1.53926364733141e-140
"Creg1",1.65882506321726e-144,0.360137771926714,0.992,0.984,2.85218381369575e-140
"Cox4i1",8.93729742364287e-144,-0.274831641449337,0.991,0.996,1.53667891902115e-139
"Rpl27a",9.56353114465205e-144,-0.346904295683601,0.993,0.997,1.64435354501147e-139
"Mgst1",1.25037479285264e-143,-0.403234625713948,0.766,0.869,2.14989441883084e-139
"Plaur",2.42068208448479e-143,0.418261538924156,0.967,0.886,4.16212077606315e-139
"Gm1673",7.35072426520567e-143,-0.438964717846375,0.135,0.437,1.26388353015946e-138
"Prdx5",1.81670116538737e-141,-0.408919208977711,0.972,0.989,3.12363598376705e-137
"Ifrd1",2.3144889248245e-141,0.377696814316377,0.867,0.615,3.97953225734324e-137
"Arhgdib",2.35062503206203e-141,-0.309194634430155,0.975,0.989,4.04166468012745e-137
"Rpl23",4.42142361979125e-141,-0.324937993647362,0.996,1,7.60219577186907e-137
"Rps3",7.05324788570645e-140,-0.386273111387271,0.978,0.99,1.21273544146837e-135
"Ywhah",3.62447640328867e-139,0.325806517419047,0.982,0.941,6.23192472781453e-135
"Ier3",3.06055288050099e-138,-0.56920114010524,0.701,0.847,5.2623146227334e-134
"Rpl36a",3.6297587319163e-138,-0.378751176015591,0.955,0.977,6.24100716365689e-134
"Adipor2",7.0392517666923e-138,-0.455174509389842,0.778,0.87,1.21032894876507e-133
"Rpl22l1",7.93814129481929e-136,-0.42512552741517,0.679,0.831,1.36488401423123e-131
"Taldo1",1.12877714971467e-135,-0.305365162425077,0.968,0.986,1.94081943121941e-131
"Rpl8",1.22644506291929e-135,-0.296517104437104,0.988,0.996,2.10874964118343e-131
"Fcgr2b",2.08866546651081e-135,-0.499085452803844,0.779,0.929,3.59125140311869e-131
"Olfm1",4.9245603905943e-134,0.417518326915369,0.845,0.58,8.46728913558784e-130
"Atp6v1e1",6.35607210331685e-134,0.339117337551744,0.99,0.976,1.0928630374443e-129
"Mcf2l",9.9910883828474e-134,0.258490445233297,0.524,0.185,1.71786773654678e-129
"Rpl15",2.19186897262355e-133,-0.41615677486598,0.967,0.983,3.76869951152892e-129
"Ccl3",9.35977588848218e-133,0.7118066401098,0.774,0.499,1.60931986626563e-128
"Pilra",2.77284324645075e-132,-0.353769048619664,0.339,0.626,4.76762667794742e-128
"Zyx",3.95817005307355e-131,0.655832919305086,0.922,0.798,6.80567758925465e-127
"Sirpb1c",7.01013633602075e-131,-0.354983771639551,0.31,0.578,1.20532284161541e-126
"Myl12b",8.66893614918498e-131,-0.305120861523675,0.904,0.951,1.49053688149087e-126
"H3f3a",9.99227731795434e-131,-0.265376507183888,0.993,0.999,1.71807216204907e-126
"Emilin2",1.24721513151051e-130,-0.436658797588753,0.888,0.924,2.14446169711916e-126
"Tspan3",1.89937347334968e-130,0.349060151311663,0.701,0.383,3.26578275007744e-126
"Ptpn6",4.08789079097539e-130,-0.340275100501293,0.745,0.859,7.02871942600308e-126
"Ear2",8.64967616014522e-129,-0.718187912485098,0.096,0.359,1.48722531897537e-124
"Vasp",1.06583793384041e-127,-0.349961661421074,0.767,0.871,1.8326017434452e-123
"Rhob",2.02484095027699e-126,0.397187014582847,0.888,0.666,3.48151152990626e-122
"Cd47",8.70466319259719e-126,-0.36077935910452,0.922,0.948,1.49667978933516e-121
"Anpep",3.17781280976031e-125,0.334090467137338,0.907,0.688,5.46393134510187e-121
"Arhgap10",3.97278367035615e-125,0.282120155312885,0.743,0.428,6.83080424281037e-121
"Slc6a8",5.69388663016713e-125,0.309085891990934,0.669,0.344,9.79006867190936e-121
"Cox7a2l",1.27790912503861e-122,-0.445804297205302,0.888,0.944,2.19723694959138e-118
"Azin1",2.91965046568813e-122,0.351604784543784,0.903,0.684,5.02004701070417e-118
"Rps17",3.46544747569277e-122,-0.276137094248272,0.977,0.99,5.95849038970616e-118
"Ptpn1",9.07580236947015e-122,-0.419181174939685,0.888,0.945,1.5604934594067e-117
"Lhfpl2",1.02711947974502e-121,0.501762147813095,0.846,0.658,1.76602923347358e-117
"Uchl1",1.13192505018414e-121,0.322574960959882,0.368,0.089,1.94623193128662e-117
"Egr2",1.85338514663852e-121,0.315064432959069,0.681,0.355,3.18671042113028e-117
"Il18",2.49494526402513e-121,-0.325943054723063,0.141,0.399,4.2898088869648e-117
"Rpl35",1.4476544998268e-120,-0.301022162913174,0.963,0.986,2.4890971470022e-116
"Gngt2",1.71101986147315e-120,-0.353421024075872,0.704,0.856,2.94192754981694e-116
"Rps21",2.39864132480792e-120,-0.288632323607353,0.989,0.998,4.12422389387474e-116
"Tmbim6",4.61340014702876e-120,-0.270887650685446,0.969,0.986,7.93228021280125e-116
"Chst11",1.52251563166427e-119,0.256649327871312,0.481,0.172,2.61781337708354e-115
"Rgcc",6.38657364381752e-119,0.266182045794837,0.573,0.246,1.09810747231798e-114
"Pld4",7.77322351791548e-119,-0.354344755633077,0.311,0.588,1.33652805167039e-114
"Ms4a6c",4.82042768610463e-118,-0.468526384668866,0.15,0.412,8.2882433634883e-114
"Pgap2",3.68912838488645e-117,0.332050685853584,0.82,0.604,6.34308734497376e-113
"N4bp1",4.03988222370649e-117,-0.350041580828405,0.67,0.8,6.94617349544093e-113
"Alas1",1.08405267035606e-116,0.381319908565688,0.943,0.822,1.86392016141021e-112
"Basp1",3.00572807353695e-116,0.318491690417456,0.984,0.927,5.16804884963944e-112
"Cd52",8.37341277850061e-116,0.670233802892203,0.994,0.984,1.4397245931354e-111
"Atp5h",1.06975671257426e-115,-0.266426515459467,0.956,0.977,1.83933969160018e-111
"Rpn1",2.01733595573838e-115,0.331961773732746,0.978,0.927,3.46860744229657e-111
"Ptbp3",1.12226304955332e-114,-0.318076026513055,0.941,0.966,1.92961908740199e-110
"Cd300c2",4.45130355680654e-114,0.345634559845852,0.963,0.917,7.65357133557317e-110
"Ccl2",5.080273915157e-114,0.719164321502292,0.875,0.637,8.73502296972095e-110
"Ffar2",1.11245908800387e-113,-0.27328731998924,0.057,0.286,1.91276215591385e-109
"Rpl23a",1.05424696813856e-112,-0.254401755325762,0.987,0.995,1.81267223701744e-108
"Tcirg1",2.60167046536455e-112,0.319042648580311,0.952,0.872,4.4733121981478e-108
"Fpr2",2.67553627649024e-112,-0.393457221827552,0.226,0.486,4.60031707379732e-108
"Pnrc1",2.45109208938887e-111,-0.335165535011827,0.634,0.776,4.21440773849522e-107
"St3gal5",6.37206075453564e-111,0.250808888073367,0.498,0.189,1.09561212613486e-106
"Lpcat2",1.90104606702522e-110,-0.334028165887618,0.407,0.62,3.26865860764316e-106
"Mtpn",1.67653551111963e-109,0.287061861572782,0.981,0.958,2.8826351578191e-105
"Ccl4",2.53664894480387e-107,0.835687627749272,0.711,0.421,4.36151419569578e-103
"Hacd4",8.9085462573371e-107,-0.352255964696547,0.725,0.828,1.53173544348654e-102
"Sod2",9.43255159174325e-107,-0.376996192047063,0.8,0.874,1.62183292068433e-102
"H2-K1",2.53452983482571e-106,-0.310408891859421,0.975,0.987,4.35787059799933e-102
"C5ar1",6.41592374820362e-106,-0.347744187363901,0.233,0.5,1.10315392926613e-101
"Lgals1",2.84261125021799e-105,0.364257026159059,0.99,0.977,4.88758578362481e-101
"Lilr4b",5.29204553018901e-105,0.294389280969479,0.985,0.963,9.09914308460698e-101
"Cd68",5.70602100649679e-105,-0.313269284027015,0.946,0.981,9.81093251857057e-101
"Gpr141",1.16384870217222e-104,-0.347776514440949,0.694,0.819,2.00112145851491e-100
"Lasp1",3.71720391982043e-104,0.290845569233778,0.965,0.894,6.39136041973924e-100
"Actn1",3.80339224969334e-103,0.288828339599282,0.908,0.757,6.53955263412273e-99
"Hist1h2bc",3.08666403112356e-102,0.344068592321573,0.766,0.502,5.30721013511385e-98
"Anp32a",1.6402820016257e-100,-0.286950169888738,0.663,0.786,2.82030087359523e-96
"Ptpre",1.08294587049718e-99,0.327192708252398,0.964,0.911,1.86201712973285e-95
"Clec1b",2.73890335478909e-99,0.279168569409002,0.658,0.356,4.70927042822436e-95
"Wfdc18",7.15787495304954e-99,0.263091648650647,0.529,0.234,1.23072501942734e-94
"Prkcb",9.2494603331417e-99,0.367404817381896,0.505,0.243,1.59035220968038e-94
"Hmgcs1",3.22997335923077e-98,-0.432189345315503,0.696,0.801,5.55361619386138e-94
"Eif3f",1.24614564386061e-97,-0.311173040903655,0.893,0.932,2.14262282005393e-93
"Rpl9",3.30619301276697e-96,-0.305934978676154,0.979,0.992,5.68466826615152e-92
"Ms4a7",4.71344349503133e-96,-0.491868963438896,0.344,0.561,8.10429474535688e-92
"Serp1",2.22594454606162e-95,-0.288979315398969,0.965,0.982,3.82728905249836e-91
"Gng11",4.56720067253513e-95,0.259034282213448,0.351,0.11,7.85284483635691e-91
"Rpl29",5.69629610917919e-95,-0.278519040949496,0.967,0.984,9.7942115301227e-91
"Cops9",3.54740093838612e-94,0.267272008129526,0.979,0.966,6.09940117346109e-90
"Smpdl3a",4.51809039538682e-93,-0.381769512045423,0.687,0.811,7.7684046258281e-89
"Mindy1",1.10116071427177e-92,0.262365964708983,0.859,0.626,1.89333573211888e-88
"Tnfaip2",1.60468835580397e-92,-0.359659270945266,0.939,0.967,2.75910115896934e-88
"Jund",1.48129464771261e-91,0.303152999417775,0.981,0.964,2.54693801727706e-87
"Emb",1.97763724107982e-91,-0.357270248535398,0.94,0.958,3.40034947231264e-87
"Stk17b",6.25017360227848e-91,-0.304655533699884,0.655,0.773,1.07465484917576e-86
"Tmem189",8.50861287155416e-91,0.252308575774006,0.964,0.882,1.46297089713502e-86
"Clec4a2",1.99633525734609e-90,0.30350358961984,0.941,0.842,3.43249884148087e-86
"Dmxl2",3.94363100920808e-90,-0.310244839304276,0.734,0.825,6.78067915723237e-86
"Picalm",1.21124104032973e-89,-0.289376078034989,0.884,0.928,2.08260784474293e-85
"Rpl13a",1.51777791373143e-89,-0.300206418579553,0.717,0.792,2.60966734486981e-85
"Bhlhe41",5.88483556246234e-89,0.30989163796132,0.913,0.764,1.01183862660978e-84
"Cd300ld",8.24702804459721e-89,0.37894488766085,0.707,0.459,1.41799400198804e-84
"Polr2l",1.42333161696706e-88,0.282600232731207,0.721,0.483,2.44727638221316e-84
"Sorl1",3.94331172990737e-88,-0.262101939395605,0.148,0.374,6.78013018840273e-84
"Fkbp11",4.39547189706155e-88,0.273404948533191,0.64,0.362,7.55757437980764e-84
"Cd274",5.26497996797084e-88,0.306785551162307,0.88,0.715,9.05260655692906e-84
"Ifi27l2a",2.29054024671532e-87,-0.523822023981685,0.382,0.593,3.93835490020232e-83
"Ybx3",3.00263836865049e-87,0.259663680838457,0.86,0.674,5.16273641105765e-83
"Plpp3",1.62257007175471e-86,0.294939177348912,0.453,0.197,2.78984698137505e-82
"Slpi",2.14647476014405e-86,-0.472921864464552,0.382,0.589,3.69064870259169e-82
"Slamf7",3.54369052584696e-86,0.259075247542636,0.816,0.557,6.09302149014126e-82
"Baz1a",4.28035280155572e-86,-0.291157769475096,0.637,0.757,7.3596386069949e-82
"Malt1",4.75658519144047e-85,0.357373442797271,0.864,0.67,8.17847257816274e-81
"Cd63",1.0791663111198e-84,0.264478890792863,0.998,0.986,1.85551855533938e-80
"Pycard",1.40256706936075e-84,-0.29045197294721,0.944,0.965,2.41157381905887e-80
"Hif1a",1.51401423911455e-84,-0.332336008215268,0.786,0.863,2.60319608273356e-80
"Vim",4.73904846767111e-84,0.261259148466698,0.999,0.999,8.14831993531371e-80
"Fdps",2.47153672456781e-83,-0.356309340484611,0.508,0.66,4.2495602442219e-79
"Atp13a2",7.47528838543639e-83,-0.274775645391861,0.842,0.888,1.28530108499193e-78
"Dab2",3.32189707270812e-82,-0.389112579523803,0.913,0.949,5.71166982681435e-78
"Eif3k",3.76910564903303e-82,-0.273405509174524,0.876,0.913,6.4806002529474e-78
"Rpl32",1.42388854714638e-81,-0.265365269336894,0.993,0.997,2.44823396796349e-77
"Kctd12",3.68194799142897e-81,-0.341527233082376,0.777,0.853,6.33074137646297e-77
"Itgam",1.9802681383142e-80,0.26407077609963,0.992,0.979,3.40487303701743e-76
"Pld3",3.0882244932981e-80,0.251454435287424,0.977,0.943,5.30989319377676e-76
"Aldoc",3.96457378588314e-80,-0.304945717938792,0.464,0.633,6.81668816744746e-76
"Sidt2",4.02420934078464e-80,-0.261655413711466,0.815,0.874,6.91922554054512e-76
"Eef1b2",4.95219398822404e-80,-0.284135507394321,0.954,0.973,8.51480234335241e-76
"Hvcn1",6.2129612375111e-80,0.268257700478455,0.961,0.874,1.06825655517766e-75
"Fcgrt",6.67465220336196e-80,-0.271570914467133,0.216,0.419,1.14763969984606e-75
"Znrf2",1.41320312853544e-79,0.309411156691523,0.907,0.81,2.42986145920383e-75
"Lmo4",1.52299070910497e-79,-0.357860286921137,0.522,0.667,2.61863022523508e-75
"Glrx",6.49605600364439e-79,-0.310521915731255,0.718,0.797,1.11693186926662e-74
"Trps1",7.51425793315485e-79,-0.289084176430757,0.524,0.672,1.29200150902665e-74
"Hmgb1",1.58581982573044e-78,-0.25771839280839,0.895,0.933,2.72665860836093e-74
"Idi1",1.79847042924553e-78,-0.331486816045353,0.427,0.592,3.09229005604476e-74
"Atp6v0d2",5.14124748650658e-78,0.288677264353396,0.988,0.934,8.83986092829941e-74
"Pcyt1a",1.31271236378919e-77,0.322274705314168,0.86,0.709,2.25707763829914e-73
"Ifngr1",1.51502286657128e-77,-0.343750478346021,0.716,0.787,2.60493031678266e-73
"Pnp",1.69958946087548e-77,-0.295789944629553,0.809,0.858,2.9222741190293e-73
"Inhba",3.15666657344111e-77,0.522409787750217,0.502,0.254,5.42757250637464e-73
"Gapdh",3.56000183486115e-77,-0.290880731394246,0.993,0.996,6.12106715486026e-73
