"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Crip1",2.4803200244717e-22,1.55604048149482,0.595,0.255,4.26466225007664e-18
"Rps14",2.94695791373838e-22,0.461500314620811,1,1,5.06699943688178e-18
"Ppt1",3.26674980145384e-22,-0.658528007088499,0.746,0.913,5.61684960861974e-18
"Klhl24",3.7876908830907e-22,0.365113194873089,0.476,0.118,6.51255570438615e-18
"Pts",3.83908494395124e-22,0.604972839662531,0.773,0.397,6.60092265262977e-18
"Ifngr1",2.73006697842803e-21,0.817155965326855,0.919,0.647,4.69407716270915e-17
"Rpl10",4.93864797604855e-21,0.53232147080336,0.984,0.998,8.49151133001787e-17
"Emp1",6.06456432550366e-21,-0.744373023880267,0.135,0.505,1.0427411901271e-16
"Cd14",1.99655699479438e-20,0.573776045930467,0.541,0.17,3.43288009684946e-16
"Pfn1",3.05056170623968e-20,-0.419555789079628,0.995,0.993,5.2451357977085e-16
"mt-Cytb",4.60326440501493e-20,0.391311791867711,0.995,1,7.91485281798268e-16
"Gm42418",5.66896535772054e-20,0.780527461657645,1,1,9.74721903606469e-16
"Eif5a",8.99475613716387e-20,-0.651162037299829,0.951,0.983,1.54655837022396e-15
"Rpl17",1.02431769475871e-19,0.405527979708845,0.995,1,1.76121184436812e-15
"Cish",1.23809602816459e-19,-0.594165728959454,0.73,0.963,2.1287823108262e-15
"Eef1a1",1.44427848405938e-19,0.463646470766526,1,1,2.48329242549171e-15
"Hpgds",1.56000369606402e-19,-0.604459880238963,0.227,0.58,2.68227035501248e-15
"Atp6v0a1",1.7325904414317e-19,-0.592837222771631,0.789,0.917,2.97901600499766e-15
"Tbxas1",2.59134067002708e-19,0.497882984352887,0.751,0.373,4.45555114804455e-15
"Rpl9",2.82918370927299e-19,0.383977665009028,1,1,4.86449846972398e-15
"Rps23",5.28464526278266e-19,0.391236638694341,0.995,1,9.08641906482851e-15
"Rps3a1",5.37459464180126e-19,0.337466845986278,1,1,9.24107802711308e-15
"Cfl1",5.58237285384426e-19,-0.394614259716162,0.984,0.993,9.59833188489982e-15
"Ftl1",7.49567208079299e-19,-0.594457093316861,1,1,1.28880585757155e-14
"Naca",8.01631679968813e-19,0.426004748519345,0.989,0.989,1.37832551053838e-14
"S100a9",8.20770839511987e-19,-0.647700726513726,0.632,0.941,1.41123338145691e-14
"Rcbtb2",8.62073627971223e-19,0.681377936979616,0.811,0.499,1.48224939593372e-14
"Txnip",1.32243623580196e-18,0.96662226941065,0.941,0.784,2.27379686383789e-14
"Fn1",1.6240534475129e-18,1.33895317006962,0.778,0.521,2.79239749765369e-14
"Wfdc21",1.87276472633164e-18,-0.975941531831722,0.73,0.974,3.22003167045463e-14
"Nt5dc2",2.10469586523991e-18,-0.8253807120127,0.405,0.682,3.6188140706935e-14
"Anxa5",4.88466040036376e-18,-0.530103019903921,0.946,0.983,8.39868509238544e-14
"Tpt1",4.9492598523657e-18,0.326791836408345,1,1,8.50975739015759e-14
"Cstb",5.65434126642142e-18,-0.601741097264527,0.984,0.989,9.72207437348498e-14
"N4bp2l1",1.31292338745618e-17,0.313786066882479,0.497,0.155,2.25744047239216e-13
"Uqcrh",1.63791333960732e-17,0.419660322207425,0.995,0.972,2.81622819612082e-13
"Sdc4",1.77769910226423e-17,-0.860970235435351,0.157,0.492,3.05657583643311e-13
"2010005H15Rik",1.81718968623151e-17,-1.63212669834319,0.638,0.826,3.12447594650646e-13
"Serp1",1.84118701214563e-17,-0.487798506193945,0.957,0.985,3.16573694868319e-13
"Lcp1",3.02040762364065e-17,-0.455299192585968,0.984,0.998,5.19328886808774e-13
"Rps3",4.20073567395138e-17,0.361169831564828,1,0.996,7.222744917792e-13
"F13a1",4.53156058290171e-17,-0.861237219725991,0.395,0.745,7.7915652662412e-13
"Dhrs3",5.79354482430451e-17,0.400498104567489,0.551,0.203,9.96142097090917e-13
"Vegfa",1.38260820624716e-16,0.339040570334037,0.276,0.05,2.37725654982136e-12
"Btg1",2.18777373619079e-16,0.634568565380067,0.968,0.919,3.76165816200645e-12
"Prcp",2.2894825338302e-16,0.486328558274623,0.854,0.532,3.93653626866765e-12
"Ccr2",2.83818977721835e-16,0.82932828106788,0.93,0.869,4.87998350294923e-12
"S100a4",3.70174723214388e-16,-0.688439540066037,0.897,0.98,6.3647841909482e-12
"Plek",4.98594787181398e-16,-0.725951022990652,0.849,0.956,8.57283877079695e-12
"mt-Atp6",6.50326036625726e-16,0.291573558725806,1,1,1.11817058737427e-11
"Gm5483",8.43068957430088e-16,-1.48410964393129,0.708,0.891,1.44957276540529e-11
"Msr1",9.74772610027813e-16,-0.842781459898943,0.654,0.821,1.67602402568182e-11
"Rpl5",1.22611979311109e-15,0.349899507734649,0.995,0.991,2.1081903722752e-11
"AA467197",1.86909796021444e-15,1.15153031889244,0.73,0.521,3.2137270327927e-11
"2010111I01Rik",1.89527494650611e-15,-0.612609841086429,0.535,0.741,3.25873574302261e-11
"Rasa2",2.01282621564736e-15,-0.543230258837145,0.47,0.697,3.46085339518407e-11
"Ypel3",2.4430065633381e-15,0.639510585815545,0.843,0.588,4.20050548500352e-11
"Bmf",2.52376070724446e-15,0.286476544817545,0.389,0.109,4.33935416003612e-11
"Csf3r",2.57393088034227e-15,-0.510617982972555,0.319,0.63,4.42561675566051e-11
"Sec61b",3.12687991994892e-15,0.581575220101255,0.989,0.98,5.37635733436017e-11
"Tcf7l2",3.36895001534207e-15,0.423750513054245,0.551,0.224,5.79257265637916e-11
"Evl",3.85010071979469e-15,0.352382288131495,0.551,0.224,6.61986317761499e-11
"Slamf9",4.0963168538917e-15,0.260627391797025,0.373,0.105,7.0432071985814e-11
"Clec4d",4.26535780056016e-15,-0.752747552748657,0.67,0.821,7.33385620228313e-11
"Lst1",4.65683679528776e-15,-0.563083098487354,0.881,0.943,8.00696518581777e-11
"Prdx5",4.77016242305569e-15,0.471670779159574,0.989,0.989,8.20181727020195e-11
"Rpl11",7.09709653780906e-15,0.349295152240765,1,0.996,1.22027477871089e-10
"Snx2",7.8251346108065e-15,-0.625981675057813,0.849,0.9,1.34545364498207e-10
"Rpl24",8.777111215256e-15,0.332813475914207,0.995,0.996,1.50913650235112e-10
"Cytip",1.24248040735775e-14,0.512065162785095,0.659,0.349,2.13632081241092e-10
"Rgs2",1.32444053847498e-14,0.667184535983143,0.735,0.444,2.27724306185388e-10
"Idh1",1.59871359310641e-14,0.505132014346035,0.773,0.492,2.74882815198716e-10
"Tes",2.15015069043487e-14,-0.521915724760625,0.519,0.754,3.69696909713372e-10
"Fth1",2.56753214487387e-14,-0.682779717683736,1,1,4.41461476989614e-10
"Spp1",2.84524423013281e-14,-1.18297823276953,0.665,0.893,4.89211292929036e-10
"Smpdl3a",3.12878436759111e-14,0.679497421009946,0.751,0.488,5.37963184163615e-10
"Fau",3.13309789147626e-14,0.348214895445094,1,1,5.38704851460429e-10
"Pfdn5",3.1777531726316e-14,0.366717470964369,0.973,0.98,5.46382880502278e-10
"Rps18",3.68554458147186e-14,0.359267897242991,1,0.998,6.33692535338271e-10
"Eef1b2",3.83439656722443e-14,0.378243843040789,0.989,0.989,6.59286145768569e-10
"Plaur",4.99272604116688e-14,-0.602629827633681,0.703,0.882,8.58449315518232e-10
"Cdk18",5.65297083226453e-14,-0.480207982755517,0.265,0.521,9.71971804899564e-10
"Ccl9",5.72468112028214e-14,0.687461863795307,0.859,0.68,9.84301671821311e-10
"Pla2g12a",5.81673543593653e-14,-0.438721489821448,0.227,0.521,1.00012949085493e-09
"Upp1",1.0649212400157e-13,-0.529781276134889,0.492,0.734,1.83102558008299e-09
"Plec",1.18629368736137e-13,-0.515496892153805,0.843,0.917,2.03971336604914e-09
"Trem2",1.27355930767367e-13,0.610981415120433,0.849,0.649,2.18975787361412e-09
"Lilr4b",1.45647617187408e-13,-0.566794592205355,0.854,0.919,2.50426512992029e-09
"Rpl7",1.45775333216764e-13,0.301737455146457,1,0.998,2.50646107932905e-09
"Rin3",1.48956787525784e-13,0.43443777962513,0.795,0.508,2.56116300471832e-09
"Rpl7a",1.81573007238622e-13,0.324081790641932,0.989,0.989,3.12196628646087e-09
"Actb",2.02060064953183e-13,-0.318561441228338,1,1,3.47422075680502e-09
"Vcan",2.03972878271171e-13,-0.818553117618121,0.557,0.771,3.50710966899451e-09
"Tnip3",2.12769179161358e-13,0.425658197489065,0.33,0.094,3.65835326650039e-09
"Rps9",2.44882437657476e-13,0.361857933218104,0.995,1,4.21050863308265e-09
"Dab2",3.17518572533111e-13,-0.763743507712093,0.795,0.858,5.4594143361343e-09
"Mmp8",3.23649225466244e-13,-0.817404348458886,0.903,0.972,5.5648247826666e-09
"Fabp5",3.35745209502888e-13,-1.32362734336274,0.778,0.922,5.77280313219265e-09
"Npm1",3.58620412577476e-13,0.419782594185525,0.995,0.937,6.16611937385712e-09
"Unc93b1",4.21503844516119e-13,0.620318932272556,0.935,0.797,7.24733710261014e-09
"mt-Nd4",4.40240337165431e-13,0.257555869844694,0.995,1,7.56949235722243e-09
"Ly86",5.15735409378535e-13,0.299579000521641,0.195,0.028,8.86755462885454e-09
"AY036118",5.37806249245025e-13,0.545231785046748,0.935,0.789,9.24704064951896e-09
"Bcl2l1",5.54418174261406e-13,-0.51172647245423,0.395,0.617,9.53266608825062e-09
"Rack1",5.72949247394958e-13,0.291147722017897,0.995,0.993,9.8512893597089e-09
"Lat2",6.03993129907908e-13,-0.480269620550575,0.443,0.682,1.03850578756366e-08
"Atp5g2",6.13039994660196e-13,0.384011393432181,0.973,0.963,1.05406096681874e-08
"Lpar6",6.30651272153312e-13,0.56279600667842,0.595,0.318,1.08434179734041e-08
"Cdkn1b",7.29619865524202e-13,0.363210498411539,0.6,0.301,1.25450839678231e-08
"Arpc5",8.20815892299524e-13,-0.382016137845521,0.973,0.989,1.4113108452198e-08
"Fam129a",8.96927170608694e-13,0.388287001989321,0.773,0.471,1.54217657714459e-08
"Rplp0",1.14387748876354e-12,0.27929404580987,1,1,1.96678295418003e-08
"Sowahc",1.27087109180707e-12,0.319825724647558,0.432,0.161,2.18513575525307e-08
"Enah",1.33248282352815e-12,-0.470239037440183,0.503,0.743,2.2910709667743e-08
"Rpl15",1.57463473404672e-12,0.321751715953297,0.989,0.991,2.70742696171993e-08
"Rpl34",1.91734676501748e-12,0.29415592188371,1,0.998,3.29668602777106e-08
"Pkm",1.97600163137032e-12,-0.347217669266319,0.978,0.987,3.39753720497812e-08
"Rps27",2.15629709502505e-12,0.363590093367001,1,0.996,3.70753722518607e-08
"Capn2",2.75261904625764e-12,-0.494196581574286,0.573,0.745,4.73285318813539e-08
"Rpl26",2.98177667843241e-12,0.282760368538314,1,0.996,5.12686682089668e-08
"Rpl18a",3.22972984967893e-12,0.356111182456713,0.989,0.996,5.55319750353795e-08
"Snx10",3.43312657689819e-12,0.423208115903194,0.849,0.647,5.90291783631874e-08
"Tmem176b",3.56873465696478e-12,0.552983984666445,0.151,0.015,6.13608236918524e-08
"S100a8",4.5462805254172e-12,-0.640693435186972,0.822,0.976,7.81687473540234e-08
"Rpl32",4.56669249706931e-12,0.300768222447849,1,1,7.85197107946097e-08
"Coro2a",8.27857835774974e-12,-0.495147994583512,0.762,0.878,1.42341876283149e-07
"Eif3f",8.30500693282582e-12,0.35074202088409,0.978,0.956,1.42796289203007e-07
"Egr1",9.40009995141282e-12,0.563931459952325,0.692,0.423,1.61625318564592e-07
"Rpl35",9.48875637377409e-12,0.29521435264501,1,0.991,1.63149677090672e-07
"Unc119",9.73234378252127e-12,0.416672757647725,0.859,0.68,1.67337918996671e-07
"Rps4x",1.07018979098269e-11,0.294488746030611,1,1,1.84008432661564e-07
"Clec2i",1.08721554758057e-11,0.263518103114355,0.362,0.124,1.86935841251003e-07
"Ccl7",1.12863176102397e-11,-0.639543973747126,0,0.214,1.94056944990461e-07
"Lasp1",1.13355646606481e-11,-0.4364277013826,0.778,0.902,1.94903698775183e-07
"Pomp",1.31373890847797e-11,-0.392238929693232,0.919,0.967,2.25884267923703e-07
"Arpc1b",1.37336145607677e-11,-0.251965682869354,0.995,0.998,2.36135768757839e-07
"Gpx4",1.6267518033601e-11,0.308193648179388,0.989,0.993,2.79703705069736e-07
"Cox8a",1.88601455819494e-11,0.291158576490663,0.984,0.996,3.24281343136038e-07
"Thbs1",2.03202357622159e-11,0.598053342404035,0.914,0.73,3.49386133695541e-07
"Cyth4",2.07734321107396e-11,0.391294630429874,0.881,0.669,3.57178391712057e-07
"Cmklr1",2.18037830729748e-11,-0.432428994607898,0.254,0.49,3.74894246156729e-07
"Pcbp2",2.25152735156053e-11,0.394905359615,0.968,0.969,3.87127612827317e-07
"Rbms1",2.25253766535635e-11,-0.435799578459039,0.973,0.98,3.87301326181371e-07
"Cyp4f18",2.49566278036265e-11,0.467162772374152,0.735,0.477,4.29104258455555e-07
"Ier3",3.01218340237746e-11,-0.506540969798121,0.843,0.939,5.17914814204781e-07
"Btg2",3.69300659822501e-11,0.531427453856557,0.843,0.573,6.34975554498808e-07
"Slc15a3",3.8416149809669e-11,0.423686945230843,0.832,0.525,6.60527279827449e-07
"Eif3e",3.92803921312954e-11,0.391701419449148,0.957,0.9,6.75387062305492e-07
"Abcd2",4.63070026683915e-11,0.350696480954506,0.568,0.281,7.96202603880324e-07
"Tiam1",4.87010909507223e-11,-0.424774180105445,0.346,0.564,8.37366557806719e-07
"Id1",4.94305587451821e-11,-0.506356454242123,0.497,0.78,8.4990902706466e-07
"Retreg1",5.09250617513057e-11,0.275585500429156,0.384,0.153,8.75605511751949e-07
"Eps8",5.2566114309122e-11,-0.479593018571675,0.676,0.834,9.03821769431044e-07
"Rpl23",6.99335527819299e-11,0.260601339822307,1,0.996,1.2024375065325e-06
"Eif3k",7.54805316952087e-11,0.338027441870113,0.984,0.932,1.29781226196742e-06
"Lars2",7.55026066920148e-11,0.676792681222905,0.973,0.928,1.2981918194625e-06
"Amdhd2",7.67083730177856e-11,-0.435487806022081,0.573,0.745,1.31892376566781e-06
"Plxdc2",8.83329290779778e-11,0.665837892643172,0.708,0.512,1.51879638256675e-06
"Tuba1a",1.02600816084921e-10,-0.468926624457218,0.486,0.669,1.76411843176413e-06
"Rpl27a",1.22600549304739e-10,0.299511581348903,1,1,2.10799384474568e-06
"Ramp1",1.3189568532393e-10,0.447452492502653,0.881,0.739,2.26781441345965e-06
"Ap2s1",1.42986355631571e-10,-0.394395296465319,0.935,0.952,2.45850739872924e-06
"Hscb",1.61417720180294e-10,0.292850616903777,0.535,0.259,2.77541628077998e-06
"Calr",1.72353506366595e-10,-0.530745417386464,0.946,0.961,2.96344618846723e-06
"Rpl13a",1.73500577403682e-10,0.324110159818847,0.978,0.917,2.9831689278789e-06
"Cybb",1.74197599507435e-10,0.697854116007133,0.941,0.845,2.99515352593084e-06
"Fgd4",1.74232022106752e-10,0.410194994257253,0.627,0.364,2.99574538810349e-06
"Ripk3",1.79886779486338e-10,-0.374503642215391,0.297,0.525,3.09297328648809e-06
"Lcn2",1.84601100659697e-10,-0.949110398743933,0.497,0.739,3.17403132474282e-06
"Hsp90aa1",1.99595111062648e-10,-0.449180532120898,0.843,0.906,3.43183833961117e-06
"Ccnd1",2.29226067199865e-10,-0.612727328399663,0.27,0.538,3.94131299943449e-06
"Ndufa6",2.45304083276921e-10,0.362552043194278,0.946,0.869,4.21775840786337e-06
"Lrp1",2.46673788932524e-10,-0.495541720650571,0.816,0.915,4.24130912690582e-06
"Ccl4",2.99281052366606e-10,-1.61194339161964,0.162,0.394,5.14583841439143e-06
"Pilrb2",3.00700146225404e-10,0.276325289082977,0.551,0.288,5.1702383141996e-06
"Selenop",3.3387105857475e-10,0.461305922880264,0.73,0.462,5.74057898113426e-06
"Ier2",3.3599911781568e-10,0.508421235146767,0.827,0.61,5.7771688317228e-06
"Anxa2",3.72241275746905e-10,-0.353144421333663,0.968,0.989,6.40031649519228e-06
"Echs1",3.94789420050992e-10,0.308706313826213,0.735,0.455,6.78800928835675e-06
"Ear2",3.9899182167036e-10,0.728852704805018,0.384,0.163,6.86026538180017e-06
"Hgf",4.06278242605584e-10,-0.272463340425442,0.059,0.27,6.98554810336042e-06
"Rpl27",4.06611673269169e-10,0.322125376380407,0.984,0.972,6.99128111019009e-06
"Ctss",5.08126650886659e-10,0.473138963178565,0.984,0.978,8.73672963534522e-06
"Vim",5.41019502794494e-10,-0.498637173043362,0.984,0.998,9.30228933104853e-06
"Fam46a",5.50545886974786e-10,0.444250490994148,0.746,0.477,9.46608598064446e-06
"Rpl37",5.74190125177589e-10,0.27586607774344,1,0.998,9.87262501230346e-06
"Eif3m",6.05370799369658e-10,0.375919134529349,0.903,0.784,1.04087455243619e-05
"Rpl6",6.64061023363049e-10,0.27146346598189,1,0.998,1.14178652357043e-05
"Cdkn1a",6.66190532441881e-10,-0.559361944343368,0.816,0.911,1.14544800148057e-05
"Ltc4s",6.72460407850009e-10,0.258740299516844,0.449,0.198,1.15622842525731e-05
"AC149090.1",7.0237022647395e-10,0.287167304558103,0.757,0.442,1.20765536739931e-05
"Lgals1",7.15081932413685e-10,-0.60788082599205,0.843,0.902,1.22951187459209e-05
"Timp2",7.21192232866746e-10,-0.558713073536108,0.73,0.78,1.24001792519108e-05
"Cd81",7.25976283311407e-10,0.442246302949018,0.822,0.617,1.24824362152563e-05
"Ccl3",7.3892527630415e-10,-0.829144238186379,0.2,0.444,1.27050812007736e-05
"Ckap4",7.54913026171194e-10,-0.538955120451703,0.616,0.782,1.29799745719875e-05
"Cd300a",7.98353880580462e-10,0.315771719491918,0.562,0.292,1.37268966227005e-05
"Cux1",8.98244158930045e-10,-0.451534770955076,0.735,0.808,1.54444100686432e-05
"Mgst2",1.0048302401371e-09,0.462909241181584,0.849,0.627,1.72770511489173e-05
"Glrx",1.0104913337796e-09,-0.436592465749888,0.778,0.85,1.73743879930064e-05
"Slc25a5",1.07383251787213e-09,0.336672282558126,0.978,0.939,1.84634763122934e-05
"Nme1",1.13353167072026e-09,-0.385462915625222,0.827,0.935,1.94899435463642e-05
"Clec10a",1.17523533880943e-09,0.493721287482802,0.427,0.192,2.02069964154894e-05
"Tmem176a",1.19526445616837e-09,0.508197034602126,0.157,0.028,2.05513770593589e-05
"Gas7",1.25170812909977e-09,-0.37652151423738,0.654,0.797,2.15218695717414e-05
"Pdcd4",1.2572555317231e-09,0.262579713505773,0.405,0.176,2.1617251612447e-05
"Zfp36l2",1.26190287121048e-09,0.410978246725254,0.935,0.834,2.1697157967593e-05
"Nrip1",1.40638359275807e-09,0.258696804078538,0.632,0.359,2.41813594938822e-05
"Calm3",1.48187595353737e-09,-0.367166809036658,0.935,0.974,2.54793751451215e-05
"Uba52",1.57241000275881e-09,0.358708851740219,0.924,0.81,2.70360175874351e-05
"Rps16",1.57421971478722e-09,0.251653757331175,1,1,2.70671337760514e-05
"Use1",1.5746243079482e-09,0.407038576717624,0.919,0.767,2.70740903508614e-05
"Pold4",1.63033779267967e-09,0.432191009265646,0.908,0.834,2.80320280073343e-05
"Rps15a",1.76494177555899e-09,0.266215129542412,1,0.996,3.03464088889613e-05
"Kctd12",1.97362868399822e-09,0.459617263098012,0.87,0.686,3.39345715926655e-05
"Hspa5",2.16107198929661e-09,-0.568616296216503,0.865,0.915,3.71574717839659e-05
"Rps5",2.68562036382286e-09,0.270604800437777,1,1,4.61765565355703e-05
"Wfdc17",2.71407245094916e-09,-0.998772800368072,0.87,0.952,4.66657617216199e-05
"Ms4a3",3.01864162631689e-09,-0.519627425896248,0.097,0.318,5.19025241228927e-05
"F7",3.96211394002217e-09,-0.519930487228055,0.681,0.845,6.81245870847412e-05
"Adgre1",4.10214278366641e-09,-0.337735798643625,0.795,0.908,7.05322430223602e-05
"Stfa3",4.37752405547904e-09,-1.70714916373399,0.254,0.466,7.52671486099067e-05
"Arhgef10l",4.37829042983481e-09,-0.27295436352156,0.119,0.327,7.52803256505797e-05
"Sgk1",4.8931033964969e-09,0.415229506402405,0.443,0.214,8.41320197993677e-05
"Gadd45b",5.52760555576315e-09,-0.345595087531031,0.276,0.495,9.50416499257916e-05
"Nop53",5.67736635989966e-09,0.321013041303163,0.859,0.658,9.76166371921147e-05
"Arg2",5.94836985049334e-09,-0.393895019059756,0.265,0.492,0.000102276271209383
"Eid1",6.16230355938877e-09,-0.36637680660269,0.838,0.874,0.00010595464740013
"Psmd2",6.46111486552251e-09,-0.313831091309971,0.849,0.9,0.000111092408997794
"Arl5c",6.6478667983298e-09,0.362821344680879,0.714,0.436,0.000114303421730483
"Bax",6.77752921884696e-09,-0.356737489761742,0.957,0.967,0.000116532837388855
"Gm28875",6.85158889979332e-09,-0.266757941484695,0.103,0.303,0.000117806219543046
"Stfa2l1",7.64516619334821e-09,-1.21766451094438,0.362,0.595,0.000131450987528429
"Cndp2",7.9890078115895e-09,-0.395485807851642,0.827,0.889,0.00013736300031247
"Eif3h",8.13881397750728e-09,0.275090906397169,0.962,0.954,0.00013993876752926
"Sema4a",8.7699791455151e-09,0.307042878509768,0.784,0.627,0.000150791021427987
"Junb",8.99695628559556e-09,0.445912414617987,0.914,0.791,0.00015469366637453
"Tgfbr1",1.05004804963204e-08,0.270398298520436,0.622,0.351,0.000180545261653733
"Lrrc59",1.06758663231904e-08,-0.392341315701709,0.605,0.717,0.000183560845560936
"Gm2a",1.29681893471597e-08,0.463366718218116,0.951,0.922,0.000222975047635064
"BC100530",1.37291880196099e-08,-1.57683977384349,0.243,0.486,0.000236059658809173
"Fam129b",1.49644028439019e-08,-0.390098076731293,0.459,0.61,0.00025729794249805
"S100a11",1.57470808736732e-08,0.373467862432195,0.984,0.993,0.000270755308541936
"Nek6",1.61306004385564e-08,-0.355296909855126,0.524,0.699,0.000277349543940539
"Cyp51",1.64136098894494e-08,-0.47296035305508,0.573,0.739,0.000282215608439193
"Peli2",1.66226627046491e-08,0.290392664222585,0.751,0.442,0.000285810062543737
"Mfsd1",1.6698147784437e-08,-0.386737357862714,0.789,0.85,0.00028710795300561
"Jun",1.74871541343644e-08,-0.496221940564348,0.719,0.832,0.000300674128186261
"Pabpc1",1.7575979922508e-08,0.312993205043318,0.995,0.965,0.000302201398787603
"Osbpl8",2.33153396557142e-08,-0.419751309950333,0.773,0.861,0.000400883950040349
"Iqgap1",2.40247383471743e-08,-0.260050012508081,0.995,0.998,0.000413081351141315
"Slfn1",2.50127288439317e-08,-0.598960839655421,0.427,0.593,0.000430068859742562
"Pdia6",2.53708854758443e-08,-0.436410340275382,0.822,0.863,0.000436227004871667
"Fcgr1",2.57686982731042e-08,0.392817416369484,0.503,0.281,0.000443066998107754
"Rpl28",2.59376752384718e-08,0.250486753580269,1,0.998,0.000445972388050283
"Mrfap1",2.75972256987944e-08,0.335587467876856,0.957,0.843,0.000474506698665071
"Gsap",3.29126883927617e-08,0.304121975614662,0.778,0.523,0.000565900764225145
"Klk1b1",3.61387918080266e-08,0.261384035861891,0.389,0.174,0.000621370386347209
"Fam43a",3.63836835360535e-08,0.283297256388931,0.351,0.153,0.000625581054718904
"Tgfb1",3.84348503261025e-08,-0.279258030078457,0.973,0.967,0.000660848816507007
"Slc12a6",4.01593242340224e-08,0.27440983351962,0.616,0.351,0.000690499420879781
"Adgrl2",4.05322425322913e-08,-0.33886429646115,0.173,0.379,0.000696911378100217
"Atp6v1e1",4.10066771904083e-08,-0.343176113914784,0.908,0.943,0.00070506880761188
"Rpl36a",4.47161987799382e-08,0.271883531907789,0.995,0.991,0.000768850321822257
"Itga4",4.503095234708e-08,0.349404743286965,0.508,0.277,0.000774262194655693
"Iscu",4.6404227377088e-08,0.305343342198437,0.854,0.691,0.000797874285521651
"Tmem256",4.72355340727458e-08,-0.344988289605129,0.881,0.954,0.000812167772846791
"Atp6v1a",4.75718581200785e-08,-0.349675684296161,0.849,0.882,0.00081795052851663
"Cd164",4.76612086982412e-08,0.363531987228312,0.768,0.545,0.000819486822357559
"Ccni",4.99142104952266e-08,0.32587238402791,0.832,0.643,0.000858224935254926
"Soat1",5.32245709502702e-08,-0.327064252183013,0.865,0.943,0.000915143272918946
"Arhgap15",5.78054063770559e-08,0.278921973767159,0.6,0.346,0.000993906157247099
"H2-Ab1",7.25185673773971e-08,0.67244190332995,0.454,0.251,0.00124688424748697
"Arhgdib",7.37729260966184e-08,-0.291898290177003,0.989,1,0.00126845169130526
"Rac2",8.17461997799212e-08,0.320658771059476,0.968,0.924,0.00140554415901597
"Calm2",8.24549982200202e-08,-0.393770136686721,0.973,0.969,0.00141773123939503
"Selenbp1",8.35171765309239e-08,0.344326649266838,0.286,0.109,0.00143599433327271
"Sirpb1c",9.13623188037247e-08,0.32727078371383,0.751,0.545,0.00157088370951124
"Apobec1",9.52404038705402e-08,0.256330572292588,0.449,0.22,0.00163756350415007
"Selenow",9.68098751110503e-08,-0.419442025273027,0.643,0.752,0.0016645489926594
"Sqle",9.70455494971638e-08,-0.362313003720511,0.546,0.686,0.00166860117805423
"Sqor",1.06879921335024e-07,0.273124083476205,0.708,0.495,0.00183769336743441
"Hmgcr",1.11958016193008e-07,-0.367993112602559,0.611,0.708,0.00192500613042258
"Ctsh",1.24484300930746e-07,0.416826841243101,0.951,0.937,0.00214038307020325
"Denr",1.26299208824294e-07,-0.377173875914773,0.768,0.83,0.00217158859652491
"Ralgds",1.37866567386503e-07,-0.376090569344183,0.297,0.49,0.00237047775964354
"Ifitm2",1.5172373722052e-07,0.534607080376273,0.946,0.922,0.00260873793776962
"Man2b1",1.54646093057177e-07,0.426517589260108,0.951,0.876,0.0026589849240251
