"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl32",6.77882300646004e-22,0.366075509335383,0.989,0.982,1.16555082773074e-17
"Lyz2",1.08013980108087e-21,-0.970455683629403,0.838,0.884,1.85719237397845e-17
"Lmna",1.4161548512339e-21,-0.528002657422804,0.236,0.492,2.43493665121158e-17
"Amdhd2",1.8406304717658e-21,-0.367414198375434,0.298,0.538,3.16478003315411e-17
"Efhd2",2.09402613962489e-21,-0.476017716613636,0.91,0.945,3.60046854447103e-17
"Ctsz",2.18055687813625e-21,-0.560251252578904,0.952,0.967,3.74924949626747e-17
"Arl4c",2.26813744177524e-21,-0.532222268848003,0.869,0.906,3.89983551738834e-17
"Nrxn2",3.81316450927058e-21,-0.315609282106728,0.037,0.237,6.55635505723983e-17
"Gng12",4.66523348606752e-21,0.801268945389009,0.817,0.59,8.0214024559445e-17
"Rpl8",4.96794614390383e-21,0.323312756896801,0.986,0.976,8.54188659982824e-17
"Myo1g",8.18325451917846e-21,-0.450986447297062,0.944,0.973,1.40702878202754e-16
"Ctsb",9.14969900116077e-21,-0.897845095062537,0.869,0.906,1.57319924625958e-16
"Ccl7",1.30062645731914e-20,-0.308283774669843,0.005,0.161,2.23629713071453e-16
"Rpl36al",1.65302962728788e-20,0.426695833591097,0.922,0.83,2.84221914115878e-16
"Rpl24",1.67212542767252e-20,0.346445415413527,0.993,0.979,2.87505246034012e-16
"Vcp",1.75616262733811e-20,-0.405854186710931,0.912,0.96,3.01954602144515e-16
"Mall",2.84000884490457e-20,0.283931457196461,0.224,0,4.88311120792891e-16
"Arhgef6",3.17922313997308e-20,0.336655955359185,0.679,0.322,5.46635626686971e-16
"Ccl4",4.66147624101278e-20,-1.28765022667258,0.056,0.267,8.01494224879738e-16
"Srp14",4.85279151635657e-20,-0.535070186469124,0.905,0.906,8.34388973322348e-16
"Aldh1a2",5.07606743361675e-20,0.444147070649529,0.423,0.116,8.72779034536065e-16
"Ptpn6",5.59382077626223e-20,-0.530759881007142,0.651,0.754,9.61801544270527e-16
"Ank",6.04807115220342e-20,-0.536357930446883,0.434,0.638,1.03990535390986e-15
"Tpm1",6.27702343734917e-20,-0.545571112354377,0.654,0.818,1.07927140981782e-15
"Cnih4",8.62684034992971e-20,-0.437637200515945,0.767,0.809,1.48329892976691e-15
"Tgoln1",8.73463463319589e-20,-0.49921051667821,0.734,0.805,1.5018330788317e-15
"Vim",8.81068894935354e-20,-0.819950287303863,0.975,0.988,1.51490985795185e-15
"Mafb",1.0100984877088e-19,0.690557156552345,0.554,0.246,1.73676333976652e-15
"AY036118",1.79448246794324e-19,0.70647755809503,0.933,0.748,3.08543315538161e-15
"Plekhg2",2.04053359874444e-19,-0.476703428372796,0.453,0.657,3.50849346968119e-15
"Tnfrsf9",2.08883167843083e-19,-0.62794779332731,0.907,0.945,3.59153718789396e-15
"Snx5",2.55014700940478e-19,0.527678492497677,0.922,0.827,4.38472276797058e-15
"Rplp0",2.65164496516442e-19,0.318160034277012,0.996,0.982,4.55923835310371e-15
"Rmnd5a",3.7178332739726e-19,0.464263402237089,0.75,0.495,6.3924425312685e-15
"Rps10",4.78115514178451e-19,0.296372254627894,0.995,0.985,8.22071815078428e-15
"Trf",5.53443835371819e-19,0.686339207028248,0.656,0.356,9.51591330538305e-15
"Pfdn5",5.87447996797015e-19,0.332954897488667,0.979,0.973,1.01005808569279e-14
"Dmrta2",6.43777281698023e-19,0.491402033534542,0.487,0.185,1.10691065815158e-14
"Kdm2b",7.35529614190651e-19,-0.610286499671052,0.573,0.705,1.26466961863941e-14
"Neurl3",1.02996359264271e-18,-0.558086350266644,0.54,0.714,1.77091940118988e-14
"Lima1",1.07518539014172e-18,0.416167893911196,0.732,0.422,1.84867375980967e-14
"Rpl5",1.22153034434912e-18,0.362115347884786,0.981,0.967,2.10029927407388e-14
"Wfdc21",1.54733927704775e-18,-1.13182863618863,0.189,0.429,2.66049515295591e-14
"Crip1",1.81038470216464e-18,0.512401274604626,0.981,0.875,3.11277545690188e-14
"Ext1",2.13429829689823e-18,0.331596667810577,0.69,0.371,3.66971249168682e-14
"Uba52",2.29287585981938e-18,0.40687761953049,0.935,0.888,3.94237075337344e-14
"Prdx6",2.92630290493925e-18,-0.844966095063152,0.737,0.818,5.03148521475255e-14
"Icosl",3.16407205335055e-18,0.301721314048972,0.473,0.164,5.44030548853094e-14
"Snx20",4.47035552509712e-18,-0.423677085088932,0.917,0.948,7.68632928985199e-14
"Btf3",4.99862442431051e-18,0.317551489023079,0.975,0.967,8.5946348351595e-14
"Crispld2",5.18890241931963e-18,-0.559537011523369,0.086,0.301,8.92179881977817e-14
"Ptpn1",5.5307132825764e-18,-0.509989688468701,0.822,0.897,9.50950841806187e-14
"Gpx4",5.73526764532631e-18,-0.383402621589152,0.979,0.97,9.86121918937406e-14
"Vav3",6.0833866278256e-18,-0.321872516251817,0.252,0.492,1.04597749678833e-13
"Mxd1",7.91817380613469e-18,-0.601147068847568,0.783,0.845,1.3614508042268e-13
"Jup",9.36363867247157e-18,-0.493038696609177,0.469,0.626,1.60998403334476e-13
"Fam46c",1.00071707726229e-17,-0.333484955811906,0.129,0.343,1.72063294264478e-13
"Cyba",1.53389474474994e-17,-0.457343893972093,0.97,0.985,2.63737862412305e-13
"Rpl30",1.6911669555526e-17,0.27562799583803,0.991,0.988,2.90779246337714e-13
"Lgals3",1.69513175484415e-17,-0.673336833029065,0.995,0.994,2.91460953927903e-13
"Map4k4",1.88940195967636e-17,-0.607058250472949,0.917,0.957,3.24863772946754e-13
"Bin2",1.9858228643409e-17,0.304523108007163,0.672,0.356,3.41442383294774e-13
"Rps27l",2.04575093979602e-17,-0.456184985889482,0.959,0.96,3.51746416588528e-13
"Txndc17",2.09450142604789e-17,0.469988419889648,0.961,0.948,3.60128575194675e-13
"Clec4d",2.35946300140107e-17,-0.528933705863322,0.115,0.328,4.05686068460899e-13
"Cbfa2t3",2.54026890640028e-17,0.406265224566675,0.841,0.593,4.36773835766464e-13
"Samsn1",2.56032920999075e-17,-0.412226161870577,0.951,0.976,4.4022300436581e-13
"Tapbp",3.40714052045228e-17,-0.516076991823041,0.845,0.878,5.85823741086566e-13
"Selplg",3.71981088627189e-17,-0.442984326259595,0.929,0.948,6.39584283785588e-13
"F13a1",4.31106523308298e-17,-0.310324418966275,0.009,0.146,7.41244556176287e-13
"Gm13546",4.52702797804735e-17,0.593319891257313,0.922,0.818,7.7837719054546e-13
"Cyfip2",5.27333797201393e-17,-0.466846656885721,0.444,0.632,9.06697730908075e-13
"Clec4n",5.3495325398047e-17,-1.04770458483295,0.566,0.723,9.19798624894021e-13
"Rell1",6.37400474952124e-17,-0.255759594543542,0.129,0.334,1.09594637663268e-12
"Pkib",6.98225206386004e-17,0.394071815375721,0.97,0.97,1.2005284198601e-12
"Tyrobp",7.18527592164103e-17,-0.450701663727782,0.958,0.973,1.23543634196696e-12
"Ttc3",8.14419053072092e-17,0.401105000326177,0.783,0.52,1.40031211985216e-12
"Stard7",9.8746628092806e-17,0.288698244984692,0.649,0.319,1.69784952342771e-12
"Dennd4a",1.18019532826831e-16,-0.638033659311984,0.871,0.909,2.02922784742454e-12
"Cd83",1.31318471890818e-16,-0.443671558484854,0.937,0.951,2.25788980569072e-12
"Card19",1.44030560323379e-16,-0.468326247912868,0.543,0.675,2.47646145420018e-12
"mt-Nd5",1.88362148019509e-16,0.290819222380183,0.937,0.942,3.23869877304744e-12
"Tnfaip2",2.07184818317333e-16,-0.65302447511717,0.697,0.799,3.56233576614822e-12
"Ppdpf",2.08209604925547e-16,0.422902941358083,0.945,0.888,3.57995594708985e-12
"H2-T23",2.22957995779062e-16,0.353064534045781,0.926,0.863,3.8335397794252e-12
"Rnaset2b",2.2491543280662e-16,0.369569322412903,0.608,0.307,3.86719595167703e-12
"Rpl35a",2.2571151206971e-16,0.257519558680762,0.989,0.985,3.8808837385266e-12
"Cd86",2.94040488939153e-16,-0.566077989128614,0.868,0.915,5.0557321668198e-12
"Eif4a2",3.11088795222557e-16,0.425580472297549,0.885,0.748,5.34886074505665e-12
"Gpx1",3.67782771769188e-16,0.437138977760475,0.979,0.964,6.32365697779942e-12
"Eif3m",4.46676347143956e-16,0.357570809199535,0.914,0.872,7.68015311279319e-12
"Snrpd2",4.76056588887292e-16,0.354618725576311,0.914,0.836,8.1853169893281e-12
"Rpl19",5.36235160947123e-16,0.251009450818338,0.993,0.982,9.22002735732483e-12
"Itga6",5.70147275079743e-16,0.310789216772519,0.46,0.182,9.80311224772111e-12
"Ndufa13",6.68355373754326e-16,-0.347071450357129,0.952,0.96,1.14917022963319e-11
"Pomp",7.03684028255755e-16,-0.366805570808965,0.898,0.918,1.20991431818295e-11
"Wdr1",8.66699067267587e-16,-0.358170018376731,0.924,0.939,1.49020237625989e-11
"Vps37b",8.76901953500095e-16,-0.276330382351038,0.086,0.277,1.50774521884806e-11
"Fth1",9.47354237854538e-16,-0.855921308991885,0.998,0.997,1.62888087656709e-11
"Ppia",1.02463103241853e-15,0.318651586912332,0.988,0.976,1.76175059714042e-11
"Ly86",1.04830207976278e-15,0.461817417002155,0.64,0.371,1.80245059594413e-11
"Fndc5",1.04972968964386e-15,0.313461963184709,0.347,0.1,1.80490522837365e-11
"Sox4",1.12466888817515e-15,-0.764739265956242,0.332,0.547,1.93375568632835e-11
"Rpl37",1.16917067824136e-15,0.32065394867647,0.993,0.988,2.0102720641682e-11
"Rpl6",1.78887318700932e-15,0.267723065364671,0.993,0.982,3.07578855774383e-11
"Rpl27",1.81230834237673e-15,0.336408089346619,0.975,0.954,3.11608296388254e-11
"Sh2d1b1",1.85929575993091e-15,0.317801242010843,0.437,0.173,3.19687312962521e-11
"Txnrd1",2.13622845240912e-15,-0.446998145508749,0.538,0.693,3.67303120107225e-11
"Mknk2",2.87705922489395e-15,-0.381992453746041,0.732,0.793,4.94681563128266e-11
"S100a11",3.04883792379544e-15,-0.369470182141327,0.986,0.991,5.24217192617388e-11
"Tcn2",3.80596944249036e-15,-0.354997925961015,0.252,0.45,6.54398385941793e-11
"Arl8b",5.15174703010978e-15,-0.377702060487582,0.705,0.784,8.85791384357075e-11
"Gsto1",5.43470313669171e-15,0.340302575367547,0.933,0.854,9.34442857322772e-11
"1500011K16Rik",7.54351651335701e-15,0.316981739993626,0.716,0.45,1.2970322293066e-10
"Fau",8.09402730767704e-15,0.317819927115857,0.998,0.997,1.39168705528199e-10
"Rpl13a",8.81058859738311e-15,0.338279753979243,0.938,0.884,1.51489260343405e-10
"Flrt3",9.88604279638508e-15,0.388157116897471,0.797,0.562,1.69980619841045e-10
"Rpl14",1.12781392935751e-14,0.279300740537097,0.984,0.976,1.9391632701373e-10
"Rab44",1.20589702632622e-14,-0.342143258217573,0.164,0.359,2.07341934706531e-10
"Il1r2",1.37787959127346e-14,-0.396112857133161,0.219,0.441,2.36912616923559e-10
"Rpl18a",1.47692406645858e-14,0.304225264285829,0.991,0.982,2.53942323986888e-10
"Rps6",1.75071941159463e-14,0.29438810640469,0.986,0.964,3.01018695629582e-10
"Dbi",1.77850926433392e-14,-0.537273507591742,0.815,0.833,3.05796882909574e-10
"Btg1",1.8681626138617e-14,0.309919805517026,0.991,0.979,3.21211879827381e-10
"Cux1",1.96735141865939e-14,-0.393654689080576,0.564,0.669,3.38266402924295e-10
"Itch",2.26412671275112e-14,0.326893840293902,0.79,0.556,3.89293946990428e-10
"Calm3",2.56708075513596e-14,-0.396112563070737,0.929,0.933,4.41383865038077e-10
"Soat1",3.26628760201905e-14,-0.534323158381866,0.393,0.559,5.61605490291156e-10
"Dnah2",3.29698693766784e-14,-0.470000508893142,0.43,0.629,5.66883934062608e-10
"Mmd",3.92539126960151e-14,0.263448807761091,0.494,0.216,6.74931774895283e-10
"Lrp1",4.02248711408403e-14,-0.352337420077101,0.132,0.325,6.91626434395609e-10
"Rps4x",4.79405508471698e-14,0.27860279259131,0.991,0.982,8.24289831266237e-10
"Galm",4.80257779598411e-14,0.262724170868826,0.559,0.277,8.25755226241508e-10
"Lamp1",6.63006726231965e-14,-0.396572027465802,0.931,0.973,1.13997376508324e-09
"Tmem219",7.52362179796461e-14,0.275335813095012,0.802,0.587,1.29361153194204e-09
"Msi2",9.32790931401161e-14,-0.340564029227253,0.138,0.328,1.60384072745116e-09
"Mmp8",1.03647642451487e-13,-0.929745643996178,0.153,0.343,1.78211756431087e-09
"Tuba1a",1.04313440588221e-13,-0.521454425855273,0.866,0.903,1.79356529747386e-09
"2010005H15Rik",1.07801107124987e-13,-1.01463338417693,0.591,0.705,1.85353223590703e-09
"Bri3bp",1.18063707301091e-13,-0.441861907198832,0.81,0.827,2.02998738333495e-09
"Inf2",1.21104206633542e-13,-0.420314349721136,0.587,0.702,2.08226572885712e-09
"Vopp1",1.23075270664142e-13,0.334799430244191,0.811,0.59,2.11615620379925e-09
"Lst1",1.33242099124414e-13,-0.447561742911317,0.614,0.708,2.29096465234517e-09
"Plec",1.41880835060625e-13,-0.546448612621697,0.658,0.739,2.43949907803238e-09
"Ccl3",2.61572248816715e-13,-0.618451395052728,0.058,0.213,4.49747324615459e-09
"Dennd5a",2.76337224219515e-13,-0.414364647636277,0.691,0.79,4.75134223323034e-09
"Ube2e3",2.85413836743763e-13,-0.312475913467135,0.693,0.784,4.90740550897225e-09
"Myo10",3.28452150938313e-13,-0.268336618722545,0.102,0.277,5.64740628323336e-09
"Ccl17",3.32948483678576e-13,0.568525563775136,0.899,0.714,5.72471622836943e-09
"Thbs1",3.44517921195351e-13,-0.818198689509445,0.3,0.495,5.92364113703286e-09
"Ccl6",4.94797099324085e-13,-1.18985660942403,0.832,0.9,8.50754132577831e-09
"Rpl12",5.47947529948205e-13,0.302655617366947,0.989,0.976,9.42140982992944e-09
"Rack1",5.65452179140624e-13,0.267919258292242,0.988,0.976,9.72238476814389e-09
"Dusp1",6.15272286179312e-13,-0.421680175250982,0.52,0.644,1.05789916885671e-08
"Baiap2",6.56490442910004e-13,-0.319784665264554,0.277,0.462,1.12876966753946e-08
"Jak2",7.88888665947223e-13,0.390998283557709,0.97,0.93,1.35641517222965e-08
"Serbp1",7.97128097424315e-13,0.286033038288271,0.937,0.915,1.37058205071137e-08
"Eef1b2",8.40618356924772e-13,0.303842807221603,0.981,0.97,1.44535920289645e-08
"Icos",8.47361815422087e-13,-0.259730423586404,0.06,0.21,1.45695390543674e-08
"Eef1d",8.66068431431806e-13,0.330554862845377,0.915,0.818,1.48911806100385e-08
"Cd52",8.75449662900021e-13,0.266295047457032,0.982,0.948,1.5052481503903e-08
"L1cam",9.59101702864456e-13,0.269585449754244,0.598,0.325,1.64907946790515e-08
"Cox8a",9.69017497407647e-13,0.262984850030585,0.981,0.96,1.66612868504271e-08
"Nov",1.03151789909251e-12,-0.288521892237316,0.086,0.252,1.77359187569966e-08
"Anxa4",1.14073188081415e-12,-0.376388264177943,0.88,0.918,1.96137439587184e-08
"Ago2",1.19424428203047e-12,-0.394017412554656,0.705,0.772,2.0533836185232e-08
"H2-DMb2",1.28679198485596e-12,0.374103615921681,0.795,0.553,2.21251013876134e-08
"Ccnd1",1.31168757754276e-12,-0.276452627331939,0.106,0.286,2.25531562082702e-08
"Anxa3",1.40783616197519e-12,0.39361306434947,0.94,0.866,2.42063349690015e-08
"Cfl1",1.62364907123851e-12,-0.261165172785685,0.952,0.973,2.79170221308749e-08
"Tgfbi",1.66428542546789e-12,-0.38035254821097,0.122,0.298,2.8615723605495e-08
"Traf1",1.74833807292418e-12,-0.37724601639029,0.917,0.96,3.00609248258584e-08
"Nampt",1.86310179899057e-12,-0.436369117953249,0.471,0.599,3.20341723318439e-08
"H2-Oa",2.00986546108092e-12,0.373852326156682,0.751,0.532,3.45576267378253e-08
"Pgls",2.01528147533345e-12,0.291933428143491,0.952,0.948,3.46507496868833e-08
"Sptssa",2.10696731761283e-12,0.380135104270949,0.78,0.526,3.62271960590349e-08
"Sirpa",2.24750300417069e-12,-0.489058848121506,0.571,0.657,3.86435666537108e-08
"Rnf152",2.52191383121615e-12,-0.268957653016609,0.074,0.231,4.33617864139304e-08
"F7",3.11550592729243e-12,-0.40650569675987,0.118,0.292,5.3568008913866e-08
"Rps26",3.33468714277918e-12,0.324124313492546,0.996,0.985,5.73366107329451e-08
"Ly6e",3.45875061452749e-12,-0.450329939691527,0.176,0.362,5.94697580661856e-08
"Timp2",3.47006484729417e-12,-0.251985230696673,0.116,0.292,5.9664294984376e-08
"Cd93",3.47867546718901e-12,-0.34972397493567,0.058,0.207,5.98123459828478e-08
"Cd302",3.58542485908442e-12,0.35692946537502,0.651,0.395,6.16477950270975e-08
"Rpl3",3.59537513974331e-12,0.442947186524052,0.977,0.954,6.18188801527465e-08
"Eif3e",3.85670554030832e-12,0.291360943785795,0.944,0.888,6.63121950600612e-08
"Eif5a",4.39256755042921e-12,-0.538560214049082,0.887,0.878,7.55258064620799e-08
"Tesc",4.89266423870431e-12,-0.481930269104882,0.229,0.429,8.41244689202819e-08
"Cox5a",5.09347238858592e-12,-0.321788759474962,0.963,0.954,8.75771642493463e-08
"Trmt112",5.98330302391535e-12,0.260773415148291,0.806,0.562,1.028769121932e-07
"Sh3glb1",6.06392182752482e-12,-0.29106822031442,0.959,0.967,1.04263071902462e-07
"Eif3f",6.13337383560897e-12,0.252388207648851,0.966,0.957,1.05457229729461e-07
"Aprt",6.9594598754476e-12,-0.532254292304779,0.774,0.799,1.19660953098446e-07
"Plgrkt",7.2973117117074e-12,-0.446049624004518,0.908,0.93,1.25469977571097e-07
"Sgpl1",7.58594064493821e-12,-0.386701844681933,0.6,0.687,1.30432663449068e-07
"Aldh9a1",9.20359239271954e-12,0.322437170009896,0.783,0.553,1.5824656760042e-07
"Fchsd2",9.72178003867778e-12,-0.561731867967399,0.628,0.705,1.67156285985026e-07
"2010111I01Rik",1.20978797274181e-11,-0.318502528747869,0.187,0.353,2.08010944033227e-07
"Klk1b11",1.35033986974717e-11,0.647832802072676,0.325,0.119,2.32177437204328e-07
"Psmb1",1.46509522263357e-11,0.286005154734566,0.961,0.945,2.51908472579616e-07
"Ngp",1.75640228893238e-11,-1.25018810925655,0.039,0.167,3.01995809559033e-07
"Arpc5",1.8398361293899e-11,-0.301422327558234,0.959,0.954,3.16341424087299e-07
"Nans",1.87064568245659e-11,-0.353717015690703,0.792,0.833,3.21638818641585e-07
"Slc27a3",1.93964251897034e-11,0.252269350264062,0.545,0.289,3.3350213471176e-07
"Atp6v1e1",2.01103709216538e-11,-0.408056636715212,0.688,0.742,3.45777717626915e-07
"Rab13",2.2551443631968e-11,0.307891236440946,0.667,0.426,3.87749521808058e-07
"Palld",2.41003697171752e-11,-0.446032593988582,0.508,0.635,4.1438175691711e-07
"Il1rn",2.6364901985369e-11,-0.562841287531908,0.18,0.35,4.53318124736434e-07
"Cdk6",3.02165407717816e-11,-0.359499094464412,0.429,0.593,5.19543202030012e-07
"Svip",3.24040687699915e-11,0.364263969136434,0.446,0.237,5.57155558431234e-07
"Gadd45a",3.61302770356297e-11,0.279556352097872,0.51,0.271,6.21223983350617e-07
"Swap70",3.7017029926636e-11,-0.453313861114768,0.656,0.769,6.3647081255858e-07
"Sesn2",3.82862374361729e-11,0.338477155112439,0.778,0.55,6.58293566477557e-07
"Cd300c2",3.98540945690078e-11,-0.318514013508959,0.183,0.356,6.8525130201952e-07
