"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mafb",2.60974044746348e-47,1.05979974324681,0.796,0.507,4.4871877253687e-43
"F13a1",1.02629082092031e-46,-1.40880088766784,0.031,0.302,1.76460443749038e-42
"Qpct",1.86845773189589e-46,0.392355332537407,0.545,0.174,3.2126262242218e-42
"S100a6",4.55542478138046e-46,-0.591387792469353,0.994,1,7.83259736910556e-42
"Rpl7a",6.94789400325733e-46,0.368709175223933,0.997,1,1.19462089492007e-41
"Naca",7.08911748324416e-46,0.398448798040071,1,0.993,1.218902860069e-41
"Iqgap1",3.69531219776525e-45,-0.439646756778036,0.991,0.997,6.35371979283756e-41
"Cox7a2l",4.02438059348086e-45,0.453157107102748,0.991,0.98,6.91951999243099e-41
"mt-Atp6",6.68156795416757e-45,0.274378075003768,0.999,1,1.14882879403957e-40
"Rpl5",8.53918675702362e-45,0.365254713637616,0.999,0.998,1.46822777100264e-40
"Rpl17",1.0982436174685e-44,0.369948071100464,1,0.998,1.88832007587535e-40
"Eif5a",1.42781329241357e-44,-0.591810788260549,0.985,0.99,2.4549821749759e-40
"mt-Cytb",1.58735878804875e-44,0.374314156324338,0.997,0.998,2.72930470017102e-40
"Ly6e",1.91768186876886e-44,-0.615783289485504,0.915,0.984,3.29726220516119e-40
"Wnk1",1.9834272186877e-44,-0.618012174325944,0.958,0.972,3.41030475981164e-40
"Klk1b27",5.06078013578041e-44,0.30245178220287,0.46,0.113,8.70150536546084e-40
"Spp1",5.11597331831005e-44,-1.2426532037673,0.675,0.897,8.79640452350229e-40
"Rps3a1",1.99014248220775e-43,0.322647152193135,1,0.997,3.42185098390801e-39
"Fahd2a",2.08366381222238e-43,0.475358465587806,0.696,0.383,3.58265155873515e-39
"Rps9",1.07843620608485e-42,0.364173813755441,1,1,1.85426321274229e-38
"Bhlhe41",1.30286991217342e-42,-0.287952327745448,0.055,0.332,2.24015452699097e-38
"Ucp2",1.37155901474304e-42,-0.525167378783457,0.981,0.987,2.35825856994918e-38
"Gbp3",1.56121929423231e-42,0.479051734357592,0.618,0.264,2.68436045450303e-38
"Fads3",2.97524295596019e-42,-0.408418099648946,0.204,0.507,5.11563273847796e-38
"Marcks",6.3784002368178e-42,0.740271686084737,0.944,0.811,1.09670213671845e-37
"Fam43a",3.83597868157221e-41,0.422281586797056,0.813,0.475,6.59558174509525e-37
"Plet1",4.62340767925703e-41,-0.93446255673417,0.915,0.918,7.94948716371454e-37
"Fam46a",4.96930114023725e-41,0.678489405848747,0.88,0.688,8.54421638052392e-37
"Uap1l1",6.66235050096328e-41,-0.469339097096279,0.679,0.828,1.14552454513563e-36
"Frmd4b",7.30004911260635e-41,0.29860100568253,0.457,0.12,1.25517044442154e-36
"Hmga1",7.97040986763228e-41,-0.39267555513876,0.438,0.685,1.37043227264069e-36
"Heatr1",8.41226245841178e-41,-0.436891604234867,0.39,0.644,1.44640440709932e-36
"Vim",1.22568218842758e-40,-0.568053354583005,0.997,0.998,2.10743795478239e-36
"Ccnd2",1.36447795605182e-40,-0.728081003282117,0.822,0.933,2.3460833976355e-36
"Fam129b",8.33297751938511e-40,-0.460740133527314,0.676,0.829,1.43277215468308e-35
"Wfdc17",1.17897333715166e-39,-1.79710428028065,0.766,0.913,2.02712675589857e-35
"Ptgs1",1.24401775232505e-39,-0.638092875404172,0.777,0.916,2.13896412334769e-35
"Rpl32",1.92500743514333e-39,0.351654280103258,1,0.997,3.30985778398543e-35
"Hepacam2",4.26006036994705e-39,0.418884095848702,0.749,0.424,7.32474780008696e-35
"Rps23",5.66260581121606e-39,0.350294198764495,1,0.998,9.73628443180489e-35
"Tapbp",9.22563313884556e-39,-0.461557017848533,0.904,0.946,1.58625536189311e-34
"Fgd4",2.67869873302497e-38,0.289419774887327,0.447,0.128,4.60575460156314e-34
"Cyp4f18",2.97908544530223e-38,0.505359764023293,0.432,0.12,5.12223951465265e-34
"H2-Oa",4.72884706450868e-38,0.528418853180907,0.766,0.452,8.13077964271622e-34
"Arhgap18",1.13481197078862e-37,0.388133024784909,0.783,0.461,1.95119570257396e-33
"Tubb5",1.7306826865659e-37,-0.493363229968777,0.971,0.989,2.97573581128141e-33
"Ppfia4",3.19903964655078e-37,0.392885171713123,0.763,0.44,5.50042876827942e-33
"Btf3",3.85874629805085e-37,0.291380368550014,0.995,0.993,6.63472838486863e-33
"Snx5",2.06720871391569e-36,0.474024267277986,0.985,0.951,3.55435866270663e-32
"Rasgef1b",2.45263390159032e-36,-0.475183653946514,0.075,0.332,4.2170587303944e-32
"Sh3bgrl3",3.1092627648523e-36,-0.293480535863607,0.999,0.998,5.34606639788704e-32
"Calm2",3.63441288096536e-36,-0.420716037673114,0.962,0.977,6.24900950753184e-32
"Taldo1",4.52131288718191e-36,0.384684996612394,0.992,0.985,7.77394537822057e-32
"Atp5g2",5.39469309851957e-36,0.33325006814911,0.989,0.98,9.27563531359455e-32
"Lgals1",5.42146138168247e-36,-0.683077655794584,0.943,0.967,9.32166069966483e-32
"Hexb",2.41907108927047e-35,0.383116949497438,0.884,0.675,4.15935083089165e-31
"Dpp4",3.2783734352564e-35,0.334844135874342,0.532,0.209,5.63683528457985e-31
"Rps11",4.01147356131672e-35,0.371941071032015,0.999,0.998,6.89732764132797e-31
"Lsp1",9.13837786181171e-35,0.370892144994071,0.995,0.99,1.57125268955991e-30
"Gnai2",1.25350660332455e-34,-0.287272490677128,0.999,1,2.15527925375622e-30
"Asgr2",1.32902762212821e-34,1.08994111964935,0.78,0.476,2.28513009348725e-30
"Rpl29",1.47197711843163e-34,0.288415974332585,0.996,0.998,2.53091745743135e-30
"Rpl21",2.19977967908685e-34,0.327684677044186,1,0.997,3.78230118022193e-30
"Kctd12",2.32386496261741e-34,0.522894432738865,0.943,0.823,3.99565341672438e-30
"Ypel3",2.50860065364442e-34,0.507608534065271,0.787,0.532,4.31328796387621e-30
"Npm1",3.81772308369074e-34,0.348113496662586,0.999,0.998,6.56419307009786e-30
"Mef2c",3.86747059349819e-34,0.3336618240279,0.66,0.312,6.6497289384608e-30
"Tnip3",4.96320606556196e-34,0.415106665530581,0.766,0.437,8.53373650912724e-30
"Bmyc",5.10129110653942e-34,0.425489280371911,0.873,0.696,8.77115992858388e-30
"Cltc",8.3449936487839e-34,-0.450567622165548,0.959,0.98,1.4348382079719e-29
"Cdk18",1.15479835501649e-33,-0.37102172268785,0.376,0.614,1.98556029161535e-29
"Cd72",1.53225330203093e-33,-0.483832474461289,0.303,0.567,2.63455632751199e-29
"Rpl18a",3.35381362045727e-33,0.364848762817522,1,1,5.76654713901422e-29
"Gfra2",4.02851729844357e-33,0.37433868586865,0.392,0.112,6.92663264294388e-29
"Unc93b1",4.89196651811039e-33,0.464659271075857,0.957,0.801,8.41124723123901e-29
"Cep131",5.6632963026819e-33,0.267928942039659,0.507,0.194,9.73747166283127e-29
"H3f3a",7.93221671549906e-33,0.274392459275454,1,0.995,1.36386534206291e-28
"Atp8b4",8.74439747864779e-33,-0.437017266609023,0.706,0.833,1.5035117024787e-28
"Tns1",1.22373498129455e-32,-0.352321567753043,0.064,0.291,2.10408992683785e-28
"Rps5",1.30834646714041e-32,0.316921763857406,0.997,1,2.24957091560122e-28
"Pkm",1.4648483641082e-32,-0.362748209762186,0.985,0.987,2.51866027724764e-28
"Prdx1",1.50436486454095e-32,-0.885989329608563,0.989,0.992,2.58660494809172e-28
"Anxa5",2.50444650992157e-32,-0.401765574596324,0.973,0.989,4.30614532915915e-28
"Ccl7",2.74794945887064e-32,-0.458507176184467,0.006,0.182,4.72482429958218e-28
"Klk1b1",4.52921184990569e-32,0.440977799703462,0.538,0.215,7.78752685472785e-28
"Amdhd2",4.68585350952191e-32,-0.370601188412054,0.441,0.665,8.05685652427197e-28
"Ank",5.29481462284598e-32,-0.43587305673372,0.648,0.803,9.10390426252138e-28
"Rack1",6.26592768405987e-32,0.31504424808691,1,1,1.07736360599725e-27
"Rps14",1.6292185075795e-31,0.323393915596967,1,1,2.80127830193219e-27
"Actb",1.65905129578271e-31,-0.328228018120094,1,1,2.85257279796879e-27
"Eif3k",2.5722664328254e-31,0.314145425085405,0.991,0.98,4.4227549046e-27
"Rpl11",2.7246914436771e-31,0.32078423452088,1,1,4.68483446825841e-27
"Ywhag",3.61471541841855e-31,-0.379660186450904,0.865,0.926,6.21514169042886e-27
"Adra2a",3.99612843360884e-31,0.352882898139465,0.642,0.327,6.87094322874705e-27
"Hfe",4.83122736583854e-31,0.381774745263095,0.585,0.286,8.30681233282279e-27
"Bex6",4.93788284658863e-31,-0.414169995739881,0.257,0.507,8.49019576642449e-27
"Rplp0",5.55693171721198e-31,0.289436362634811,1,0.998,9.55458839457428e-27
"F7",6.09844086905064e-31,-0.806197397285597,0.288,0.555,1.04856592302457e-26
"Rac2",6.75663112479613e-31,0.387033558052912,0.975,0.895,1.16173515559745e-26
"Ppdpf",7.32291795209261e-31,0.386766562356666,0.773,0.524,1.2591025126828e-26
"Mras",8.49197194601857e-31,0.30756701907301,0.71,0.397,1.46010965639843e-26
"Fcer1g",9.93824171582973e-31,-0.480496147136499,0.994,0.995,1.70878128061976e-26
"Gpr141",1.08885470016577e-30,-0.492449233028409,0.87,0.933,1.87217677146503e-26
"Neat1",1.22795097839671e-30,-0.63758317056799,0.968,0.987,2.1113389122553e-26
"Treml2",1.72934152817613e-30,0.338534736981753,0.666,0.36,2.97342982354603e-26
"Uba52",1.97081406209104e-30,0.337022386837955,0.977,0.9,3.38861769835933e-26
"Bcl2a1a",2.74707120150993e-30,0.422895760879287,0.94,0.847,4.72331422387618e-26
"Hck",6.23889673281803e-30,0.256755328107989,0.648,0.32,1.07271590424073e-25
"Scimp",8.49656211938025e-30,-0.448154743999432,0.865,0.934,1.46089889080624e-25
"Ccnd1",1.05646439058147e-29,-0.728389265791347,0.828,0.865,1.81648487316578e-25
"Anp32a",1.37293312536241e-29,0.351587756323556,0.931,0.775,2.36062121574812e-25
"Cxxc5",1.38351505850216e-29,0.275403182633756,0.513,0.215,2.37881579158861e-25
"Msr1",1.62584977064408e-29,-0.627817942539083,0.27,0.525,2.79548609564543e-25
"Tmem189",1.76812008505704e-29,-0.433025738855543,0.648,0.78,3.04010567424707e-25
"Cbfa2t3",2.22497971765539e-29,0.400109521967362,0.904,0.741,3.82563012653669e-25
"Ifitm1",2.32552809034376e-29,0.59393614897885,0.996,0.982,3.99851299853706e-25
"Tgfbr1",2.40372431478462e-29,0.436258559768625,0.771,0.545,4.13296358684068e-25
"Reep5",3.14165850226893e-29,-0.328029816076605,0.989,0.998,5.4017676288012e-25
"Eif3m",3.27799832098016e-29,0.34108649293575,0.977,0.895,5.63619031309329e-25
"Cd300a",4.21364387374325e-29,0.278169819279315,0.636,0.322,7.24493927651414e-25
"Mfge8",6.56454354970049e-29,-1.29482482626763,0.823,0.9,1.1287076179355e-24
"Lars2",7.15121959475295e-29,0.431194583938928,0.98,0.929,1.22958069712182e-24
"Ndrg1",7.17843201633611e-29,-0.363746544861956,0.468,0.678,1.23425960088883e-24
"Emp1",7.67054021336691e-29,-0.329599846402034,0.183,0.433,1.31887268428631e-24
"Fcgr1",7.79287920037826e-29,0.429803491650659,0.815,0.576,1.33990764971304e-24
"Txnip",7.89526456301496e-29,0.564821889969553,0.958,0.872,1.35751178896479e-24
"H2afv",9.32786137612921e-29,0.424215854492452,0.902,0.726,1.60383248501166e-24
"Ctnnd2",9.98938723603555e-29,-0.381746289653988,0.241,0.498,1.71757524136395e-24
"Dbi",1.23736905459986e-28,-0.36418188747299,0.976,0.995,2.127532352479e-24
"Cish",1.25988021316139e-28,-0.427036449728468,0.771,0.947,2.1662380385097e-24
"Rpl8",1.47731577677636e-28,0.260546331212463,1,0.998,2.54009674658927e-24
"Lat2",1.59405711663546e-28,-0.382635301692375,0.782,0.88,2.74082180634302e-24
"Rps18",2.36493597832962e-28,0.339457215976561,0.999,1,4.06627092113995e-24
"Calm3",2.88923894608054e-28,-0.335367629036306,0.975,0.989,4.96775744389088e-24
"Ccl4",2.90246535760837e-28,-1.29603940529981,0.157,0.409,4.99049893587183e-24
"Rps6",2.99357511251884e-28,0.310662007155894,1,0.998,5.14715304846489e-24
"Tuba1a",3.16439690455921e-28,-0.409628515815786,0.648,0.79,5.4408640376991e-24
"Ctsb",3.49561026390693e-28,-1.11474182722581,0.941,0.949,6.01035228776157e-24
"Rpl24",4.20625452402353e-28,0.272333775919204,0.999,0.993,7.23223402860605e-24
"Rpl36al",4.44091212655029e-28,0.31519227243028,0.985,0.944,7.63570431039056e-24
"Capg",4.49737847410421e-28,-0.477140607148355,0.968,0.975,7.73279254837478e-24
"Eif3f",1.16459731936829e-27,0.317507813677112,0.996,0.987,2.00240863092184e-23
"Rpl15",1.37253260047292e-27,0.3181807729621,1,1,2.35993255325314e-23
"Gm5483",2.18265795661347e-27,-0.983920201109013,0.659,0.816,3.75286209060121e-23
"Rps15a",2.54680534132311e-27,0.314132937814414,1,0.997,4.37897710387096e-23
"Bst1",2.99592785334632e-27,-0.314187038151528,0.182,0.429,5.15119835104365e-23
"Myo1e",3.88942785187144e-27,-0.382135892245607,0.336,0.578,6.68748224850775e-23
"Eef1b2",4.73831825646942e-27,0.311222866976565,0.997,0.993,8.14706441017352e-23
"Socs1",4.87017037593856e-27,-0.408140928879867,0.484,0.685,8.37377094438875e-23
"AB124611",5.76070449267544e-27,0.31104850759434,0.496,0.222,9.90495530470615e-23
"Gmfg",6.01414866610848e-27,0.398675164533121,0.936,0.803,1.03407272165069e-22
"Sh2d1b1",8.21207598319285e-27,0.286376105971986,0.722,0.424,1.41198434455018e-22
"Ifitm3",9.19971732825578e-27,0.585511542245949,0.978,0.875,1.5817993974203e-22
"Eif3e",1.06086679529399e-26,0.317068626670969,0.978,0.962,1.82405436782848e-22
"Lrmp",1.26996732183378e-26,-0.388387171978362,0.662,0.798,2.183581813161e-22
"Atp13a2",1.73426906366258e-26,-0.367337739763155,0.507,0.703,2.98190222806144e-22
"Sod1",1.76395728919496e-26,-0.405353139215548,0.759,0.846,3.03294816304182e-22
"Hacd4",1.77323968069715e-26,0.520836981270208,0.694,0.452,3.04890830699069e-22
"Id1",1.80776911725121e-26,-0.366334086469838,0.181,0.425,3.10827822020174e-22
"Rpl27a",1.97738131261572e-26,0.269742264722895,1,0.998,3.39990942891148e-22
"Eif3h",2.09725434601505e-26,0.294114426956241,0.991,0.98,3.60601912253828e-22
"Pomp",2.86206474588949e-26,-0.326761492341082,0.985,0.98,4.92103412408239e-22
"Peli2",2.93836729817172e-26,0.314268943100593,0.805,0.555,5.05222873247645e-22
"Nfam1",3.20267998326219e-26,-0.39197380868599,0.953,0.972,5.50668796322101e-22
"Pfdn5",3.38558741603983e-26,0.280973368474331,0.992,0.987,5.82117900313888e-22
"Selenop",3.5909483743149e-26,0.469956067128377,0.478,0.215,6.17427663479704e-22
"Efhd2",3.60776978834862e-26,-0.440989823559589,0.939,0.959,6.20319937408662e-22
"Man2b1",3.61341250959587e-26,0.387828585502136,0.987,0.961,6.21290146899914e-22
"Ifitm6",3.75152275907755e-26,0.647310217849259,0.58,0.312,6.45036823195793e-22
"Unc119",4.59353476796854e-26,0.359236833195582,0.885,0.729,7.89812368004511e-22
"Mmp8",5.39086210642884e-26,-0.963691689582294,0.241,0.488,9.26904830579375e-22
"Clec4n",6.24070791333394e-26,-0.70804600546733,0.989,0.99,1.07302731861864e-21
"Lgals3",9.11863419906336e-26,-0.402840128195476,1,1,1.56785796418695e-21
"Hnrnpa1",9.554555101989e-26,0.384749576175964,0.972,0.916,1.64281020423599e-21
"Kdm6b",1.01697077132029e-25,-0.29607194974284,0.392,0.611,1.74857954420811e-21
"Plxna1",1.13130585683243e-25,-0.343409082776069,0.745,0.869,1.94516729023768e-21
"Ms4a6c",1.25744709619345e-25,0.615000336277575,0.464,0.202,2.16205453719502e-21
"Cd47",1.31370330672936e-25,0.310900858067847,0.976,0.946,2.25878146559046e-21
"Prdx6",1.46468002658059e-25,-0.39660628986067,0.929,0.951,2.51837083770266e-21
"Cd33",1.5454259860296e-25,0.39621476581903,0.846,0.612,2.65720544037929e-21
"Wfdc21",1.56884585131351e-25,-0.803205903277321,0.214,0.456,2.69747355674844e-21
"Uchl1",1.6001737396335e-25,-0.471292081031782,0.255,0.501,2.75133872792584e-21
"Fau",2.22334876399281e-25,0.276914879771691,1,1,3.82282586480924e-21
"Ptpn18",2.59256224386217e-25,0.367128138707124,0.98,0.943,4.45765152209661e-21
"Cd14",2.8392194534952e-25,0.363151677068518,0.548,0.269,4.88175392833964e-21
"Bcl2l1",3.45938619563692e-25,-0.376279662315294,0.451,0.624,5.94806862477813e-21
"Rps16",3.6470426097856e-25,0.275663858041181,0.999,0.997,6.27072506326536e-21
"Ccng1",3.71420668355956e-25,-0.429108117029789,0.754,0.856,6.3862069717123e-21
"Cd300e",4.07214739857327e-25,0.339459400932302,0.28,0.064,7.00165023710689e-21
"1810037I17Rik",4.6226354512933e-25,-0.363827054418157,0.887,0.946,7.94815939495369e-21
"Itpr1",5.40458273553792e-25,0.258131834219907,0.557,0.271,9.29263955548389e-21
"Plekha1",7.61332068361706e-25,0.279146405288885,0.749,0.496,1.30903435834112e-20
"Jund",8.87469331374528e-25,-0.400133009371087,0.994,0.998,1.52591476836536e-20
"Vcp",9.87510603594024e-25,-0.306320158900705,0.958,0.982,1.69792573181957e-20
"Grn",1.06252061573068e-24,-0.336518764205486,0.989,0.997,1.82689794668732e-20
"Selenow",1.11268856969903e-24,-0.504897201114499,0.59,0.732,1.91315672674051e-20
"Myo1c",1.2191191089426e-24,-0.354469183784481,0.726,0.836,2.09615339591591e-20
"Romo1",1.7082898915015e-24,-0.314663634423224,0.911,0.964,2.93723363944767e-20
"Nrros",1.72561661744565e-24,-0.336937505702034,0.78,0.867,2.96702521203605e-20
"Gng5",1.94110832389116e-24,-0.268429058678842,0.992,0.995,3.33754165209847e-20
"Tnfaip2",2.32120205458354e-24,-0.680000480187278,0.647,0.783,3.99107481265093e-20
"C1qb",3.68316298445262e-24,0.672638311679467,0.898,0.731,6.33283043546784e-20
"Rpl26",3.94998183511013e-24,0.259632374617071,0.999,1,6.79159876728836e-20
"Gm42418",4.11030816422092e-24,0.427496204643183,1,1,7.06726385756145e-20
"Fnip2",4.22885387851925e-24,-0.348049621473295,0.248,0.468,7.27109135872599e-20
"Adam8",4.27899689203346e-24,-0.382809636696703,0.908,0.947,7.35730725616232e-20
"Pf4",6.24258827503309e-24,-1.12329316223016,0.177,0.406,1.07335062800919e-19
"Napsa",6.71331492342626e-24,0.367840661161911,0.995,0.992,1.15428736793391e-19
"Fgfr1",7.18926540461703e-24,0.27262155904102,0.41,0.161,1.23612229366985e-19
"Rasa2",7.49620170419836e-24,-0.32967461886369,0.489,0.652,1.28889692101987e-19
"Nov",7.93295948545734e-24,-0.645101081351314,0.168,0.381,1.36399305392954e-19
"Ciita",1.21977304941205e-23,0.411413647439647,0.966,0.86,2.09727778115907e-19
"Rpl27",1.62876561489711e-23,0.275410116022934,0.99,0.985,2.8004995982541e-19
"Rpl4",1.65111346689826e-23,0.261802424322376,1,0.998,2.83892449498486e-19
"Stk24",4.56121883721037e-23,0.305866995510201,0.888,0.706,7.84255966869951e-19
"Ccr2",4.71648482820663e-23,0.873075751398561,0.749,0.575,8.10952401361848e-19
"Ftl1",5.25692631364447e-23,-0.508403452618953,1,1,9.03875910368029e-19
"Snrpf",5.34774245184736e-23,0.287391703029316,0.968,0.911,9.19490837170636e-19
"Kxd1",5.75762981500996e-23,0.27099557487005,0.901,0.709,9.89966870392813e-19
"Anxa2",6.87695565234757e-23,-0.380237858161458,0.966,0.99,1.18242375486464e-18
"Pld3",6.91902521142038e-23,-0.424494500183083,0.358,0.56,1.18965719485162e-18
"Ccl3",8.45490690255958e-23,-0.740081573187271,0.129,0.342,1.45373669282609e-18
"Rps4x",1.13743596267061e-22,0.264703246403681,1,0.998,1.95570739421584e-18
"Ifitm2",1.40778202828402e-22,0.428977861872347,0.981,0.934,2.42054041943154e-18
"Lgals3bp",1.48584468431322e-22,-0.395065230824553,0.585,0.731,2.55476135020816e-18
"Mpeg1",1.77189683248895e-22,-0.565733244333722,0.817,0.898,3.04659941378149e-18
"Atp6v0a1",1.93584540234809e-22,-0.45947615251008,0.557,0.703,3.32849258479731e-18
"Pkib",2.09473011056983e-22,0.375205454896094,0.722,0.499,3.60167895211377e-18
"Myl12b",2.67477049338684e-22,0.271878573352986,0.986,0.956,4.59900038632933e-18
"Mcemp1",5.00862067972549e-22,0.27112408241775,0.517,0.253,8.61182239672001e-18
"Eid1",5.01427268297757e-22,-0.33108687012063,0.915,0.946,8.62154045111163e-18
"2010005H15Rik",6.81318460486973e-22,-0.789262678690984,0.82,0.882,1.1714589609613e-17
"Mfsd1",8.54900283074909e-22,-0.345957349120567,0.642,0.785,1.469915546719e-17
"Xbp1",1.17351245110414e-21,-0.401362846134095,0.961,0.977,2.01773730842846e-17
"Itgae",1.30063702577201e-21,-0.496728720591657,0.183,0.391,2.2363153021124e-17
"Adam15",1.37045722882451e-21,-0.355047903774214,0.639,0.767,2.35636415924086e-17
"C1qc",1.37843951870695e-21,0.648049161604079,0.842,0.665,2.37008890846473e-17
"Camkk2",1.62229876022789e-21,-0.348626915039164,0.589,0.745,2.78938048833584e-17
"Papd4",2.16400675999029e-21,0.312405712268546,0.885,0.739,3.7207932231273e-17
"Clec2i",2.71593875443934e-21,0.282593752526324,0.654,0.406,4.66978509438301e-17
"Baiap2",3.56386134993426e-21,-0.398583616039613,0.855,0.893,6.12770320507697e-17
"Wdr1",4.09810953140038e-21,-0.311637410862945,0.958,0.975,7.04628952828981e-17
"Pnp",4.1642087239263e-21,-0.347382022027281,0.935,0.957,7.15994047991889e-17
