"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Dlgap5",2.01252906637942e-55,0.478677083464582,0.743,0.125,3.46034247673278e-51,0,0.474927303680385,0.617,0.06,0,2.01252906637942e-55,0
"Nusap1",4.67727471359667e-55,0.752319184861064,0.7,0.108,8.04210614255812e-51,0,0.852724057330784,0.7,0.06,0,4.67727471359667e-55,0
"Nuf2",4.73168583046602e-55,0.402933807146442,0.614,0.084,8.13566061690327e-51,0,0.376538477259162,0.55,0.042,0,4.73168583046602e-55,0
"Kif4",8.62981183268427e-55,0.321752932913962,0.586,0.076,1.48380984651173e-50,0,0.389935908906287,0.564,0.035,0,8.62981183268427e-55,0
"Arhgap19",1.14912031988768e-51,0.470144805219904,0.757,0.143,1.97579747801488e-47,0,0.516651065292132,0.7,0.079,0,1.14912031988768e-51,0
"Esco2",1.49498080271967e-51,0.446348636822635,0.529,0.065,2.5704699921962e-47,0,0.400364562306853,0.465,0.03,0,1.49498080271967e-51,0
"Ube2c",2.43913641310121e-51,1.26398181990085,0.8,0.163,4.19385114868622e-47,0,1.43574920944827,0.821,0.083,0,2.43913641310121e-51,0
"Ndc80",2.76686606469311e-51,0.365361295416352,0.643,0.095,4.75734951163333e-47,0,0.35595168393968,0.47,0.042,0,2.76686606469311e-51,0
"Kif22",9.76725147633287e-51,0.432544532977597,0.657,0.105,1.67938121884067e-46,0,0.413711117286062,0.576,0.057,0,9.76725147633287e-51,0
"Bub1",1.0062356976393e-50,0.322949948318102,0.629,0.093,1.73012165852102e-46,0,0.315682524412806,0.494,0.046,0,1.0062356976393e-50,0
"Mki67",1.50294647326168e-50,1.41968811504975,0.929,0.263,2.58416616612614e-46,0,1.58872451769975,0.983,0.194,0,1.50294647326168e-50,0
"Hist1h2bj",1.69044388790267e-50,0.409386984241627,0.471,0.055,2.90654922085984e-46,0,0.376038557700426,0.475,0.025,0,1.69044388790267e-50,0
"Pbk",2.24711262452864e-50,0.289702966205179,0.529,0.066,3.86368544661454e-46,0,0.331062040417739,0.489,0.031,0,2.24711262452864e-50,0
"Tpx2",2.57030008650756e-49,0.751206527927467,0.786,0.159,4.4193739687411e-45,0,0.863890052267356,0.835,0.119,0,2.57030008650756e-49,0
"Aspm",5.0423889884383e-49,0.431790754843313,0.557,0.077,8.66988362672082e-45,0,0.470235426565212,0.496,0.039,0,5.0423889884383e-49,0
"Plk1",8.49524161682255e-49,0.432253657911248,0.6,0.088,1.46067184359647e-44,0,0.662636589740716,0.697,0.047,0,8.49524161682255e-49,0
"Cdca8",1.32898545302066e-48,0.950343162213564,0.857,0.216,2.28505758792372e-44,0,0.964468666262037,0.869,0.134,0,1.32898545302066e-48,0
"Top2a",1.75782828876259e-48,1.31923551334362,0.814,0.181,3.0224099596984e-44,0,1.64855580206964,0.925,0.114,0,1.75782828876259e-48,0
"Foxm1",3.46676330069033e-48,0.277199729087826,0.514,0.067,5.96075281920696e-44,0,0.291119628408518,0.438,0.035,0,3.46676330069033e-48,0
"Racgap1",1.24462181666854e-47,0.582121170883397,0.8,0.166,2.14000275157988e-43,0,0.644402431611489,0.753,0.08,0,1.24462181666854e-47,0
"Sgo2a",1.26196206024027e-47,0.396858370251254,0.586,0.089,2.16981756637711e-43,0,0.37488495079028,0.516,0.045,0,1.26196206024027e-47,0
"Knstrn",5.51777516680368e-46,0.546385818056571,0.743,0.149,9.48726262180225e-42,0,0.522824478019576,0.656,0.069,0,5.51777516680368e-46,0
"Stmn1",2.45479922236906e-45,1.31306080522733,0.971,0.326,4.22078178294136e-41,0,1.46707021692578,0.981,0.223,0,2.45479922236906e-45,0
"Prc1",5.50463485683375e-45,0.857673009016762,0.671,0.124,9.46466917283994e-41,0,0.916781676445348,0.743,0.076,0,5.50463485683375e-45,0
"Kif20b",7.35775563209386e-45,0.469386228403595,0.657,0.116,1.26509250338222e-40,0,0.550942917375636,0.651,0.058,0,7.35775563209386e-45,0
"Aurkb",1.71128661082437e-44,0.43963936678354,0.643,0.115,2.94238619865143e-40,0,0.470930495624795,0.586,0.054,0,1.71128661082437e-44,0
"Fbxo5",1.18130905850664e-43,0.413534246588415,0.6,0.098,2.03114279519632e-39,0,0.484634037472766,0.586,0.05,0,1.18130905850664e-43,0
"Rad51ap1",3.49436089076082e-43,0.361585624470136,0.614,0.102,6.00820411557415e-39,0,0.428830418568274,0.564,0.054,0,3.49436089076082e-43,0
"Kif20a",5.54873615797754e-43,0.309124131357049,0.586,0.093,9.54049695002658e-39,0,0.349729569130961,0.484,0.045,0,5.54873615797754e-43,0
"Bub1b",6.75278759764149e-43,0.397795885941919,0.714,0.139,1.16107429953848e-38,0,0.437572606937119,0.639,0.078,0,6.75278759764149e-43,0
"Spag5",1.30302701111498e-41,0.269309295979509,0.543,0.084,2.2404246429111e-37,0,0.322518416743336,0.458,0.033,0,1.30302701111498e-41,0
"Spc25",2.39103705041205e-41,0.468791590266185,0.629,0.111,4.11114910447849e-37,0,0.533335214701411,0.651,0.068,0,2.39103705041205e-41,0
"Asf1b",5.16422010975601e-40,0.435301247688608,0.7,0.14,8.87936005671449e-36,0,0.580330767367127,0.743,0.083,0,5.16422010975601e-40,0
"Hist1h2ae",1.08973456336026e-39,1.04138622839846,0.643,0.136,1.87368960824164e-35,0,0.984539897719664,0.685,0.063,0,1.08973456336026e-39,0
"Smc2",1.57390108976094e-39,0.969955502849758,0.829,0.246,2.70616553373496e-35,0,1.16057670581757,0.939,0.157,0,1.57390108976094e-39,0
"Hist1h1b",9.57157485697297e-39,1.58812717773246,0.614,0.126,1.64573658090793e-34,0,1.77787376537932,0.763,0.059,0,9.57157485697297e-39,0
"Lmnb1",1.29022256274546e-38,0.731260863854212,0.886,0.273,2.21840867438455e-34,0,0.74210004138615,0.869,0.155,0,1.29022256274546e-38,0
"Mis18bp1",6.772613340068e-37,0.404577748022101,0.643,0.133,1.16448313769129e-32,0,0.406603920621617,0.564,0.064,0,6.772613340068e-37,0
"Depdc1a",3.46264970964985e-36,0.270589511305565,0.429,0.061,5.95367991077195e-32,0,0.262085331634902,0.375,0.026,0,3.46264970964985e-36,0
"Cenpw",4.46875358354988e-36,0.531705377552302,0.814,0.239,7.68357491155567e-32,0,0.650875574220853,0.782,0.125,0,4.46875358354988e-36,0
"Plk4",2.97629159666058e-35,0.459055825574541,0.671,0.157,5.11743577129821e-31,0,0.44091364226676,0.661,0.08,0,2.97629159666058e-35,0
"Aurka",2.82290820580144e-34,0.316166706307049,0.529,0.096,4.853708369055e-30,0,0.493011379026262,0.615,0.05,0,2.82290820580144e-34,0
"Tk1",4.26102594678495e-34,0.262527923336471,0.571,0.108,7.32640801290205e-30,0,0.350827734931637,0.516,0.041,0,4.26102594678495e-34,0
"Hist1h2ap",5.83753616601227e-34,1.73968121956157,0.814,0.268,1.00370596838415e-29,0,1.87273864381563,0.811,0.136,0,5.83753616601227e-34,0
"Mcm7",2.65189558611291e-33,0.489438337881481,0.743,0.196,4.55966927076253e-29,0,0.594510609470002,0.68,0.098,0,2.65189558611291e-33,0
"Cks2",4.14239229296598e-33,0.890101649692625,0.871,0.342,7.1224293085257e-29,0,0.931634202239663,0.918,0.208,0,4.14239229296598e-33,0
"Cdk1",2.00062327535896e-32,0.686363283592158,0.729,0.206,3.4398716596522e-28,0,0.81512030025307,0.831,0.125,0,2.00062327535896e-32,0
"Clspn",6.42295035017698e-31,0.339257233782536,0.614,0.131,1.10436208320943e-26,0,0.488420155326151,0.596,0.063,0,6.42295035017698e-31,0
"Phgdh",2.60440267720382e-29,0.636540318252746,0.614,0.155,4.47800996318424e-25,0,0.802133597091646,0.605,0.062,0,2.60440267720382e-29,0
"Cks1b",3.85678949668423e-28,0.712693993486069,0.843,0.339,6.63136386059886e-24,0,0.927260508374468,0.891,0.158,0,3.85678949668423e-28,0
"Hist1h3e",1.63310290360309e-27,0.363203636197342,0.529,0.116,2.80795713245515e-23,0,0.391382517557708,0.482,0.04,0,1.63310290360309e-27,0
"Tyms",3.27182205074829e-26,0.428697121495799,0.629,0.173,5.62557083405661e-22,0,0.483048222311303,0.622,0.077,0,3.27182205074829e-26,0
"Hist2h2ac",2.90397625330573e-25,0.471682742772224,0.586,0.158,4.99309676993387e-21,0,0.600683376327787,0.61,0.076,0,2.90397625330573e-25,0
"Igfbp4",6.72693010384002e-25,0.331188530583273,0.429,0.087,1.15662836205425e-20,0,0.419615761389927,0.455,0.033,0,6.72693010384002e-25,0
"Lig1",1.54668584204377e-22,0.360711290646127,0.571,0.155,2.65937163681007e-18,2.86524271891728e-306,0.530640897579989,0.637,0.086,4.92649833090637e-302,1.54668584204377e-22,5.73048543783446e-306
"Gca",1.40035821430495e-48,0.333254769115972,0.586,0.088,2.40777591367592e-44,1.82114390070491e-305,0.419793267304312,0.552,0.062,3.13127482287203e-301,1.40035821430495e-48,3.64228780140956e-305
"Mcm5",2.227048865378e-32,0.487240781585895,0.671,0.165,3.82918781913093e-28,2.80416860753737e-305,0.618448223711688,0.688,0.103,4.82148750379976e-301,2.227048865378e-32,5.6083372150743e-305
"Cenph",9.04291821074196e-42,0.286114029269589,0.557,0.09,1.55483935715497e-37,7.80794395921297e-305,0.312945396097827,0.467,0.044,1.34249788434708e-300,9.04291821074196e-42,1.56158879184256e-304
"Ncapd3",2.25392297792022e-27,0.382414027008917,0.7,0.206,3.87539516823603e-23,7.86643740286074e-305,0.489738000674092,0.683,0.1,1.35255524704788e-300,2.25392297792022e-27,1.57328748057198e-304
"Spn",4.19804517564687e-19,0.342414781853702,0.814,0.324,7.21811887500722e-15,6.26514013905946e-303,0.585689178430449,0.794,0.133,1.07722819550988e-298,4.19804517564687e-19,1.25302802781177e-302
"Shcbp1",3.62326476513494e-51,0.268283031336293,0.571,0.077,6.22984143717302e-47,1.36863782057428e-299,0.265639982055174,0.409,0.033,2.35323586869542e-295,3.62326476513494e-51,2.73727564114852e-299
"Rrm1",1.76004192730526e-31,0.641760173802939,0.8,0.253,3.02621608980867e-27,1.83421700684269e-299,0.755942388197049,0.835,0.164,3.15375272156532e-295,1.76004192730526e-31,3.66843401368525e-299
"Anln",9.22765948162584e-25,0.263264516889023,0.5,0.107,1.58660377127075e-20,7.6159778356423e-295,0.349523002251599,0.525,0.057,1.30949122906034e-290,9.22765948162584e-25,1.52319556712832e-294
"Lbr",1.65999000291986e-48,0.982332703176952,0.971,0.326,2.85418681102041e-44,2.22025970078575e-291,0.974101582429093,0.99,0.256,3.81751452953102e-287,1.65999000291986e-48,4.44051940157132e-291
"Fam107b",2.27305574139117e-41,0.895274303016099,0.929,0.369,3.90829204174797e-37,1.60598560859662e-290,0.786840878131554,0.91,0.202,2.76133165542104e-286,2.27305574139117e-41,3.21197121719325e-290
"Tipin",2.80867561241641e-25,0.59317084785243,0.729,0.254,4.82923684798877e-21,1.16567033788147e-286,0.6538530593818,0.714,0.125,2.0042535789534e-282,2.80867561241641e-25,2.33134067576277e-286
"Cdca7",3.33796407841549e-40,0.391940834810707,0.586,0.103,5.73929543642759e-36,4.42583481144338e-279,0.429718620911841,0.61,0.082,7.60978037479575e-275,3.33796407841549e-40,8.85166962288645e-279
"Dut",2.86132862349546e-28,0.879928942254985,0.786,0.288,4.91976843523809e-24,4.67018269683762e-279,1.02066873175694,0.722,0.141,8.02991212894261e-275,2.86132862349546e-28,9.34036539367453e-279
"Kif23",8.01964708993521e-37,0.508692731882072,0.743,0.17,1.37889812064346e-32,7.92184289674653e-276,0.608155046747459,0.709,0.116,1.3620816676666e-271,8.01964708993521e-37,1.58436857934925e-275
"AC140186.1",3.91739591357326e-47,0.490814970071894,0.7,0.12,6.73557053379786e-43,1.54028874025492e-273,0.331941543545435,0.535,0.061,2.64837245999432e-269,3.91739591357326e-47,3.08057748050967e-273
"Dgat2",2.31830931813352e-65,0.483589860827035,0.714,0.092,3.98610104159878e-61,1.18062091137487e-270,0.402037074199111,0.632,0.086,2.02995959501794e-266,2.31830931813352e-65,2.36124182274951e-270
"H2afx",5.48631947033247e-25,0.913632092789337,0.771,0.315,9.43317769728965e-21,3.66806384652177e-270,0.850518488969714,0.797,0.168,6.30686897770953e-266,5.48631947033247e-25,7.33612769304305e-270
"E2f8",1.31382133377446e-28,0.286379058024229,0.571,0.132,2.2589844012918e-24,3.84048441315165e-267,0.412437145032367,0.593,0.084,6.60332889997295e-263,1.31382133377446e-28,7.68096882630248e-267
"Tuba4a",1.33545874177183e-37,1.29849317166882,0.929,0.473,2.29618776060248e-33,2.1233604598451e-266,1.33922783179919,0.981,0.384,3.65090597465766e-262,1.33545874177183e-37,4.24672091968983e-266
"C330027C09Rik",2.12481540674935e-53,0.35533661100761,0.643,0.095,3.65340761036483e-49,6.378251844837e-265,0.306353898754956,0.467,0.05,1.09667662220127e-260,2.12481540674935e-53,1.27565036896735e-264
"Hmgb2",2.41104323610838e-43,2.09964760077839,0.986,0.717,4.14554774016474e-39,2.24139945438203e-263,2.05263094875292,1,0.576,3.85386222186446e-259,2.41104323610838e-43,4.48279890876368e-263
"Trip13",3.78855815360151e-30,0.312096264460346,0.514,0.101,6.51404688930244e-26,1.38500284885147e-258,0.252426247299541,0.443,0.046,2.38137389831522e-254,3.78855815360151e-30,2.77000569770263e-258
"Ly6c2",2.41785533490677e-54,1.79616336464583,0.957,0.286,4.15726046283871e-50,5.35944419541423e-258,1.46259297883261,0.995,0.348,9.21502834959522e-254,2.41785533490677e-54,1.07188883908277e-257
"Trim59",6.09624110563124e-40,0.321104963772472,0.6,0.109,1.04818769570224e-35,1.40562912648197e-255,0.295475006100439,0.409,0.04,2.4168387200731e-251,6.09624110563124e-40,2.81125825296371e-255
"Stk26",1.71845873656588e-62,0.371058018291561,0.671,0.088,2.95471795165138e-58,5.32977423968534e-255,0.295618344968464,0.547,0.069,9.16401382771497e-251,1.71845873656588e-62,1.06595484793697e-254
"Hjurp",4.9192746669849e-30,0.63919832650109,0.871,0.332,8.45820086241383e-26,2.54420005006709e-252,0.647219718764094,0.872,0.197,4.37449756608535e-248,4.9192746669849e-30,5.08840010013365e-252
"Tfdp1",1.28953273821199e-31,0.604751008535985,0.829,0.313,2.2172225900817e-27,3.37046671442249e-252,0.631723327885901,0.835,0.197,5.79518046877803e-248,1.28953273821199e-31,6.74093342884455e-252
"Uhrf1",1.05113630445418e-30,0.409009107734276,0.571,0.12,1.80732376187851e-26,9.78263668535825e-251,0.376071868661191,0.516,0.066,1.6820265516805e-246,1.05113630445418e-30,1.95652733707148e-250
"Hist1h1d",7.67671161450199e-23,0.545233475104375,0.557,0.156,1.31993379499747e-18,1.12338179341875e-246,0.433944428015657,0.545,0.074,1.9315426556042e-242,7.67671161450199e-23,2.24676358683739e-246
"Camp",5.12322060929974e-93,3.28251113946477,0.671,0.063,8.80886551562998e-89,1.1339925852937e-246,2.4668088608365,0.598,0.095,1.94978685115399e-242,5.12322060929974e-93,2.26798517058736e-246
"4930438A08Rik",1.87241259408766e-80,0.350073816495828,0.471,0.034,3.21942621427433e-76,4.8072760334043e-244,0.265107904373285,0.351,0.03,8.26563041183536e-240,1.87241259408766e-80,9.61455206680843e-244
"Smc4",2.93177450040737e-30,0.975309760726791,0.929,0.537,5.04089307600043e-26,4.66889739110351e-242,1.16428649189721,0.971,0.363,8.02770217426337e-238,2.93177450040737e-30,9.33779478220659e-242
"Hist1h4h",3.5725686772336e-34,0.551504186252338,0.557,0.11,6.14267458363544e-30,3.28872600784663e-239,0.353324007977736,0.501,0.064,5.65463549789149e-235,3.5725686772336e-34,6.57745201569256e-239
"Dbf4",2.31212974909266e-27,0.464121984957659,0.714,0.227,3.97547589058992e-23,4.84427305923292e-237,0.505367044932685,0.726,0.143,8.32924309804508e-233,2.31212974909266e-27,9.68854611846541e-237
"Incenp",1.00324446318606e-23,0.586431365657892,0.757,0.303,1.72497853000211e-19,1.00341912759598e-233,0.655055322818241,0.789,0.181,1.72527884798852e-229,1.00324446318606e-23,2.00683825519188e-233
"Pmf1",1.04596681164975e-20,0.304758786628777,0.657,0.221,1.79843533595057e-16,1.14878275439692e-233,0.38553054779474,0.639,0.11,1.97521706791006e-229,1.04596681164975e-20,2.29756550879364e-233
"Cdc25a",7.8820985590886e-24,0.302505462109688,0.614,0.177,1.35524802624969e-19,6.01544740240351e-229,0.428589828941868,0.613,0.107,1.03429602636926e-224,7.8820985590886e-24,1.20308948048069e-228
"Rflnb",1.01446382416494e-28,0.534977960474783,0.757,0.222,1.7442690992692e-24,1.08803077014237e-228,0.625806869658935,0.746,0.144,1.8707601061828e-224,1.01446382416494e-28,2.17606154028459e-228
"Ccdc88c",7.93311442265903e-25,0.463386090271772,0.714,0.222,1.36401969383199e-20,2.36367774378621e-228,0.391131782918455,0.649,0.11,4.06410751266602e-224,7.93311442265903e-25,4.72735548757219e-228
"Fdps",9.59090874262053e-27,1.19083213064596,0.886,0.49,1.64906084920617e-22,1.33056194438077e-224,1.21123320368033,0.966,0.382,2.28776820716829e-220,9.59090874262053e-27,2.66112388876136e-224
"Cenpa",4.55620456357927e-24,0.936098769641471,0.843,0.402,7.8339381266182e-20,2.1197555636937e-222,0.954691928983321,0.886,0.265,3.64470771621495e-218,4.55620456357927e-24,4.2395111273875e-222
"Hmgn2",1.60597690925045e-41,1.59854563626866,1,0.626,2.76131669776522e-37,4.2502015768824e-222,1.37871375238179,1,0.545,7.30779659129161e-218,1.60597690925045e-41,8.50040315376464e-222
"H2afz",2.02557248910591e-30,0.901910203684362,1,0.908,3.48276933776871e-26,4.99546854072397e-220,1.24531741536321,1,0.812,8.5892086089208e-216,2.02557248910591e-30,9.9909370814477e-220
"Ngp",4.76263725412913e-91,3.06532521916509,0.814,0.103,8.18887849474963e-87,3.08867051946441e-219,2.37879177217755,0.794,0.214,5.31066009116712e-215,4.76263725412913e-91,6.17734103892882e-219
"Clec12a",4.32694576271955e-41,1.03790480557406,0.943,0.369,7.43975054442e-37,4.49330316334124e-219,0.833406546015948,0.956,0.3,7.72578545904893e-215,4.32694576271955e-41,8.98660632668253e-219
"Chaf1a",7.10617347256293e-31,0.337962332024321,0.657,0.161,1.22183546687247e-26,1.23698393846153e-217,0.372679583595042,0.579,0.097,2.12687018379075e-213,7.10617347256293e-31,2.47396787692304e-217
"Slc43a3",3.24459320867996e-21,0.25217714584984,0.543,0.146,5.57875356300433e-17,1.52497637250407e-215,0.288764593995308,0.586,0.094,2.6220443748835e-211,3.24459320867996e-21,3.04995274500809e-215
"Stfa1",5.62427823009044e-60,2.60091473175946,0.5,0.054,9.67038398881749e-56,7.54309098984512e-213,2.23895251693127,0.501,0.076,1.29695906479397e-208,5.62427823009044e-60,1.50861819796901e-212
"Mcm3",8.69688253694799e-19,0.520558413559819,0.671,0.262,1.49534198340284e-14,7.68806799538746e-212,0.698080623462637,0.685,0.147,1.32188641112692e-207,8.69688253694799e-19,1.53761359907748e-211
"Fth1",1.12314346025159e-37,-2.49483120374301,0.986,0.999,1.93113286555658e-33,5.55040668769341e-211,-2.51828468029102,1,1,9.54336925882004e-207,1.12314346025159e-37,1.1100813375387e-210
