"","wt_naive_p_val","wt_naive_avg_logFC","wt_naive_pct.1","wt_naive_pct.2","wt_naive_p_val_adj","ko_naive_p_val","ko_naive_avg_logFC","ko_naive_pct.1","ko_naive_pct.2","ko_naive_p_val_adj","max_pval","minimump_p_val"
"Igf1",1.13471581569441e-149,0.366386704326045,0.436,0.1,1.95103037350497e-145,5.77065869692028e-245,0.458996619357556,0.578,0.187,9.92207056348472e-241,1.13471581569441e-149,1.15413173938394e-244
"Atp6v0d2",3.08283153599333e-171,0.667135395574604,0.92,0.422,5.30062054298693e-167,2.53846374542399e-244,0.569790867898928,0.942,0.496,4.36463456388202e-240,3.08283153599333e-171,5.07692749084766e-244
"Fam213b",4.08421771005815e-130,0.273650545805073,0.469,0.144,7.02240393067399e-126,1.46034117891052e-242,0.263337323056132,0.383,0.096,2.51091062301875e-238,4.08421771005815e-130,2.92068235782089e-242
"Serpinb6a",4.11361170966426e-99,0.378021657750104,0.604,0.271,7.07294397359674e-95,2.21634289158835e-236,0.435706112674609,0.632,0.232,3.81077996779701e-232,4.11361170966426e-99,4.43268578317643e-236
"Psap",8.81225932213106e-233,0.900168738545283,1,0.944,1.51517986784721e-228,2.50955920087252e-233,0.506459413451,1,0.97,4.31493608998021e-229,8.81225932213106e-233,5.0191184017449e-233
"Ctsb",1.98168970506419e-175,0.632545230662582,0.997,0.823,3.40731727888737e-171,9.31376215479334e-233,0.556580479218594,0.999,0.847,1.60140826489517e-228,1.98168970506419e-175,1.86275243095865e-232
"Scd2",1.60372508070192e-47,0.396547979968488,0.873,0.636,2.75744490375888e-43,4.94820773889473e-229,0.598621971734085,0.865,0.459,8.5079483862556e-225,1.60372508070192e-47,9.89641547778841e-229
"C1qb",7.51579870783429e-12,0.29955334884015,0.453,0.335,1.29226642982503e-07,2.11507917958127e-228,1.04007931801873,0.489,0.163,3.63666714137203e-224,7.51579870783429e-12,4.23015835916209e-228
"Mpeg1",1.83289835519466e-219,0.789290001998851,0.998,0.675,3.15148543192171e-215,1.3002200644686e-226,0.482845840637671,0.988,0.687,2.23559837884731e-222,1.83289835519466e-219,2.600440128937e-226
"Smpdl3a",1.65221203052937e-226,0.678682093972673,0.929,0.437,2.8408133652922e-222,6.01906858877248e-199,0.321935779149593,0.744,0.335,1.03491865315354e-194,6.01906858877248e-199,3.30442406105839e-226
"Lgmn",8.38304643658502e-124,0.40317581207071,0.906,0.52,1.44138100430643e-119,8.28592355419245e-226,0.627804508803832,0.931,0.487,1.42468169590785e-221,8.38304643658502e-124,1.65718471083833e-225
"Nrp2",1.14459464084773e-125,0.334086333072156,0.878,0.448,1.96801602547358e-121,3.33756830585468e-225,0.355927137621053,0.848,0.361,5.73861494508654e-221,1.14459464084773e-125,6.67513661170869e-225
"Esyt1",2.07785604482874e-96,0.335178015196392,0.902,0.569,3.57266568347854e-92,5.97367092997323e-224,0.405556692523987,0.85,0.427,1.0271129796996e-219,2.07785604482874e-96,1.19473418599462e-223
"Ccnd1",7.35556769259555e-09,-0.285918598071764,0.248,0.316,0.000126471630906488,2.0758642834797e-223,0.416241123114467,0.669,0.262,3.56924104901499e-219,7.35556769259555e-09,4.15172856695905e-223
"Sdc3",6.82451914951856e-142,0.470643559958106,0.751,0.352,1.17340782256822e-137,5.14038866476149e-223,0.391592914653432,0.663,0.262,8.83838427019091e-219,6.82451914951856e-142,1.02807773295231e-222
"Pid1",2.91541336175537e-123,0.406680208577757,0.817,0.43,5.01276173420218e-119,2.43972705378645e-221,0.350071332109479,0.77,0.342,4.19486669628042e-217,2.91541336175537e-123,4.87945410757299e-221
"Cd302",1.30807863948061e-206,0.525875408039647,0.911,0.425,2.24911041272297e-202,7.89016714350767e-218,0.309182856412155,0.719,0.311,1.35663533865471e-213,1.30807863948061e-206,1.57803342870157e-217
"B2m",3.55375042101647e-146,0.504572555197861,0.999,0.883,6.11031847389572e-142,6.84715909523492e-217,0.46264153900689,0.999,0.85,1.17730053483469e-212,3.55375042101647e-146,1.36943181904702e-216
"C1qc",1.731645636963e-09,0.250164165142532,0.369,0.276,2.97739150819419e-05,1.5959158898536e-212,0.870484787848676,0.43,0.136,2.74401778101427e-208,1.731645636963e-09,3.19183177970713e-212
"Gpnmb",1.29557711937464e-147,0.52417064189904,0.982,0.576,2.22761529905276e-143,4.67104509194408e-212,0.462416313595717,0.995,0.727,8.03139493108866e-208,1.29557711937464e-147,9.34209018388843e-212
"Itgb5",4.44585917970082e-186,0.421726636833668,0.792,0.332,7.64421027357759e-182,1.65710599502703e-211,0.283051973007652,0.559,0.211,2.84922804784947e-207,4.44585917970082e-186,3.31421199005405e-211
"Tfec",6.31819725477239e-111,0.268894535753166,0.667,0.281,1.08635083598556e-106,1.19939361158162e-210,0.308428921002108,0.752,0.336,2.06223737575344e-206,6.31819725477239e-111,2.3987872231632e-210
"Pf4",4.07999854224711e-90,1.15807747915975,0.489,0.197,7.01514949353968e-86,1.85508883440406e-206,1.47430946866292,0.719,0.344,3.18963974187434e-202,4.07999854224711e-90,3.71017766880809e-206
"Rnase4",3.21305559003132e-146,0.251492207401943,0.611,0.203,5.52452778149985e-142,1.5131542936986e-205,0.269117941715373,0.587,0.216,2.60171749258538e-201,3.21305559003132e-146,3.02630858739728e-205
"Ear2",1.6234244230468e-205,0.902830063400052,0.524,0.119,2.79131595298667e-201,1.05423608869661e-182,0.422650743160852,0.266,0.06,1.81265353090495e-178,1.05423608869661e-182,3.24684884609366e-205
"Mafb",4.07246662774109e-57,0.59377087965541,0.661,0.415,7.00219911973803e-53,1.15049316469078e-203,0.527716147391359,0.634,0.265,1.97815794736933e-199,4.07246662774109e-57,2.30098632938163e-203
"Bhlhe41",2.28503408433427e-159,0.367411261992442,0.679,0.22,3.92888760460434e-155,5.77393000517305e-201,0.286196611812093,0.811,0.347,9.92769525089454e-197,2.28503408433427e-159,1.15478600103461e-200
"Fblim1",1.03730256326188e-186,0.296391046676374,0.662,0.203,1.78353802727247e-182,5.03564887870523e-200,0.258728270683678,0.572,0.216,8.65829468204577e-196,1.03730256326188e-186,1.00712977574104e-199
"Canx",1.20124213957083e-141,0.479255360901903,0.983,0.724,2.06541573477808e-137,3.35824688531943e-198,0.414927849476281,0.981,0.64,5.77416969461823e-194,1.20124213957083e-141,6.71649377063883e-198
"Gns",3.8997571938273e-173,0.552992858058961,0.968,0.601,6.70524251906666e-169,4.67300014331789e-198,0.40366439727538,0.958,0.568,8.03475644642078e-194,3.8997571938273e-173,9.34600028663605e-198
"Plxdc2",5.81296027067365e-96,0.354297472810793,0.753,0.383,9.99480388939627e-92,1.60378783892315e-197,0.331535109370066,0.56,0.216,2.75755281024447e-193,5.81296027067365e-96,3.20757567784633e-197
"Rragc",2.29416768480094e-104,0.302581019871118,0.926,0.627,3.94459191724673e-100,6.30138474266393e-196,0.334832987736707,0.904,0.502,1.08346009265364e-191,2.29416768480094e-104,1.26027694853278e-195
"Cybb",1.21976442300757e-195,0.814593639482349,0.995,0.637,2.09726294891921e-191,2.98295500251491e-131,0.323925819471414,0.954,0.609,5.12889283132413e-127,2.98295500251491e-131,2.4395288460152e-195
"Fabp4",1.81275064866106e-75,0.669477917327445,0.292,0.085,3.11684346530782e-71,1.0066022014057e-193,0.813033294396195,0.398,0.12,1.73075182509696e-189,1.81275064866106e-75,2.01320440281136e-193
"Axl",2.31130396341659e-193,0.682425530929842,0.904,0.43,3.97405603469849e-189,2.41213740204615e-154,0.284790679391375,0.477,0.182,4.14742904907815e-150,2.41213740204615e-154,4.62260792683332e-193
"Ccr5",4.26536859377423e-102,0.449968393626803,0.851,0.473,7.33387476013541e-98,3.56342200402604e-193,0.421609346450392,0.845,0.424,6.12694779372237e-189,4.26536859377423e-102,7.12684400805198e-193
"Arl8b",7.05971332926835e-64,0.266766922682822,0.892,0.627,1.2138471098344e-59,1.62437757662861e-192,0.425653916584243,0.928,0.538,2.79295480525523e-188,7.05971332926835e-64,3.24875515325715e-192
"Comt",1.75434994102859e-94,0.285169962712208,0.875,0.527,3.01642928860456e-90,6.0113997261541e-191,0.266452166590334,0.733,0.34,1.03360006891494e-186,1.75434994102859e-94,1.20227994523083e-190
"Ap2a2",2.29128209994971e-116,0.327713586132443,0.875,0.52,3.93963044265353e-112,6.91285800094528e-191,0.313879004683962,0.793,0.4,1.18859680468253e-186,2.29128209994971e-116,1.38257160018905e-190
"Ccl6",2.79313154074108e-94,0.512502996737377,1,0.947,4.80251037115021e-90,1.70431164223158e-190,0.476818632800766,0.999,0.977,2.93039343765298e-186,2.79313154074108e-94,3.40862328446326e-190
"Trem2",7.67237096737057e-162,0.602000526627817,0.945,0.497,1.3191874641297e-157,7.74784930095669e-189,0.391751610166847,0.891,0.432,1.33216520880649e-184,7.67237096737057e-162,1.54956986019132e-188
"Ctsz",1.61135513246807e-95,0.374680967328897,0.997,0.822,2.7705640147656e-91,1.83991614226386e-188,0.424056219011544,0.996,0.762,3.16355181500848e-184,1.61135513246807e-95,3.67983228452773e-188
"Malat1",1.5289324190157e-24,-0.491932376974232,1,0.924,2.62884640125559e-20,3.13950800961505e-188,-0.986348220183498,0.998,0.963,5.39807007173212e-184,1.5289324190157e-24,6.27901601923016e-188
"Pld4",4.82307332942204e-138,0.401993804870134,0.813,0.395,8.29279228260825e-134,1.60351357965013e-184,0.283917502740593,0.461,0.159,2.75708124885044e-180,4.82307332942204e-138,3.20702715930024e-184
"Sirpa",1.043984735892e-141,0.574208735980164,0.997,0.79,1.7950273548927e-137,3.3737293625272e-184,0.413202769565659,0.998,0.825,5.80079026592926e-180,1.043984735892e-141,6.7474587250546e-184
"Ctsa",3.61110933740997e-182,0.581748623012271,0.981,0.682,6.20894139474269e-178,2.77410194117267e-168,0.39357745474359,0.984,0.652,4.76979087765229e-164,2.77410194117267e-168,7.2222186748201e-182
"Glul",7.04319406950663e-129,0.3268040122165,0.712,0.335,1.21100678831097e-124,5.02444141091532e-182,0.264181806021385,0.538,0.212,8.6390245619278e-178,7.04319406950663e-129,1.00488828218305e-181
"Akr1a1",6.8569429403784e-110,0.28047143590437,0.999,0.882,1.17898276916866e-105,5.33945052440241e-181,0.356871736308123,0.999,0.828,9.1806512316575e-177,6.8569429403784e-110,1.06789010488045e-180
"Lrpap1",3.05843187985608e-76,0.291641372768002,0.876,0.589,5.25866777422454e-72,6.03928060628321e-181,0.480678958107434,0.888,0.491,1.03839390744433e-176,3.05843187985608e-76,1.20785612125665e-180
"Ftl1",1.98091687761007e-99,0.325679900092497,1,0.999,3.40598847936275e-95,1.02486762118463e-179,0.342105621048818,1,0.999,1.76215738786485e-175,1.98091687761007e-99,2.0497352423693e-179
"Sulf2",3.60432202183899e-77,0.263775870939673,0.515,0.248,6.19727128434996e-73,2.24357842371914e-178,0.254943797310559,0.438,0.157,3.85760874174269e-174,3.60432202183899e-77,4.48715684743841e-178
"Npc2",4.24095329765344e-131,0.430631021355776,0.999,0.855,7.29189509998532e-127,1.50533254455483e-177,0.390937516710964,0.998,0.815,2.58826877710757e-173,4.24095329765344e-131,3.0106650891096e-177
"Srgn",6.69085722205202e-53,-0.716306033708031,0.777,0.797,1.15042599075962e-48,4.99610640563361e-177,-1.2103704453702,0.693,0.8,8.59030535384643e-173,6.69085722205202e-53,9.99221281126736e-177
"Nampt",1.63136869616791e-88,0.304324767363821,0.837,0.51,2.8049753361911e-84,6.30375912472259e-177,0.316084371357237,0.912,0.523,1.0838683439048e-172,1.63136869616791e-88,1.2607518249445e-176
"Hexa",2.1053000158223e-175,0.534860880417891,0.994,0.738,3.61985284720487e-171,3.58046814146861e-173,0.382855464464868,0.981,0.677,6.15625692244113e-169,3.58046814146861e-173,4.21060003164467e-175
"Cd68",3.70986358200621e-171,0.567241639487995,0.983,0.66,6.37873944290148e-167,1.87022774880442e-173,0.389445974554335,0.98,0.668,3.21566959129431e-169,3.70986358200621e-171,3.74045549760893e-173
"Lrp1",3.5697237168344e-170,0.502974616523474,0.949,0.453,6.13778295872506e-166,1.64245923537809e-147,0.356120476317628,0.963,0.577,2.82404440930909e-143,1.64245923537809e-147,7.13944743366871e-170
"Plekhb2",4.36007356383913e-102,0.262820577682326,0.873,0.522,7.496710485665e-98,1.31736929856987e-169,0.256113132292236,0.801,0.404,2.26508477196104e-165,4.36007356383913e-102,2.63473859713969e-169
"Ctsc",1.33123362372092e-169,0.624071974465632,0.976,0.705,2.28892309262575e-165,3.20565869460446e-154,0.360510086206098,0.923,0.578,5.51180955950291e-150,3.20565869460446e-154,2.6624672474418e-169
"Pon2",5.73990562712982e-141,0.395610770986167,0.931,0.588,9.86919373528702e-137,4.59185434819421e-169,0.283166336681901,0.828,0.442,7.89523436628512e-165,5.73990562712982e-141,9.18370869638859e-169
"Mfsd12",7.05732033964603e-103,0.267076334034933,0.827,0.451,1.21343565919874e-98,3.15938556503999e-160,0.263753220378015,0.791,0.397,5.43224754052975e-156,7.05732033964603e-103,6.31877113008013e-160
"Ifitm1",4.22836168095604e-106,-1.75978653766782,0.667,0.804,7.27024507423581e-102,6.95871881901318e-159,-2.01879612493357,0.659,0.775,1.19648211374113e-154,4.22836168095604e-106,1.39174376380265e-158
"Ddhd1",4.28221727208903e-114,0.398034054037527,0.933,0.586,7.36284437762988e-110,2.15394184721851e-158,0.268380614001863,0.908,0.508,3.70348761210751e-154,4.28221727208903e-114,4.30788369443706e-158
"Sdcbp",3.99180457733175e-113,0.396750744430002,0.991,0.821,6.86350879026422e-109,2.26920552051536e-158,0.337176931716871,0.994,0.801,3.90167197197412e-154,3.99180457733175e-113,4.53841104103067e-158
"Kctd12",7.16251488950887e-87,0.377116954380253,0.912,0.657,1.23152281010215e-82,1.57960142849356e-155,0.323125649595212,0.82,0.462,2.71596669615182e-151,7.16251488950887e-87,3.15920285698719e-155
"Fth1",1.22854433519783e-151,0.517982685061344,1,0.999,2.11235912993914e-147,5.24771595594918e-137,0.337908726087557,1,1,9.02292281465902e-133,5.24771595594918e-137,2.45708867039569e-151
"Cd81",2.44841958729358e-106,0.351503951060842,0.903,0.488,4.20981263839258e-102,1.34036682748294e-151,0.285626415718621,0.862,0.463,2.30462672317416e-147,2.44841958729358e-106,2.68073365496584e-151
"Cd200r1",4.06123443700243e-72,0.257905479796792,0.887,0.568,6.98288649098197e-68,1.80807472491971e-149,0.28418972380285,0.895,0.479,3.10880368202695e-145,4.06123443700243e-72,3.61614944983949e-149
"Hvcn1",2.4659345721709e-79,0.265255611985391,0.863,0.539,4.23992790339065e-75,2.05733149369961e-148,0.299802306315925,0.879,0.492,3.53737577026711e-144,2.4659345721709e-79,4.11466298739926e-148
"Atp6ap1",5.63176387854534e-95,0.300911983849304,0.948,0.656,9.68325481277086e-91,3.13713830512222e-147,0.322621786584153,0.956,0.605,5.39399560182715e-143,5.63176387854534e-95,6.2742766102446e-147
"Laptm4a",1.75182994702436e-129,0.36584300191409,0.958,0.653,3.01209641091368e-125,2.75019730998084e-146,0.280874533855901,0.887,0.518,4.72868925478105e-142,1.75182994702436e-129,5.50039461996174e-146
"Timp2",4.4818991454975e-112,0.347474481814427,0.898,0.49,7.7061773907684e-108,1.29476293049577e-143,0.358253059450484,0.917,0.558,2.22621538269444e-139,4.4818991454975e-112,2.5895258609915e-143
"Marco",1.56454231444137e-57,0.731163239009085,0.147,0.028,2.69007405545049e-53,1.29534966976733e-143,0.771558344237363,0.189,0.038,2.22722422219795e-139,1.56454231444137e-57,2.59069933953475e-143
"Sept9",1.63811253038024e-89,0.413089651436452,0.944,0.677,2.81657068473578e-85,1.69443249115117e-142,0.338507975450506,0.894,0.531,2.91340722528532e-138,1.63811253038024e-89,3.38886498230238e-142
"Hsp90b1",2.22740000252303e-54,0.280572978414471,0.985,0.752,3.8297915643381e-50,1.75467018942088e-142,0.37570294162243,0.989,0.697,3.01697992369026e-138,2.22740000252303e-54,3.5093403788418e-142
"H2-K1",6.58666588337131e-94,0.346289454392397,0.994,0.805,1.13251133198686e-89,7.62487323182409e-141,0.337961214270455,0.983,0.716,1.31102070347983e-136,6.58666588337131e-94,1.52497464636483e-140
"Lipa",6.1896191254865e-137,0.458276275911596,0.932,0.547,1.06424311243615e-132,3.26720802506599e-140,0.262468783546052,0.877,0.462,5.61763747829847e-136,6.1896191254865e-137,6.5344160501321e-140
"Colgalt1",1.84460745403098e-56,0.261385539986878,0.962,0.687,3.17161805646086e-52,1.07977684765369e-137,0.303375692933917,0.926,0.532,1.85656831185575e-133,1.84460745403098e-56,2.15955369530737e-137
"Tpp1",1.52517247154665e-119,0.330786881884098,0.894,0.533,2.62238154757732e-115,1.13430697416942e-137,0.257139231439511,0.865,0.48,1.95032741138689e-133,1.52517247154665e-119,2.26861394833879e-137
"Nceh1",2.38756613234326e-125,0.362134053360876,0.923,0.55,4.105181207951e-121,8.95541434168362e-136,0.254083300251879,0.905,0.532,1.53979394190908e-131,2.38756613234326e-125,1.79108286833674e-135
"Il1r2",8.3115633719954e-82,-0.911460587727412,0.129,0.449,1.42909020618089e-77,1.55850321744995e-132,-1.21677213932238,0.185,0.471,2.67969043208344e-128,8.3115633719954e-82,3.11700643489996e-132
"Plin2",4.71544250629775e-120,0.459093702185517,0.967,0.685,8.10773184532835e-116,4.30657801119828e-131,0.325832154691228,0.906,0.545,7.40473023245432e-127,4.71544250629775e-120,8.61315602239647e-131
"Abcg1",6.72963619747763e-104,0.508442817065412,0.92,0.622,1.1570936477943e-99,6.97599343776564e-130,0.317403572496547,0.924,0.56,1.19945231168942e-125,6.72963619747763e-104,1.3951986875531e-129
"Cndp2",1.20110256603416e-82,0.257873505914054,0.931,0.642,2.06517575203913e-78,2.40462361463894e-129,0.307409761762869,0.955,0.629,4.1345098430102e-125,1.20110256603416e-82,4.80924722927786e-129
"App",1.79768155042572e-126,0.413855497821354,0.976,0.736,3.09093365780198e-122,9.32646417153519e-122,0.297906395174397,0.949,0.634,1.60359224965376e-117,9.32646417153519e-122,3.59536310085148e-126
"Eif1",1.30270642208308e-25,-0.299682444123477,0.999,0.944,2.23987342212965e-21,1.47235281156035e-122,-0.442110369006302,0.993,0.951,2.53156342419686e-118,1.30270642208308e-25,2.94470562312077e-122
"S100a4",0.0127879511378333,-0.313552890077832,0.884,0.705,1,4.02803462220256e-121,0.336333934672191,0.937,0.601,6.92580272941508e-117,0.0127879511378333,8.05606924440511e-121
"Tmem154",1.03582130924652e-73,0.27402181652436,0.904,0.635,1.78099115911846e-69,1.78126593866313e-116,0.256633917698311,0.903,0.563,3.06270865493739e-112,1.03582130924652e-73,3.56253187732625e-116
"Ucp2",7.91486542827233e-111,0.417692911628912,0.995,0.854,1.36088196173714e-106,3.87440888527736e-105,0.306810303477234,0.98,0.756,6.66165863734588e-101,3.87440888527736e-105,1.58297308565447e-110
"S100a6",7.42156841386217e-38,-0.727379291289168,0.985,0.948,1.27606447307946e-33,2.77385046625626e-110,-0.787414759456917,0.989,0.974,4.76935849168101e-106,7.42156841386217e-38,5.5477009325126e-110
