"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Bhlhe40",1.15618994634088e-18,0.615444958179678,0.202,0.05,1.98795299373851e-14
"Rpl35",2.89674031685552e-18,0.477626921837892,0.733,0.563,4.98065530080139e-14
"Psap",6.87539781620382e-18,-0.721456662719563,0.663,0.781,1.18215590051808e-13
"Rpl23a",1.33117173950345e-17,0.406647033414555,0.788,0.65,2.28881668890223e-13
"Ccl4",1.34844384991365e-17,-0.98145514491454,0.152,0.339,2.31851435554153e-13
"Rps27",2.33968114013408e-17,0.409229696274215,0.794,0.624,4.02284775234654e-13
"Rpl39",3.32022406703846e-17,0.345984157422862,0.879,0.749,5.70879326086593e-13
"Cox8a",1.36862370811928e-16,0.375432099581575,0.785,0.614,2.35321160374029e-12
"Rps15",1.4883498404839e-16,0.40530935034169,0.772,0.648,2.55906871572801e-12
"Clec4d",3.15549935559497e-16,-0.651221702124638,0.129,0.302,5.42556559201e-12
"Ifitm3",4.10888015227111e-16,0.751504513440363,0.379,0.195,7.06480853381494e-12
"H2afz",4.91969190456475e-16,0.550064067955612,0.704,0.514,8.45891826070863e-12
"Hsp90b1",6.5570025879777e-16,-0.757342256010343,0.137,0.305,1.12741102497689e-11
"Rgl1",8.19155050386659e-16,-0.623289722862715,0.058,0.201,1.40845519363482e-11
"Ppia",1.21975062349278e-15,0.366931079619514,0.839,0.725,2.09723922203349e-11
"Rpl36",3.88485102881001e-15,0.391012557857947,0.769,0.617,6.67961285893594e-11
"Ccl17",3.98715732681838e-15,0.586556179825094,0.401,0.219,6.85551830773152e-11
"Soat1",4.16045885788598e-15,-0.675109814959195,0.096,0.251,7.15349296024916e-11
"mt-Atp6",5.03226165996636e-15,-0.47784557793188,0.737,0.858,8.65247069814616e-11
"Rpl37a",5.25170161882296e-15,0.315508270731255,0.897,0.821,9.0297757634042e-11
"Bcl2a1b",1.27392521160625e-14,0.436450368791008,0.601,0.413,2.19038700883579e-10
"Mmp19",1.34012505953053e-14,-0.70756942660734,0.065,0.206,2.3042110273568e-10
"Rpl29",1.35902131019775e-14,0.412432807417812,0.727,0.582,2.33670124075401e-10
"Uba52",1.6450840496285e-14,0.502051602690394,0.311,0.141,2.82855751493124e-10
"Eif3f",1.76427834684045e-14,0.465807400846484,0.483,0.294,3.03350018955748e-10
"Bcl2a1a",1.93998857599102e-14,0.471533565195596,0.369,0.184,3.33561635755896e-10
"Rps12",4.00121224201745e-14,0.281355816468522,0.903,0.816,6.8796843289248e-10
"H3f3a",4.25188127152879e-14,0.283915603310529,0.848,0.753,7.3106846582666e-10
"Wfdc17",5.01292578769242e-14,-0.421292533662696,0.762,0.884,8.61922459935835e-10
"Rpl36a",6.87547151294786e-14,0.388512701280784,0.692,0.534,1.18216857193626e-09
"Rpl27",1.51276344263893e-13,0.449818585956484,0.534,0.346,2.60104546327338e-09
"Rpl22",2.26662645535465e-13,0.340117206038597,0.774,0.621,3.89723752733678e-09
"Rpl31",2.28059696273079e-13,0.369190000109933,0.666,0.491,3.92125841771932e-09
"Sub1",3.83328174673909e-13,0.335718419535241,0.599,0.413,6.5909446353432e-09
"Aif1",5.94748197504103e-13,0.631882602123913,0.175,0.055,1.02261005078855e-08
"mt-Cytb",7.30388328221701e-13,-0.471525630658847,0.49,0.65,1.25582969154439e-08
"H2-Aa",8.08270568855072e-13,0.473426967991997,0.378,0.202,1.38974041608941e-08
"Pycard",9.51577444285083e-13,0.397433579388247,0.581,0.385,1.63614225770377e-08
"Cyba",1.13086355994383e-12,-0.416546616294956,0.583,0.706,1.94440680496741e-08
"Asgr2",1.50941019217178e-12,0.795179255821274,0.112,0.021,2.59527988442016e-08
"Neat1",1.55200412204207e-12,-0.77181369584929,0.185,0.343,2.66851588743914e-08
"Adam8",1.94340718877165e-12,-0.557784962023417,0.073,0.202,3.34149432037397e-08
"Cd74",2.17696713099639e-12,0.618744575745577,0.549,0.392,3.74307728503519e-08
"Rpl13a",2.26850931218936e-12,0.506927605608606,0.335,0.176,3.90047491137838e-08
"Klk1b11",2.89994347531755e-12,0.695545437091355,0.127,0.03,4.98616281146099e-08
"Cst3",3.40814165527334e-12,0.715438987135257,0.612,0.454,5.85995876207699e-08
"Rpl22l1",3.8729897001847e-12,0.461493036264734,0.395,0.225,6.65921849049757e-08
"mt-Nd1",7.17914721874427e-12,-0.510468867786125,0.349,0.509,1.23438257279089e-07
"Hint1",1.04030129515756e-11,0.334741328698841,0.675,0.504,1.78869404689391e-07
"H2-Eb1",1.11616503421164e-11,0.61391829298087,0.316,0.166,1.91913415982349e-07
"H2-Ab1",1.64317971383652e-11,0.526335175486298,0.341,0.184,2.82528319997051e-07
"Ifrd1",1.71830939392057e-11,-0.538146365885621,0.103,0.232,2.95446117190703e-07
"Eif3i",2.28434129988911e-11,0.435016928970485,0.338,0.183,3.92769643102933e-07
"Lsp1",2.52694774699024e-11,0.39375818187806,0.519,0.35,4.34483395617503e-07
"Rps26",3.46736142265123e-11,0.306835535907519,0.844,0.783,5.96178123010652e-07
"Csf2rb",3.83897662587085e-11,-0.581557278191172,0.323,0.467,6.60073641052234e-07
"Cybb",4.39340867100107e-11,-0.665873668585792,0.225,0.369,7.55402686891924e-07
"Ybx1",5.73540709533142e-11,0.358813464092317,0.803,0.683,9.86145895971283e-07
"Cox4i1",6.95073061895618e-11,0.364336179754706,0.733,0.608,1.19510862262332e-06
"mt-Nd4",8.35140770098793e-11,-0.559022171550456,0.448,0.586,1.43594104010786e-06
"Rps2",9.2396443364071e-11,0.284077920723146,0.868,0.805,1.58866444720184e-06
"Dctpp1",1.06798314479177e-10,0.443457885827964,0.188,0.074,1.83629021915496e-06
"Eif3h",1.44360320967005e-10,0.369012731176428,0.42,0.265,2.48213135870668e-06
"Ndufa6",1.61499231146464e-10,0.311826195672251,0.452,0.279,2.77681778033231e-06
"Vim",2.28140840054741e-10,-0.327640754773713,0.885,0.914,3.92265360390121e-06
"Rpl4",2.2867603551262e-10,0.37634447003911,0.643,0.522,3.931855754604e-06
"Prdx1",2.35707272070398e-10,-0.285890234491279,0.809,0.893,4.05275083597843e-06
"Mrc1",3.11316931233176e-10,-0.638854189243547,0.059,0.163,5.35278331562323e-06
"Eif3k",3.17463240336104e-10,0.429595312052569,0.393,0.243,5.45846295433898e-06
"Tnfrsf1b",3.71653811871344e-10,-0.511401067381771,0.044,0.141,6.3902156413159e-06
"Nov",3.74373172315166e-10,-0.674550276200597,0.044,0.141,6.43697232478696e-06
"Anxa1",3.90793926586758e-10,-0.487420374323823,0.59,0.683,6.71931077373272e-06
"Ifitm1",4.71794984830886e-10,0.890873734456062,0.501,0.388,8.11204296918226e-06
"Rps17",4.78782892185888e-10,0.30686423935697,0.721,0.61,8.23219304824416e-06
"Creg1",6.49230010352132e-10,-0.59738374043918,0.203,0.332,1.11628607979946e-05
"Uqcrq",7.38232017468279e-10,0.339724587596872,0.536,0.379,1.26931613083496e-05
"Napsa",9.95713587895945e-10,0.519228772126335,0.24,0.117,1.71202994302829e-05
"Psmb8",1.00845200291818e-09,0.406976044408629,0.338,0.197,1.73393237381752e-05
"Psmb1",1.0781750052934e-09,0.363912255891844,0.416,0.265,1.85381410410147e-05
"Pfdn5",1.13421467676602e-09,0.341317003340029,0.558,0.416,1.95016871523149e-05
"Gngt2",1.15952159610121e-09,0.399033954669442,0.293,0.157,1.99368143233641e-05
"Atp5g2",1.2328061651295e-09,0.332822721136732,0.528,0.36,2.11968692032366e-05
"Ubb",1.23381962702395e-09,0.276310657200732,0.769,0.651,2.12142946670498e-05
"Atp6v1e1",1.24381082187877e-09,-0.390948558972286,0.387,0.514,2.13860832713836e-05
"mt-Nd2",1.27673691120896e-09,-0.485110096979424,0.338,0.482,2.19522144513268e-05
"Ahnak",1.35014016477464e-09,-0.601667031175585,0.282,0.407,2.32143099931351e-05
"Sphk1",1.44685533785511e-09,-0.369999289190633,0.023,0.102,2.48772306790807e-05
"Lat2",1.65190046936587e-09,-0.477558023731474,0.082,0.189,2.84027766702768e-05
"Rpl36al",1.68463770991089e-09,0.406705247081837,0.325,0.184,2.89656607842078e-05
"Cd44",1.71168100915371e-09,-0.603304946969552,0.137,0.256,2.94306432713888e-05
"Anxa2",1.83746989518183e-09,-0.427497580602608,0.476,0.574,3.15934573777564e-05
"Pttg1ip",1.8441370956593e-09,-0.421358422120407,0.039,0.129,3.17080932227659e-05
"Higd2a",2.47899442900545e-09,0.356955773046895,0.316,0.179,4.26238302123197e-05
"Itgam",2.52724192031334e-09,-0.586359992151252,0.193,0.321,4.34533975778675e-05
"Lyz2",2.69632351372652e-09,-0.2988687140104,0.788,0.863,4.63605864950138e-05
"Rbms1",2.98096838773337e-09,-0.473377620262413,0.319,0.437,5.12547704586875e-05
"Lrp1",3.47601369064448e-09,-0.509736614408483,0.09,0.198,5.97665793969412e-05
"Bcl2a1d",4.00210966724521e-09,0.375959475740599,0.407,0.262,6.88122736186141e-05
"Lmna",5.87356728652092e-09,-0.549398504079693,0.193,0.312,0.000100990115924441
"Uqcrfs1",5.97869186033371e-09,0.281285684933548,0.278,0.146,0.000102797627846578
"Uqcrh",6.06919477088647e-09,0.299249937568143,0.596,0.44,0.000104353734890622
"Rps28",6.09312511873364e-09,0.256532400022511,0.825,0.756,0.000104765193291506
"Ptpn18",6.14153549019553e-09,0.351531701142639,0.275,0.145,0.000105597561218422
"Mgl2",6.18136937665678e-09,0.451234563392207,0.196,0.087,0.000106282465062237
"S100a4",6.38733908570297e-09,-0.390946116985795,0.645,0.698,0.000109823908239577
"Prdx5",7.75293854966177e-09,0.315925770576039,0.674,0.537,0.000133304025422884
"Gstm1",1.05692865879127e-08,-0.425788594711268,0.282,0.414,0.000181728313592571
"Atp5h",1.11818534484615e-08,0.291553224214676,0.578,0.435,0.000192260788192848
"Il7r",1.12207829574436e-08,-0.609951037409083,0.152,0.264,0.000192930142170285
"Clta",1.48587876716044e-08,0.314456230074708,0.607,0.457,0.000255481995225565
"Brk1",1.5238023823568e-08,0.320497811463407,0.431,0.283,0.000262002581622428
"Erh",2.08796679612954e-08,0.303398693221797,0.175,0.077,0.000359005010926512
"Txn1",2.10889669618387e-08,0.274237173123398,0.718,0.578,0.000362603697941855
"Rnf149",2.18353831382573e-08,-0.499651950643956,0.12,0.227,0.000375437577679195
"Atp6v0a1",2.2149083498161e-08,-0.484400921753079,0.102,0.205,0.000380831341667381
"Cd63",2.2385690526623e-08,-0.478509547069629,0.325,0.445,0.000384899562914755
"Rps21",2.38599095403162e-08,0.258461335444049,0.785,0.705,0.000410247284636196
"H2afj",2.40157088035186e-08,0.31634727660143,0.393,0.251,0.000412926097167699
"Ngp",2.49518548208693e-08,-0.611533463460878,0.033,0.112,0.000429022191790027
"Psmb9",2.53253076772518e-08,0.345255837555333,0.15,0.06,0.000435443340202667
"Atp2b1",2.85622212077249e-08,-0.397664487540813,0.071,0.168,0.000491098831445622
"Lgmn",2.86174349677933e-08,-0.640107535190791,0.094,0.195,0.000492048176836237
"S100a1",3.03571790117223e-08,0.379639341456657,0.467,0.333,0.000521961335927553
"Emilin2",3.12032137624096e-08,-0.432009870644857,0.073,0.168,0.000536508057430871
"Gm10073",3.39905176989175e-08,0.294801216571423,0.176,0.078,0.000584432961315187
"Nrp2",3.6198506579374e-08,-0.423649256222291,0.067,0.161,0.000622397122125756
"Msr1",3.63511364354406e-08,-0.485875983943352,0.176,0.29,0.000625021439870965
"mt-Nd3",3.6881997136201e-08,-0.526342014913247,0.246,0.368,0.00063414905875984
"Hpgds",4.75857086539424e-08,-0.421051445460306,0.035,0.11,0.000818188674595886
"Sirpa",4.86752525454083e-08,-0.542841495665964,0.185,0.298,0.00083692229226575
"Cdk6",5.14080203100673e-08,-0.46105639160311,0.079,0.172,0.000883909501211296
"Grn",5.91250206036455e-08,-0.51709196543771,0.209,0.328,0.00101659560425908
"Tomm20",6.31153186283194e-08,0.323897619009545,0.457,0.315,0.00108520478849532
"Ctsd",7.32158572227346e-08,-0.434808636297844,0.561,0.649,0.0012588734490877
"Rtraf",7.36423269840702e-08,0.357296654187446,0.382,0.255,0.0012662061701641
"Mmp8",7.90133287401853e-08,-0.496665670521747,0.212,0.332,0.00135855517435875
"Ccdc12",7.97607934712203e-08,0.299335911786913,0.27,0.151,0.00137140708294416
"Cks1b",8.68889318355795e-08,0.276509082549433,0.112,0.038,0.00149396829398095
"Mtdh",8.69629537532953e-08,-0.493746369545484,0.083,0.178,0.00149524102683416
"Mpc1",1.01799635810636e-07,0.262887494650294,0.643,0.501,0.00175034293812807
"Ifi27l2a",1.11390553636611e-07,0.404678088073187,0.206,0.103,0.00191524917922789
"BC005537",1.12174965892332e-07,-0.460864068921708,0.237,0.349,0.00192873636355275
"Ssr4",1.136046959879e-07,0.349029699012252,0.29,0.172,0.00195331914281595
"Vmp1",1.15498459657631e-07,-0.454754870836779,0.109,0.209,0.0019858805153533
"Npm1",1.17472437501752e-07,0.376305632619576,0.527,0.397,0.00201982109040512
"Itgb2",1.25585316174871e-07,-0.504891919243937,0.197,0.307,0.00215931392631073
"Cox5b",1.70756077777314e-07,0.29899312962164,0.483,0.349,0.00293598000130314
"Eif3e",1.83714174263316e-07,0.38875510585147,0.287,0.172,0.00315878151228346
"Timp2",1.92505401241019e-07,-0.465482143396216,0.065,0.15,0.00330993786893809
"Cd93",1.92611947779453e-07,-0.468462709978,0.079,0.168,0.00331176983011992
"Pclaf",1.96199115489466e-07,0.373097527017374,0.117,0.043,0.00337344759172588
"Plaur",2.29983785809787e-07,-0.462732659013163,0.173,0.277,0.00395434121321348
"Btf3",2.56789144136457e-07,0.263954611325623,0.612,0.48,0.00441523254428224
"Dut",2.85747255532203e-07,0.343277708929193,0.109,0.039,0.0049131383116207
"Pold4",3.85092158564066e-07,0.261826263714835,0.316,0.192,0.00662127457435056
"Pmp22",4.23480648473698e-07,-0.369082310922149,0.033,0.102,0.00728132626985677
"Etfb",4.27250837802421e-07,0.288604916027642,0.358,0.226,0.00734615090517482
"Arpc5l",4.70958474656769e-07,0.332805352320037,0.202,0.106,0.00809766001324849
"Ralgds",4.78993202457397e-07,-0.388386828011501,0.038,0.107,0.00823580912305248
"Eef2",5.80251754817316e-07,0.300927508567967,0.599,0.479,0.00997684867232893
"mt-Nd4l",6.04150989692063e-07,-0.412244282823155,0.121,0.222,0.0103877721167653
"Zranb3",6.41831941853733e-07,-0.352922542376821,0.073,0.157,0.0110356584082331
"Gmnn",6.6144985635744e-07,0.282530482491493,0.117,0.046,0.0113729688302098
"Lasp1",8.34444758827163e-07,-0.466443575398966,0.253,0.355,0.0143474431832742
"Malat1",8.49483718381168e-07,-0.754688315961155,0.484,0.581,0.0146060230538458
"Ranbp1",8.5789836174638e-07,0.298476847295358,0.347,0.222,0.0147507044318673
"Tapbp",8.79067665979223e-07,-0.440540571505815,0.083,0.167,0.0151146894488468
"Tmem189",8.8347866599051e-07,-0.539965590342416,0.077,0.158,0.0151905321830408
"Alcam",9.78663957149603e-07,-0.418395188878367,0.076,0.159,0.0168271480792303
"Polr2e",1.24341269255807e-06,0.263335553292631,0.187,0.095,0.0213792378358435
"Ccl3",1.32477360899122e-06,-0.388371679822024,0.209,0.316,0.022778157432995
"Bcl2l1",1.38872106718685e-06,-0.376997408819616,0.093,0.179,0.0238776700292107
"Lcp1",1.43549336790356e-06,-0.374889799627993,0.527,0.601,0.0246818729677339
"Atp5b",1.47535846583808e-06,0.282706571755269,0.476,0.347,0.02536731346162
"Hmgb1",1.55448841512235e-06,0.324012721636431,0.405,0.285,0.0267278738096137
"Ccr5",1.61388334379787e-06,-0.459931130132586,0.103,0.189,0.0277491102132605
"Gm26917",1.61688047863883e-06,-1.0543446268522,0.065,0.144,0.0278006429497161
"Pcyt1a",1.62820754781162e-06,-0.386427815963311,0.083,0.166,0.027995400577073
"Atp5o.1",1.63392231094211e-06,0.267854831669466,0.352,0.231,0.0280936602143386
"Nop53",1.88868561152567e-06,0.280107130640579,0.15,0.07,0.0324740604045724
"Ubxn1",1.94675912181069e-06,0.27743515429778,0.408,0.278,0.033472576340413
"Ndufb11",1.95443342485248e-06,0.268807612220275,0.328,0.209,0.0336045283069136
"Ctsa",2.04803145016205e-06,-0.393052418675717,0.132,0.226,0.0352138527540864
"Atp6v1b2",2.34937604743435e-06,-0.365793029400979,0.255,0.356,0.0403951717595863
"Cdc123",2.35964406149048e-06,0.293532046973582,0.127,0.056,0.0405717199932674
"Clec4n",2.39956761330078e-06,-0.433824797079381,0.536,0.607,0.0412581655430937
"Zfp36l2",2.4744883796581e-06,-0.385055920069598,0.22,0.32,0.0425463531998413
"Cndp2",2.51513891189803e-06,-0.360377889504076,0.29,0.392,0.0432452984511747
"Cd24a",2.58141230098412e-06,0.36145228834207,0.217,0.124,0.0443848031031209
"Snrpd2",2.9419532754602e-06,0.28372673188674,0.29,0.183,0.0505839446182626
"Efhd2",3.12769246447156e-06,-0.448236194094844,0.329,0.411,0.053777544234124
"Aimp1",4.10642269312512e-06,0.314518066584096,0.143,0.068,0.0706058317855933
"Pkm",4.36678782154447e-06,-0.305310241206481,0.501,0.57,0.0750825498036355
"mt-Nd5",4.89957434026287e-06,-0.438859942193961,0.184,0.281,0.0842432812064798
"Cd36",6.59742376352074e-06,-0.578992361565815,0.124,0.206,0.113436104189976
"Sumo1",6.92537830105287e-06,0.25407608106936,0.252,0.153,0.119074954508303
"Ifitm2",8.06181912776039e-06,0.271435140948747,0.372,0.258,0.138614918082712
"Hmox1",8.07964819308387e-06,-0.459508039576839,0.202,0.29,0.138921471031884
"Ptpre",8.11241909828889e-06,-0.408673593143132,0.211,0.304,0.139484933975979
"F7",8.80144248280619e-06,-0.475307343198335,0.097,0.174,0.15133200204937
"Mpeg1",9.03840522370315e-06,-0.465006264288071,0.159,0.248,0.155406339416352
"Tma7",9.58552674815962e-06,0.256506070903724,0.602,0.5,0.164813546907856
"Eif3m",9.7927425510987e-06,0.250795644486108,0.225,0.133,0.168376415423591
"Klf6",9.94705105425507e-06,-0.429158259002006,0.159,0.245,0.171029595826862
"Ube2s",1.04195290924539e-05,0.38316757325648,0.285,0.189,0.179153383215653
"Cd300lf",1.10786372599172e-05,-0.368686797677532,0.088,0.163,0.190486089047016
"H2-DMa",1.40188229408667e-05,0.253452988881381,0.296,0.191,0.241039641645261
"Tbca",1.47970118569271e-05,0.256611759066556,0.417,0.309,0.254419821868004
"Pts",1.5027989590443e-05,0.300368928187348,0.134,0.065,0.258391253018078
"Osbpl8",1.52304486429781e-05,-0.383226603652811,0.258,0.349,0.261872333967365
"Bhlhe41",1.53749300634417e-05,-0.368382046203497,0.127,0.208,0.264356547510816
"Reep3",1.54001883820717e-05,-0.287619170102444,0.056,0.121,0.264790839041341
"Lrpap1",1.60287867969922e-05,-0.454332735252188,0.153,0.236,0.275598960187484
"2010111I01Rik",1.77244662746003e-05,-0.355642004050388,0.102,0.179,0.304754473125478
"Clec2d",1.84109475997636e-05,-0.369936907756513,0.067,0.134,0.316557833030335
"Pdpn",1.85261827376061e-05,-0.370070289173215,0.052,0.114,0.3185391859904
"Kxd1",1.87248680946728e-05,0.284134341367213,0.124,0.06,0.321955382019805
"Malt1",1.88145451524059e-05,-0.372335630999555,0.146,0.231,0.323497289350467
"Rab7b",1.98160768004834e-05,-0.41731206817109,0.094,0.167,0.340717624507512
"Myo1f",2.01521469726078e-05,-0.420758127453235,0.241,0.322,0.346496015047018
"Nfam1",2.57150895918241e-05,-0.32895883783496,0.079,0.149,0.442145250441823
"Cdk18",2.57802460449776e-05,-0.328554276335493,0.056,0.119,0.443265550497344
"Lamp1",2.75708625013591e-05,-0.42521048007688,0.308,0.389,0.474053409848368
"Mrfap1",2.87457518958428e-05,0.28745048610433,0.352,0.248,0.494254458097122
"Rheb",2.975787914479e-05,0.29629386408849,0.261,0.167,0.51165697401552
"H2afv",3.24382692199264e-05,0.27554929032051,0.171,0.095,0.557743600967414
"Flna",4.11954596085869e-05,-0.356576130853515,0.129,0.206,0.708314732510043
"Mindy1",4.2118970570385e-05,-0.350728567272996,0.067,0.131,0.7241935799872
"Nceh1",4.3205564614168e-05,-0.336522860284826,0.061,0.123,0.742876477976004
"Nudt21",4.46788461535106e-05,0.278935664591917,0.159,0.089,0.768208080763462
